ID,INPUT1,INPUT2,INPUT3,INPUT4,SWITCH,SOUND
72943,58,40,79,45,High,Gargle
8146,67,30,74,40,Medium,Sizzle
67376,45,72,59,0,High,Tick
45429,10,79,16,26,Maximum,Gargle
5187,65,57,13,73,Maximum,Sizzle
63883,45,3,100,92,Medium,Kaboom
49721,25,62,37,15,Low,Tick
52813,65,27,27,39,High,Tick
99725,64,93,78,11,Maximum,Sizzle
62488,85,50,63,90,Minimum,Sizzle
24047,25,91,60,79,Low,Tick
8258,49,17,77,19,High,Gargle
41377,10,52,92,67,Low,Beep
17895,97,0,88,79,Low,Gargle
34083,14,57,14,86,Minimum,Gargle
93736,73,18,88,97,High,Gargle
14062,30,97,8,54,Medium,Hiss
28359,44,11,73,18,Medium,Rumble
49432,56,10,97,11,Low,Gargle
4331,16,7,86,66,Low,Beep
28111,32,12,18,19,Low,Gargle
76606,59,76,10,34,High,Beep
49612,48,20,70,56,Minimum,Rumble
13959,100,74,60,20,Minimum,Rumble
72538,68,58,40,78,Maximum,Sizzle
30630,86,92,72,80,Medium,Rumble
24451,14,62,99,43,Minimum,Tick
20880,62,14,64,45,Low,Gargle
65341,24,40,95,53,Low,Gargle
12869,57,85,1,98,Maximum,Sizzle
46924,36,29,84,85,Maximum,Sizzle
8394,89,100,8,10,Low,Rumble
26779,94,36,21,66,Low,Tick
19244,61,42,16,76,Minimum,Sizzle
99788,85,74,44,19,Minimum,Sizzle
55989,66,86,14,78,High,Gargle
18975,37,71,48,96,Maximum,Hiss
1702,9,59,78,33,High,Gargle
21937,8,91,87,46,Minimum,Gargle
38002,87,96,58,45,High,Tick
30666,84,21,56,15,Medium,Hiss
44553,17,74,39,7,Maximum,Gargle
42498,14,78,55,66,Low,Tick
90146,65,14,51,92,Maximum,Beep
64590,58,39,72,94,High,Gargle
19806,66,89,74,77,Medium,Sizzle
58651,72,10,45,78,High,Beep
8407,79,3,40,52,Minimum,Sizzle
27811,22,66,43,44,Medium,Gargle
10385,9,44,95,65,Minimum,Gargle
66366,23,37,33,42,Medium,Rumble
26679,51,36,93,19,Low,Gargle
29870,13,19,39,7,Low,Gargle
50232,72,97,58,68,Minimum,Sizzle
41884,45,2,72,86,Minimum,Rumble
73554,14,61,79,54,Maximum,Gargle
70716,54,89,96,9,High,Tick
11859,78,94,30,45,Maximum,Hiss
50505,36,35,99,52,Medium,Hiss
90815,37,45,35,11,High,Gargle
48849,51,77,3,12,Minimum,Rumble
66298,57,45,10,15,Maximum,Sizzle
4711,98,14,43,23,Medium,Sizzle
22555,79,49,62,42,Maximum,Rumble
72203,86,18,41,51,High,Gargle
18513,45,17,41,16,Maximum,Rumble
25723,51,85,93,50,Maximum,Rumble
67060,82,98,72,33,Medium,Beep
50203,3,82,2,48,Minimum,Gargle
25331,24,25,54,75,Medium,Tick
72545,8,6,72,88,Maximum,Beep
76123,54,69,31,38,Medium,Sizzle
74578,98,18,16,88,Maximum,Hiss
75163,95,31,27,23,Minimum,Sizzle
75859,59,59,16,2,Maximum,Hiss
65799,80,66,8,59,Medium,Sizzle
54596,47,90,55,88,Minimum,Sizzle
29489,22,5,96,22,Minimum,Tick
93903,82,10,85,20,Medium,Sizzle
53538,35,9,77,26,Minimum,Sizzle
20752,58,49,44,55,Medium,Sizzle
31574,67,61,2,36,Low,Tick
80976,93,79,63,32,High,Gargle
42773,61,7,72,62,Low,Gargle
58753,16,26,87,1,Maximum,Beep
40267,14,41,3,16,Minimum,Gargle
43313,97,16,71,40,Minimum,Sizzle
25757,89,19,97,18,High,Gargle
51008,73,26,82,31,Maximum,Hiss
22847,35,61,1,61,Medium,Kaboom
24873,59,74,99,33,Minimum,Sizzle
62059,68,35,30,21,Low,Tick
18933,80,96,6,92,High,Gargle
54184,13,0,97,52,High,Gargle
42539,58,75,84,54,Minimum,Hiss
8572,80,45,32,72,Minimum,Sizzle
12686,61,80,34,63,High,Gargle
94203,70,64,9,97,Minimum,Beep
40700,84,44,97,20,Maximum,Beep
34074,21,54,53,73,High,Gargle
55715,10,11,92,47,Low,Beep
24806,22,100,45,51,Medium,Tick
36568,63,65,62,60,Minimum,Sizzle
5651,82,22,54,54,Maximum,Sizzle
99895,84,76,97,34,High,Tick
35196,36,4,73,1,Medium,Kaboom
43576,24,98,34,61,High,Tick
22538,69,93,46,27,Maximum,Beep
40165,62,61,60,73,Minimum,Sizzle
81216,27,23,51,75,Minimum,Tick
54727,85,96,50,35,Low,Hiss
67302,28,42,28,9,Maximum,Hiss
27911,5,4,44,8,Maximum,Gargle
8166,13,53,28,98,Maximum,Gargle
81932,38,42,35,44,High,Tick
18694,44,87,34,46,Low,Tick
65190,74,35,70,76,Medium,Sizzle
95035,50,96,45,79,High,Gargle
48303,92,72,70,7,Maximum,Sizzle
3959,86,4,30,24,High,Gargle
87850,40,34,97,9,High,Gargle
30420,23,38,48,86,Minimum,Tick
46787,21,37,78,16,Minimum,Gargle
62012,44,9,91,28,Low,Gargle
81085,40,53,15,58,High,Gargle
41045,7,0,52,48,Maximum,Gargle
24827,52,73,62,81,Minimum,Rumble
84740,99,27,93,46,High,Gargle
70979,33,83,57,28,Maximum,Hiss
87158,75,89,53,58,Low,Tick
74751,94,100,47,71,Minimum,Sizzle
72673,63,34,15,56,High,Gargle
46983,36,33,82,23,Medium,Hiss
60054,53,94,74,36,Low,Tick
62653,26,87,10,62,Low,Tick
86253,38,30,45,64,Medium,Kaboom
69323,0,82,1,37,Medium,Gargle
93605,60,61,1,85,Medium,Sizzle
3508,37,29,32,9,Minimum,Rumble
41596,79,41,30,93,High,Gargle
86683,92,50,73,54,Minimum,Sizzle
77094,21,58,44,51,Minimum,Gargle
96661,33,23,31,50,Medium,Sizzle
72481,51,96,33,94,Minimum,Hiss
6349,57,66,3,85,Minimum,Hiss
6289,81,1,90,16,Maximum,Sizzle
96887,15,65,41,25,Maximum,Tick
21019,54,23,10,67,Minimum,Sizzle
46958,53,46,79,0,Low,Gargle
80616,32,26,37,30,Maximum,Hiss
44678,59,10,34,13,Low,Gargle
39528,50,90,80,77,Medium,Rumble
77743,51,36,5,76,Maximum,Hiss
2506,54,95,13,38,High,Tick
82498,92,40,9,62,Maximum,Beep
54076,7,19,64,29,Minimum,Gargle
20159,61,43,44,83,Maximum,Hiss
77139,74,62,90,75,Minimum,Sizzle
90541,1,10,94,64,Minimum,Gargle
9337,38,68,69,39,High,Gargle
55396,0,77,28,81,Maximum,Gargle
75299,59,89,72,54,Low,Tick
64423,45,94,68,50,Maximum,Rumble
91160,89,25,81,75,High,Gargle
25766,28,37,28,90,High,Gargle
44059,8,57,60,44,Minimum,Gargle
89863,71,11,38,3,Maximum,Sizzle
8721,46,61,5,95,Minimum,Rumble
48452,84,38,95,43,Low,Gargle
34203,32,38,36,32,Medium,Hiss
95800,49,34,54,7,High,Gargle
27278,65,28,88,85,Medium,Sizzle
24246,69,54,24,26,High,Gargle
70598,47,14,32,49,Medium,Rumble
82538,12,25,12,96,High,Gargle
18229,53,24,54,62,Minimum,Rumble
20984,18,37,11,24,Maximum,Rumble
33792,29,93,69,100,Maximum,Tick
96579,8,86,44,81,High,Tick
27667,52,60,86,16,High,Gargle
60267,48,69,85,83,Low,Tick
45451,85,19,94,56,Low,Tick
27713,69,52,18,99,High,Gargle
42341,23,42,60,71,Low,Gargle
21487,48,47,73,57,Maximum,Hiss
83511,44,63,68,49,Minimum,Rumble
6210,41,51,88,25,High,Gargle
60951,90,12,48,43,High,Gargle
99316,60,31,46,32,Medium,Hiss
84764,80,72,35,2,Maximum,Rumble
37075,46,27,46,2,Minimum,Hiss
21205,30,36,24,82,High,Gargle
6640,10,91,92,6,High,Tick
18788,93,99,13,59,Minimum,Sizzle
67789,24,11,88,35,Low,Gargle
9301,15,90,21,88,High,Gargle
34494,49,54,20,26,Low,Gargle
85163,99,26,93,3,Maximum,Sizzle
3465,62,84,72,1,Low,Tick
65033,12,25,21,84,Medium,Gargle
10978,53,44,68,45,Maximum,Sizzle
24724,57,66,62,14,Minimum,Sizzle
42753,70,47,31,42,Low,Gargle
10712,26,76,44,44,High,Gargle
92694,28,58,26,10,Maximum,Hiss
26686,51,38,84,82,Maximum,Rumble
22276,63,53,30,42,Medium,Sizzle
85847,14,29,11,89,Maximum,Gargle
24746,62,26,57,44,Minimum,Sizzle
72765,22,92,12,4,High,Rumble
64019,36,43,89,52,High,Gargle
95264,28,62,32,35,Minimum,Gargle
53639,9,5,44,93,Medium,Tick
96251,10,41,27,76,High,Beep
16313,46,75,41,35,Minimum,Rumble
79177,13,57,23,55,Medium,Gargle
17851,61,84,6,100,High,Gargle
15853,70,67,65,78,Medium,Hiss
98643,73,8,98,46,Maximum,Sizzle
45821,83,32,48,92,High,Gargle
26130,61,25,15,36,Maximum,Sizzle
8553,80,13,28,96,Medium,Sizzle
87854,85,51,99,36,High,Gargle
32528,91,64,6,27,Medium,Sizzle
59250,67,17,52,69,Maximum,Sizzle
98937,12,34,76,53,Low,Gargle
95589,1,12,71,51,Minimum,Gargle
57521,96,46,39,37,Medium,Hiss
57594,60,37,33,68,High,Gargle
27236,22,14,72,31,Maximum,Tick
4237,24,12,35,4,Maximum,Tick
21537,86,55,74,0,Medium,Sizzle
54994,58,50,9,23,Medium,Sizzle
39303,22,13,79,57,Minimum,Tick
33732,74,6,43,61,High,Gargle
20700,78,70,91,92,Low,Tick
36003,84,76,25,27,Medium,Sizzle
70625,67,62,79,74,Low,Gargle
13472,46,76,28,32,Low,Tick
8336,33,54,5,87,Low,Tick
85753,48,74,98,52,High,Gargle
16410,8,71,47,83,Low,Tick
95224,44,88,96,56,High,Gargle
50155,24,100,29,51,Maximum,Tick
72559,56,65,28,6,Low,Tick
64426,78,49,19,29,Medium,Sizzle
63266,96,60,80,95,Low,Rumble
5644,98,95,81,98,Maximum,Sizzle
95641,21,93,32,12,Medium,Tick
33516,88,78,83,89,Low,Tick
20090,32,66,30,0,Low,Tick
52847,85,21,45,88,Medium,Hiss
45439,70,34,46,82,High,Gargle
63344,89,34,74,82,High,Gargle
63546,59,56,99,84,Medium,Hiss
64911,27,67,73,80,Low,Tick
54987,100,13,1,84,Low,Gargle
35211,9,50,4,72,High,Gargle
89310,27,33,99,31,Low,Beep
26609,100,85,86,81,Minimum,Sizzle
26676,28,19,37,29,Minimum,Gargle
39136,17,56,26,62,Low,Gargle
59730,90,12,2,32,Maximum,Sizzle
7751,44,100,37,50,Maximum,Rumble
19976,31,48,89,46,Medium,Rumble
69012,54,60,20,6,High,Gargle
76119,35,19,57,87,Low,Tick
7839,45,7,62,99,High,Gargle
51322,80,59,99,52,High,Gargle
70151,72,8,42,66,Maximum,Hiss
11035,57,71,16,95,Low,Tick
1125,84,57,27,38,High,Gargle
27623,21,95,93,40,Maximum,Gargle
40659,28,43,66,95,Low,Gargle
57955,32,85,48,33,Low,Tick
31494,38,10,92,73,Medium,Hiss
46749,1,59,52,65,Minimum,Gargle
38837,93,3,88,67,Medium,Sizzle
87595,63,11,100,54,High,Gargle
9239,39,49,51,17,Low,Gargle
60045,7,3,83,96,Low,Gargle
62688,12,28,66,55,Low,Gargle
48156,23,56,33,32,High,Gargle
7708,2,21,44,54,Medium,Gargle
82154,75,49,80,90,Maximum,Rumble
26306,1,3,70,77,High,Gargle
41981,20,92,18,58,Minimum,Tick
50037,39,70,24,44,Minimum,Rumble
4473,32,77,68,60,Maximum,Hiss
94873,43,74,73,76,High,Gargle
22597,11,36,59,77,High,Gargle
57630,98,53,75,14,Minimum,Sizzle
98578,56,99,24,57,Maximum,Beep
76719,53,19,95,23,Medium,Rumble
89020,25,85,53,84,Low,Tick
48348,60,85,63,76,Low,Tick
6620,6,84,70,61,High,Gargle
20423,73,51,52,66,Low,Gargle
60107,48,42,9,98,High,Gargle
45088,5,95,76,28,Maximum,Gargle
94456,81,90,78,14,Medium,Sizzle
51025,66,96,13,25,Minimum,Sizzle
95403,44,15,43,8,Medium,Kaboom
93037,59,57,81,40,Minimum,Sizzle
11014,64,41,53,32,Minimum,Sizzle
36305,85,28,23,74,Low,Gargle
29581,76,1,32,0,Low,Gargle
3876,83,66,42,52,Maximum,Sizzle
90659,6,80,73,9,High,Gargle
25277,63,0,80,30,Maximum,Hiss
78941,85,8,70,30,Low,Gargle
65885,92,6,25,21,Minimum,Sizzle
79183,56,49,62,88,High,Gargle
45900,32,85,11,32,Low,Tick
73408,53,36,24,83,High,Tick
76970,94,74,67,31,Low,Tick
74220,75,7,85,41,Medium,Sizzle
74033,26,92,42,81,Minimum,Tick
61013,78,90,97,95,Low,Tick
89403,89,29,58,95,Minimum,Rumble
88692,24,14,68,83,Maximum,Tick
99438,14,66,23,81,Medium,Rumble
11914,64,9,13,42,Minimum,Hiss
88822,61,82,66,15,Medium,Hiss
89437,47,71,23,36,Low,Tick
92399,94,3,32,67,Maximum,Sizzle
71473,25,25,25,18,Minimum,Tick
51435,100,63,74,17,Medium,Sizzle
29080,78,76,29,52,High,Gargle
55648,15,20,29,98,Minimum,Gargle
30294,56,84,19,37,High,Tick
61841,53,13,13,22,Medium,Rumble
88433,94,79,74,80,Low,Gargle
74193,73,9,10,50,Minimum,Sizzle
24128,97,87,0,98,Medium,Rumble
69214,78,23,4,12,Minimum,Rumble
44406,19,15,53,38,Low,Gargle
37278,78,65,11,29,High,Gargle
68739,80,31,27,30,Maximum,Sizzle
29324,74,52,6,100,Minimum,Sizzle
48216,70,66,47,37,Low,Tick
47813,45,60,87,42,High,Gargle
41128,44,96,18,97,Medium,Sizzle
78552,15,26,86,9,Medium,Gargle
96879,54,87,72,38,Maximum,Rumble
59099,2,67,9,83,Medium,Gargle
30170,64,83,60,90,Low,Tick
92394,21,77,21,25,Medium,Tick
46254,33,43,78,24,Minimum,Sizzle
40141,70,41,48,95,Low,Tick
51042,72,58,73,63,Minimum,Hiss
34570,22,33,2,30,Medium,Tick
70166,74,18,4,84,Low,Tick
64246,49,20,13,73,High,Gargle
75130,90,17,13,80,Minimum,Beep
51516,96,18,90,55,Maximum,Sizzle
60801,50,89,53,52,Minimum,Rumble
69241,98,75,23,55,Minimum,Sizzle
58134,49,95,7,39,Minimum,Rumble
68907,15,72,56,91,Low,Tick
38775,4,49,11,61,Maximum,Gargle
35218,32,26,96,23,High,Beep
95910,8,86,49,10,Minimum,Gargle
89471,78,45,100,47,High,Gargle
42279,41,10,3,7,Minimum,Kaboom
16156,95,0,51,4,High,Gargle
3368,36,3,22,62,Medium,Kaboom
54586,49,45,77,20,Low,Gargle
94212,4,71,67,81,Low,Tick
24918,24,91,72,49,Minimum,Rumble
81806,84,28,36,78,Minimum,Sizzle
43038,16,43,22,18,Maximum,Gargle
56076,73,37,90,90,High,Gargle
14389,95,46,69,41,Maximum,Beep
42194,39,42,62,25,High,Gargle
59074,92,20,9,81,Maximum,Sizzle
88211,97,2,90,58,High,Gargle
6539,56,86,83,13,Medium,Sizzle
62267,67,63,37,31,High,Gargle
47924,45,31,80,78,Medium,Kaboom
9601,41,10,6,18,Maximum,Kaboom
30779,59,95,85,30,Minimum,Sizzle
58772,44,48,92,56,Low,Gargle
60370,56,28,9,15,Minimum,Sizzle
9754,30,30,99,13,Maximum,Tick
12608,40,24,56,30,Maximum,Kaboom
64624,75,29,22,68,Low,Gargle
28819,35,87,19,46,Minimum,Rumble
54544,69,68,45,78,Minimum,Hiss
28554,38,47,66,10,Maximum,Rumble
31663,39,23,34,69,High,Gargle
75428,32,81,82,81,Low,Rumble
59768,35,82,79,21,Minimum,Hiss
25239,72,81,46,50,Low,Gargle
92182,9,16,7,14,Medium,Beep
61585,49,30,66,10,Minimum,Rumble
78146,71,82,52,24,Low,Rumble
64862,14,46,67,55,Minimum,Gargle
51903,15,100,57,20,Maximum,Tick
10306,23,40,18,71,High,Gargle
8481,21,8,57,83,Minimum,Gargle
26950,32,56,49,18,Low,Gargle
61801,49,7,38,91,Maximum,Rumble
93155,1,41,1,80,Maximum,Gargle
13691,57,32,1,19,Low,Tick
13053,11,26,23,56,Medium,Gargle
47178,21,6,64,33,Maximum,Tick
15051,42,92,67,25,Low,Rumble
53732,73,59,19,26,Medium,Sizzle
98872,57,85,15,93,Maximum,Hiss
76399,14,14,28,97,Low,Gargle
42836,56,91,36,54,Maximum,Sizzle
89396,21,88,97,18,High,Gargle
98601,42,3,11,79,High,Beep
25760,47,4,15,98,Maximum,Rumble
98899,79,59,11,62,Maximum,Sizzle
12104,60,58,11,22,Medium,Beep
17461,53,87,88,53,Medium,Rumble
48069,50,37,83,84,High,Tick
93800,76,8,99,95,Medium,Beep
98512,16,33,78,50,Minimum,Gargle
73917,33,21,65,71,Minimum,Kaboom
42275,3,87,94,47,Maximum,Gargle
76918,97,90,75,96,High,Gargle
52762,96,93,69,70,Low,Tick
50614,60,57,58,44,High,Gargle
33720,50,99,70,24,Maximum,Rumble
9590,25,24,17,77,High,Beep
28052,57,66,93,14,Medium,Rumble
74121,11,39,18,96,Medium,Gargle
9519,76,21,74,89,High,Beep
35388,61,87,56,53,High,Tick
88479,64,49,0,100,Maximum,Sizzle
9701,62,9,61,16,Minimum,Sizzle
32231,59,25,6,23,High,Gargle
98928,32,43,90,83,Medium,Tick
79544,33,33,17,62,Low,Tick
64072,26,32,99,53,Medium,Gargle
28215,72,47,80,99,Low,Gargle
49895,83,77,84,3,High,Tick
76868,91,5,49,31,Minimum,Sizzle
73813,68,2,60,47,High,Gargle
99115,0,57,18,100,Maximum,Tick
2846,88,87,11,56,Low,Gargle
6776,16,53,67,100,High,Beep
22526,97,65,17,92,Medium,Hiss
19560,68,73,76,37,Minimum,Sizzle
55912,42,29,2,42,Low,Gargle
32509,52,91,61,87,Maximum,Rumble
95123,96,25,2,8,Low,Gargle
61633,13,75,67,94,Minimum,Gargle
86774,73,24,19,23,Medium,Sizzle
66818,36,83,58,18,Minimum,Kaboom
55683,28,79,72,61,Minimum,Gargle
76717,32,91,8,10,Maximum,Hiss
3439,75,97,13,96,Medium,Hiss
77994,22,60,36,56,Medium,Tick
2875,50,82,6,48,Medium,Sizzle
88908,4,27,53,7,High,Gargle
40797,72,32,24,78,Minimum,Sizzle
18305,21,46,77,80,High,Gargle
54667,90,17,31,99,High,Gargle
81818,40,83,10,72,Minimum,Kaboom
7447,61,66,43,28,High,Gargle
50009,88,48,79,36,Medium,Hiss
37189,78,30,53,57,Minimum,Sizzle
80782,98,76,15,69,Minimum,Sizzle
20952,93,2,94,49,Low,Gargle
61463,18,70,82,40,Maximum,Gargle
7266,67,56,14,11,High,Beep
34978,64,90,76,61,Minimum,Hiss
71687,47,41,59,7,Low,Gargle
68214,48,59,41,47,High,Gargle
86821,57,53,70,24,High,Gargle
93070,15,87,18,66,Minimum,Tick
90865,47,57,84,21,High,Beep
96787,98,10,98,37,Minimum,Sizzle
16529,99,6,6,19,Low,Gargle
31719,77,81,87,50,Medium,Sizzle
8289,24,46,59,56,Minimum,Gargle
97977,100,77,85,88,Low,Tick
54551,67,98,35,49,Minimum,Sizzle
65344,99,49,12,52,Minimum,Sizzle
45862,6,31,39,37,Medium,Gargle
69341,68,6,54,95,Medium,Rumble
36404,97,51,17,35,Medium,Sizzle
54236,65,78,28,96,High,Gargle
51454,87,51,57,97,Minimum,Sizzle
33163,62,92,30,18,Minimum,Sizzle
6771,62,82,85,33,Low,Gargle
54949,97,14,34,51,Medium,Sizzle
29893,42,7,55,66,Medium,Kaboom
5256,19,53,15,52,High,Gargle
73352,28,9,44,82,Medium,Rumble
69128,10,49,82,73,Minimum,Gargle
92934,72,83,62,24,Low,Gargle
83880,79,66,71,53,Minimum,Rumble
53325,48,94,22,68,Medium,Hiss
23091,13,14,83,35,High,Gargle
58562,86,43,78,42,Maximum,Sizzle
28711,73,51,39,95,Medium,Sizzle
74532,47,23,64,81,Low,Tick
99371,79,38,23,33,Medium,Hiss
27625,59,17,93,11,Medium,Beep
69978,77,18,89,83,Maximum,Hiss
1865,86,65,8,73,Medium,Rumble
7041,40,86,21,98,High,Gargle
19825,33,85,79,54,Maximum,Tick
55780,13,90,57,54,Maximum,Tick
82843,71,56,70,15,Low,Gargle
61211,61,6,51,43,Minimum,Hiss
2304,29,19,49,98,Low,Gargle
7907,53,47,34,29,High,Gargle
44241,29,64,89,15,High,Gargle
66632,21,80,64,15,Maximum,Tick
21419,74,93,67,7,Low,Tick
23446,56,59,47,68,Minimum,Sizzle
26535,3,51,77,38,Minimum,Gargle
64744,11,56,5,95,Maximum,Gargle
88451,33,84,66,61,Maximum,Hiss
53121,99,75,54,42,Maximum,Sizzle
86336,29,67,99,16,Maximum,Tick
35405,53,28,13,53,Low,Tick
37900,85,86,55,68,High,Gargle
46952,30,52,8,92,Maximum,Sizzle
15269,56,36,46,94,Medium,Sizzle
1544,16,25,38,27,Medium,Gargle
80986,41,19,6,76,High,Gargle
47961,3,78,69,5,Medium,Tick
68950,14,37,29,9,Minimum,Gargle
11416,13,72,6,36,Minimum,Gargle
87695,6,96,63,72,Low,Tick
15884,17,30,91,11,High,Gargle
69699,47,98,42,48,Minimum,Rumble
98553,0,85,46,56,Low,Tick
42420,82,35,82,47,Minimum,Sizzle
87818,78,24,88,8,Maximum,Hiss
74296,96,24,82,11,Low,Gargle
88285,92,61,21,72,Maximum,Sizzle
84276,3,69,53,27,Low,Tick
44149,37,77,72,59,Low,Tick
8355,44,47,93,49,Maximum,Kaboom
68077,51,93,69,0,Minimum,Hiss
33052,36,74,72,83,Medium,Kaboom
72878,31,85,17,10,Low,Tick
92491,46,8,1,13,Minimum,Hiss
2958,98,73,87,48,Maximum,Sizzle
24782,100,44,79,39,High,Gargle
30100,71,75,40,15,Low,Tick
23290,32,0,76,26,High,Beep
46040,61,96,41,1,Low,Kaboom
44616,68,80,3,84,Minimum,Sizzle
21254,86,35,33,48,High,Gargle
29985,42,76,74,27,Maximum,Kaboom
64359,30,77,26,93,Low,Gargle
75420,79,19,68,41,Maximum,Sizzle
91689,53,52,18,73,Low,Tick
38679,49,22,98,77,Low,Gargle
35433,76,45,4,79,High,Gargle
51598,18,51,40,17,Minimum,Gargle
59941,51,15,7,68,Medium,Rumble
92338,45,61,47,88,Maximum,Hiss
6645,15,17,98,95,Minimum,Gargle
84227,58,75,82,97,Medium,Sizzle
19440,1,27,17,16,High,Beep
22427,56,21,32,62,Minimum,Rumble
56163,97,76,60,4,High,Rumble
5649,72,1,53,74,Low,Gargle
2193,58,24,92,93,Low,Gargle
83397,96,0,21,75,Maximum,Sizzle
49892,16,16,10,58,High,Gargle
42578,92,98,50,64,Low,Gargle
36942,67,41,99,40,Low,Gargle
3725,72,52,90,19,Maximum,Sizzle
6243,91,52,89,43,Maximum,Hiss
29729,95,26,41,79,High,Gargle
27406,6,60,77,85,Low,Gargle
15213,60,32,8,73,Minimum,Rumble
73204,69,45,40,55,Minimum,Sizzle
86542,1,58,31,27,High,Gargle
76829,65,53,79,93,High,Gargle
26883,56,47,4,84,Medium,Rumble
1369,37,20,1,91,High,Gargle
12762,31,90,95,72,Low,Rumble
55522,28,56,97,75,Maximum,Tick
37016,43,69,64,91,Low,Gargle
57119,48,68,80,22,Minimum,Rumble
32949,69,37,4,40,Minimum,Rumble
97551,66,71,7,21,High,Tick
26745,0,79,79,26,High,Tick
94050,33,42,24,87,High,Gargle
48975,42,26,28,12,Low,Gargle
57503,53,38,87,80,High,Gargle
46405,43,7,14,42,Minimum,Hiss
51960,54,57,89,46,Medium,Rumble
2540,94,40,91,3,High,Tick
52501,37,13,0,88,Low,Gargle
34114,98,86,48,50,Medium,Sizzle
24585,98,43,61,76,Minimum,Sizzle
92210,84,83,47,45,Maximum,Rumble
49977,33,78,19,15,Maximum,Hiss
95563,36,30,6,80,Low,Gargle
15132,60,37,19,82,Minimum,Sizzle
85117,20,92,78,99,Minimum,Tick
59877,38,62,97,59,High,Tick
57004,67,75,34,80,Medium,Sizzle
44134,55,8,88,48,Maximum,Rumble
60823,50,11,98,41,Low,Gargle
59733,4,46,92,75,Minimum,Gargle
83172,44,14,60,19,Low,Gargle
21615,23,3,8,89,Minimum,Tick
24757,19,61,57,26,High,Gargle
5078,69,33,94,34,Minimum,Hiss
98206,76,58,32,30,Medium,Hiss
77170,13,49,75,7,Medium,Gargle
77127,97,33,17,36,High,Gargle
99259,63,93,52,48,Maximum,Sizzle
88265,83,69,37,48,Maximum,Beep
20089,32,2,17,25,Medium,Hiss
12452,34,12,46,46,Medium,Hiss
34022,58,42,17,15,High,Gargle
96345,29,89,76,15,Low,Rumble
47894,3,57,24,76,Minimum,Gargle
31742,50,37,78,79,Low,Gargle
96496,77,6,64,72,Minimum,Sizzle
7975,11,36,48,55,High,Gargle
18764,98,47,53,90,Minimum,Hiss
36219,3,2,94,31,Minimum,Gargle
70125,50,95,31,52,Maximum,Hiss
51118,97,60,90,50,High,Gargle
59807,92,12,70,59,Medium,Sizzle
7467,53,18,69,3,Medium,Rumble
72403,32,44,34,13,Minimum,Hiss
13425,34,37,21,36,High,Gargle
83187,39,23,45,62,High,Gargle
95297,55,53,38,63,High,Gargle
7783,43,62,89,77,High,Gargle
19143,14,82,65,48,Medium,Gargle
67896,82,70,94,36,Maximum,Hiss
26360,4,90,1,36,Maximum,Gargle
19900,65,35,91,5,Medium,Sizzle
53186,24,2,26,63,Minimum,Gargle
25102,58,75,46,54,Low,Tick
64161,67,77,72,46,Medium,Rumble
18235,37,100,59,47,Minimum,Kaboom
30232,30,11,62,2,High,Gargle
92280,83,2,36,47,Medium,Hiss
67806,68,100,37,94,Medium,Sizzle
88615,0,55,87,5,Medium,Gargle
36191,61,72,37,33,Maximum,Hiss
97563,16,62,29,31,Minimum,Gargle
36482,95,11,18,59,High,Gargle
51221,15,21,46,65,Maximum,Gargle
70130,43,32,98,33,Medium,Kaboom
97863,55,99,30,38,High,Gargle
22743,3,1,41,35,High,Tick
62713,29,93,88,40,High,Gargle
95883,1,48,41,59,Low,Tick
74157,43,53,8,92,Maximum,Sizzle
76859,31,11,56,34,Low,Tick
69302,88,76,66,8,High,Beep
76693,45,39,5,75,Minimum,Rumble
36090,48,69,73,41,High,Gargle
24391,98,15,50,75,Maximum,Sizzle
11241,29,84,13,51,Medium,Hiss
50568,19,31,80,0,Low,Gargle
31700,49,13,36,100,High,Gargle
65982,65,38,28,80,Low,Gargle
82629,95,31,56,95,Maximum,Sizzle
23463,91,95,1,2,Medium,Sizzle
42926,0,69,88,74,High,Gargle
33219,73,42,9,99,High,Gargle
74718,47,12,98,47,High,Gargle
91480,87,80,18,89,Medium,Beep
70432,26,10,66,17,High,Tick
54878,92,12,4,83,Minimum,Sizzle
69892,61,3,83,65,Medium,Beep
89096,58,52,80,40,Minimum,Sizzle
88142,58,55,45,65,Medium,Rumble
19835,35,42,96,72,Minimum,Hiss
31418,98,23,33,64,Low,Gargle
14313,38,7,77,85,Minimum,Kaboom
81762,26,51,82,34,Low,Gargle
59719,43,22,42,61,Low,Gargle
65667,1,32,27,16,Low,Gargle
55631,75,13,34,33,High,Beep
60560,28,70,7,26,Minimum,Kaboom
7515,58,71,90,2,High,Tick
43430,96,50,4,44,Minimum,Rumble
49817,50,55,46,40,Low,Tick
24687,78,95,8,4,Maximum,Hiss
5908,56,65,37,55,Minimum,Sizzle
52055,14,91,95,57,Minimum,Tick
5558,64,25,17,44,Low,Tick
71173,65,76,43,83,High,Gargle
58238,76,72,61,69,Medium,Sizzle
88606,28,25,28,89,Minimum,Tick
34126,1,55,48,2,Minimum,Gargle
90011,1,15,52,59,Low,Gargle
80895,87,35,12,62,Medium,Hiss
84742,24,73,34,75,Low,Tick
46716,40,45,43,77,Maximum,Kaboom
81757,12,27,44,40,Maximum,Gargle
61981,89,13,68,0,Maximum,Sizzle
22945,4,93,44,59,High,Tick
52903,53,51,33,13,Maximum,Sizzle
