country,content,imdb_score,Gross,Budget,genre
USA,PG-13,5.58,Medium,High,Family
USA,PG-13,5.49,Medium,High,Family
USA,PG-13,5.41,Medium,High,Family
USA,PG-13,6.25,Medium,High,Action
USA,R,7.01,Medium,Medium,Comedy
USA,R,7.1,Medium,Medium,Action
USA,R,7.52,Medium,Medium,Action
USA,R,7.52,Medium,Medium,Comedy
USA,R,7.6,Medium,Medium,History
USA,R,7.42,Medium,Medium,Comedy
USA,PG,7.45,Medium,Medium,Comedy
USA,PG,7.34,Medium,Medium,Comedy
USA,PG,7.47,Medium,Medium,Comedy
USA,PG,7.47,Medium,Medium,Drama
USA,PG,7.41,Medium,Medium,Sci-Fi
USA,PG,7.36,Medium,Medium,Comedy
USA,PG-13,5.82,Medium,Medium,Action
USA,PG-13,5.83,Medium,Medium,Action
USA,R,6.87,Medium,Medium,Comedy
USA,R,6.81,Medium,Medium,Comedy
USA,R,6.79,Medium,Medium,Action
USA,R,6.81,Medium,Medium,Action
USA,R,5.8,Medium,Medium,Comedy
USA,R,5.81,Medium,Medium,History
USA,R,5.86,Medium,Medium,Comedy
USA,R,7.91,Medium,Medium,Comedy
USA,R,7.83,Medium,Medium,Drama
USA,R,7.93,Medium,Medium,Action
Canada,R,6.74,Medium,Medium,Drama
Canada,R,6.61,Medium,Medium,Comedy
Canada,R,6.67,Medium,Medium,Drama
USA,PG-13,6.57,Medium,Medium,Comedy
USA,PG-13,6.52,Medium,Medium,History
USA,R,6.77,Medium,Medium,Comedy
Germany,R,7.36,Medium,Medium,Comedy
Germany,R,7.45,Medium,Medium,Action
Germany,R,7.38,Medium,Medium,Drama
Germany,R,7.41,Medium,Medium,Comedy
Germany,R,7.35,Medium,Medium,Action
USA,PG-13,5.81,Medium,Medium,Action
USA,PG-13,5.92,Medium,Medium,Comedy
USA,R,4.98,Medium,High,Family
USA,R,5.6,Medium,High,Action
USA,R,5.67,Medium,High,Action
USA,R,4.96,Medium,High,Family
USA,PG-13,6.31,Medium,Medium,Sci-Fi
USA,PG-13,6.41,Medium,Medium,Comedy
USA,PG-13,6.35,Medium,Medium,Drama
USA,R,7.47,Medium,Medium,Comedy
USA,R,7.5,Medium,Medium,Action
USA,R,6.05,Medium,Medium,Action
USA,R,5.93,Medium,Medium,Comedy
Germany,R,6.37,Medium,Medium,Comedy
Germany,R,6.39,Medium,Medium,Action
Germany,R,6.27,Medium,Medium,Drama
Germany,R,6.21,Medium,Medium,Comedy
UK,R,6.05,Medium,Medium,Comedy
UK,R,5.98,Medium,Medium,Comedy
UK,R,6.01,Medium,Medium,Drama
USA,R,6.57,Medium,Medium,Drama
USA,R,6.7,Medium,Medium,Action
USA,R,6.55,Medium,Medium,Comedy
USA,R,6.65,Medium,Medium,Action
USA,R,4.47,Medium,Medium,Comedy
USA,R,4.59,Medium,Medium,Comedy
USA,R,4.52,Medium,Medium,Action
USA,PG,3.58,Medium,Medium,Comedy
USA,PG,3.68,Medium,Medium,Sci-Fi
USA,PG,3.53,Medium,Medium,Comedy
USA,PG,3.62,Medium,Medium,Comedy
USA,R,6.79,Medium,Medium,Comedy
USA,R,6.74,Medium,Medium,Comedy
USA,R,6.73,Medium,Medium,Action
USA,PG-13,6.2,Medium,Medium,Drama
USA,PG-13,6.03,Medium,Medium,Comedy
USA,PG-13,6.03,Medium,Medium,Comedy
USA,R,6.54,Medium,Medium,Action
USA,R,6.59,Medium,Medium,Comedy
USA,R,6.52,Medium,Medium,Action
USA,PG-13,6.57,Medium,Medium,History
USA,PG-13,6.59,Medium,Medium,Drama
USA,PG-13,6.63,Medium,Medium,Comedy
USA,R,4.42,Medium,Medium,Action
USA,R,4.42,Medium,Medium,Action
USA,R,4.37,Medium,Medium,Comedy
USA,R,4.48,Medium,Medium,Comedy
USA,PG,4.25,Medium,Medium,Comedy
USA,PG,4.29,Medium,Medium,Comedy
USA,PG-13,6.62,Medium,Medium,Sci-Fi
USA,PG-13,6.57,Medium,Medium,Comedy
USA,R,6.27,Medium,Medium,Action
USA,R,6.12,Medium,Medium,Action
USA,R,6.12,Medium,Medium,Drama
France,R,6.32,Medium,Medium,Action
France,R,6.34,Medium,Medium,Comedy
France,R,6.48,Medium,Medium,Action
UK,R,6.24,Medium,Medium,Action
UK,R,6.25,Medium,Medium,Action
UK,R,6.32,Medium,Medium,Comedy
USA,R,6.06,Medium,Medium,Comedy
USA,R,5.9,Medium,Medium,Comedy
USA,R,5.97,Medium,Medium,Drama
USA,PG-13,5.94,Medium,Medium,Comedy
USA,PG-13,6,Medium,Medium,Drama
USA,PG-13,5.94,Medium,Medium,Action
USA,PG-13,5.9,Medium,Medium,Comedy
USA,PG-13,5.94,Medium,Medium,Comedy
Germany,R,6.59,Medium,Medium,Action
Germany,R,6.54,Medium,Medium,Drama
Germany,R,6.63,Medium,Medium,Action
Germany,R,6.61,Medium,Medium,Comedy
Germany,R,6.59,Medium,Medium,Comedy
USA,R,6.52,Medium,Medium,Comedy
USA,R,6.55,Medium,Medium,Comedy
USA,R,6.52,Medium,Medium,Action
USA,R,6.42,Medium,Medium,Drama
USA,R,6.51,Medium,Medium,Action
USA,R,6.57,Medium,Medium,Action
USA,R,6.57,Medium,Medium,Drama
USA,R,6.54,Medium,Medium,Action
USA,R,6.56,Medium,Medium,Comedy
USA,R,6.61,Medium,Medium,Comedy
USA,R,5.84,Medium,Medium,Comedy
USA,R,5.8,Medium,Medium,Comedy
USA,R,5.78,Medium,Medium,Action
USA,R,5.89,Medium,Medium,Comedy
USA,PG,7.44,Medium,High,Family
USA,PG,7.47,Medium,High,Family
USA,PG,7.48,Medium,High,Family
USA,PG,7.39,Medium,High,Family
USA,PG,7.37,Medium,High,Family
USA,PG,7.49,Medium,High,Family
USA,R,7.39,Medium,Medium,Comedy
USA,R,7.46,Medium,Medium,Comedy
USA,R,7.46,Medium,Medium,Comedy
USA,R,6.77,Medium,Medium,Comedy
USA,R,6.73,Medium,Medium,History
USA,R,6.71,Medium,Medium,History
USA,R,6.75,Medium,Medium,Comedy
USA,R,6.72,Medium,Medium,Comedy
USA,R,7.64,Medium,Medium,Comedy
USA,R,7.7,Medium,Medium,Action
USA,R,7.6,Medium,Medium,Action
USA,PG-13,5.58,Medium,Medium,Comedy
USA,PG-13,5.45,Medium,Medium,Comedy
USA,R,6.69,Medium,Medium,Comedy
USA,R,6.72,Medium,Medium,Action
USA,R,6.77,Medium,Medium,Comedy
USA,R,6.65,Medium,Medium,Action
USA,R,7.78,Medium,Medium,Drama
USA,R,7.74,Medium,Medium,Action
USA,R,7.71,Medium,Medium,Action
USA,PG-13,5.82,Medium,Medium,Comedy
USA,PG-13,5.91,Medium,Medium,Action
USA,PG-13,5.87,Medium,Medium,Comedy
USA,PG-13,5.81,Medium,Medium,Action
France,R,5.84,Medium,High,Family
France,R,6.59,Medium,High,History
France,R,5.83,Medium,High,Family
France,R,6.44,Medium,High,History
France,R,5.83,Medium,High,Family
USA,R,5.7,Medium,Medium,Comedy
USA,R,5.62,Medium,Medium,Comedy
USA,R,5.74,Medium,Medium,Sci-Fi
USA,PG-13,6.03,Medium,High,Drama
USA,PG-13,6.07,Medium,High,Action
USA,PG-13,5.49,Medium,High,Family
USA,PG-13,6.32,Medium,Medium,Action
USA,PG-13,6.22,Medium,Medium,Comedy
USA,PG-13,6.35,Medium,Medium,Action
USA,PG,5.94,Medium,Medium,Comedy
USA,PG,5.97,Medium,Medium,Comedy
USA,PG,5.97,Medium,Medium,Action
USA,PG,6.1,Medium,Medium,Comedy
USA,PG,5.92,Medium,Medium,Comedy
USA,R,5.15,Medium,Medium,Comedy
USA,R,5.23,Medium,Medium,Drama
USA,PG-13,6.85,Low,Medium,Comedy
USA,PG-13,6.99,Low,Medium,History
USA,PG-13,6.89,Low,Medium,Action
France,R,6.13,Medium,Medium,History
France,R,6.07,Medium,Medium,Action
France,R,6.2,Medium,Medium,Comedy
France,R,6.09,Medium,Medium,Action
France,R,6.01,Medium,Medium,Comedy
USA,R,5.15,Low,Medium,Action
USA,R,5.16,Low,Medium,Action
USA,R,5.16,Low,Medium,Comedy
USA,R,5.87,Medium,Medium,Comedy
USA,R,5.93,Medium,Medium,Comedy
USA,R,5.83,Medium,Medium,Action
USA,PG-13,6.3,Medium,High,Drama
USA,PG-13,6.27,Medium,High,Sci-Fi
USA,PG-13,5.56,Medium,High,Family
UK,R,6.53,Low,High,Action
UK,R,6.58,Low,High,Action
UK,R,5.83,Low,High,Family
UK,R,5.79,Low,High,Family
USA,PG-13,4.99,Medium,Medium,Comedy
USA,PG-13,5.1,Low,Medium,Comedy
USA,PG-13,5,Low,Medium,Action
USA,R,5.62,Low,Medium,Comedy
USA,R,5.67,Low,Medium,Comedy
USA,R,5.53,Medium,Medium,Action
USA,R,5.57,Medium,Medium,Comedy
USA,R,5.52,Medium,Medium,Sci-Fi
Canada,PG-13,3.9,Low,Medium,Comedy
Canada,PG-13,3.72,Low,Medium,Comedy
Canada,PG-13,3.72,Low,Medium,Drama
Canada,PG-13,3.84,Low,Medium,Action
Canada,PG-13,3.74,Low,Medium,Action
USA,PG-13,6.09,Medium,Medium,Comedy
USA,PG-13,6.07,Medium,Medium,Comedy
USA,PG-13,6.01,Medium,Medium,Action
USA,R,6.31,Medium,Medium,Comedy
USA,R,6.49,Medium,Medium,Comedy
USA,R,6.35,Medium,Medium,Action
USA,R,6.36,Medium,Medium,Comedy
USA,R,6.47,Medium,Medium,Drama
USA,R,6.34,Medium,Medium,Comedy
UK,R,7.54,Low,Low,Comedy
UK,R,8.47,Low,Low,History
UK,R,8.44,Low,Low,History
USA,R,7.78,High,Medium,Action
USA,R,7.67,High,Medium,Comedy
USA,R,7.6,High,Medium,Action
USA,PG-13,8.48,High,Medium,Sci-Fi
USA,PG-13,8.3,High,Medium,Comedy
USA,PG-13,8.45,High,Medium,Comedy
UK,R,7.56,Medium,Low,History
UK,R,6.63,Medium,Low,Drama
USA,R,6.94,Medium,Medium,Comedy
USA,R,7.01,Medium,Medium,Action
USA,R,7.08,Medium,Medium,Comedy
USA,R,7.09,Medium,Medium,Comedy
USA,R,6.96,Medium,Medium,Action
USA,R,6.81,High,Medium,Comedy
USA,R,6.88,High,Medium,Drama
USA,R,6.77,High,Medium,Action
USA,R,6.73,High,Medium,Action
USA,R,6.97,High,Medium,Action
USA,R,6.83,High,Medium,Comedy
USA,R,6.99,High,Medium,Action
USA,R,7.21,High,Medium,Comedy
USA,R,7.18,High,Medium,Comedy
USA,R,7.19,High,Medium,History
USA,R,7.26,High,Medium,Comedy
USA,R,7.12,High,Medium,Comedy
Czech Republic,R,6.44,Low,Medium,Action
Czech Republic,R,6.47,Low,Medium,Action
Czech Republic,R,6.5,Low,Medium,Comedy
Canada,PG-13,6.47,Medium,Medium,Comedy
Canada,PG-13,6.5,Medium,Medium,Comedy
USA,PG-13,7.45,Medium,Medium,Comedy
USA,PG-13,7.44,Medium,Medium,Comedy
USA,PG-13,7.46,Medium,Medium,Drama
USA,PG-13,6.43,Medium,Medium,Comedy
USA,PG-13,6.4,Medium,Medium,Sci-Fi
USA,PG-13,6.51,Medium,Medium,Drama
USA,PG-13,6.19,Medium,Medium,Drama
USA,PG-13,6.01,Medium,Medium,Comedy
USA,PG-13,6.14,Medium,Medium,Sci-Fi
USA,R,6.62,Medium,High,Action
USA,R,5.82,Medium,High,Family
USA,R,6.61,Medium,High,Comedy
USA,R,7.21,Medium,High,Family
USA,R,7.9,Medium,High,Action
USA,R,7.22,Medium,High,Family
USA,R,7.87,Medium,High,Action
France,PG-13,6.16,High,Medium,Comedy
France,PG-13,6.17,High,Medium,Action
USA,R,7.11,Medium,Medium,Action
USA,R,7.07,Medium,Medium,Drama
USA,R,7.08,Medium,Medium,Action
USA,R,7.02,Medium,Medium,Comedy
USA,PG-13,6.05,High,Medium,Comedy
USA,PG-13,6.08,High,Medium,Action
USA,PG-13,6.18,High,Medium,Comedy
USA,PG,5.51,High,High,Family
USA,PG,6.27,High,High,Action
USA,PG,5.55,High,High,Family
USA,PG,6.17,High,High,Comedy
USA,PG,6.19,High,High,Action
USA,PG,6.21,High,High,Drama
USA,R,6.83,High,Medium,Action
USA,R,6.98,High,Medium,Action
USA,R,6.88,High,Medium,Drama
USA,PG-13,6.47,Medium,Medium,Comedy
USA,PG-13,6.52,Medium,Medium,History
USA,PG-13,6.4,Medium,Medium,Comedy
USA,R,7.76,Low,Medium,Comedy
USA,R,7.8,Low,Medium,Comedy
USA,R,7.84,Low,Medium,Comedy
Soviet Union,PG,8.22,Low,Low,Drama
Soviet Union,PG,9.13,Low,Low,History
Soviet Union,PG,9.14,Low,Low,History
USA,PG,4.53,Medium,Medium,Sci-Fi
USA,PG,4.62,Medium,Medium,Comedy
USA,PG,4.53,Medium,Medium,Comedy
USA,PG,4.58,Medium,Medium,Comedy
USA,PG,4.63,Medium,Medium,Comedy
USA,R,5.91,Low,Medium,Action
USA,R,5.84,Low,Medium,Comedy
USA,R,5.85,Low,Medium,Drama
USA,R,5.93,Low,Medium,Drama
USA,PG-13,6.3,High,Medium,Comedy
USA,PG-13,6.35,High,Medium,Drama
USA,PG-13,5.8,High,Medium,Comedy
USA,PG-13,5.71,High,Medium,Drama
USA,R,7.31,High,Medium,Comedy
USA,R,7.37,High,Medium,Action
USA,R,7.36,High,Medium,Drama
USA,PG-13,7.66,High,Medium,Comedy
USA,PG-13,7.71,High,Medium,Comedy
USA,PG-13,7.68,High,Medium,Action
USA,PG-13,7.77,High,Medium,Comedy
USA,PG-13,7.73,High,Medium,Comedy
USA,PG-13,4.89,Medium,Medium,Action
USA,PG-13,4.73,Medium,Medium,Comedy
USA,PG-13,4.84,Medium,Medium,Action
USA,PG-13,4.79,Medium,Medium,Sci-Fi
USA,PG-13,4.74,Medium,Medium,Comedy
USA,R,6.65,High,Medium,Action
USA,R,6.62,High,Medium,Comedy
USA,R,6.68,High,Medium,History
USA,R,6.8,High,Medium,Drama
USA,R,6.78,High,Medium,Comedy
USA,PG-13,6.81,High,Medium,Comedy
USA,PG-13,6.95,High,Medium,Drama
USA,PG-13,6.88,High,Medium,Sci-Fi
UK,R,7.31,Medium,Medium,History
UK,R,7.41,Medium,Medium,Comedy
UK,R,7.32,Medium,Medium,Action
UK,R,7.44,Medium,Medium,Action
South Korea,PG,2.82,Low,Medium,Comedy
South Korea,PG,2.71,Low,Medium,History
South Korea,PG,2.75,Low,Medium,Comedy
USA,PG,4.81,High,Medium,Comedy
USA,PG,4.93,High,Medium,Sci-Fi
USA,PG,4.97,High,Medium,Comedy
France,PG-13,6.41,High,Medium,Action
France,PG-13,6.47,High,Medium,Action
France,PG-13,6.38,High,Medium,Comedy
USA,PG-13,5.63,High,Medium,Comedy
USA,PG-13,6.39,High,Medium,Drama
USA,PG-13,6.25,High,Medium,Action
USA,PG-13,6.2,High,Medium,Comedy
USA,PG-13,6.37,High,Medium,Comedy
USA,PG,5.81,High,Medium,Comedy
USA,PG,5.96,High,Medium,Comedy
USA,PG,5.81,High,Medium,Comedy
USA,PG,5.83,High,Medium,Comedy
USA,PG,5.86,High,Medium,Sci-Fi
USA,G,5.89,High,Medium,Drama
USA,G,5.72,High,Medium,Comedy
USA,G,5.9,High,Medium,Comedy
USA,PG-13,6.64,High,Medium,Action
USA,PG-13,6.54,High,Medium,Action
USA,PG-13,6.63,High,Medium,Drama
USA,PG-13,6.52,High,Medium,Comedy
USA,PG-13,6.79,High,Medium,Drama
USA,PG-13,6.85,High,Medium,Comedy
USA,PG-13,6.73,High,Medium,Action
USA,PG-13,6.89,High,Medium,Action
USA,PG-13,7.58,High,Medium,Comedy
USA,PG-13,7.59,High,Medium,Comedy
USA,PG-13,7.48,High,Medium,Comedy
USA,R,7.02,High,Medium,Action
USA,R,6.99,High,Medium,Comedy
Germany,PG-13,4.83,High,High,Family
Germany,PG-13,5.7,High,High,Drama
USA,R,8.1,High,Medium,Action
USA,R,8.15,High,Medium,Comedy
USA,R,8.22,High,Medium,Drama
USA,R,8.13,High,Medium,Action
USA,R,7.76,High,Medium,Action
USA,R,7.79,High,Medium,Comedy
USA,R,7.8,High,Medium,Action
USA,PG,7.35,High,Medium,Comedy
USA,PG,7.33,High,Medium,Comedy
USA,PG,7.34,High,Medium,Comedy
USA,R,5.36,High,Medium,Comedy
USA,PG,7.11,High,Medium,Comedy
USA,PG,7.13,High,Medium,Comedy
USA,PG,7.16,High,Medium,Comedy
USA,PG,7.2,High,Medium,Comedy
USA,R,7.16,High,Medium,Comedy
USA,R,7.1,High,Medium,Drama
USA,PG-13,7.36,High,Medium,Comedy
USA,PG-13,7.34,High,Medium,History
USA,R,6.54,High,Medium,Action
USA,R,6.61,High,Medium,Comedy
USA,PG-13,4.63,High,Medium,Drama
USA,PG-13,4.69,High,Medium,Action
USA,PG-13,4.76,High,Medium,Comedy
USA,PG-13,4.78,High,Medium,Comedy
USA,PG-13,5.64,High,Medium,Comedy
USA,PG-13,5.72,High,Medium,Comedy
USA,PG-13,5.66,High,Medium,Drama
USA,PG-13,5.61,High,Medium,Comedy
UK,R,7.71,High,Medium,Drama
UK,R,7.71,High,Medium,Comedy
UK,R,7.72,High,Medium,Comedy
USA,G,6.64,High,High,Family
USA,G,6.65,High,High,Family
USA,G,6.54,High,High,Family
USA,G,7.39,High,High,Sci-Fi
USA,G,6.51,High,High,Family
USA,R,6.9,Medium,Medium,Action
USA,R,6.8,Medium,Medium,Drama
USA,R,6.86,Medium,Medium,Drama
Peru,R,5.45,Medium,Medium,Action
Peru,R,5.48,Medium,Medium,Action
Peru,R,5.43,Medium,Medium,Comedy
Peru,R,5.43,Medium,Medium,Drama
Peru,R,5.52,Medium,Medium,Comedy
USA,R,6.48,Medium,Medium,Drama
USA,R,6.41,Medium,Medium,History
USA,R,6.45,Medium,Medium,Comedy
USA,R,6.44,Medium,Medium,Comedy
USA,PG,5.74,Medium,Medium,Comedy
USA,PG,5.8,Medium,Medium,Drama
USA,PG,5.79,Medium,Medium,Comedy
USA,PG,5.73,Medium,Medium,History
USA,PG,6.99,Medium,Medium,Comedy
USA,PG,6.97,Medium,Medium,Comedy
USA,PG,6.83,Medium,Medium,Comedy
USA,PG,4.32,Medium,Medium,Drama
USA,PG,4.33,Medium,Medium,Comedy
USA,PG,4.45,Medium,Medium,Sci-Fi
USA,PG,4.31,Medium,Medium,Comedy
France,R,6.39,Medium,Medium,Action
France,R,6.41,Medium,Medium,Comedy
France,R,6.31,Medium,Medium,Comedy
France,R,6.4,Medium,Medium,Drama
USA,PG-13,6.56,Medium,Medium,Comedy
USA,PG-13,6.63,Medium,Medium,Drama
USA,PG-13,6.47,Medium,Medium,Comedy
USA,PG-13,6.5,Medium,Medium,Comedy
USA,PG-13,6.44,Medium,Medium,Comedy
USA,PG-13,6.35,Medium,Medium,Action
USA,PG-13,6.39,Medium,Medium,Comedy
USA,PG-13,6.42,Medium,Medium,Action
USA,PG-13,6.44,Medium,Medium,Comedy
USA,PG,5.96,Medium,Medium,Sci-Fi
USA,PG,5.99,Medium,Medium,Comedy
USA,PG,5.98,Medium,Medium,Comedy
USA,R,6.52,Medium,Medium,Comedy
USA,R,6.69,Medium,Medium,Action
USA,R,6.7,Medium,Medium,Action
USA,PG-13,6.63,Medium,Medium,Action
USA,PG-13,6.58,Medium,Medium,Comedy
USA,PG-13,6.51,Medium,Medium,Action
UK,PG,6.11,Medium,Medium,Comedy
UK,PG,6.25,Medium,Medium,Comedy
UK,PG,6.28,Medium,Medium,Comedy
USA,PG,6.01,Medium,Medium,Comedy
USA,PG,6,Medium,Medium,Comedy
USA,PG,5.9,Medium,Medium,Sci-Fi
USA,PG,6.07,Medium,Medium,Comedy
USA,PG,5.99,Medium,Medium,Comedy
USA,PG-13,6.68,Medium,Medium,Comedy
USA,PG-13,6.79,Medium,Medium,Comedy
USA,PG-13,6.74,Medium,Medium,Comedy
USA,PG-13,7.58,Medium,Medium,Comedy
USA,PG-13,7.47,Medium,Medium,Sci-Fi
USA,PG-13,7.51,Medium,Medium,Comedy
USA,PG-13,7.44,Medium,Medium,Drama
USA,R,7.3,Medium,Medium,Drama
USA,R,7.48,Medium,Medium,Comedy
Germany,PG-13,6.63,Medium,High,Action
Germany,PG-13,6.75,Medium,High,Action
Germany,PG-13,6.01,Medium,High,Family
Germany,PG-13,5.91,Medium,High,Family
France,PG-13,4.93,Medium,High,Family
France,PG-13,4.94,Medium,High,Family
France,PG-13,5.09,Medium,High,Family
France,PG-13,5.68,Medium,High,Action
USA,R,5.47,Medium,Medium,Action
USA,R,5.32,Medium,Medium,Comedy
USA,R,5.4,Medium,Medium,Comedy
USA,R,5.49,Medium,Medium,Action
USA,R,5.48,Medium,Medium,Comedy
USA,PG-13,6.16,Medium,Medium,Comedy
USA,PG-13,6.14,Medium,Medium,Comedy
USA,PG-13,6.13,Medium,Medium,Drama
USA,PG,5.58,Medium,Medium,Comedy
USA,PG,5.6,Medium,Medium,Comedy
USA,PG,5.45,Medium,Medium,Comedy
USA,PG,5.59,Medium,Medium,Comedy
USA,PG,5.43,Medium,Medium,Sci-Fi
USA,R,6.93,Medium,Medium,Action
USA,R,6.95,Medium,Medium,Action
USA,R,6.89,Medium,Medium,Comedy
USA,R,6.9,Medium,Medium,Drama
USA,PG-13,6.55,Medium,Medium,Comedy
USA,PG-13,6.42,Medium,Medium,Comedy
UK,R,7.29,Medium,Medium,Comedy
UK,R,7.16,Medium,Medium,Comedy
Australia,PG,5.1,Medium,Medium,Comedy
Australia,PG,4.92,Medium,Medium,Comedy
Australia,PG,5.02,Medium,Medium,Comedy
Australia,PG,5.02,Medium,Medium,Sci-Fi
USA,PG-13,5.96,Medium,High,Drama
USA,PG-13,5.93,Medium,High,Action
USA,PG-13,5.2,Medium,High,Family
USA,R,7.2,Medium,Medium,Comedy
USA,R,7.3,Medium,Medium,Comedy
USA,R,7.13,Medium,Medium,History
France,PG-13,7.33,Medium,Medium,Action
France,PG-13,7.32,Medium,Medium,Drama
USA,R,6.02,Medium,Medium,Comedy
USA,R,6.05,Medium,Medium,Comedy
USA,R,6.08,Medium,Medium,Comedy
USA,R,6.19,Medium,Medium,Drama
USA,R,6.06,Low,Medium,History
USA,R,6.03,Low,Medium,Comedy
USA,R,6.11,Low,Medium,Action
USA,R,6.17,Low,Medium,Action
USA,R,6.17,Low,Medium,Comedy
China,R,7.1,Low,Medium,Drama
China,R,7.12,Low,Medium,Comedy
USA,R,5.49,Medium,Medium,Action
USA,R,5.51,Medium,Medium,Comedy
USA,R,5.53,Medium,Medium,Action
USA,PG-13,6.52,Low,Medium,Action
USA,PG-13,6.55,Low,Medium,Comedy
USA,PG-13,6.53,Low,Medium,Action
USA,R,6.47,Low,Medium,Drama
USA,R,6.56,Low,Medium,Comedy
USA,R,4.9,Low,Medium,Action
USA,R,4.95,Low,Medium,Comedy
USA,PG,6.39,Low,Medium,Comedy
USA,PG,6.42,Low,Medium,Comedy
USA,PG,6.46,Low,Medium,Action
USA,PG,6.33,Low,Medium,Comedy
USA,PG,1.07,Low,High,Family
USA,PG,1.12,Low,High,Family
USA,PG,1.81,Low,High,Sci-Fi
USA,PG,1.19,Low,High,Family
USA,PG,1.18,Low,High,Family
USA,R,7.83,High,Medium,Comedy
USA,R,7.82,High,Medium,Action
USA,R,7.75,High,Medium,Comedy
USA,R,7.75,High,Medium,History
USA,PG-13,7.95,High,Medium,Comedy
USA,PG-13,7.92,High,Medium,Comedy
USA,PG-13,7.97,High,Medium,Comedy
USA,PG-13,7.94,High,Medium,Action
USA,PG-13,7.84,High,Medium,Action
USA,PG-13,7.98,High,Medium,Drama
USA,PG-13,5.7,High,Medium,Drama
USA,PG-13,5.64,High,Medium,Comedy
USA,PG-13,5.62,High,Medium,Comedy
USA,R,7.51,Medium,Medium,Comedy
USA,R,7.64,Medium,Medium,Action
USA,R,7.66,Medium,Medium,Action
USA,R,6.44,High,Medium,History
USA,R,6.6,High,Medium,Comedy
USA,R,6.47,High,Medium,Comedy
USA,R,6.42,High,Medium,Action
USA,R,5.7,Medium,Medium,Action
USA,R,5.77,Medium,Medium,Comedy
USA,R,6.96,Low,Medium,Comedy
USA,R,6.92,Low,Medium,Comedy
USA,R,6.87,Low,Medium,Action
USA,R,6.99,High,Medium,Sci-Fi
USA,R,6.85,High,Medium,Action
USA,R,6.96,High,Medium,Comedy
USA,R,6.84,High,Medium,Comedy
USA,R,6.88,High,Medium,Comedy
USA,PG-13,6.13,Low,Medium,Drama
USA,PG-13,6.17,Low,Medium,Comedy
USA,PG-13,6.01,Low,Medium,Comedy
USA,PG-13,6.15,Low,Medium,Action
USA,PG-13,7.37,Medium,Medium,Comedy
USA,PG-13,6.17,Medium,Medium,Comedy
USA,PG-13,6.14,Medium,Medium,Comedy
France,R,7.19,Medium,Medium,Action
France,R,7.14,Medium,Medium,Comedy
France,R,7.05,Medium,Medium,Action
France,R,7.06,Medium,Medium,Comedy
USA,R,5.1,Medium,Medium,Comedy
USA,R,5.28,Medium,Medium,Drama
USA,R,6.9,High,Medium,Comedy
USA,R,6.88,High,Medium,Action
USA,R,6.93,High,Medium,Drama
USA,PG-13,6.62,Medium,Medium,Comedy
USA,PG-13,6.57,Medium,Medium,Drama
USA,PG-13,6.68,Medium,Medium,Sci-Fi
USA,R,6.64,Medium,Medium,Comedy
USA,R,6.64,Medium,Medium,Action
USA,R,6.7,Medium,Medium,Action
USA,R,7.33,High,Medium,Action
USA,R,7.35,High,Medium,Comedy
USA,R,7.28,High,Medium,Comedy
UK,PG-13,7.01,High,Medium,Comedy
UK,PG-13,7.08,High,Medium,Drama
UK,PG-13,7.15,High,Medium,Comedy
UK,G,7.04,High,Medium,Comedy
UK,G,7.03,High,Medium,Comedy
UK,G,7.03,High,Medium,Comedy
UK,G,7.07,High,Medium,Comedy
UK,G,7.06,High,Medium,Comedy
USA,PG-13,6,High,Medium,Comedy
USA,PG-13,6.03,High,Medium,Drama
USA,R,5.5,High,Medium,Comedy
USA,R,5.43,High,Medium,Drama
USA,R,5.49,High,Medium,Comedy
USA,R,6.66,High,Medium,Action
USA,R,6.69,High,Medium,Comedy
USA,R,6.64,High,Medium,Comedy
USA,PG,6.52,Medium,Medium,History
USA,PG,6.66,Medium,Medium,Comedy
USA,PG,6.63,Medium,Medium,Comedy
USA,PG-13,6.42,Medium,Medium,Comedy
USA,PG-13,6.36,Medium,Medium,Drama
USA,PG-13,6.31,Medium,Medium,Action
USA,PG-13,6.44,Medium,Medium,Action
USA,PG-13,6.61,Medium,Medium,Comedy
USA,PG-13,6.6,Medium,Medium,Comedy
USA,PG-13,6.55,Medium,Medium,Drama
USA,PG-13,6.69,Medium,Medium,Drama
USA,PG-13,6.57,Medium,Medium,Action
USA,PG-13,6.52,Medium,Medium,Drama
USA,PG-13,6.6,Medium,Medium,Comedy
USA,R,5.83,High,Medium,Comedy
UK,PG-13,6.69,Medium,Medium,Comedy
UK,PG-13,6.76,Medium,Medium,Comedy
UK,PG-13,6.79,Medium,Medium,Action
USA,PG-13,5.41,Medium,Medium,Sci-Fi
USA,PG-13,5.57,Medium,Medium,Drama
USA,PG-13,5.48,Medium,Medium,Action
USA,PG-13,5.42,Medium,Medium,Drama
USA,R,6.17,Medium,Medium,Action
USA,R,6.2,Medium,Medium,Action
USA,R,6.11,Medium,Medium,Comedy
USA,R,6.12,Medium,Medium,Comedy
UK,PG,4.09,Medium,Medium,Comedy
UK,PG,4.04,Medium,Medium,Comedy
UK,PG,4.09,Medium,Medium,Sci-Fi
UK,PG,4.12,Medium,Medium,Comedy
UK,PG,4.03,Medium,Medium,Comedy
USA,R,7.66,Medium,Medium,Comedy
USA,R,7.73,Medium,Medium,Action
USA,R,7.72,Medium,Medium,Action
China,PG-13,8,Low,Medium,Comedy
