"Studentid","Attendance","Major","Questions","Score","Seniority","Texting","Grade"
"40978","53","Stat","Rarely","65","Junior","Always","Pass"
"40979","23","Polsci","Always","1","Senior","Rarely","Pass"
"40980","71","Stat","Rarely","38","Junior","Always","Pass"
"40981","70","Communication","Rarely","28","Freshman","Always","Fail"
"40982","30","Cs","Rarely","47","Senior","Always","Fail"
"40983","88","Communication","Always","100","Junior","Rarely","Pass"
"40984","91","Communication","Rarely","50","Sophomore","Always","Pass"
"40985","47","Stat","Rarely","24","Sophomore","Rarely","Fail"
"40986","25","Polsci","Always","0","Sophomore","Always","Pass"
"40987","65","Communication","Always","37","Junior","Rarely","Fail"
"40988","33","Communication","Always","55","Freshman","Rarely","Pass"
"40989","12","Communication","Always","30","Senior","Rarely","Fail"
"40990","100","Cs","Always","43","Freshman","Always","Pass"
"40991","45","Cs","Rarely","7","Freshman","Rarely","Fail"
"40992","59","Polsci","Always","71","Senior","Always","Pass"
"40993","82","Cs","Always","29","Senior","Rarely","Fail"
"40994","18","Cs","Always","76","Sophomore","Rarely","Pass"
"40995","74","Stat","Always","10","Freshman","Always","Fail"
"40996","49","Polsci","Rarely","64","Sophomore","Rarely","Fail"
"40997","48","Communication","Rarely","78","Junior","Rarely","Pass"
"40998","53","Cs","Always","39","Freshman","Rarely","Fail"
"40999","40","Cs","Rarely","3","Sophomore","Always","Fail"
"41000","21","Stat","Always","23","Sophomore","Rarely","Fail"
"41001","8","Polsci","Rarely","38","Senior","Always","Fail"
"41002","57","Cs","Always","51","Junior","Rarely","Fail"
"41003","70","Cs","Rarely","74","Junior","Always","Pass"
"41004","38","Stat","Always","15","Sophomore","Always","Fail"
"41005","56","Communication","Rarely","3","Sophomore","Always","Fail"
"41006","9","Communication","Rarely","63","Senior","Rarely","Fail"
"41007","74","Polsci","Rarely","30","Junior","Always","Fail"
"41008","3","Polsci","Always","35","Junior","Always","Pass"
"41009","43","Polsci","Always","54","Sophomore","Always","Pass"
"41010","94","Stat","Always","45","Sophomore","Always","Pass"
"41011","37","Stat","Always","71","Senior","Rarely","Pass"
"41012","6","Communication","Always","4","Freshman","Rarely","Fail"
"41013","72","Polsci","Rarely","41","Senior","Always","Fail"
"41014","66","Polsci","Rarely","71","Junior","Always","Pass"
"41015","4","Stat","Rarely","19","Junior","Rarely","Pass"
"41016","17","Communication","Rarely","35","Senior","Always","Fail"
"41017","25","Stat","Rarely","85","Junior","Always","Pass"
"41018","46","Polsci","Rarely","33","Senior","Rarely","Fail"
"41019","89","Stat","Rarely","66","Junior","Rarely","Pass"
"41020","4","Stat","Rarely","29","Senior","Always","Fail"
"41021","28","Communication","Rarely","63","Sophomore","Rarely","Pass"
"41022","31","Polsci","Always","9","Freshman","Rarely","Pass"
"41023","75","Stat","Rarely","59","Senior","Always","Pass"
"41024","88","Communication","Rarely","81","Senior","Rarely","Pass"
"41025","98","Polsci","Always","39","Senior","Rarely","Fail"
"41026","16","Communication","Rarely","1","Senior","Always","Fail"
"41027","15","Cs","Rarely","7","Sophomore","Always","Fail"
"41028","89","Polsci","Always","53","Junior","Always","Pass"
"41029","87","Communication","Always","99","Junior","Rarely","Pass"
"41030","28","Stat","Always","95","Senior","Rarely","Pass"
"41031","36","Stat","Rarely","28","Senior","Rarely","Pass"
"41032","96","Polsci","Rarely","63","Freshman","Rarely","Pass"
"41033","99","Communication","Always","1","Junior","Rarely","Fail"
"41034","73","Communication","Rarely","55","Junior","Rarely","Pass"
"41035","20","Communication","Rarely","90","Senior","Always","Pass"
"41036","62","Communication","Always","62","Junior","Always","Pass"
"41037","11","Cs","Rarely","86","Freshman","Rarely","Pass"
"41038","29","Stat","Always","49","Junior","Always","Fail"
"41039","47","Cs","Always","43","Freshman","Always","Fail"
"41040","34","Communication","Always","4","Junior","Rarely","Fail"
"41041","10","Communication","Always","72","Senior","Rarely","Pass"
"41042","50","Communication","Rarely","41","Freshman","Rarely","Fail"
"41043","48","Cs","Always","83","Sophomore","Always","Pass"
"41044","81","Stat","Rarely","20","Sophomore","Always","Fail"
"41045","18","Communication","Rarely","40","Senior","Rarely","Pass"
"41046","4","Cs","Rarely","80","Junior","Always","Pass"
"41047","64","Stat","Always","31","Senior","Always","Fail"
"41048","75","Communication","Always","57","Senior","Rarely","Pass"
"41049","68","Communication","Always","43","Senior","Rarely","Pass"
"41050","99","Stat","Always","61","Sophomore","Rarely","Pass"
"41051","68","Polsci","Rarely","81","Sophomore","Rarely","Pass"
"41052","28","Cs","Always","69","Freshman","Always","Pass"
"41053","28","Polsci","Always","47","Senior","Rarely","Pass"
"41054","80","Polsci","Always","64","Senior","Rarely","Pass"
"41055","48","Cs","Rarely","96","Sophomore","Rarely","Pass"
"41056","87","Communication","Rarely","28","Junior","Rarely","Fail"
"41057","9","Polsci","Always","11","Junior","Always","Pass"
"41058","53","Polsci","Always","65","Senior","Rarely","Pass"
"41059","88","Communication","Always","93","Junior","Always","Pass"
"41060","72","Polsci","Always","87","Sophomore","Rarely","Pass"
"41061","56","Communication","Always","76","Sophomore","Rarely","Pass"
"41062","51","Cs","Rarely","43","Freshman","Rarely","Fail"
"41063","8","Cs","Always","37","Freshman","Always","Fail"
"41064","80","Communication","Always","46","Junior","Always","Pass"
"41065","45","Communication","Always","98","Junior","Rarely","Pass"
"41066","30","Stat","Rarely","42","Freshman","Always","Pass"
"41067","32","Cs","Always","58","Freshman","Always","Pass"
"41068","44","Polsci","Rarely","100","Junior","Always","Pass"
"41069","64","Stat","Rarely","51","Sophomore","Rarely","Pass"
"41070","97","Communication","Always","90","Senior","Always","Pass"
"41071","99","Communication","Rarely","2","Junior","Rarely","Fail"
"41072","78","Stat","Always","83","Freshman","Always","Pass"
"41073","33","Stat","Always","85","Senior","Rarely","Pass"
"41074","3","Polsci","Always","21","Freshman","Always","Pass"
"41075","56","Cs","Always","15","Sophomore","Always","Fail"
"41076","58","Cs","Rarely","42","Freshman","Always","Fail"
"41077","21","Cs","Rarely","13","Senior","Always","Fail"
"41078","89","Communication","Rarely","49","Senior","Always","Pass"
"41079","63","Stat","Rarely","78","Freshman","Always","Pass"
"41080","23","Communication","Rarely","15","Sophomore","Always","Fail"
"41081","97","Communication","Always","58","Junior","Rarely","Pass"
"41082","24","Stat","Rarely","99","Senior","Always","Fail"
"41083","23","Cs","Rarely","36","Freshman","Rarely","Fail"
"41084","59","Cs","Always","91","Senior","Rarely","Pass"
"41085","70","Polsci","Always","56","Junior","Always","Pass"
"41086","76","Communication","Rarely","78","Sophomore","Rarely","Pass"
"41087","64","Communication","Always","62","Sophomore","Always","Pass"
"41088","46","Communication","Rarely","20","Sophomore","Rarely","Fail"
"41089","66","Stat","Always","18","Sophomore","Always","Pass"
"41090","73","Communication","Always","84","Sophomore","Always","Pass"
"41091","53","Cs","Always","33","Sophomore","Rarely","Fail"
"41092","73","Cs","Rarely","35","Senior","Rarely","Fail"
"41093","55","Communication","Always","8","Freshman","Always","Pass"
"41094","97","Stat","Rarely","23","Sophomore","Rarely","Fail"
"41095","81","Stat","Rarely","12","Sophomore","Always","Pass"
"41096","58","Stat","Always","81","Freshman","Rarely","Pass"
"41097","86","Polsci","Always","22","Senior","Always","Pass"
"41098","75","Cs","Always","7","Senior","Always","Fail"
"41099","43","Polsci","Rarely","46","Sophomore","Rarely","Fail"
"41100","34","Communication","Rarely","79","Junior","Rarely","Pass"
"41101","19","Cs","Rarely","86","Freshman","Always","Pass"
"41102","81","Cs","Always","75","Junior","Rarely","Pass"
"41103","17","Polsci","Rarely","25","Senior","Rarely","Fail"
"41104","79","Polsci","Always","94","Junior","Always","Pass"
"41105","80","Communication","Always","63","Sophomore","Rarely","Pass"
"41106","50","Cs","Always","96","Senior","Always","Pass"
"41107","8","Communication","Rarely","61","Freshman","Always","Pass"
"41108","74","Stat","Always","21","Sophomore","Always","Pass"
"41109","24","Communication","Always","99","Senior","Rarely","Pass"
"41110","26","Communication","Always","83","Sophomore","Rarely","Pass"
"41111","15","Stat","Rarely","64","Junior","Always","Pass"
"41112","8","Polsci","Rarely","74","Junior","Always","Pass"
"41113","62","Polsci","Rarely","86","Freshman","Rarely","Pass"
"41114","79","Stat","Always","67","Freshman","Always","Pass"
"41115","90","Polsci","Rarely","98","Junior","Rarely","Pass"
"41116","7","Cs","Always","15","Sophomore","Always","Fail"
"41117","84","Communication","Always","14","Sophomore","Rarely","Fail"
"41118","87","Cs","Rarely","79","Senior","Always","Pass"
"41119","61","Stat","Always","56","Junior","Always","Fail"
"41120","38","Stat","Rarely","41","Freshman","Rarely","Fail"
"41121","65","Cs","Rarely","8","Junior","Always","Fail"
"41122","91","Cs","Rarely","17","Junior","Always","Pass"
"41123","87","Stat","Always","5","Sophomore","Rarely","Pass"
"41124","0","Communication","Rarely","25","Senior","Rarely","Fail"
"41125","49","Polsci","Rarely","72","Freshman","Always","Pass"
"41126","76","Stat","Always","54","Junior","Always","Pass"
"41127","85","Communication","Always","25","Junior","Always","Fail"
"41128","82","Stat","Rarely","72","Senior","Rarely","Pass"
"41129","54","Stat","Rarely","32","Freshman","Rarely","Fail"
"41130","50","Communication","Always","43","Sophomore","Rarely","Pass"
"41131","14","Stat","Rarely","66","Junior","Rarely","Pass"
"41132","33","Cs","Rarely","43","Junior","Always","Fail"
"41133","53","Cs","Always","73","Junior","Always","Pass"
"41134","93","Stat","Always","23","Freshman","Rarely","Pass"
"41135","61","Polsci","Always","41","Senior","Always","Pass"
"41136","14","Stat","Rarely","10","Freshman","Rarely","Fail"
"41137","47","Stat","Always","99","Senior","Rarely","Pass"
"41138","11","Stat","Always","29","Junior","Rarely","Fail"
"41139","22","Cs","Always","43","Junior","Rarely","Fail"
"41140","67","Stat","Rarely","53","Sophomore","Always","Fail"
"41141","50","Polsci","Always","47","Senior","Rarely","Pass"
"41142","67","Communication","Rarely","45","Senior","Always","Pass"
"41143","95","Communication","Always","5","Senior","Rarely","Fail"
"41144","9","Stat","Rarely","68","Junior","Always","Pass"
"41145","3","Polsci","Always","67","Sophomore","Rarely","Pass"
"41146","55","Stat","Always","50","Junior","Always","Pass"
"41147","62","Cs","Rarely","32","Senior","Rarely","Fail"
"41148","30","Stat","Always","62","Freshman","Rarely","Pass"
"41149","34","Polsci","Rarely","2","Sophomore","Always","Fail"
"41150","97","Cs","Rarely","4","Freshman","Always","Fail"
"41151","90","Cs","Always","32","Sophomore","Always","Fail"
"41152","77","Stat","Rarely","90","Freshman","Always","Pass"
"41153","35","Stat","Always","14","Freshman","Always","Pass"
"41154","99","Stat","Always","6","Freshman","Rarely","Pass"
"41155","65","Communication","Rarely","3","Freshman","Rarely","Fail"
"41156","2","Cs","Always","38","Sophomore","Rarely","Fail"
"41157","75","Communication","Rarely","2","Sophomore","Rarely","Pass"
"41158","7","Polsci","Rarely","60","Junior","Rarely","Pass"
"41159","95","Communication","Always","91","Freshman","Rarely","Pass"
"41160","72","Polsci","Always","79","Senior","Always","Pass"
"41161","9","Stat","Always","84","Freshman","Rarely","Fail"
"41162","87","Communication","Always","82","Freshman","Always","Pass"
"41163","48","Communication","Rarely","21","Sophomore","Always","Fail"
"41164","19","Cs","Always","79","Junior","Rarely","Pass"
"41165","90","Polsci","Always","16","Senior","Rarely","Pass"
"41166","40","Stat","Always","94","Sophomore","Always","Fail"
"41167","63","Communication","Rarely","10","Senior","Rarely","Fail"
"41168","84","Polsci","Always","98","Freshman","Rarely","Pass"
"41169","47","Stat","Rarely","89","Freshman","Rarely","Pass"
"41170","47","Stat","Always","56","Junior","Always","Pass"
"41171","5","Stat","Rarely","100","Freshman","Always","Fail"
"41172","59","Communication","Always","33","Senior","Rarely","Fail"
"41173","27","Cs","Always","3","Junior","Rarely","Pass"
"41174","47","Polsci","Rarely","18","Senior","Rarely","Fail"
"41175","51","Communication","Always","21","Freshman","Rarely","Fail"
"41176","8","Stat","Always","7","Junior","Rarely","Fail"
"41177","82","Stat","Rarely","16","Sophomore","Rarely","Fail"
"41178","9","Polsci","Rarely","76","Junior","Always","Pass"
"41179","50","Cs","Always","20","Sophomore","Always","Fail"
"41180","47","Stat","Always","55","Sophomore","Rarely","Pass"
"41181","17","Polsci","Always","23","Junior","Always","Pass"
"41182","12","Polsci","Rarely","30","Freshman","Rarely","Fail"
"41183","0","Communication","Always","5","Freshman","Always","Fail"
"41184","91","Communication","Always","74","Sophomore","Rarely","Pass"
"41185","39","Stat","Rarely","99","Senior","Always","Pass"
"41186","61","Cs","Always","3","Junior","Always","Fail"
"41187","35","Stat","Always","23","Freshman","Always","Fail"
"41188","6","Cs","Rarely","27","Freshman","Always","Fail"
"41189","60","Polsci","Always","80","Junior","Always","Pass"
"41190","75","Stat","Always","67","Junior","Rarely","Pass"
"41191","74","Stat","Rarely","19","Senior","Always","Pass"
"41192","98","Cs","Rarely","72","Junior","Always","Pass"
"41193","53","Communication","Always","37","Freshman","Always","Pass"
"41194","59","Polsci","Rarely","50","Senior","Rarely","Fail"
"41195","14","Communication","Always","90","Freshman","Always","Pass"
"41196","93","Stat","Always","86","Junior","Rarely","Pass"
"41197","15","Stat","Rarely","26","Senior","Always","Pass"
"41198","33","Stat","Rarely","29","Senior","Rarely","Pass"
"41199","37","Cs","Rarely","56","Senior","Always","Fail"
"41200","93","Stat","Always","97","Senior","Always","Pass"
"41201","51","Stat","Always","34","Sophomore","Rarely","Fail"
"41202","60","Communication","Rarely","33","Freshman","Always","Fail"
"41203","78","Stat","Rarely","8","Freshman","Rarely","Fail"
"41204","19","Communication","Always","81","Sophomore","Always","Pass"
"41205","6","Stat","Rarely","3","Freshman","Always","Fail"
"41206","80","Stat","Rarely","91","Senior","Rarely","Pass"
"41207","20","Stat","Always","88","Junior","Always","Pass"
"41208","2","Cs","Always","96","Junior","Rarely","Pass"
"41209","72","Polsci","Rarely","83","Sophomore","Rarely","Pass"
"41210","36","Communication","Rarely","8","Junior","Always","Fail"
"41211","58","Communication","Always","72","Senior","Always","Pass"
"41212","95","Communication","Rarely","91","Junior","Always","Pass"
"41213","36","Polsci","Rarely","9","Sophomore","Always","Fail"
"41214","72","Cs","Always","47","Sophomore","Rarely","Fail"
"41215","82","Cs","Always","100","Junior","Rarely","Pass"
"41216","64","Polsci","Always","25","Junior","Rarely","Pass"
"41217","39","Communication","Rarely","92","Sophomore","Always","Pass"
"41218","33","Polsci","Rarely","73","Senior","Always","Fail"
"41219","31","Cs","Rarely","89","Sophomore","Always","Pass"
"41220","9","Polsci","Always","39","Freshman","Always","Pass"
"41221","95","Polsci","Rarely","50","Sophomore","Rarely","Pass"
"41222","29","Cs","Rarely","12","Freshman","Rarely","Fail"
"41223","14","Communication","Always","23","Junior","Always","Fail"
"41224","20","Communication","Always","57","Sophomore","Rarely","Pass"
"41225","75","Cs","Rarely","32","Senior","Always","Fail"
"41226","56","Stat","Always","29","Senior","Always","Fail"
"41227","10","Stat","Rarely","47","Freshman","Always","Pass"
"41228","70","Polsci","Rarely","77","Senior","Rarely","Pass"
"41229","52","Cs","Rarely","56","Sophomore","Rarely","Pass"
"41230","92","Communication","Rarely","23","Senior","Always","Pass"
"41231","61","Polsci","Always","93","Junior","Rarely","Pass"
"41232","17","Communication","Always","68","Junior","Always","Pass"
"41233","21","Communication","Always","16","Freshman","Always","Fail"
"41234","91","Cs","Always","60","Freshman","Always","Pass"
"41235","48","Polsci","Rarely","41","Freshman","Always","Fail"
"41236","49","Communication","Rarely","41","Junior","Always","Pass"
"41237","60","Stat","Always","22","Senior","Rarely","Pass"
"41238","40","Polsci","Rarely","49","Senior","Always","Fail"
"41239","60","Stat","Rarely","70","Senior","Rarely","Pass"
"41240","40","Cs","Rarely","53","Sophomore","Rarely","Pass"
"41241","21","Polsci","Rarely","41","Freshman","Rarely","Fail"
"41242","73","Stat","Rarely","62","Senior","Rarely","Pass"
"41243","87","Stat","Rarely","23","Sophomore","Rarely","Pass"
"41244","37","Cs","Rarely","20","Senior","Rarely","Fail"
"41245","79","Cs","Rarely","7","Junior","Always","Fail"
"41246","36","Communication","Always","1","Freshman","Rarely","Fail"
"41247","27","Polsci","Always","62","Senior","Rarely","Pass"
"41248","14","Polsci","Always","12","Senior","Rarely","Pass"
"41249","26","Cs","Always","14","Senior","Rarely","Fail"
"41250","42","Cs","Rarely","24","Sophomore","Rarely","Fail"
"41251","88","Polsci","Rarely","31","Junior","Always","Fail"
"41252","9","Communication","Always","71","Sophomore","Always","Pass"
"41253","73","Cs","Always","50","Freshman","Rarely","Pass"
"41254","77","Stat","Always","68","Sophomore","Rarely","Pass"
"41255","71","Polsci","Rarely","9","Sophomore","Rarely","Fail"
"41256","72","Communication","Rarely","96","Sophomore","Always","Pass"
"41257","45","Cs","Rarely","24","Freshman","Rarely","Fail"
"41258","18","Communication","Always","78","Freshman","Always","Pass"
"41259","60","Stat","Rarely","53","Sophomore","Always","Fail"
"41260","70","Stat","Rarely","26","Sophomore","Rarely","Pass"
"41261","79","Communication","Always","20","Junior","Always","Pass"
"41262","59","Communication","Rarely","2","Junior","Always","Fail"
"41263","76","Communication","Rarely","86","Sophomore","Rarely","Pass"
"41264","51","Communication","Rarely","83","Senior","Rarely","Fail"
"41265","85","Cs","Rarely","9","Sophomore","Always","Fail"
"41266","56","Polsci","Always","25","Senior","Always","Fail"
"41267","28","Polsci","Rarely","92","Junior","Always","Pass"
"41268","68","Polsci","Always","70","Freshman","Rarely","Pass"
"41269","62","Cs","Always","97","Senior","Always","Pass"
"41270","34","Communication","Always","12","Freshman","Rarely","Fail"
"41271","98","Polsci","Always","45","Senior","Rarely","Fail"
"41272","66","Polsci","Rarely","96","Sophomore","Rarely","Pass"
"41273","82","Stat","Always","25","Freshman","Always","Fail"
"41274","25","Polsci","Always","29","Junior","Rarely","Pass"
"41275","23","Polsci","Always","51","Junior","Always","Pass"
"41276","85","Polsci","Rarely","67","Junior","Rarely","Pass"
"41277","36","Polsci","Rarely","36","Senior","Rarely","Fail"
"41278","83","Polsci","Rarely","51","Sophomore","Rarely","Pass"
"41279","60","Stat","Always","61","Junior","Rarely","Pass"
"41280","87","Polsci","Always","74","Senior","Always","Pass"
"41281","59","Cs","Rarely","96","Freshman","Rarely","Pass"
"41282","82","Stat","Always","76","Junior","Always","Pass"
"41283","21","Polsci","Rarely","98","Junior","Always","Pass"
"41284","27","Communication","Always","76","Freshman","Rarely","Fail"
"41285","82","Polsci","Always","90","Senior","Always","Pass"
"41286","78","Stat","Always","70","Junior","Rarely","Pass"
"41287","26","Polsci","Always","74","Senior","Rarely","Pass"
"41288","35","Cs","Always","17","Senior","Rarely","Fail"
"41289","23","Polsci","Always","96","Freshman","Rarely","Pass"
"41290","65","Cs","Rarely","53","Junior","Always","Fail"
"41291","41","Stat","Always","39","Freshman","Rarely","Fail"
"41292","38","Communication","Always","75","Sophomore","Always","Pass"
"41293","41","Polsci","Always","40","Junior","Always","Pass"
"41294","95","Cs","Always","41","Freshman","Rarely","Pass"
"41295","91","Stat","Rarely","69","Senior","Rarely","Pass"
"41296","14","Communication","Rarely","31","Junior","Rarely","Fail"
"41297","19","Cs","Rarely","66","Senior","Always","Fail"
"41298","90","Cs","Rarely","20","Senior","Always","Fail"
"41299","58","Stat","Always","67","Sophomore","Always","Pass"
"41300","71","Cs","Always","84","Junior","Always","Pass"
"41301","71","Cs","Always","50","Freshman","Always","Pass"
"41302","50","Communication","Always","55","Sophomore","Rarely","Fail"
"41303","24","Cs","Always","74","Freshman","Rarely","Pass"
"41304","26","Communication","Always","91","Freshman","Rarely","Pass"
"41305","75","Cs","Always","46","Senior","Rarely","Fail"
"41306","35","Stat","Rarely","96","Senior","Always","Pass"
"41307","69","Polsci","Always","36","Junior","Always","Pass"
"41308","0","Communication","Always","83","Junior","Rarely","Fail"
"41309","35","Communication","Always","49","Junior","Rarely","Fail"
"41310","19","Stat","Always","51","Senior","Always","Fail"
"41311","89","Cs","Always","66","Senior","Always","Fail"
"41312","70","Communication","Rarely","78","Senior","Always","Pass"
"41313","19","Stat","Rarely","25","Freshman","Always","Pass"
"41314","51","Polsci","Always","86","Sophomore","Rarely","Pass"
"41315","75","Communication","Rarely","6","Freshman","Rarely","Fail"
"41316","19","Communication","Always","53","Junior","Rarely","Fail"
"41317","17","Communication","Always","2","Freshman","Rarely","Fail"
"41318","39","Communication","Always","31","Junior","Rarely","Fail"
"41319","78","Stat","Always","100","Senior","Rarely","Pass"
"41320","58","Stat","Always","40","Sophomore","Rarely","Pass"
"41321","77","Cs","Rarely","84","Freshman","Always","Pass"
"41322","66","Stat","Rarely","36","Senior","Always","Fail"
"41323","32","Stat","Rarely","75","Sophomore","Rarely","Pass"
"41324","3","Stat","Always","33","Junior","Rarely","Pass"
"41325","15","Cs","Always","64","Junior","Always","Fail"
"41326","16","Communication","Always","85","Freshman","Rarely","Pass"
"41327","32","Polsci","Always","49","Sophomore","Always","Pass"
"41328","30","Communication","Rarely","86","Freshman","Always","Pass"
"41329","64","Cs","Rarely","4","Freshman","Always","Fail"
"41330","16","Cs","Rarely","42","Junior","Always","Fail"
"41331","5","Polsci","Rarely","43","Senior","Rarely","Fail"
"41332","46","Polsci","Rarely","10","Junior","Rarely","Fail"
"41333","45","Stat","Rarely","23","Freshman","Always","Pass"
"41334","100","Stat","Always","59","Senior","Always","Fail"
"41335","84","Cs","Always","90","Sophomore","Rarely","Pass"
"41336","14","Communication","Always","10","Junior","Always","Fail"
"41337","13","Stat","Always","50","Senior","Rarely","Fail"
"41338","75","Communication","Rarely","51","Junior","Rarely","Pass"
"41339","20","Cs","Always","60","Sophomore","Always","Pass"
"41340","74","Communication","Rarely","95","Sophomore","Rarely","Fail"
"41341","60","Polsci","Always","8","Freshman","Rarely","Pass"
"41342","18","Communication","Always","49","Freshman","Always","Pass"
"41343","50","Communication","Always","55","Freshman","Always","Pass"
"41344","46","Communication","Always","89","Junior","Always","Pass"
"41345","99","Communication","Always","1","Sophomore","Rarely","Fail"
"41346","61","Cs","Rarely","50","Junior","Always","Fail"
"41347","48","Polsci","Always","58","Sophomore","Always","Pass"
"41348","81","Cs","Always","36","Senior","Rarely","Fail"
"41349","76","Stat","Always","8","Freshman","Rarely","Pass"
"41350","92","Cs","Always","36","Sophomore","Always","Fail"
"41351","44","Polsci","Rarely","79","Senior","Always","Pass"
"41352","94","Cs","Rarely","26","Junior","Rarely","Fail"
"41353","24","Polsci","Always","80","Freshman","Rarely","Pass"
"41354","29","Communication","Always","77","Senior","Rarely","Fail"
"41355","42","Communication","Rarely","37","Junior","Rarely","Fail"
"41356","36","Cs","Rarely","99","Junior","Always","Pass"
"41357","52","Cs","Always","50","Sophomore","Rarely","Pass"
"41358","43","Cs","Rarely","1","Freshman","Rarely","Fail"
"41359","0","Cs","Rarely","37","Freshman","Always","Fail"
"41360","80","Polsci","Always","8","Freshman","Always","Fail"
"41361","81","Stat","Always","35","Sophomore","Rarely","Fail"
"41362","55","Stat","Rarely","24","Junior","Always","Pass"
"41363","96","Stat","Rarely","14","Senior","Rarely","Pass"
"41364","47","Cs","Always","58","Senior","Rarely","Fail"
"41365","10","Communication","Always","92","Senior","Always","Pass"
"41366","61","Communication","Rarely","23","Freshman","Rarely","Fail"
"41367","84","Cs","Always","73","Sophomore","Always","Pass"
"41368","44","Polsci","Rarely","23","Sophomore","Always","Fail"
"41369","80","Stat","Always","99","Junior","Rarely","Pass"
"41370","64","Stat","Rarely","0","Sophomore","Rarely","Fail"
"41371","43","Cs","Always","60","Senior","Rarely","Fail"
"41372","31","Communication","Always","43","Sophomore","Always","Pass"
"41373","100","Communication","Always","81","Sophomore","Always","Pass"
"41374","69","Cs","Always","6","Sophomore","Rarely","Fail"
"41375","99","Communication","Rarely","23","Freshman","Rarely","Fail"
"41376","32","Stat","Always","19","Freshman","Always","Pass"
"41377","87","Polsci","Rarely","37","Freshman","Rarely","Fail"
"41378","44","Cs","Always","76","Freshman","Rarely","Pass"
"41379","10","Cs","Rarely","69","Freshman","Rarely","Pass"
"41380","8","Polsci","Rarely","78","Senior","Rarely","Pass"
"41381","49","Cs","Always","39","Junior","Rarely","Fail"
"41382","53","Communication","Always","70","Sophomore","Always","Pass"
"41383","34","Stat","Always","48","Senior","Rarely","Fail"
"41384","52","Stat","Rarely","69","Freshman","Always","Pass"
"41385","93","Polsci","Always","81","Freshman","Always","Pass"
"41386","90","Cs","Rarely","66","Freshman","Rarely","Pass"
"41387","69","Cs","Always","85","Senior","Always","Pass"
"41388","97","Polsci","Rarely","74","Sophomore","Always","Pass"
"41389","57","Polsci","Always","60","Freshman","Rarely","Pass"
"41390","74","Cs","Rarely","95","Sophomore","Always","Pass"
"41391","91","Stat","Rarely","56","Sophomore","Rarely","Fail"
"41392","80","Stat","Always","32","Senior","Rarely","Pass"
"41393","29","Cs","Rarely","90","Senior","Rarely","Pass"
"41394","24","Stat","Always","74","Senior","Always","Fail"
"41395","75","Communication","Rarely","24","Senior","Always","Fail"
"41396","9","Polsci","Rarely","60","Junior","Always","Pass"
"41397","98","Communication","Rarely","8","Junior","Rarely","Fail"
"41398","73","Communication","Always","59","Sophomore","Rarely","Pass"
"41399","56","Stat","Always","64","Freshman","Always","Pass"
"41400","91","Cs","Always","96","Freshman","Always","Pass"
"41401","71","Polsci","Always","49","Sophomore","Rarely","Pass"
"41402","93","Communication","Rarely","22","Junior","Rarely","Fail"
"41403","73","Cs","Rarely","50","Freshman","Rarely","Pass"
"41404","63","Polsci","Rarely","78","Sophomore","Rarely","Pass"
"41405","31","Communication","Always","46","Junior","Always","Pass"
"41406","77","Cs","Always","10","Junior","Rarely","Pass"
"41407","69","Polsci","Always","9","Sophomore","Rarely","Pass"
"41408","37","Cs","Rarely","9","Sophomore","Always","Fail"
"41409","79","Polsci","Rarely","85","Freshman","Always","Pass"
"41410","89","Cs","Always","6","Junior","Rarely","Fail"
"41411","67","Polsci","Always","69","Freshman","Rarely","Pass"
"41412","26","Communication","Always","3","Junior","Always","Fail"
"41413","83","Communication","Always","1","Junior","Rarely","Fail"
"41414","22","Communication","Always","3","Freshman","Rarely","Fail"
"41415","20","Cs","Rarely","85","Senior","Rarely","Pass"
"41416","80","Stat","Always","62","Senior","Always","Pass"
"41417","99","Cs","Rarely","31","Sophomore","Always","Fail"
"41418","24","Cs","Rarely","4","Freshman","Rarely","Fail"
"41419","57","Polsci","Rarely","20","Senior","Always","Fail"
"41420","99","Polsci","Always","22","Junior","Rarely","Pass"
"41421","24","Cs","Always","64","Freshman","Always","Pass"
"41422","69","Cs","Always","9","Senior","Rarely","Fail"
"41423","46","Cs","Rarely","86","Freshman","Rarely","Pass"
"41424","5","Stat","Rarely","58","Senior","Rarely","Pass"
"41425","45","Cs","Always","94","Senior","Always","Pass"
"41426","55","Stat","Rarely","2","Freshman","Always","Pass"
"41427","60","Communication","Rarely","33","Sophomore","Always","Fail"
"41428","95","Stat","Always","100","Junior","Rarely","Pass"
"41429","24","Cs","Rarely","60","Junior","Always","Pass"
"41430","3","Cs","Always","62","Sophomore","Rarely","Pass"
"41431","81","Cs","Always","91","Senior","Rarely","Pass"
"41432","83","Cs","Rarely","99","Freshman","Rarely","Pass"
"41433","73","Polsci","Always","18","Sophomore","Rarely","Pass"
"41434","28","Polsci","Rarely","75","Senior","Rarely","Pass"
"41435","19","Polsci","Always","99","Freshman","Rarely","Fail"
"41436","80","Cs","Always","69","Sophomore","Always","Pass"
"41437","50","Cs","Rarely","56","Senior","Rarely","Fail"
"41438","41","Polsci","Always","73","Junior","Rarely","Pass"
"41439","0","Polsci","Always","25","Sophomore","Always","Fail"
"41440","89","Communication","Always","96","Junior","Rarely","Pass"
"41441","45","Cs","Always","49","Sophomore","Rarely","Fail"
"41442","56","Cs","Rarely","30","Junior","Rarely","Fail"
"41443","91","Communication","Always","25","Junior","Always","Pass"
