Party,VoterID
Democratic,6099
Republican ,6809
Republican ,13366
Democratic,14502
Democratic,10258
Republican ,8801
Republican ,11479
Republican ,16894
Republican ,3197
Republican ,133
Democratic,16251
Republican ,6325
Republican ,167
Democratic,18373
Democratic,13098
Republican ,17344
Republican ,9218
Republican ,19467
Democratic,13112
Republican ,13764
Republican ,1088
Republican ,15895
Republican ,19201
Republican ,7596
Republican ,449
Democratic,9711
Republican ,6110
Republican ,18865
Democratic,16065
Republican ,3660
Republican ,16868
Republican ,2213
Republican ,13636
Republican ,11900
Republican ,3313
Republican ,16602
Democratic,10958
Republican ,19946
Republican ,10529
Republican ,4282
Republican ,472
Republican ,8031
Democratic,7932
Republican ,7925
Republican ,7148
Democratic,16309
Republican ,11560
Democratic,3442
Democratic,1316
Democratic,18319
Democratic,11349
Republican ,7207
Democratic,13411
Republican ,13879
Republican ,14645
Republican ,9048
Democratic,10888
Republican ,5721
Republican ,357
Democratic,10217
Democratic,10744
Democratic,12392
Republican ,9160
Republican ,9030
Republican ,5465
Democratic,19594
Republican ,3873
Republican ,4083
Democratic,11378
Democratic,7897
Republican ,7513
Democratic,8478
Democratic,17352
Democratic,9443
Republican ,13797
Republican ,1498
Republican ,16859
Democratic,86
Republican ,5887
Republican ,12291
Democratic,6519
Democratic,11658
Republican ,1879
Republican ,11096
Republican ,12631
Democratic,13317
Republican ,13157
Republican ,8736
Republican ,2088
Democratic,8481
Republican ,10919
Republican ,872
Democratic,17000
Republican ,9249
Republican ,5096
Democratic,8469
Republican ,11914
Republican ,17104
Republican ,2049
Republican ,14961
Republican ,590
Republican ,16279
Democratic,12058
Democratic,8502
Republican ,10473
Republican ,5673
Republican ,1584
Republican ,9466
Democratic,13958
Democratic,7182
Republican ,10716
Republican ,12664
Republican ,9370
Republican ,13390
Republican ,11089
Republican ,17453
Republican ,410
Democratic,3844
Republican ,11200
Republican ,19137
Democratic,1372
Republican ,14530
Democratic,11374
Democratic,18398
Democratic,16700
Democratic,2744
Republican ,13543
Democratic,18596
Republican ,2837
Democratic,3855
Republican ,17382
Republican ,3719
Republican ,16850
Democratic,7218
Republican ,576
Democratic,16733
Democratic,9045
Republican ,366
Republican ,4067
Republican ,11960
Democratic,774
Democratic,16013
Republican ,431
Republican ,4952
Republican ,11649
Republican ,8273
Democratic,12022
Democratic,116
Republican ,1647
Democratic,19433
Democratic,18056
Republican ,16705
Republican ,3163
Republican ,3817
Democratic,17623
Republican ,17612
Democratic,8765
Democratic,7843
Democratic,14314
Democratic,7831
Democratic,13068
Democratic,13893
Democratic,6893
Republican ,5630
Democratic,9825
Republican ,7208
Democratic,2451
Republican ,5744
Democratic,14841
Democratic,5648
Democratic,16911
Republican ,11774
Republican ,14132
Democratic,4166
Republican ,7075
Democratic,6831
Democratic,12136
Republican ,18271
Republican ,4255
Republican ,13679
Republican ,12570
Republican ,2595
Republican ,12024
Republican ,10748
Democratic,12860
Republican ,2938
Democratic,3751
Democratic,965
Democratic,9913
Democratic,1871
Republican ,4
Republican ,15230
Republican ,11677
Democratic,293
Democratic,14411
Republican ,1160
Republican ,13601
Democratic,15541
Democratic,1938
Republican ,15203
Republican ,1889
Democratic,2017
Democratic,12844
Democratic,14286
Democratic,5996
Republican ,16092
Democratic,13576
Democratic,2828
Democratic,13955
Republican ,3618
Republican ,2113
Republican ,17484
Democratic,16236
Democratic,11659
Republican ,12068
Republican ,2766
Republican ,18552
Republican ,14072
Republican ,8301
Democratic,18010
Democratic,18287
Republican ,3827
Democratic,345
Democratic,71
Republican ,1933
Republican ,19272
Democratic,10471
Republican ,8462
Republican ,17779
Republican ,6947
Republican ,9300
Republican ,7835
Democratic,16642
Republican ,2482
Democratic,14734
Democratic,13678
Democratic,8825
Republican ,15538
Democratic,15153
Democratic,13335
Republican ,5702
Republican ,10155
Democratic,15180
Republican ,16537
Republican ,2305
Republican ,11585
Democratic,8813
Republican ,19375
Republican ,228
Democratic,8537
Republican ,10892
Democratic,9239
Democratic,4363
Republican ,7078
Democratic,5657
Republican ,10381
Democratic,7970
Democratic,17365
Republican ,14857
Democratic,11072
Democratic,18456
Democratic,15835
Republican ,13923
Republican ,4785
Republican ,19442
Republican ,10407
Republican ,14814
Democratic,7056
Democratic,10899
Democratic,16661
Republican ,7290
Democratic,18162
Republican ,15994
Democratic,5860
Republican ,13807
Republican ,15569
Democratic,251
Republican ,9514
Democratic,7754
Democratic,12730
Republican ,18662
Republican ,18868
Democratic,5760
Democratic,11279
Republican ,8623
Democratic,6792
Democratic,16112
Republican ,16316
Republican ,17866
Democratic,10651
Republican ,18222
Democratic,7172
Republican ,2511
Republican ,18362
Democratic,5397
Republican ,11237
Democratic,10202
Republican ,1177
Republican ,418
Democratic,2479
Republican ,1219
Republican ,19735
Republican ,12810
Republican ,10614
Democratic,18458
Democratic,12635
Republican ,7621
Republican ,8428
Democratic,14678
Democratic,897
Democratic,7817
Republican ,15229
Democratic,11379
Republican ,7548
Democratic,9013
Democratic,8832
Republican ,5783
Democratic,6199
Republican ,8992
Republican ,17736
Republican ,2417
Democratic,19754
Republican ,9178
Democratic,16288
Democratic,17673
Republican ,9555
Republican ,15691
Republican ,1888
Democratic,8544
Democratic,17083
Democratic,10718
Republican ,13589
Republican ,2193
Democratic,19369
Republican ,4315
Democratic,1161
Republican ,14746
Democratic,2272
Republican ,17449
Republican ,4766
Republican ,15391
Republican ,15210
Democratic,3456
Democratic,11878
Republican ,12067
Democratic,3038
Republican ,14839
Republican ,13985
Republican ,12474
Democratic,5603
Republican ,54
Republican ,17102
Republican ,11257
Republican ,8083
Republican ,17701
Democratic,9686
Democratic,5800
Republican ,2520
Democratic,6884
Democratic,17753
Republican ,2728
Republican ,2089
Republican ,391
Republican ,17772
Republican ,4729
Republican ,3321
Republican ,15997
Republican ,11340
Democratic,10113
Democratic,17347
Democratic,15469
Democratic,16136
Republican ,16814
Democratic,8821
Republican ,2028
Republican ,3521
Democratic,5461
Democratic,14832
Republican ,19054
Republican ,1410
Republican ,1288
Democratic,5545
Democratic,18831
Democratic,13396
Democratic,15450
Republican ,13905
Republican ,16444
Republican ,17850
Democratic,2901
Democratic,2326
Republican ,12617
Democratic,10344
Republican ,4446
Republican ,12052
Republican ,16688
Republican ,1330
Republican ,3983
Democratic,6032
Republican ,8361
Republican ,11745
Democratic,5780
Republican ,15694
Republican ,14125
Republican ,11444
Republican ,8806
Republican ,18867
Republican ,14406
Democratic,12440
Democratic,16397
Republican ,15418
Republican ,9846
Democratic,15893
Democratic,18387
Republican ,11268
Republican ,3179
Democratic,13922
Democratic,5837
Democratic,10694
Democratic,15877
Republican ,13974
Democratic,10707
Democratic,3785
Democratic,17317
Republican ,13602
Democratic,13860
Republican ,15317
Republican ,4636
Republican ,19721
Democratic,2992
Democratic,13629
Republican ,14483
Democratic,10016
Republican ,4819
Republican ,10838
Democratic,17499
Republican ,12452
Republican ,9612
Republican ,6475
Republican ,4807
Democratic,13213
Republican ,316
Democratic,12799
Democratic,4004
Republican ,2858
Republican ,809
Republican ,4921
Republican ,16109
Democratic,2336
Democratic,2450
Democratic,17662
Democratic,16277
Republican ,7922
Democratic,19667
Republican ,7361
Democratic,5039
Republican ,6794
Democratic,1942
Democratic,1593
Democratic,2491
Republican ,533
Republican ,10188
Democratic,12732
Republican ,2037
Democratic,5714
Republican ,3801
Democratic,4428
Republican ,334
Democratic,14826
Democratic,16741
Democratic,16660
Republican ,7885
Republican ,5391
Republican ,13190
Republican ,7316
Republican ,1110
Democratic,14022
Democratic,19622
Republican ,19438
Republican ,4650
Democratic,15716
Democratic,11700
Democratic,10139
Republican ,9687
Democratic,2736
Democratic,16058
Democratic,11668
Republican ,1661
Republican ,2438
Democratic,1327
Republican ,14447
Democratic,8138
Republican ,19338
Republican ,11770
Democratic,14362
Democratic,8482
Republican ,1121
Republican ,15309
Republican ,12330
Republican ,17219
Republican ,9075
Democratic,14066
Republican ,2123
Republican ,5157
Republican ,19942
Republican ,6962
Democratic,9832
Democratic,16231
Democratic,3057
Republican ,6658
Democratic,1225
Democratic,17107
Democratic,16870
Republican ,10826
Democratic,11120
Democratic,1908
Democratic,6257
Republican ,8562
Republican ,5182
Republican ,14580
Republican ,18219
Democratic,1725
Republican ,11537
Republican ,11622
Democratic,153
Republican ,6739
Republican ,3297
Republican ,14497
Republican ,2519
Republican ,9082
Republican ,8688
Democratic,5812
Republican ,8987
Republican ,6472
Republican ,17731
Democratic,10882
Republican ,6293
Democratic,12046
Republican ,18468
Democratic,4217
Republican ,4234
Republican ,5222
Democratic,1468
Republican ,6723
Democratic,12070
Republican ,5796
Republican ,13926
Democratic,3358
Republican ,17218
Republican ,17972
Republican ,14960
Republican ,5806
Democratic,663
Democratic,17994
Democratic,16935
Democratic,465
Democratic,15843
Republican ,7710
Democratic,8534
Democratic,3954
Democratic,6705
Republican ,13710
Democratic,3151
Republican ,4108
Democratic,10758
Democratic,16684
Republican ,11195
Republican ,165
Republican ,8124
Democratic,8942
Democratic,15655
Republican ,15760
Republican ,9047
Republican ,2778
Democratic,18116
Republican ,15540
Republican ,16133
Democratic,756
Democratic,6396
Republican ,2353
Democratic,4886
Republican ,5380
Democratic,5294
Republican ,7544
Republican ,4042
Democratic,8521
Democratic,6397
Republican ,18824
Democratic,5097
Republican ,5026
Republican ,2639
Republican ,18637
Republican ,13285
Democratic,11769
Democratic,13856
Democratic,3193
Democratic,3169
Republican ,7809
Democratic,15057
Republican ,6227
Democratic,6449
Republican ,19614
Democratic,1154
Republican ,18854
Democratic,18072
Republican ,15830
Democratic,351
Democratic,12141
Democratic,12357
Democratic,67
Republican ,11109
Democratic,4039
Democratic,10460
Democratic,13274
Republican ,19742
Republican ,6438
Democratic,15381
Republican ,12529
Republican ,3013
Republican ,9215
Republican ,5564
Republican ,5011
Republican ,18942
Democratic,12206
Republican ,353
Republican ,12314
Democratic,8527
Democratic,17375
Democratic,881
Republican ,19977
Republican ,12861
Republican ,10603
Republican ,14553
Republican ,19118
Democratic,3396
Republican ,19520
Republican ,12051
Republican ,5708
Republican ,11455
Republican ,15684
Democratic,17325
Republican ,11749
Republican ,6285
Democratic,5338
Republican ,18298
Republican ,19955
Republican ,5677
Republican ,16633
Democratic,16079
Republican ,19642
Republican ,13081
Republican ,6209
Republican ,9927
Democratic,18385
Democratic,7174
Democratic,6118
Republican ,13128
Democratic,12240
Democratic,2914
Democratic,11014
Republican ,15427
Democratic,15736
Democratic,3511
Republican ,11135
Democratic,1875
Democratic,910
Republican ,14094
Republican ,19046
Republican ,5870
Democratic,13288
Republican ,15154
Democratic,8101
Democratic,7745
Democratic,10849
Republican ,3394
Republican ,18084
Republican ,9997
Republican ,9027
Democratic,14982
Democratic,10831
Republican ,16445
Democratic,11601
Democratic,17933
Republican ,2354
Democratic,10984
Republican ,11271
Democratic,6795
Republican ,5895
Democratic,12210
Republican ,11099
Republican ,1444
Republican ,8541
Democratic,10519
Democratic,19333
Democratic,8599
Democratic,2687
Republican ,2484
Democratic,745
Democratic,7525
Republican ,17013
Democratic,609
Democratic,9559
Republican ,13765
Republican ,12645
Democratic,17853
Democratic,5283
Republican ,11688
Republican ,7371
Democratic,11240
Democratic,15048
Republican ,4373
Republican ,19077
Democratic,4953
Republican ,14242
Republican ,6941
Republican ,2198
Republican ,1426
Democratic,2763
Republican ,12836
Republican ,14764
Republican ,19635
Republican ,15857
Democratic,4856
Democratic,9324
Democratic,516
Republican ,10602
Republican ,10318
Republican ,5825
Democratic,4030
Democratic,11504
Democratic,17425
Republican ,17596
Republican ,3698
Democratic,16046
Democratic,8634
Republican ,10777
Republican ,7176
Republican ,19240
Republican ,8902
Democratic,8176
Democratic,19437
Republican ,3571
Republican ,19571
Republican ,9338
Democratic,11927
Republican ,13674
Republican ,5580
Democratic,19578
Republican ,8663
Democratic,4747
Republican ,19041
Democratic,17791
Republican ,16209
Republican ,7685
Republican ,2792
Republican ,2410
Democratic,2323
Republican ,10878
Republican ,8019
Republican ,10734
Republican ,7191
Republican ,11833
Republican ,6897
Republican ,16701
Republican ,15174
Democratic,2140
Democratic,625
Republican ,541
Republican ,10233
Democratic,918
Democratic,14146
Republican ,11174
Democratic,8378
Republican ,10738
Republican ,9100
Republican ,16247
Republican ,969
Republican ,7093
Democratic,8322
Republican ,14644
Republican ,9783
Republican ,7003
Republican ,15150
Democratic,12674
Democratic,5942
Democratic,8587
Republican ,977
Republican ,10353
Republican ,9153
Democratic,19452
Republican ,18814
Democratic,19526
Democratic,3017
Republican ,9314
Democratic,10554
Republican ,597
Republican ,3220
Republican ,12445
Democratic,14533
Republican ,6770
Republican ,14368
Democratic,10013
Republican ,2751
Democratic,15812
Republican ,12157
Democratic,10599
Republican ,15645
Democratic,17630
Republican ,7850
Republican ,15553
Democratic,12883
Republican ,18093
Republican ,9787
Democratic,13149
Republican ,9702
Republican ,17141
Republican ,11747
Republican ,14587
Democratic,2558
Democratic,4661
Republican ,18461
Republican ,10191
Republican ,4096
Republican ,2550
Democratic,14340
Republican ,10312
Democratic,19174
Republican ,16328
Republican ,2065
Democratic,13666
Republican ,18950
Democratic,4152
Republican ,4948
Republican ,16648
Democratic,2643
Republican ,14640
Democratic,18161
Republican ,11217
Democratic,16413
Democratic,15037
Democratic,8652
Republican ,15096
Republican ,5899
Democratic,15401
Republican ,15009
Democratic,1511
Democratic,9219
Republican ,15178
Democratic,13535
Democratic,4598
Democratic,6950
Republican ,15679
Republican ,11173
Democratic,8270
Republican ,2434
Democratic,19146
Democratic,13557
Democratic,3275
Democratic,4601
Democratic,11979
Democratic,14797
Republican ,10974
Democratic,19997
Republican ,5250
Republican ,15036
Democratic,2332
Republican ,10784
Democratic,9732
Republican ,10455
Republican ,11423
Democratic,1769
Democratic,12979
Democratic,7375
Democratic,19331
Democratic,19892
Democratic,5323
Republican ,11948
Republican ,279
Republican ,526
Democratic,17488
Democratic,12116
Republican ,19958
Democratic,2222
Democratic,13796
Democratic,4090
Republican ,1552
Democratic,18305
Democratic,16615
Republican ,10881
Democratic,7827
Democratic,16758
Republican ,787
Democratic,365
Republican ,19200
Democratic,11256
Democratic,3526
Republican ,17710
Republican ,8643
Democratic,14571
Republican ,5810
Democratic,15420
Republican ,10559
Republican ,16553
Republican ,15124
Democratic,16339
Democratic,6628
Republican ,7194
Republican ,4015
Republican ,16418
Democratic,1267
Republican ,4635
Democratic,9430
Democratic,8021
Republican ,18646
Democratic,5386
Democratic,8422
Democratic,10148
Democratic,1274
Republican ,2827
Republican ,8418
Democratic,9036
Republican ,5150
Democratic,3804
Republican ,18559
Democratic,11501
Republican ,9915
Democratic,1562
Democratic,16730
Republican ,13302
Democratic,6704
Democratic,19745
Republican ,3823
Republican ,3083
Democratic,16952
Democratic,17474
Democratic,17209
Republican ,3527
Republican ,4933
Republican ,15949
Republican ,8475
Republican ,7466
Democratic,10960
Republican ,16468
Democratic,3602
Democratic,10127
Republican ,18255
Republican ,13358
Republican ,8123
Democratic,3354
Republican ,3915
Republican ,15419
Republican ,93
Democratic,10414
Republican ,16056
Democratic,6408
Republican ,5389
Democratic,19462
Republican ,7045
Democratic,6892
Republican ,9453
Republican ,2328
Democratic,7265
Democratic,7364
Republican ,16753
Democratic,11514
Republican ,2832
Democratic,933
Democratic,2893
Democratic,19273
Republican ,11492
Democratic,3957
Republican ,4423
Democratic,19634
Republican ,9540
Republican ,9214
Democratic,11108
Democratic,9444
Democratic,13246
Democratic,6598
Democratic,15311
Republican ,1519
Republican ,3294
Democratic,19166
Democratic,16122
Democratic,10482
Republican ,11236
Democratic,8849
Republican ,4903
Democratic,14156
Democratic,7578
Republican ,19344
Republican ,19836
Democratic,11776
Republican ,4424
Republican ,14211
Democratic,17876
Democratic,5304
Democratic,1241
Democratic,2456
Republican ,9237
Democratic,10719
Republican ,13142
Democratic,1705
Democratic,8552
Democratic,8256
Republican ,12353
Republican ,11757
Republican ,7084
Republican ,1018
Democratic,7837
Democratic,10535
Democratic,5957
Democratic,17761
Democratic,2711
Republican ,9367
Democratic,12140
Democratic,19481
Democratic,18237
Democratic,13691
Republican ,10600
Democratic,14395
Democratic,9103
Republican ,16988
Republican ,10463
Republican ,19026
Democratic,4765
Democratic,9019
Republican ,6063
Republican ,5852
Republican ,9954
Republican ,18007
Democratic,4998
Democratic,7632
Republican ,8230
Democratic,8703
Democratic,3763
Republican ,5927
Democratic,13479
Republican ,12456
Democratic,2768
Democratic,12412
Democratic,492
Democratic,7504
Republican ,13500
Democratic,19351
Republican ,12990
Republican ,17072
Republican ,3522
Republican ,8800
Democratic,18483
Republican ,10207
Republican ,12144
Democratic,14729
Republican ,11540
Democratic,4380
Republican ,16864
Democratic,18965
Democratic,1884
Republican ,8640
Democratic,2359
Republican ,15659
Republican ,10296
Republican ,14326
Democratic,15087
Republican ,18909
Democratic,10837
Democratic,3912
Republican ,6152
Republican ,17030
Democratic,13291
Republican ,6327
Republican ,13374
Democratic,14336
Democratic,19082
Democratic,914
Democratic,7978
Democratic,2296
Democratic,7315
Republican ,16554
Republican ,8477
Republican ,9137
Democratic,13915
Democratic,18726
Democratic,8515
Democratic,982
Republican ,9685
Democratic,10382
Republican ,13200
Republican ,15454
Republican ,5559
Democratic,12688
Republican ,13767
Democratic,11987
Republican ,15019
Republican ,13521
Republican ,17386
Republican ,14509
Republican ,17067
Republican ,17348
Democratic,3664
Republican ,8996
Republican ,16457
Democratic,15485
Republican ,10396
Democratic,14031
Democratic,15966
Republican ,11393
Republican ,19557
Democratic,15206
Republican ,19235
Republican ,10640
Republican ,2607
Republican ,14283
Republican ,15472
Democratic,8896
Democratic,5229
Democratic,17422
Democratic,12601
Republican ,5259
Republican ,11753
Republican ,6283
Republican ,13473
Republican ,188
Democratic,6001
Republican ,16990
Democratic,6764
Democratic,5274
Democratic,2820
Republican ,13073
Republican ,6440
Republican ,1276
Republican ,6326
Republican ,19087
Republican ,5551
Republican ,7111
Republican ,19192
Democratic,5176
Republican ,272
Democratic,3339
Democratic,5327
Democratic,4266
Democratic,15233
Republican ,3435
Democratic,18573
Republican ,1213
Republican ,4894
Democratic,17666
Republican ,294
Republican ,10940
Democratic,6353
Republican ,16441
Democratic,5223
Republican ,3316
Republican ,1517
Republican ,4502
Democratic,19531
Republican ,6047
Republican ,16588
Republican ,19870
Democratic,9992
Republican ,9385
Democratic,8206
Republican ,17542
Democratic,3963
Republican ,12246
Democratic,18627
Republican ,10255
Republican ,13600
Democratic,19167
Democratic,3134
Republican ,5204
Democratic,4588
Democratic,553
Democratic,1180
Republican ,12949
Republican ,19565
Republican ,2933
Democratic,18048
Republican ,13537
Republican ,10625
Democratic,15176
Republican ,17669
Republican ,13718
Republican ,1894
Democratic,9
Democratic,7169
Democratic,3475
Republican ,16707
Republican ,11766
Republican ,10433
Democratic,13741
Republican ,10909
Democratic,3518
Republican ,10757
Republican ,13712
Republican ,17025
Republican ,16582
Democratic,11091
Republican ,8560
Republican ,4826
Republican ,19816
Democratic,3547
Democratic,10373
Republican ,1437
Republican ,9031
Republican ,7103
Republican ,4539
Republican ,11176
Republican ,915
Republican ,6736
Republican ,7404
Republican ,18872
Democratic,10688
Democratic,16509
Republican ,15906
Democratic,13459
Republican ,9129
Republican ,2809
Democratic,3864
Republican ,4812
Republican ,5298
Democratic,11969
Democratic,11599
Republican ,16424
Democratic,6697
Democratic,17941
Democratic,4177
Democratic,2106
Republican ,14338
Republican ,16710
Republican ,13618
Republican ,1392
Republican ,5215
Democratic,1785
Democratic,5523
Democratic,8579
Republican ,13878
Democratic,10023
Democratic,12524
Republican ,934
Republican ,5884
Democratic,17872
Republican ,225
Republican ,16158
Republican ,6404
Republican ,12929
Republican ,17721
Republican ,15182
Republican ,13388
Republican ,18465
Republican ,18353
Republican ,11370
Republican ,4932
Democratic,9728
Democratic,2523
Republican ,4468
Republican ,6186
Republican ,9813
Republican ,12379
Democratic,3175
Republican ,4996
Democratic,1298
Republican ,14425
Republican ,7152
Republican ,7449
Republican ,13902
Democratic,13191
Democratic,13652
Republican ,11437
Democratic,18128
Democratic,8495
Democratic,17914
Republican ,2370
Republican ,5348
Republican ,16666
Republican ,9857
Democratic,13901
Republican ,3081
Republican ,12365
Republican ,2552
Republican ,8303
Democratic,8787
Republican ,9777
Republican ,15518
Democratic,15273
Democratic,10465
Democratic,14632
Republican ,11371
Democratic,2445
Democratic,2887
Republican ,5000
Democratic,8670
Democratic,15597
Democratic,8050
Republican ,4202
Democratic,2294
Republican ,9920
Republican ,12873
Republican ,9620
Republican ,18589
Republican ,13655
Republican ,14753
Democratic,17975
Democratic,13667
Democratic,9938
Republican ,6315
Republican ,5273
Democratic,15954
Democratic,1078
Democratic,9440
Democratic,10560
Republican ,6784
Republican ,12222
Republican ,3878
Democratic,10815
Democratic,16690
Democratic,6556
Republican ,1851
Republican ,1165
Republican ,6060
Democratic,19095
Democratic,2681
Republican ,13065
Republican ,17789
Republican ,10196
Republican ,9659
Democratic,13904
Republican ,17858
Democratic,6635
Republican ,9368
Republican ,14064
Democratic,19762
Democratic,9058
Republican ,4708
Republican ,16951
Republican ,13834
Democratic,8590
Republican ,3200
Republican ,11012
Democratic,2301
Democratic,12657
Republican ,19411
Republican ,17786
Republican ,4136
Republican ,5903
Republican ,2486
Democratic,4288
Democratic,12371
Democratic,4973
Republican ,4567
Republican ,19057
Republican ,3128
Democratic,17411
Republican ,14023
Democratic,7469
Democratic,16193
Democratic,14324
Democratic,5791
Democratic,2159
Republican ,18470
Republican ,15126
Republican ,1336
Democratic,3750
Democratic,8398
Republican ,6235
Democratic,13329
Democratic,9086
Republican ,1356
Democratic,17385
Republican ,9438
Republican ,12236
Republican ,14154
Republican ,2949
Republican ,3247
Democratic,9771
Democratic,4649
Democratic,3342
Republican ,1559
Republican ,17665
Republican ,7717
Republican ,19247
Democratic,1687
Republican ,1911
Republican ,17780
Democratic,6192
Democratic,6827
Democratic,10470
Republican ,18653
Democratic,15990
Republican ,2698
Republican ,2270
Republican ,5624
Democratic,15583
Democratic,12582
Republican ,95
Democratic,8077
Democratic,1140
Republican ,10405
Republican ,16627
Republican ,3374
Republican ,6021
Republican ,12386
Republican ,11836
Republican ,18430
Republican ,1360
Republican ,4169
Democratic,16189
Republican ,19171
Republican ,9292
Republican ,5818
Republican ,4492
Democratic,11922
Republican ,12744
Democratic,3095
Democratic,11412
Republican ,19061
Democratic,14752
Republican ,5168
Republican ,6166
Republican ,17576
Democratic,10591
Democratic,6304
Democratic,3822
Republican ,2945
Republican ,18724
Republican ,8293
Republican ,9390
Democratic,10507
Democratic,16928
Democratic,2246
Democratic,19914
Republican ,17836
Democratic,1162
Democratic,4858
Republican ,3103
Democratic,5440
Democratic,15255
Republican ,7601
Democratic,3861
Republican ,1600
Republican ,4071
Democratic,1798
Democratic,10788
Republican ,18635
Republican ,687
Republican ,12373
Democratic,16331
Republican ,4930
Democratic,16271
Democratic,9450
Republican ,12786
Republican ,12642
Republican ,104
Democratic,14876
Democratic,11696
Democratic,1029
Republican ,9401
Republican ,8457
Democratic,7054
Democratic,19324
Democratic,7047
Republican ,17170
Democratic,13208
Republican ,9382
Republican ,7661
Democratic,17922
Democratic,4253
Republican ,11888
Democratic,16564
Republican ,9217
Republican ,13214
Republican ,836
Republican ,15968
Republican ,2587
Republican ,9637
Republican ,9996
Democratic,2258
Republican ,13400
Democratic,7577
Republican ,9387
Democratic,3290
Democratic,14891
Republican ,15205
Democratic,8163
Republican ,6891
Republican ,1509
Republican ,14206
Democratic,14099
Democratic,8889
Democratic,10867
Democratic,9879
Democratic,1747
Republican ,1007
Democratic,19410
Democratic,5103
Republican ,15943
Democratic,8227
Democratic,7002
Republican ,13416
Democratic,7781
Republican ,8035
Democratic,15146
Democratic,1510
Republican ,6532
Republican ,3113
Republican ,4697
Democratic,10978
Democratic,8127
Democratic,2709
Democratic,9465
Republican ,1821
Democratic,8486
Republican ,16693
Republican ,19590
Democratic,7824
Democratic,4233
Republican ,10987
Republican ,14898
Democratic,3557
Republican ,1589
Democratic,11133
Democratic,9331
Republican ,8963
Republican ,19253
Democratic,15643
Democratic,16116
Democratic,11334
Republican ,1541
Republican ,18918
Democratic,11783
Democratic,19528
Democratic,1678
Republican ,17953
Democratic,12381
Republican ,16811
Democratic,2946
Republican ,7065
Republican ,2114
Republican ,5093
Republican ,7819
Democratic,4205
Democratic,1318
Republican ,18506
Democratic,17195
Republican ,1824
Democratic,15636
Democratic,11403
Republican ,13297
Republican ,7592
Republican ,3489
Republican ,2784
Democratic,1861
Democratic,4565
Democratic,11499
Republican ,5048
Republican ,2831
Republican ,8955
Democratic,2710
Republican ,622
Democratic,19034
Democratic,17618
Democratic,7871
Democratic,16768
Republican ,13461
Democratic,5282
Republican ,5912
Republican ,4843
Republican ,10289
Republican ,13550
Democratic,8900
Republican ,13809
Democratic,11898
Republican ,13449
Democratic,11517
Democratic,19951
Republican ,16887
Republican ,2186
Republican ,3441
Republican ,704
Democratic,10392
Democratic,15695
Republican ,16176
Republican ,264
Republican ,19549
Republican ,8119
Republican ,3761
Democratic,1285
Republican ,10624
Republican ,16440
Democratic,9928
Democratic,6726
Democratic,4453
Republican ,9899
Democratic,3581
Democratic,13086
Republican ,14121
Democratic,8774
Republican ,11500
Democratic,19430
Republican ,9818
Republican ,18260
Democratic,1345
Republican ,18683
Republican ,4624
Republican ,15498
Republican ,11303
Republican ,2726
Republican ,17121
Republican ,4556
Democratic,10820
Republican ,2705
Democratic,2460
Republican ,9144
Republican ,16130
Republican ,10222
Republican ,19657
Republican ,1868
Democratic,6263
Democratic,15550
Republican ,19673
Democratic,17680
Democratic,18509
Republican ,11382
Republican ,9529
Republican ,15364
Democratic,11488
Republican ,14119
Democratic,17099
Republican ,5218
Republican ,19103
Republican ,18414
Democratic,4167
Republican ,1347
Republican ,7799
Democratic,16342
Republican ,14866
Republican ,6307
Democratic,2365
Republican ,5183
Democratic,585
Republican ,3544
Democratic,3663
Republican ,13268
Republican ,8086
Democratic,2663
Democratic,1920
Republican ,13209
Republican ,2319
Republican ,7697
Republican ,16256
Democratic,13831
Republican ,18800
Republican ,10150
Democratic,4619
Republican ,5009
Democratic,12951
Democratic,11901
Democratic,7509
Democratic,19636
Democratic,2181
Republican ,11719
Republican ,6167
Democratic,10681
Democratic,3231
Democratic,12318
Republican ,12472
Democratic,6116
Republican ,1184
Democratic,19263
Democratic,11075
Democratic,1560
Democratic,11486
Republican ,15537
Democratic,19347
Democratic,9184
Republican ,10647
Republican ,7033
Democratic,19596
Republican ,18757
Democratic,3003
Democratic,19850
Democratic,2568
Republican ,13293
Republican ,6182
Republican ,18655
Republican ,14439
Democratic,18678
Democratic,4994
Democratic,15665
Republican ,18620
Republican ,5576
Republican ,17437
Republican ,8041
Republican ,9308
Democratic,19168
Democratic,9689
Republican ,8372
Democratic,11438
Democratic,4916
Democratic,947
Democratic,17808
Republican ,13628
Democratic,7631
Republican ,17943
Republican ,15888
Democratic,12536
Democratic,17175
Democratic,7895
Democratic,3239
Republican ,4089
Republican ,12847
Democratic,15834
Democratic,11695
Democratic,17188
Democratic,1257
Republican ,17284
Democratic,17133
Democratic,18040
Republican ,14558
Democratic,19065
Republican ,7085
Republican ,8892
Democratic,15907
Democratic,9900
Republican ,8811
Republican ,16622
Republican ,8828
Democratic,14954
Republican ,14573
Democratic,14282
Republican ,2961
Democratic,6059
Democratic,10174
Democratic,3503
Democratic,11755
Republican ,4126
Democratic,17360
Democratic,2227
Republican ,5735
Democratic,17552
Republican ,4401
Republican ,2905
Democratic,19577
Democratic,595
Democratic,1690
Republican ,15585
Democratic,11346
Republican ,4448
Democratic,14498
Republican ,16789
Republican ,9025
Republican ,18424
Democratic,18879
Republican ,1401
Democratic,18066
Democratic,1856
Democratic,15945
Democratic,4180
Democratic,16579
