"Party","Music","Host","WasThere","WasNotThere","CaloriesDanc"
"Boring","Rock","Janek","Billy","Angela",359
"Boring","None","Alex","Ada","Angela",65
"Fun","Rock","Janek","Ada","Joe",249
"Fun","Techno","Alex","Billy","Vladimir",290
"ItwasOK","None","Xi","Qiong","Joe",138
"Fun","None","Sonya","Ada","Vladimir",415
"ItwasOK","Classical","Xi","Eva","Manny",352
"ItwasOK","None","Alex","Ada","Joe",7
"Boring","Classical","Janek","Eva","Angela",5
"Boring","Techno","Xi","Janusz","Manny",28
"ItwasOK","Classical","Alex","Eva","Joe",136
"Boring","Techno","Janek","Eva","Manny",85
"Boring","Techno","Janek","Qiong","Manny",303
"Fun","None","Katya","Eva","Manny",231
"Fun","HipHop","Xi","Janusz","Angela",341
"Fun","HipHop","Janek","Qiong","Vladimir",441
"Fun","Rock","Xi","Janusz","Vladimir",203
"Fun","Classical","Alex","Billy","Joe",490
"Boring","Techno","Xi","Qiong","Angela",8
"Fun","HipHop","Xi","Eva","Vladimir",388
"ItwasOK","None","Xi","Janusz","Vladimir",317
"Fun","Classical","Alex","Qiong","Manny",129
"Fun","Classical","Janek","Billy","Vladimir",276
"Fun","HipHop","Janek","Ada","Vladimir",125
"Boring","Classical","Katya","Eva","Angela",336
"Boring","Techno","Xi","Billy","Joe",422
"ItwasOK","None","Xi","Ada","Vladimir",195
"Fun","Techno","Janek","Ada","Vladimir",35
"Fun","Classical","Sonya","Janusz","Manny",340
"Boring","Techno","Sonya","Qiong","Angela",499
"Fun","HipHop","Katya","Billy","Vladimir",34
"ItwasOK","Techno","Katya","Qiong","Joe",196
"Fun","Classical","Xi","Qiong","Manny",292
"Boring","Classical","Katya","Billy","Angela",408
"ItwasOK","Rock","Sonya","Billy","Manny",11
"Fun","HipHop","Sonya","Eva","Manny",254
"Fun","None","Janek","Billy","Joe",15
"ItwasOK","HipHop","Alex","Janusz","Angela",117
"Fun","Rock","Sonya","Janusz","Joe",460
"ItwasOK","None","Katya","Billy","Joe",8
"Fun","Techno","Janek","Ada","Joe",185
"Boring","Rock","Janek","Eva","Angela",248
"Boring","None","Xi","Qiong","Angela",77
"Fun","None","Sonya","Janusz","Vladimir",360
"Boring","Rock","Alex","Eva","Manny",258
"Boring","Rock","Janek","Qiong","Manny",2
"ItwasOK","Classical","Alex","Billy","Vladimir",432
"Fun","HipHop","Katya","Ada","Angela",322
"Fun","Techno","Xi","Ada","Joe",308
"Boring","None","Katya","Qiong","Angela",187
"Boring","Techno","Alex","Eva","Joe",479
"ItwasOK","None","Xi","Eva","Vladimir",11
"Boring","Classical","Alex","Eva","Manny",243
"Fun","Rock","Xi","Janusz","Vladimir",217
"Boring","Rock","Xi","Eva","Angela",420
"Boring","None","Janek","Qiong","Manny",491
"Fun","Classical","Sonya","Ada","Vladimir",116
"Fun","HipHop","Sonya","Eva","Vladimir",306
"Boring","Techno","Sonya","Qiong","Angela",378
"ItwasOK","HipHop","Xi","Janusz","Joe",495
"Boring","None","Alex","Billy","Angela",432
"Fun","Classical","Sonya","Billy","Vladimir",404
"Boring","Rock","Janek","Eva","Angela",289
"Fun","HipHop","Alex","Janusz","Joe",98
"Fun","Rock","Janek","Eva","Vladimir",311
"Boring","Classical","Sonya","Ada","Manny",433
"Fun","Rock","Sonya","Janusz","Vladimir",306
"Fun","Rock","Alex","Qiong","Vladimir",26
"Boring","Classical","Xi","Billy","Angela",498
"ItwasOK","HipHop","Alex","Qiong","Manny",148
"Fun","Rock","Katya","Billy","Vladimir",195
"Fun","HipHop","Alex","Qiong","Manny",167
"Fun","None","Alex","Billy","Manny",392
"Fun","HipHop","Alex","Billy","Manny",217
"Boring","Classical","Janek","Eva","Joe",454
"Fun","Classical","Janek","Billy","Vladimir",102
"Fun","None","Janek","Janusz","Vladimir",52
"ItwasOK","Rock","Katya","Eva","Vladimir",353
"Fun","None","Janek","Janusz","Joe",289
"Fun","Techno","Katya","Billy","Vladimir",128
"ItwasOK","Classical","Sonya","Billy","Manny",392
"ItwasOK","Classical","Janek","Eva","Manny",4
"Boring","None","Xi","Qiong","Joe",428
"Boring","Techno","Katya","Ada","Angela",194
"Boring","Classical","Sonya","Billy","Vladimir",124
"Boring","Classical","Alex","Janusz","Angela",432
"Fun","Rock","Janek","Billy","Vladimir",97
"ItwasOK","Techno","Alex","Eva","Joe",227
"ItwasOK","Classical","Janek","Janusz","Angela",254
"Fun","Rock","Alex","Eva","Vladimir",129
"Fun","Techno","Alex","Billy","Joe",54
"Fun","None","Alex","Janusz","Manny",78
"Fun","HipHop","Xi","Billy","Vladimir",210
"Boring","Techno","Xi","Qiong","Angela",221
"Boring","Rock","Katya","Ada","Angela",439
"Fun","Techno","Sonya","Qiong","Vladimir",181
"Fun","Rock","Katya","Janusz","Joe",91
"Boring","Classical","Alex","Qiong","Angela",256
"Fun","Rock","Katya","Ada","Joe",102
"Boring","Rock","Alex","Eva","Angela",317
"Boring","HipHop","Katya","Janusz","Vladimir",265
"Fun","HipHop","Katya","Billy","Vladimir",322
"Fun","HipHop","Sonya","Ada","Manny",375
"Fun","HipHop","Janek","Eva","Manny",227
"Boring","None","Alex","Qiong","Angela",219
"Fun","HipHop","Xi","Ada","Vladimir",162
"Fun","HipHop","Xi","Janusz","Angela",464
"Boring","None","Alex","Billy","Joe",263
"Fun","HipHop","Alex","Qiong","Manny",97
"Fun","HipHop","Janek","Qiong","Angela",364
"Boring","HipHop","Xi","Eva","Manny",287
"Fun","HipHop","Alex","Billy","Vladimir",179
"Boring","Rock","Sonya","Billy","Manny",314
"Fun","HipHop","Janek","Janusz","Joe",255
"ItwasOK","Classical","Janek","Billy","Joe",107
"Fun","HipHop","Alex","Eva","Vladimir",453
"Fun","Classical","Sonya","Ada","Vladimir",239
"ItwasOK","Rock","Xi","Qiong","Joe",213
"Boring","Rock","Katya","Janusz","Vladimir",397
"Fun","Classical","Katya","Janusz","Manny",430
"Fun","None","Janek","Ada","Vladimir",18
"Fun","HipHop","Janek","Ada","Angela",271
"Boring","Techno","Xi","Ada","Joe",132
"Boring","Rock","Xi","Qiong","Angela",271
"ItwasOK","None","Alex","Eva","Joe",208
"Fun","Classical","Xi","Ada","Manny",164
"Fun","Rock","Katya","Billy","Vladimir",366
"Fun","Classical","Katya","Ada","Vladimir",58
"Fun","Rock","Sonya","Billy","Manny",123
"Boring","Techno","Janek","Billy","Manny",374
"ItwasOK","HipHop","Alex","Billy","Manny",363
"ItwasOK","Techno","Katya","Eva","Joe",274
"Boring","Techno","Katya","Eva","Angela",267
"Fun","HipHop","Xi","Ada","Manny",275
"Fun","Classical","Janek","Eva","Manny",406
"Boring","HipHop","Sonya","Janusz","Vladimir",463
"ItwasOK","Techno","Xi","Billy","Vladimir",277
"ItwasOK","Techno","Katya","Janusz","Vladimir",134
"ItwasOK","None","Alex","Ada","Angela",415
"Fun","None","Xi","Janusz","Joe",406
"Fun","Techno","Sonya","Eva","Vladimir",458
"ItwasOK","Techno","Xi","Janusz","Manny",77
"Fun","None","Janek","Billy","Vladimir",129
"Fun","None","Alex","Eva","Manny",219
"ItwasOK","None","Sonya","Ada","Vladimir",129
"Boring","Techno","Sonya","Qiong","Vladimir",296
"Fun","None","Sonya","Qiong","Manny",194
"Boring","Classical","Alex","Ada","Angela",149
"Fun","Rock","Xi","Billy","Vladimir",294
"Fun","Techno","Sonya","Ada","Angela",477
"Fun","Rock","Alex","Qiong","Joe",205
"Boring","None","Sonya","Qiong","Manny",425
"Fun","Rock","Sonya","Eva","Joe",327
"Fun","None","Katya","Ada","Manny",146
"Fun","Classical","Katya","Ada","Angela",141
"Boring","Techno","Alex","Eva","Joe",449
"Boring","Techno","Alex","Billy","Angela",291
"Fun","Techno","Xi","Eva","Joe",419
"Fun","HipHop","Xi","Eva","Angela",414
"ItwasOK","Classical","Xi","Eva","Vladimir",461
"ItwasOK","Techno","Katya","Eva","Angela",461
"ItwasOK","Classical","Sonya","Ada","Joe",186
"Fun","HipHop","Alex","Qiong","Angela",373
"Boring","Classical","Janek","Janusz","Angela",155
"Fun","HipHop","Katya","Qiong","Vladimir",441
"Fun","None","Alex","Eva","Joe",348
"Fun","Rock","Xi","Eva","Vladimir",27
"ItwasOK","HipHop","Janek","Ada","Joe",156
"Fun","Classical","Katya","Eva","Manny",158
"Boring","Classical","Alex","Billy","Angela",350
"Boring","Rock","Sonya","Janusz","Joe",143
"Boring","None","Xi","Billy","Angela",326
"Boring","Techno","Sonya","Qiong","Angela",492
"Boring","Classical","Sonya","Ada","Joe",51
"ItwasOK","Rock","Alex","Ada","Joe",287
"Fun","Techno","Janek","Ada","Angela",383
"Fun","Rock","Alex","Ada","Vladimir",308
"Boring","Classical","Sonya","Billy","Angela",215
"Fun","HipHop","Xi","Billy","Vladimir",46
"Boring","Rock","Alex","Qiong","Angela",30
"Fun","Rock","Katya","Ada","Joe",96
"Boring","Techno","Janek","Qiong","Manny",258
"ItwasOK","Techno","Katya","Ada","Manny",361
"Boring","Rock","Xi","Qiong","Angela",238
"Fun","HipHop","Sonya","Janusz","Angela",324
"Boring","Techno","Sonya","Ada","Manny",162
"Fun","Techno","Alex","Ada","Angela",429
"Boring","HipHop","Katya","Ada","Angela",77
"Fun","None","Katya","Ada","Joe",441
"Boring","None","Xi","Eva","Joe",192
"Boring","Rock","Katya","Ada","Angela",14
"Fun","Rock","Xi","Ada","Joe",96
"Fun","HipHop","Xi","Eva","Joe",411
"Fun","Classical","Sonya","Billy","Manny",201
"Boring","Classical","Alex","Qiong","Joe",192
"Boring","HipHop","Alex","Billy","Angela",442
"ItwasOK","Techno","Xi","Eva","Manny",62
"Fun","None","Xi","Qiong","Joe",357
"Boring","Classical","Xi","Janusz","Angela",128
"Boring","HipHop","Xi","Billy","Angela",108
"Fun","HipHop","Katya","Eva","Vladimir",367
"ItwasOK","Techno","Alex","Ada","Joe",409
"Fun","Classical","Xi","Eva","Vladimir",463
"ItwasOK","Rock","Xi","Eva","Joe",238
"Fun","None","Sonya","Ada","Manny",84
"Fun","Rock","Janek","Ada","Vladimir",131
"Boring","Classical","Alex","Billy","Angela",288
"Boring","None","Xi","Qiong","Manny",34
"Fun","Techno","Xi","Billy","Vladimir",209
"ItwasOK","Techno","Janek","Qiong","Joe",294
"Fun","HipHop","Sonya","Janusz","Joe",247
"Boring","Techno","Alex","Billy","Joe",261
"Fun","Classical","Sonya","Eva","Vladimir",364
"Boring","Classical","Alex","Janusz","Vladimir",406
"Boring","Rock","Xi","Billy","Angela",428
"ItwasOK","Classical","Alex","Eva","Manny",439
"ItwasOK","Classical","Alex","Ada","Manny",12
"Fun","Rock","Katya","Janusz","Vladimir",350
"Boring","Techno","Xi","Ada","Joe",500
"ItwasOK","Techno","Katya","Qiong","Manny",4
"Fun","HipHop","Xi","Eva","Joe",435
"Boring","Classical","Sonya","Eva","Joe",222
"Fun","Techno","Xi","Eva","Vladimir",110
"Fun","Techno","Katya","Qiong","Joe",53
"ItwasOK","HipHop","Janek","Ada","Manny",180
"ItwasOK","Classical","Sonya","Billy","Joe",275
"Boring","None","Katya","Ada","Angela",266
"Fun","Classical","Xi","Eva","Manny",290
"ItwasOK","HipHop","Janek","Qiong","Manny",122
"ItwasOK","Rock","Katya","Eva","Joe",195
"Fun","Rock","Sonya","Eva","Vladimir",498
"Boring","Techno","Xi","Billy","Angela",186
"Fun","Classical","Sonya","Billy","Joe",165
"ItwasOK","Rock","Alex","Qiong","Manny",318
"Fun","None","Alex","Ada","Joe",122
"Fun","Rock","Janek","Janusz","Vladimir",153
"ItwasOK","Rock","Janek","Qiong","Angela",438
"Boring","Techno","Katya","Qiong","Angela",86
"ItwasOK","Classical","Janek","Ada","Vladimir",299
"ItwasOK","Classical","Janek","Qiong","Joe",140
"Fun","Techno","Alex","Billy","Vladimir",187
"ItwasOK","None","Xi","Qiong","Manny",10
"Boring","None","Xi","Qiong","Joe",148
"Fun","Rock","Sonya","Ada","Joe",215
"Boring","Techno","Alex","Janusz","Manny",452
"Fun","HipHop","Janek","Billy","Joe",468
"ItwasOK","Rock","Xi","Janusz","Joe",167
"ItwasOK","HipHop","Katya","Billy","Joe",411
"ItwasOK","Classical","Alex","Janusz","Joe",205
"ItwasOK","Classical","Alex","Ada","Joe",246
"Fun","None","Katya","Qiong","Joe",302
"ItwasOK","Techno","Katya","Eva","Manny",473
"Fun","Classical","Janek","Billy","Manny",452
"Boring","Rock","Alex","Eva","Angela",495
"ItwasOK","Techno","Janek","Janusz","Vladimir",182
"ItwasOK","Classical","Katya","Qiong","Manny",439
"Boring","None","Katya","Billy","Angela",87
"Fun","Techno","Katya","Eva","Joe",52
"Boring","Classical","Janek","Qiong","Vladimir",100
"Fun","None","Sonya","Janusz","Joe",359
"Fun","None","Alex","Ada","Manny",353
"Fun","None","Alex","Janusz","Vladimir",382
"Boring","None","Alex","Ada","Joe",439
"Boring","Techno","Janek","Ada","Vladimir",128
"ItwasOK","Techno","Xi","Ada","Vladimir",203
"Fun","Rock","Katya","Billy","Manny",46
"ItwasOK","None","Katya","Ada","Joe",76
"Fun","Rock","Alex","Janusz","Vladimir",13
"Fun","Classical","Katya","Qiong","Vladimir",232
"Fun","HipHop","Xi","Janusz","Joe",307
"ItwasOK","Techno","Xi","Ada","Manny",7
"Boring","Techno","Janek","Janusz","Angela",388
"Fun","HipHop","Alex","Eva","Angela",206
"Boring","HipHop","Xi","Billy","Vladimir",356
"Fun","None","Alex","Janusz","Angela",374
"ItwasOK","HipHop","Katya","Eva","Vladimir",131
"Boring","None","Sonya","Eva","Joe",146
"Fun","Rock","Sonya","Eva","Vladimir",472
"Boring","None","Katya","Ada","Angela",459
"ItwasOK","Techno","Janek","Ada","Vladimir",105
"ItwasOK","None","Xi","Qiong","Manny",254
"Fun","Classical","Katya","Janusz","Vladimir",18
"Fun","Classical","Xi","Qiong","Manny",138
"ItwasOK","None","Xi","Eva","Angela",12
"Fun","HipHop","Janek","Ada","Manny",122
"Fun","Rock","Alex","Qiong","Joe",68
"Fun","Rock","Janek","Ada","Manny",196
"Boring","Rock","Janek","Ada","Angela",477
"Fun","Techno","Sonya","Ada","Vladimir",282
"Boring","Rock","Alex","Janusz","Manny",309
"Boring","Classical","Katya","Ada","Joe",422
"Boring","HipHop","Alex","Janusz","Manny",174
"Fun","HipHop","Sonya","Billy","Manny",21
"ItwasOK","HipHop","Alex","Janusz","Manny",43
"Boring","Techno","Sonya","Janusz","Angela",337
"Fun","Rock","Sonya","Ada","Manny",250
"ItwasOK","Classical","Katya","Janusz","Joe",173
"Fun","HipHop","Janek","Billy","Manny",296
"Fun","None","Janek","Janusz","Vladimir",216
"Boring","Classical","Katya","Janusz","Angela",347
"Fun","None","Sonya","Ada","Vladimir",119
"Boring","Classical","Alex","Janusz","Angela",357
"Boring","Techno","Alex","Eva","Angela",385
"Boring","Techno","Katya","Ada","Vladimir",432
"Fun","Techno","Alex","Ada","Manny",449
"ItwasOK","Techno","Xi","Billy","Joe",243
"Fun","HipHop","Alex","Billy","Manny",277
"ItwasOK","Techno","Sonya","Eva","Joe",136
"Fun","Techno","Sonya","Billy","Vladimir",481
"Fun","Rock","Xi","Qiong","Angela",34
"Fun","Classical","Katya","Ada","Vladimir",296
"Boring","None","Janek","Qiong","Vladimir",421
"Fun","Rock","Katya","Eva","Vladimir",77
"Boring","Rock","Alex","Qiong","Angela",64
"ItwasOK","Techno","Xi","Eva","Joe",15
"Boring","Classical","Alex","Ada","Angela",67
"Fun","HipHop","Sonya","Eva","Joe",365
"Boring","Techno","Katya","Ada","Joe",358
"Fun","HipHop","Sonya","Janusz","Joe",44
"Fun","Rock","Sonya","Eva","Vladimir",182
"Fun","HipHop","Xi","Billy","Joe",324
"ItwasOK","None","Xi","Qiong","Manny",296
"Fun","Rock","Janek","Billy","Vladimir",133
"Fun","None","Janek","Qiong","Vladimir",482
"Boring","Classical","Sonya","Qiong","Manny",493
"Fun","Techno","Janek","Ada","Manny",135
"ItwasOK","Techno","Katya","Janusz","Manny",127
"Fun","Techno","Xi","Ada","Joe",137
"ItwasOK","Rock","Xi","Eva","Angela",66
"Boring","HipHop","Katya","Janusz","Angela",154
"Fun","None","Xi","Eva","Vladimir",398
"Fun","HipHop","Katya","Ada","Vladimir",264
"Boring","Classical","Xi","Qiong","Manny",132
"Boring","Techno","Sonya","Eva","Angela",10
"Fun","Rock","Xi","Billy","Joe",461
"Boring","Classical","Alex","Eva","Angela",87
"Boring","Techno","Alex","Janusz","Manny",375
"Fun","None","Sonya","Eva","Vladimir",247
"Boring","Rock","Janek","Ada","Angela",149
"ItwasOK","None","Sonya","Qiong","Joe",496
"Boring","Rock","Sonya","Qiong","Angela",206
"Boring","Techno","Janek","Ada","Manny",4
"Fun","None","Katya","Billy","Manny",316
"Boring","None","Alex","Ada","Joe",195
"Fun","HipHop","Alex","Qiong","Vladimir",361
"Fun","Classical","Sonya","Eva","Joe",125
"ItwasOK","HipHop","Katya","Qiong","Joe",31
"Fun","Techno","Sonya","Qiong","Joe",10
"ItwasOK","HipHop","Xi","Qiong","Manny",125
"Boring","Techno","Xi","Eva","Angela",264
"ItwasOK","None","Sonya","Qiong","Angela",434
"Fun","Techno","Katya","Ada","Manny",390
"Fun","HipHop","Xi","Eva","Angela",471
"Boring","None","Sonya","Eva","Joe",60
"ItwasOK","HipHop","Alex","Janusz","Angela",228
"ItwasOK","Techno","Sonya","Qiong","Manny",179
"Fun","HipHop","Xi","Billy","Vladimir",400
"Boring","HipHop","Alex","Ada","Joe",391
"Boring","Techno","Katya","Qiong","Joe",165
"Fun","Techno","Alex","Qiong","Vladimir",185
"Fun","HipHop","Katya","Janusz","Manny",330
"ItwasOK","HipHop","Katya","Janusz","Manny",244
"Fun","None","Sonya","Janusz","Vladimir",107
"Fun","Techno","Alex","Janusz","Angela",210
"ItwasOK","Techno","Xi","Qiong","Manny",314
"Fun","Classical","Alex","Ada","Vladimir",89
"Fun","None","Janek","Ada","Joe",88
"Boring","None","Janek","Billy","Angela",16
"Fun","HipHop","Katya","Janusz","Vladimir",398
"Fun","None","Sonya","Janusz","Vladimir",99
"Boring","Techno","Alex","Ada","Angela",336
"Fun","HipHop","Sonya","Billy","Angela",371
"Boring","Techno","Janek","Qiong","Angela",186
"Boring","Classical","Janek","Janusz","Angela",365
"ItwasOK","Rock","Xi","Janusz","Joe",240
"Fun","Classical","Janek","Qiong","Vladimir",185
"Boring","None","Alex","Billy","Manny",268
"Fun","Rock","Katya","Ada","Joe",86
"Boring","None","Xi","Ada","Joe",484
"Fun","Classical","Sonya","Qiong","Vladimir",417
"Boring","HipHop","Sonya","Ada","Angela",29
"Boring","Techno","Alex","Eva","Angela",62
"ItwasOK","Rock","Janek","Janusz","Joe",150
"Fun","HipHop","Xi","Janusz","Angela",344
"Fun","None","Alex","Eva","Joe",11
"Fun","Classical","Sonya","Billy","Angela",149
"Fun","Classical","Sonya","Billy","Joe",131
"Boring","Rock","Alex","Ada","Angela",360
"Boring","Classical","Janek","Qiong","Angela",173
"Boring","HipHop","Xi","Billy","Vladimir",4
"Fun","Classical","Alex","Qiong","Angela",185
"Fun","None","Janek","Ada","Vladimir",101
"ItwasOK","None","Janek","Qiong","Joe",241
"Fun","Rock","Katya","Eva","Vladimir",95
"Fun","None","Xi","Qiong","Joe",249
"Fun","HipHop","Janek","Qiong","Manny",126
"ItwasOK","HipHop","Alex","Billy","Joe",67
"Fun","Techno","Xi","Ada","Vladimir",212
"Boring","Classical","Janek","Janusz","Angela",15
"Boring","Classical","Janek","Janusz","Angela",124
"Boring","Rock","Xi","Janusz","Joe",92
"Boring","Rock","Xi","Qiong","Angela",269
"Boring","None","Xi","Qiong","Vladimir",347
"Fun","None","Xi","Qiong","Joe",328
"Fun","Classical","Alex","Janusz","Vladimir",229
"ItwasOK","Classical","Xi","Ada","Joe",125
"Fun","HipHop","Alex","Janusz","Joe",460
"ItwasOK","Classical","Katya","Qiong","Angela",465
"Boring","Rock","Sonya","Eva","Vladimir",52
"Boring","Techno","Janek","Janusz","Joe",485
"ItwasOK","None","Janek","Janusz","Manny",7
"Fun","HipHop","Alex","Qiong","Vladimir",149
"ItwasOK","Rock","Janek","Billy","Manny",500
"Fun","None","Janek","Billy","Vladimir",245
"Boring","Classical","Sonya","Eva","Angela",13
"Fun","HipHop","Katya","Ada","Angela",155
"Fun","Techno","Xi","Janusz","Vladimir",435
"Fun","Techno","Xi","Janusz","Joe",484
"Boring","None","Sonya","Qiong","Angela",266
"Fun","Rock","Alex","Ada","Manny",173
"Fun","Rock","Sonya","Janusz","Manny",333
"ItwasOK","Classical","Alex","Billy","Joe",28
"Boring","Rock","Alex","Eva","Joe",413
"Fun","Classical","Alex","Billy","Manny",486
"Fun","HipHop","Janek","Janusz","Vladimir",9
"Boring","Rock","Janek","Eva","Angela",277
"Fun","HipHop","Xi","Ada","Joe",349
"ItwasOK","None","Xi","Eva","Angela",273
"Boring","Techno","Alex","Qiong","Joe",27
"Fun","None","Sonya","Qiong","Joe",238
"Fun","Techno","Katya","Eva","Joe",105
"Fun","Rock","Alex","Qiong","Vladimir",466
"Fun","None","Xi","Janusz","Vladimir",304
"Boring","Classical","Sonya","Qiong","Vladimir",411
"Boring","Rock","Sonya","Eva","Angela",9
"ItwasOK","Rock","Sonya","Billy","Joe",107
"Fun","HipHop","Alex","Qiong","Joe",228
"Boring","Techno","Alex","Eva","Joe",82
"Boring","Rock","Sonya","Qiong","Manny",65
"ItwasOK","None","Xi","Billy","Joe",49
"Boring","Classical","Sonya","Janusz","Joe",122
"Fun","None","Sonya","Eva","Joe",86
"Fun","Techno","Katya","Janusz","Vladimir",209
"ItwasOK","Rock","Katya","Eva","Vladimir",336
"ItwasOK","Techno","Janek","Qiong","Manny",443
"Fun","None","Alex","Janusz","Vladimir",84
"Fun","Rock","Alex","Eva","Joe",176
"Fun","None","Janek","Ada","Joe",145
"Fun","Rock","Sonya","Ada","Vladimir",125
"Boring","Rock","Janek","Ada","Angela",101
"Boring","Rock","Xi","Janusz","Angela",253
"Boring","Techno","Alex","Janusz","Manny",245
"Boring","Techno","Janek","Billy","Manny",84
"ItwasOK","HipHop","Sonya","Qiong","Joe",21
"Fun","Classical","Janek","Janusz","Vladimir",363
"Fun","Rock","Sonya","Billy","Vladimir",491
"Fun","HipHop","Sonya","Ada","Joe",342
"Fun","HipHop","Katya","Janusz","Angela",144
"ItwasOK","HipHop","Katya","Billy","Manny",185
"Fun","Classical","Sonya","Qiong","Joe",212
"Boring","Rock","Xi","Billy","Manny",371
"ItwasOK","None","Katya","Qiong","Joe",144
"Fun","Classical","Sonya","Billy","Vladimir",410
"Boring","Classical","Xi","Janusz","Angela",152
"Boring","Classical","Alex","Ada","Joe",485
"Fun","Rock","Alex","Eva","Vladimir",477
"Boring","None","Xi","Qiong","Manny",158
"Boring","Rock","Sonya","Qiong","Angela",108
"Fun","HipHop","Sonya","Janusz","Vladimir",141
"Fun","None","Katya","Qiong","Vladimir",313
"ItwasOK","None","Alex","Janusz","Joe",372
"Boring","Techno","Sonya","Janusz","Angela",460
"Boring","Classical","Katya","Janusz","Manny",189
"Boring","Rock","Janek","Ada","Manny",168
"Fun","None","Xi","Eva","Vladimir",132
"Boring","None","Katya","Billy","Angela",119
"Boring","Techno","Janek","Eva","Angela",19
"Fun","Classical","Katya","Ada","Manny",340
"Boring","Classical","Katya","Eva","Angela",47
"ItwasOK","Rock","Sonya","Janusz","Manny",447
"Fun","Rock","Sonya","Billy","Vladimir",201
"Fun","HipHop","Sonya","Qiong","Vladimir",450
"ItwasOK","HipHop","Alex","Qiong","Manny",24
"Fun","None","Katya","Janusz","Manny",319
"Boring","Techno","Xi","Eva","Manny",100
"Fun","Rock","Katya","Billy","Manny",57
"Fun","HipHop","Xi","Ada","Vladimir",7
"Fun","Techno","Katya","Qiong","Vladimir",218
"Fun","HipHop","Katya","Billy","Joe",166
"Fun","Rock","Xi","Eva","Vladimir",500
"Fun","Techno","Sonya","Ada","Joe",54
"Fun","None","Janek","Eva","Manny",359
"Boring","Rock","Alex","Qiong","Angela",445
"ItwasOK","Rock","Xi","Billy","Joe",84
"ItwasOK","Rock","Sonya","Janusz","Manny",456
"Boring","Techno","Katya","Billy","Manny",246
"Fun","HipHop","Xi","Eva","Angela",296
"ItwasOK","None","Xi","Ada","Vladimir",338
"Fun","None","Sonya","Eva","Vladimir",438
"Fun","Techno","Alex","Qiong","Vladimir",97
"Boring","Classical","Alex","Janusz","Vladimir",333
"ItwasOK","Rock","Katya","Billy","Joe",351
"Boring","Classical","Xi","Eva","Angela",23
"Boring","Techno","Sonya","Eva","Joe",481
"Boring","Techno","Katya","Billy","Angela",453
"Fun","HipHop","Katya","Eva","Vladimir",384
"Boring","Techno","Alex","Ada","Vladimir",59
"Fun","Techno","Janek","Billy","Vladimir",170
"Fun","Classical","Alex","Eva","Vladimir",121
"Fun","Classical","Sonya","Janusz","Vladimir",227
"ItwasOK","Classical","Xi","Qiong","Manny",47
"Fun","Techno","Alex","Eva","Vladimir",63
"Fun","Classical","Xi","Eva","Vladimir",320
"Boring","Classical","Katya","Eva","Joe",44
"Fun","Classical","Xi","Billy","Vladimir",426
"ItwasOK","Techno","Alex","Janusz","Vladimir",276
"Boring","HipHop","Xi","Qiong","Joe",370
"Fun","None","Janek","Janusz","Vladimir",408
"Fun","HipHop","Katya","Billy","Angela",221
"Boring","Classical","Janek","Billy","Angela",408
"Fun","HipHop","Janek","Ada","Joe",291
"ItwasOK","None","Katya","Eva","Angela",352
"Boring","HipHop","Sonya","Eva","Angela",468
"ItwasOK","HipHop","Alex","Eva","Manny",283
"ItwasOK","HipHop","Sonya","Janusz","Manny",171
"Fun","Techno","Sonya","Billy","Vladimir",116
"Boring","Classical","Katya","Qiong","Angela",357
"ItwasOK","Rock","Sonya","Qiong","Manny",384
"Boring","Rock","Alex","Billy","Angela",18
"Boring","Rock","Janek","Billy","Angela",460
"Boring","Classical","Janek","Qiong","Angela",380
"Fun","Rock","Sonya","Billy","Joe",344
"Fun","Techno","Janek","Janusz","Vladimir",475
"ItwasOK","None","Sonya","Billy","Joe",422
"Boring","Classical","Janek","Ada","Joe",224
"Boring","Classical","Katya","Eva","Angela",82
"Boring","Techno","Alex","Qiong","Joe",446
"Boring","Techno","Katya","Qiong","Joe",143
"Fun","Techno","Alex","Eva","Vladimir",105
"Boring","Classical","Xi","Janusz","Manny",358
"Boring","Classical","Janek","Qiong","Joe",290
"ItwasOK","Rock","Janek","Billy","Joe",176
"Boring","None","Xi","Ada","Angela",478
"Fun","None","Sonya","Qiong","Manny",130
"Boring","Rock","Janek","Qiong","Angela",187
"Fun","None","Katya","Qiong","Joe",313
"Fun","HipHop","Alex","Qiong","Joe",212
"Fun","Rock","Janek","Eva","Angela",174
"ItwasOK","None","Xi","Qiong","Joe",222
"Fun","HipHop","Alex","Ada","Joe",129
"Fun","None","Sonya","Janusz","Joe",289
"Fun","Techno","Sonya","Billy","Manny",14
"Fun","Classical","Janek","Ada","Vladimir",334
"ItwasOK","Techno","Janek","Ada","Manny",162
"Fun","Classical","Janek","Qiong","Vladimir",349
"Fun","HipHop","Katya","Billy","Joe",394
"Fun","Rock","Katya","Eva","Vladimir",487
"Boring","None","Xi","Ada","Joe",272
"Boring","Classical","Xi","Billy","Angela",192
"Boring","None","Alex","Qiong","Manny",440
"Fun","HipHop","Sonya","Qiong","Joe",443
"Fun","HipHop","Katya","Janusz","Joe",356
"Fun","Techno","Janek","Qiong","Joe",344
"Fun","Rock","Alex","Eva","Manny",12
"Boring","Classical","Janek","Eva","Manny",185
"Boring","Techno","Katya","Janusz","Angela",428
"Fun","Techno","Janek","Qiong","Vladimir",146
"Fun","Techno","Xi","Eva","Joe",207
