AGE,EDUCATION,YEARS,PROFESSION,CAPITALGAINS,CAPITALLOSS,NATIVE
23,11th,7,Machine-op-inspct,0,0,United-States
23,HS-grad,9,Adm-clerical,0,0,United-States
23,Some-college,10,Craft-repair,0,0,United-States
23,9th,5,Handlers-cleaners,0,0,United-States
23,HS-grad,9,Sales,0,0,United-States
23,Some-college,10,Other-service,0,0,United-States
23,Bachelors,13,?,0,11499,United-States
23,Bachelors,13,Prof-specialty,263563,0,United-States
23,Bachelors,13,Exec-managerial,0,0,United-States
23,Some-college,10,Other-service,0,0,United-States
23,Some-college,10,Other-service,0,0,United-States
23,11th,7,Craft-repair,240886,0,United-States
23,Bachelors,13,?,0,13634,United-States
23,HS-grad,9,Exec-managerial,0,0,United-States
23,Bachelors,13,Exec-managerial,0,12395,United-States
23,HS-grad,9,?,225493,0,United-States
23,HS-grad,9,Protective-serv,0,0,United-States
23,Some-college,10,Adm-clerical,0,0,United-States
23,7th-8th,4,Craft-repair,0,0,United-States
23,Bachelors,13,Tech-support,0,0,United-States
23,12th,8,Machine-op-inspct,0,0,Mexico
23,Assoc-voc,11,Machine-op-inspct,0,0,United-States
23,Some-college,10,Machine-op-inspct,263521,1902,United-States
23,Bachelors,13,Sales,0,0,United-States
23,Some-college,10,?,0,0,China
23,11th,7,Transport-moving,7688,0,United-States
23,HS-grad,9,Tech-support,0,0,United-States
23,HS-grad,9,Farming-fishing,289574,0,Mexico
23,Some-college,10,?,0,0,United-States
23,Assoc-acdm,12,Craft-repair,0,0,United-States
23,11th,7,Transport-moving,0,0,United-States
23,10th,6,Craft-repair,0,0,United-States
23,Some-college,10,Other-service,0,0,United-States
23,HS-grad,9,Adm-clerical,0,0,United-States
23,HS-grad,9,Adm-clerical,0,0,United-States
23,7th-8th,4,Other-service,0,0,Mexico
23,HS-grad,9,Adm-clerical,0,0,United-States
23,Some-college,10,Machine-op-inspct,0,0,United-States
23,7th-8th,4,Craft-repair,283907,0,United-States
23,Bachelors,13,Machine-op-inspct,0,0,United-States
23,Bachelors,13,Prof-specialty,0,0,United-States
23,Bachelors,13,Other-service,0,0,United-States
23,Some-college,10,Other-service,0,0,United-States
23,Some-college,10,Handlers-cleaners,0,0,United-States
23,HS-grad,9,Sales,0,0,South
23,Bachelors,13,?,0,0,United-States
23,Some-college,10,Sales,0,0,United-States
23,Bachelors,13,Prof-specialty,0,0,United-States
23,Assoc-acdm,12,Other-service,285411,0,United-States
23,Some-college,10,Prof-specialty,276242,0,United-States
23,Bachelors,13,Prof-specialty,0,0,United-States
23,Some-college,10,Adm-clerical,0,0,United-States
23,HS-grad,9,Handlers-cleaners,0,0,United-States
23,Assoc-voc,11,Sales,0,0,United-States
23,HS-grad,9,Tech-support,207873,0,United-States
23,Some-college,10,Tech-support,297711,0,United-States
23,HS-grad,9,?,0,0,United-States
23,Some-college,10,Machine-op-inspct,0,0,Jamaica
23,HS-grad,9,Prof-specialty,0,0,Canada
23,Assoc-voc,11,Craft-repair,0,0,United-States
23,Assoc-acdm,12,Transport-moving,0,0,United-States
23,9th,5,Machine-op-inspct,0,0,Mexico
23,Some-college,10,Handlers-cleaners,0,0,United-States
23,Bachelors,13,Adm-clerical,0,0,United-States
23,HS-grad,9,Adm-clerical,0,0,United-States
23,HS-grad,9,Exec-managerial,0,0,United-States
23,Bachelors,13,Exec-managerial,0,0,United-States
23,Some-college,10,Transport-moving,0,0,United-States
23,Assoc-acdm,12,Craft-repair,0,0,United-States
23,HS-grad,9,Other-service,0,0,El-Salvador
23,Some-college,10,?,0,0,United-States
23,HS-grad,9,Machine-op-inspct,0,0,United-States
23,Some-college,10,Adm-clerical,0,0,United-States
23,Bachelors,13,Sales,0,0,Taiwan
23,Bachelors,13,Prof-specialty,0,0,United-States
23,HS-grad,9,Adm-clerical,0,0,United-States
23,Some-college,10,Other-service,0,0,Vietnam
23,HS-grad,9,Transport-moving,0,0,Haiti
23,HS-grad,9,Craft-repair,0,0,United-States
23,Bachelors,13,Sales,0,0,United-States
23,Some-college,10,Sales,0,0,United-States
23,Assoc-acdm,12,Other-service,0,0,United-States
23,9th,5,Craft-repair,0,0,Mexico
23,HS-grad,9,Craft-repair,0,0,United-States
23,7th-8th,4,Farming-fishing,0,0,Mexico
23,Bachelors,13,Prof-specialty,0,0,United-States
23,HS-grad,9,Sales,0,0,United-States
23,HS-grad,9,Craft-repair,0,1594,United-States
23,Assoc-acdm,12,Other-service,0,11502,United-States
23,Bachelors,13,Adm-clerical,2174,0,United-States
23,Bachelors,13,Handlers-cleaners,0,11747,Cuba
23,Some-college,10,Adm-clerical,0,0,Vietnam
23,HS-grad,9,Machine-op-inspct,0,0,United-States
23,HS-grad,9,Handlers-cleaners,0,0,United-States
23,Some-college,10,Exec-managerial,0,0,United-States
23,Assoc-voc,11,Tech-support,0,0,United-States
23,HS-grad,9,Craft-repair,0,0,United-States
23,Bachelors,13,Exec-managerial,0,0,Canada
23,Bachelors,13,Sales,0,0,United-States
23,HS-grad,9,Machine-op-inspct,0,0,Mexico
23,HS-grad,9,Transport-moving,0,0,United-States
23,Assoc-acdm,12,Prof-specialty,0,0,United-States
23,Bachelors,13,Sales,0,0,United-States
23,HS-grad,9,Handlers-cleaners,0,0,United-States
23,Bachelors,13,Other-service,0,0,United-States
23,HS-grad,9,Exec-managerial,0,0,United-States
23,Bachelors,13,Adm-clerical,0,2231,United-States
23,HS-grad,9,Adm-clerical,0,0,Vietnam
23,Some-college,10,Handlers-cleaners,0,0,United-States
23,HS-grad,9,Craft-repair,0,0,United-States
23,Bachelors,13,Exec-managerial,0,0,United-States
23,11th,7,Other-service,0,0,Philippines
23,Some-college,10,Sales,0,0,United-States
23,HS-grad,9,Exec-managerial,0,0,United-States
23,HS-grad,9,Sales,0,0,United-States
23,HS-grad,9,Craft-repair,0,0,United-States
23,Assoc-voc,11,Tech-support,0,0,United-States
23,Some-college,10,Farming-fishing,0,0,United-States
23,Some-college,10,Machine-op-inspct,0,0,United-States
23,Some-college,10,Craft-repair,270035,0,El-Salvador
23,Bachelors,13,Prof-specialty,201529,0,United-States
23,HS-grad,9,Craft-repair,0,0,United-States
23,Some-college,10,Tech-support,0,0,United-States
23,HS-grad,9,Craft-repair,0,0,United-States
23,12th,8,Other-service,206289,0,United-States
23,Some-college,10,Exec-managerial,0,0,United-States
23,Some-college,10,Adm-clerical,0,0,United-States
23,HS-grad,9,Sales,0,0,United-States
23,Some-college,10,Craft-repair,0,0,Mexico
23,Bachelors,13,Sales,0,0,United-States
23,HS-grad,9,Adm-clerical,0,0,United-States
23,Some-college,10,Handlers-cleaners,0,0,United-States
23,Some-college,10,Adm-clerical,0,0,United-States
23,HS-grad,9,Other-service,0,0,United-States
23,HS-grad,9,Sales,0,0,United-States
23,Some-college,10,Handlers-cleaners,206132,0,United-States
23,Bachelors,13,Prof-specialty,0,0,United-States
23,Some-college,10,Other-service,0,2559,United-States
23,Some-college,10,Other-service,0,0,United-States
23,9th,5,Handlers-cleaners,0,0,Mexico
23,HS-grad,9,Other-service,0,0,United-States
23,Bachelors,13,Adm-clerical,0,0,United-States
23,Some-college,10,Other-service,0,0,United-States
23,12th,8,Exec-managerial,0,0,United-States
23,Bachelors,13,?,0,0,United-States
23,Some-college,10,Adm-clerical,0,0,United-States
23,7th-8th,4,Craft-repair,297944,0,Germany
23,HS-grad,9,Sales,0,1669,United-States
23,HS-grad,9,Handlers-cleaners,0,0,United-States
23,HS-grad,9,Sales,0,0,United-States
23,HS-grad,9,Handlers-cleaners,0,0,United-States
23,Bachelors,13,Prof-specialty,0,0,United-States
23,Some-college,10,Adm-clerical,0,0,United-States
23,Some-college,10,Other-service,0,0,United-States
23,Bachelors,13,Tech-support,0,0,United-States
23,Some-college,10,Handlers-cleaners,0,0,United-States
23,Bachelors,13,Adm-clerical,0,0,United-States
23,Some-college,10,Sales,0,0,United-States
23,Some-college,10,Adm-clerical,0,0,Guatemala
23,5th-6th,3,Other-service,0,0,Mexico
23,HS-grad,9,Priv-house-serv,0,0,United-States
23,Some-college,10,Exec-managerial,0,0,United-States
23,Some-college,10,Exec-managerial,201346,0,United-States
23,HS-grad,9,Machine-op-inspct,0,0,United-States
23,Some-college,10,Handlers-cleaners,0,0,United-States
23,Assoc-voc,11,Exec-managerial,0,0,United-States
23,HS-grad,9,?,244954,0,United-States
23,Assoc-acdm,12,Sales,0,0,United-States
23,Bachelors,13,Prof-specialty,0,0,United-States
23,HS-grad,9,Sales,0,0,United-States
23,Assoc-voc,11,Handlers-cleaners,0,0,United-States
23,Some-college,10,Protective-serv,0,0,Mexico
23,Assoc-voc,11,Adm-clerical,0,0,United-States
23,10th,6,Other-service,0,0,?
23,Some-college,10,Other-service,249196,0,United-States
23,Some-college,10,Handlers-cleaners,246071,0,Cuba
23,7th-8th,4,Other-service,0,0,United-States
23,Some-college,10,Other-service,0,0,United-States
23,11th,7,Transport-moving,0,0,United-States
23,Some-college,10,Sales,0,0,United-States
23,HS-grad,9,Machine-op-inspct,2105,0,United-States
23,7th-8th,4,Machine-op-inspct,0,0,United-States
23,Some-college,10,?,0,0,United-States
23,HS-grad,9,Craft-repair,0,0,United-States
23,HS-grad,9,Sales,0,0,United-States
23,Bachelors,13,Other-service,0,0,United-States
23,Some-college,10,Handlers-cleaners,0,0,United-States
23,HS-grad,9,Craft-repair,0,0,United-States
23,HS-grad,9,Craft-repair,0,0,United-States
23,HS-grad,9,Craft-repair,0,0,United-States
23,HS-grad,9,Sales,0,0,United-States
23,Bachelors,13,Other-service,0,0,United-States
23,HS-grad,9,Adm-clerical,0,0,United-States
23,Some-college,10,Adm-clerical,3674,0,United-States
23,HS-grad,9,Sales,0,1590,United-States
23,Some-college,10,Craft-repair,0,0,United-States
23,Bachelors,13,Sales,0,0,United-States
23,Bachelors,13,Prof-specialty,0,0,United-States
23,11th,7,Craft-repair,14344,0,Vietnam
23,Bachelors,13,Tech-support,0,0,United-States
23,HS-grad,9,Other-service,0,0,United-States
23,Assoc-voc,11,Adm-clerical,0,0,United-States
23,Some-college,10,?,0,0,United-States
23,Some-college,10,Protective-serv,0,0,United-States
23,Bachelors,13,Exec-managerial,0,0,United-States
23,Bachelors,13,Prof-specialty,0,0,United-States
23,Some-college,10,Priv-house-serv,0,0,United-States
23,Some-college,10,Adm-clerical,280242,0,United-States
23,Some-college,10,Tech-support,4101,0,United-States
23,Some-college,10,?,0,0,United-States
23,5th-6th,3,Other-service,0,0,Mexico
23,HS-grad,9,Adm-clerical,0,0,United-States
23,Assoc-acdm,12,Adm-clerical,0,0,United-States
23,10th,6,Handlers-cleaners,0,0,United-States
23,11th,7,Exec-managerial,0,0,United-States
23,HS-grad,9,Prof-specialty,0,0,United-States
23,Some-college,10,Craft-repair,0,0,United-States
23,Some-college,10,Craft-repair,0,0,United-States
23,HS-grad,9,Machine-op-inspct,0,0,Philippines
23,Assoc-acdm,12,Exec-managerial,0,12010,Poland
23,Some-college,10,Adm-clerical,0,0,United-States
23,HS-grad,9,Handlers-cleaners,0,0,United-States
23,Some-college,10,Adm-clerical,0,0,Vietnam
23,HS-grad,9,Adm-clerical,0,0,United-States
23,HS-grad,9,Exec-managerial,0,0,United-States
23,HS-grad,9,Craft-repair,0,0,United-States
23,Some-college,10,Sales,0,0,United-States
23,Some-college,10,Sales,0,0,United-States
23,Some-college,10,Adm-clerical,0,0,United-States
23,Bachelors,13,Exec-managerial,0,0,United-States
23,Some-college,10,?,279133,0,United-States
23,Bachelors,13,Prof-specialty,0,0,United-States
23,Assoc-acdm,12,?,0,0,United-States
23,HS-grad,9,Handlers-cleaners,0,0,United-States
23,HS-grad,9,Machine-op-inspct,0,0,United-States
23,HS-grad,9,Transport-moving,0,0,United-States
23,Some-college,10,Adm-clerical,0,0,Puerto-Rico
23,12th,8,Other-service,0,0,United-States
23,Some-college,10,Other-service,0,0,United-States
23,Bachelors,13,Protective-serv,2907,0,United-States
23,Bachelors,13,Other-service,0,0,United-States
23,Bachelors,13,Prof-specialty,0,0,United-States
23,Some-college,10,Adm-clerical,0,0,United-States
23,HS-grad,9,Exec-managerial,0,0,United-States
23,Some-college,10,Adm-clerical,0,1617,United-States
23,Bachelors,13,Handlers-cleaners,0,0,United-States
23,Some-college,10,Other-service,0,0,United-States
23,Some-college,10,Exec-managerial,0,0,United-States
23,Some-college,10,Other-service,0,0,United-States
23,Some-college,10,Sales,0,0,United-States
23,7th-8th,4,?,0,0,United-States
23,HS-grad,9,Prof-specialty,0,0,United-States
23,Some-college,10,Adm-clerical,0,0,United-States
23,Some-college,10,Exec-managerial,0,0,United-States
23,HS-grad,9,Sales,0,0,United-States
23,Bachelors,13,Prof-specialty,0,0,United-States
23,HS-grad,9,Transport-moving,0,0,United-States
23,HS-grad,9,Craft-repair,0,0,United-States
23,HS-grad,9,Craft-repair,0,0,United-States
23,Some-college,10,?,0,0,United-States
23,HS-grad,9,?,0,0,United-States
23,HS-grad,9,Craft-repair,0,0,United-States
23,Some-college,10,Sales,0,0,United-States
23,Bachelors,13,Exec-managerial,0,0,United-States
23,Some-college,10,Adm-clerical,0,0,Haiti
23,Bachelors,13,Exec-managerial,0,0,United-States
23,Bachelors,13,Adm-clerical,0,0,United-States
23,9th,5,Other-service,0,0,Philippines
23,Some-college,10,Adm-clerical,0,0,United-States
23,5th-6th,3,Handlers-cleaners,0,0,United-States
23,11th,7,Transport-moving,4508,0,United-States
23,Some-college,10,Adm-clerical,0,0,United-States
23,Bachelors,13,Tech-support,0,0,United-States
23,HS-grad,9,Sales,0,0,Jamaica
23,11th,7,Other-service,0,0,United-States
23,Assoc-voc,11,Sales,0,0,United-States
23,HS-grad,9,?,0,0,United-States
23,Some-college,10,Sales,0,1974,United-States
23,Bachelors,13,Prof-specialty,0,0,United-States
23,11th,7,Farming-fishing,0,0,Puerto-Rico
23,Bachelors,13,Adm-clerical,0,0,United-States
23,HS-grad,9,Adm-clerical,0,0,United-States
23,Some-college,10,Other-service,0,0,United-States
23,HS-grad,9,Craft-repair,0,0,United-States
23,10th,6,Machine-op-inspct,259466,0,United-States
23,HS-grad,9,Handlers-cleaners,0,0,United-States
23,HS-grad,9,Craft-repair,0,0,Columbia
23,Some-college,10,Exec-managerial,0,0,United-States
23,Bachelors,13,Adm-clerical,0,0,United-States
23,Bachelors,13,Prof-specialty,0,0,United-States
23,Bachelors,13,Prof-specialty,0,0,United-States
23,Some-college,10,Exec-managerial,0,0,United-States
23,Some-college,10,Other-service,0,0,United-States
23,Some-college,10,Craft-repair,0,0,United-States
23,Assoc-acdm,12,Sales,0,11899,United-States
23,Bachelors,13,Exec-managerial,0,0,United-States
23,Some-college,10,Craft-repair,0,0,United-States
23,HS-grad,9,Adm-clerical,0,2001,United-States
23,HS-grad,9,Tech-support,0,0,United-States
23,Some-college,10,Farming-fishing,0,0,United-States
23,Some-college,10,Sales,290918,0,United-States
23,Bachelors,13,Exec-managerial,0,0,United-States
23,HS-grad,9,Handlers-cleaners,0,0,United-States
23,Some-college,10,Adm-clerical,0,0,United-States
23,Bachelors,13,Adm-clerical,0,0,United-States
23,Some-college,10,Prof-specialty,0,0,United-States
23,HS-grad,9,Handlers-cleaners,0,0,United-States
23,Assoc-acdm,12,?,0,0,El-Salvador
23,HS-grad,9,Other-service,236451,0,United-States
23,Bachelors,13,Sales,0,0,United-States
23,Assoc-acdm,12,Other-service,0,0,United-States
23,Bachelors,13,Prof-specialty,0,0,United-States
23,10th,6,Other-service,0,0,Mexico
23,12th,8,Priv-house-serv,0,0,United-States
23,HS-grad,9,Adm-clerical,0,0,United-States
23,Bachelors,13,Sales,0,13609,United-States
23,Bachelors,13,Prof-specialty,0,0,United-States
23,Bachelors,13,Prof-specialty,0,0,United-States
23,Bachelors,13,Other-service,0,0,United-States
23,Bachelors,13,Prof-specialty,0,0,United-States
23,11th,7,Other-service,0,0,United-States
23,Assoc-voc,11,Craft-repair,0,0,United-States
23,Bachelors,13,Prof-specialty,0,0,United-States
23,Some-college,10,Transport-moving,0,0,United-States
23,Some-college,10,Sales,0,0,United-States
23,Some-college,10,Sales,0,0,United-States
23,5th-6th,3,Handlers-cleaners,0,0,Mexico
23,Bachelors,13,Sales,0,0,United-States
23,HS-grad,9,Craft-repair,0,0,United-States
23,HS-grad,9,?,0,0,South
23,Some-college,10,Handlers-cleaners,0,0,United-States
23,5th-6th,3,Priv-house-serv,0,0,Mexico
23,Bachelors,13,Adm-clerical,0,11669,United-States
23,HS-grad,9,Handlers-cleaners,0,0,United-States
23,HS-grad,9,Craft-repair,0,0,United-States
23,Some-college,10,Craft-repair,0,0,United-States
23,HS-grad,9,Sales,0,0,United-States
23,Some-college,10,Machine-op-inspct,0,0,United-States
23,HS-grad,9,Handlers-cleaners,0,0,United-States
23,Some-college,10,Sales,0,0,United-States
23,Assoc-voc,11,?,0,12827,United-States
23,Some-college,10,Craft-repair,0,0,United-States
23,Some-college,10,Other-service,0,0,United-States
23,HS-grad,9,Priv-house-serv,0,0,Guatemala
23,Some-college,10,Adm-clerical,0,0,United-States
23,Assoc-voc,11,Tech-support,0,0,United-States
23,Some-college,10,Adm-clerical,0,0,Vietnam
23,HS-grad,9,Craft-repair,0,0,United-States
23,Some-college,10,Other-service,0,0,United-States
23,HS-grad,9,Other-service,0,0,United-States
23,Some-college,10,Tech-support,0,0,United-States
23,Bachelors,13,Sales,0,0,United-States
23,Assoc-acdm,12,Adm-clerical,0,0,United-States
23,Some-college,10,Sales,0,0,United-States
23,Some-college,10,Transport-moving,0,0,United-States
23,5th-6th,3,Transport-moving,0,0,United-States
23,11th,7,?,0,0,United-States
23,Some-college,10,Other-service,0,0,United-States
23,Bachelors,13,Adm-clerical,0,0,United-States
23,Bachelors,13,Other-service,0,0,United-States
23,11th,7,Machine-op-inspct,0,0,Puerto-Rico
23,HS-grad,9,Other-service,0,0,United-States
23,Some-college,10,?,0,0,United-States
23,Bachelors,13,Adm-clerical,208573,0,United-States
23,Bachelors,13,Craft-repair,0,0,Mexico
23,HS-grad,9,Other-service,0,0,United-States
23,HS-grad,9,Adm-clerical,0,0,United-States
23,9th,5,Other-service,0,0,United-States
23,Some-college,10,Prof-specialty,0,0,United-States
23,Some-college,10,Sales,0,0,United-States
23,Bachelors,13,Prof-specialty,0,0,United-States
23,HS-grad,9,Farming-fishing,0,0,United-States
23,Some-college,10,Machine-op-inspct,0,0,Vietnam
23,HS-grad,9,Machine-op-inspct,0,0,United-States
23,Assoc-acdm,12,?,256899,0,Philippines
23,Bachelors,13,Prof-specialty,0,0,United-States
23,Some-college,10,Exec-managerial,0,0,United-States
23,HS-grad,9,Transport-moving,0,0,United-States
23,HS-grad,9,Machine-op-inspct,0,0,United-States
23,HS-grad,9,Farming-fishing,209925,0,United-States
23,Some-college,10,Sales,0,0,United-States
23,HS-grad,9,Adm-clerical,0,0,United-States
23,7th-8th,4,Transport-moving,0,0,United-States
23,HS-grad,9,Other-service,0,0,United-States
23,Some-college,10,Other-service,2202,0,United-States
23,Some-college,10,Adm-clerical,0,0,United-States
23,Some-college,10,Tech-support,0,0,United-States
23,12th,8,Craft-repair,0,0,United-States
23,10th,6,Craft-repair,0,0,Portugal
23,Bachelors,13,Sales,0,0,United-States
23,Some-college,10,Prof-specialty,0,0,United-States
23,Some-college,10,Adm-clerical,0,0,United-States
23,5th-6th,3,?,0,0,United-States
23,HS-grad,9,Exec-managerial,0,0,United-States
23,Some-college,10,Machine-op-inspct,0,0,United-States
23,Some-college,10,?,267178,0,United-States
23,Bachelors,13,Adm-clerical,0,0,United-States
23,Assoc-acdm,12,Other-service,258767,0,United-States
23,Some-college,10,Prof-specialty,294451,0,United-States
23,9th,5,Other-service,0,0,United-States
23,HS-grad,9,Exec-managerial,209044,0,United-States
23,12th,8,Other-service,0,0,United-States
23,Bachelors,13,?,0,0,United-States
23,11th,7,Adm-clerical,0,0,United-States
23,Some-college,10,Handlers-cleaners,0,0,United-States
23,Some-college,10,Prof-specialty,0,0,United-States
23,Bachelors,13,Prof-specialty,0,0,United-States
23,HS-grad,9,Handlers-cleaners,0,0,United-States
23,Some-college,10,Adm-clerical,0,0,United-States
23,Some-college,10,Handlers-cleaners,0,0,United-States
23,Some-college,10,Adm-clerical,0,0,United-States
23,Bachelors,13,Prof-specialty,0,0,United-States
23,Some-college,10,Adm-clerical,0,0,United-States
23,Assoc-acdm,12,?,0,1721,United-States
23,HS-grad,9,Handlers-cleaners,0,0,United-States
23,Bachelors,13,Tech-support,0,0,United-States
23,Bachelors,13,Exec-managerial,0,0,United-States
23,Some-college,10,Handlers-cleaners,0,0,United-States
23,Some-college,10,Sales,0,0,United-States
23,HS-grad,9,Sales,0,0,United-States
23,Bachelors,13,Adm-clerical,0,0,United-States
23,HS-grad,9,Craft-repair,0,0,United-States
23,Bachelors,13,Exec-managerial,0,0,United-States
23,HS-grad,9,Machine-op-inspct,0,0,United-States
23,HS-grad,9,Adm-clerical,3908,0,United-States
23,Assoc-voc,11,Machine-op-inspct,0,0,United-States
23,Some-college,10,Sales,0,0,United-States
23,HS-grad,9,Adm-clerical,0,0,United-States
23,Bachelors,13,Sales,0,0,United-States
23,Some-college,10,Adm-clerical,0,0,United-States
23,HS-grad,9,Handlers-cleaners,0,0,United-States
23,Some-college,10,Priv-house-serv,0,0,United-States
23,Some-college,10,Handlers-cleaners,0,0,United-States
23,HS-grad,9,Other-service,0,0,United-States
23,HS-grad,9,Adm-clerical,0,0,United-States
23,HS-grad,9,Adm-clerical,0,0,United-States
23,HS-grad,9,Craft-repair,0,0,United-States
23,Some-college,10,Other-service,0,0,United-States
23,HS-grad,9,Machine-op-inspct,3942,0,United-States
23,Assoc-acdm,12,Sales,0,0,United-States
23,Some-college,10,Other-service,0,0,United-States
23,HS-grad,9,Other-service,0,0,United-States
23,Bachelors,13,Prof-specialty,0,0,United-States
23,HS-grad,9,Craft-repair,0,0,United-States
23,Some-college,10,Adm-clerical,0,0,United-States
23,Some-college,10,Farming-fishing,0,0,United-States
23,Bachelors,13,Tech-support,0,0,United-States
23,Some-college,10,Adm-clerical,0,0,United-States
23,Bachelors,13,Sales,0,1602,United-States
23,Bachelors,13,Adm-clerical,0,0,United-States
23,Some-college,10,Exec-managerial,0,0,United-States
23,Some-college,10,Adm-clerical,0,0,United-States
23,HS-grad,9,Machine-op-inspct,0,1573,United-States
23,HS-grad,9,Other-service,0,0,United-States
23,Assoc-acdm,12,Adm-clerical,0,0,United-States
23,Bachelors,13,Exec-managerial,0,12771,United-States
23,Some-college,10,Other-service,0,0,United-States
23,HS-grad,9,Sales,0,0,United-States
23,HS-grad,9,Transport-moving,0,0,United-States
23,HS-grad,9,Craft-repair,0,0,United-States
23,Some-college,10,Prof-specialty,0,0,United-States
23,Some-college,10,Exec-managerial,0,0,United-States
23,Some-college,10,Exec-managerial,0,0,United-States
23,Some-college,10,Protective-serv,214899,0,United-States
23,Some-college,10,Armed-Forces,0,0,United-States
23,Bachelors,13,Adm-clerical,0,0,United-States
23,HS-grad,9,Adm-clerical,0,0,United-States
23,HS-grad,9,Sales,0,0,United-States
23,Some-college,10,Sales,0,0,United-States
23,Some-college,10,Sales,0,0,United-States
23,HS-grad,9,Other-service,0,0,United-States
23,Some-college,10,Other-service,0,0,United-States
23,Bachelors,13,Tech-support,0,0,United-States
23,Assoc-voc,11,Other-service,0,10983,United-States
23,Some-college,10,Prof-specialty,259795,0,United-States
23,Some-college,10,Handlers-cleaners,0,0,United-States
23,Assoc-acdm,12,Handlers-cleaners,0,0,United-States
23,HS-grad,9,Transport-moving,254414,0,United-States
23,Assoc-acdm,12,Sales,0,0,United-States
23,7th-8th,4,Machine-op-inspct,0,0,Dominican-Republic
23,Some-college,10,Craft-repair,0,0,United-States
23,Assoc-acdm,12,Exec-managerial,0,0,United-States
23,11th,7,Handlers-cleaners,0,0,United-States
23,Some-college,10,Adm-clerical,0,0,United-States
23,Assoc-acdm,12,Sales,0,0,United-States
23,Some-college,10,Other-service,0,0,United-States
23,HS-grad,9,Sales,0,0,United-States
23,Some-college,10,Adm-clerical,0,0,United-States
23,Assoc-acdm,12,Other-service,0,0,Puerto-Rico
23,Some-college,10,Tech-support,0,0,United-States
23,Bachelors,13,Other-service,0,0,United-States
23,Some-college,10,Handlers-cleaners,0,0,United-States
23,HS-grad,9,Sales,0,2377,United-States
23,HS-grad,9,?,0,0,England
23,Bachelors,13,Prof-specialty,0,0,United-States
23,Assoc-voc,11,Prof-specialty,0,0,United-States
23,Assoc-voc,11,Adm-clerical,265331,0,United-States
23,HS-grad,9,Adm-clerical,0,0,United-States
23,Some-college,10,Farming-fishing,0,0,United-States
23,HS-grad,9,Other-service,0,0,United-States
23,HS-grad,9,Other-service,0,0,United-States
23,10th,6,Craft-repair,0,0,United-States
23,Bachelors,13,Prof-specialty,0,2258,United-States
23,HS-grad,9,Craft-repair,0,0,Vietnam
23,HS-grad,9,Other-service,214735,0,United-States
23,Bachelors,13,Prof-specialty,0,0,United-States
23,Bachelors,13,Exec-managerial,0,0,United-States
23,Bachelors,13,Adm-clerical,0,0,United-States
23,HS-grad,9,Protective-serv,0,0,United-States
23,Bachelors,13,Prof-specialty,0,0,United-States
23,Some-college,10,Adm-clerical,0,0,United-States
23,HS-grad,9,Protective-serv,224566,0,United-States
23,Assoc-acdm,12,Other-service,0,0,Columbia
23,12th,8,Transport-moving,265772,0,United-States
23,HS-grad,9,Other-service,0,0,United-States
23,HS-grad,9,Sales,0,0,United-States
23,Some-college,10,?,0,0,United-States
23,Assoc-voc,11,Exec-managerial,0,0,United-States
23,Some-college,10,Exec-managerial,0,0,United-States
23,Some-college,10,?,0,0,United-States
23,Bachelors,13,Adm-clerical,0,0,United-States
23,12th,8,Handlers-cleaners,0,0,United-States
23,Assoc-voc,11,Craft-repair,0,0,United-States
23,HS-grad,9,Adm-clerical,0,0,United-States
23,Some-college,10,Prof-specialty,0,0,United-States
23,HS-grad,9,?,0,0,United-States
23,Assoc-voc,11,Handlers-cleaners,0,0,United-States
23,Some-college,10,Other-service,0,0,United-States
23,HS-grad,9,Craft-repair,0,0,United-States
23,HS-grad,9,Craft-repair,4650,0,Ireland
23,HS-grad,9,Adm-clerical,0,0,United-States
23,Assoc-voc,11,Craft-repair,0,0,United-States
23,Bachelors,13,Prof-specialty,0,0,United-States
23,12th,8,Handlers-cleaners,0,0,United-States
23,HS-grad,9,Other-service,0,0,Guatemala
23,Some-college,10,Craft-repair,0,0,United-States
23,HS-grad,9,Other-service,0,0,United-States
23,11th,7,Prof-specialty,0,0,United-States
23,Bachelors,13,Prof-specialty,0,13577,United-States
23,HS-grad,9,Adm-clerical,0,0,United-States
23,12th,8,Machine-op-inspct,0,0,Mexico
23,12th,8,Machine-op-inspct,0,0,United-States
23,5th-6th,3,Handlers-cleaners,0,0,Mexico
23,10th,6,?,0,0,United-States
23,Some-college,10,Other-service,0,0,United-States
23,HS-grad,9,Tech-support,0,0,United-States
23,HS-grad,9,Other-service,0,0,United-States
23,HS-grad,9,Adm-clerical,0,0,United-States
23,Some-college,10,Handlers-cleaners,0,0,United-States
23,HS-grad,9,Adm-clerical,0,0,United-States
23,Bachelors,13,Adm-clerical,0,0,United-States
23,Some-college,10,Sales,0,0,United-States
23,Some-college,10,Machine-op-inspct,229386,0,United-States
23,Bachelors,13,Prof-specialty,0,0,United-States
23,Some-college,10,Sales,0,0,United-States
23,Bachelors,13,Sales,0,0,United-States
23,Some-college,10,Adm-clerical,0,0,United-States
23,HS-grad,9,Craft-repair,0,0,Puerto-Rico
23,Some-college,10,Exec-managerial,0,0,United-States
23,Bachelors,13,Machine-op-inspct,0,12285,United-States
23,Bachelors,13,Other-service,0,0,United-States
23,HS-grad,9,Other-service,296274,0,United-States
23,Bachelors,13,Prof-specialty,0,0,United-States
