color,num_critic_for_reviews,duration,gross,genres,movie_title,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,movie_facebook_likes
Color,178,81,10539414,Action|Drama|Fantasy|Thriller|Western,Jonah Hex ,45729,14619,1,176,English,USA,PG-13,47000000,2010,4.7,0
Color,65,116,58918501,Action|Drama|Mystery|Thriller|War,Courage Under Fire ,40126,33233,1,107,English,USA,R,46000000,1996,6.6,975
Color,73,86,181395380,Comedy|Fantasy|Romance,Liar Liar ,220392,2070,1,243,English,USA,PG-13,45000000,1997,6.8,0
Color,72,127,14946229,Biography|Crime|Drama|Thriller,The Infiltrator ,2581,2104,1,29,English,UK,R,25000000,2016,7.3,0
Color,10,140,,Drama|History|War,Inchon ,491,2704,1,16,English,South Korea,PG,48000000,1981,2.7,115
Color,35,91,130512915,Comedy|Family|Fantasy,The Flintstones ,60884,3244,2,85,English,USA,PG,45000000,1994,4.8,0
Color,358,98,139852971,Action|Crime|Thriller,Taken 2 ,238671,16410,0,461,English,France,PG-13,45000000,2012,6.3,63000
Color,151,84,110000082,Comedy,Scary Movie 3 ,111526,3629,7,347,English,USA,PG-13,48000000,2003,5.5,0
Color,140,109,106807667,Action|Comedy|Crime|Romance,Miss Congeniality ,137377,1574,1,370,English,USA,PG-13,45000000,2000,6.2,0
Color,201,93,101702060,Action|Adventure|Family|Fantasy|Sci-Fi,Journey to the Center of the Earth ,85323,17925,0,212,English,USA,PG,45000000,2008,5.8,0
Color,77,113,95149435,Comedy|Family|Romance,The Princess Diaries 2: Royal Engagement ,53687,15362,2,152,English,USA,G,40000000,2004,5.7,1000
Color,43,141,100768056,Crime|Drama|Mystery|Thriller,The Pelican Brief ,59569,30063,0,89,English,USA,PG-13,45000000,1993,6.5,0
Color,39,119,92115211,Crime|Drama|Mystery|Thriller,The Client ,45798,4043,3,94,English,USA,PG-13,45000000,1994,6.7,1000
Color,207,97,93452056,Adventure|Comedy|Drama,The Bucket List ,184795,14868,1,310,English,USA,PG-13,45000000,2007,7.4,22000
Color,47,117,83287363,Action|Thriller,Patriot Games ,81442,12757,1,137,English,USA,R,45000000,1992,6.9,0
Color,132,101,82931301,Comedy|Romance,Monster-in-Law ,43358,6292,0,228,English,Germany,PG-13,60000000,2005,5.5,0
Color,454,153,60962878,Crime|Drama|Mystery|Thriller,Prisoners ,383591,37321,2,620,English,USA,R,46000000,2013,8.1,86000
Color,109,122,76261036,Crime|Drama|Thriller,Training Day ,305929,22370,2,633,English,USA,R,45000000,2001,7.7,0
Color,213,102,71423726,Adventure|Comedy|Sci-Fi,Galaxy Quest ,123558,26998,3,609,English,USA,PG,45000000,1999,7.3,19000
Color,127,83,71277420,Comedy,Scary Movie 2 ,119590,1645,7,548,English,USA,R,45000000,2001,5.2,0
Color,398,103,88625922,Adventure|Comedy|Family|Musical,The Muppets ,75176,1336,3,252,English,USA,PG,45000000,2011,7.1,26000
Color,184,110,70001065,Action|Horror,Blade ,191437,3174,1,582,English,USA,R,45000000,1998,7.1,0
Color,127,136,67253092,Drama|Sport,Coach Carter ,92702,20299,0,209,English,USA,PG-13,30000000,2005,7.2,0
Color,167,91,66790248,Drama|Thriller,Changing Lanes ,57281,758,0,350,English,USA,R,45000000,2002,6.5,0
Color,119,89,65557989,Action|Adventure|Horror|Thriller,Anaconda ,73539,3717,0,271,English,USA,PG-13,45000000,1997,4.6,0
Color,155,107,60786269,Comedy|Drama|Music|Romance,Coyote Ugly ,90539,3106,5,379,English,USA,PG-13,45000000,2000,5.6,0
Color,218,129,59365105,Comedy|Drama|Romance,Love Actually ,318634,28886,9,1004,English,UK,R,45000000,2003,7.7,52000
Color,117,95,162792677,Adventure|Animation|Comedy|Family|Fantasy,A Bug's Life ,211226,24205,0,317,English,USA,G,120000000,1998,7.2,0
Color,208,122,31598308,Horror|Mystery|Thriller,From Hell ,124765,41636,1,541,English,USA,R,35000000,2001,6.8,0
Color,38,110,57362581,Action|Crime|Drama|Romance|Thriller,The Specialist ,50148,13331,2,116,English,Peru,R,45000000,1994,5.4,0
Color,48,135,53854588,Comedy|Drama|Romance|Sport,Tin Cup ,37911,3648,0,73,English,USA,R,45000000,1996,6.3,1000
Color,8,111,,Comedy|Family,"Yours, Mine and Ours ",5888,7493,0,61,English,USA,Unrated,2500000,1968,7.2,0
Color,94,95,52580895,Comedy|Family|Romance|Sport,Kicking & Screaming ,30255,27351,1,118,English,USA,PG,45000000,2005,5.6,743
Color,276,109,51019112,Adventure|Comedy|Sci-Fi,The Hitchhiker's Guide to the Galaxy ,155745,14073,0,1053,English,USA,PG,50000000,2005,6.8,10000
Color,59,93,48114556,Comedy|Family|Fantasy|Romance,Fat Albert ,9380,4604,1,91,English,USA,PG,26000000,2004,4.3,531
Color,216,94,50648679,Action|Horror|Sci-Fi|Thriller,Resident Evil: Extinction ,149549,16225,1,348,English,France,R,45000000,2007,6.3,0
Color,173,117,46280507,Comedy|Romance,Blended ,87165,49743,0,184,English,USA,PG-13,40000000,2014,6.5,12000
Color,99,112,38360195,Adventure|Comedy|Drama,Last Holiday ,21215,3757,1,116,English,USA,PG-13,45000000,2006,6.4,0
Color,42,111,46815748,Action|Adventure|Crime|Thriller,The River Wild ,32544,12161,1,69,English,USA,PG-13,45000000,1994,6.3,0
Color,25,96,35617599,Drama|Family|Fantasy,The Indian in the Cupboard ,20688,2965,1,47,English,USA,PG,45000000,1995,5.9,0
 Black and White,339,141,47307550,Crime|Drama|Thriller,Savages ,104301,1948,4,269,English,USA,R,45000000,2012,6.5,28000
Color,127,94,32003620,Action|Crime|Thriller,Cellular ,79141,1102,1,355,English,USA,PG-13,25000000,2004,6.5,2000
Color,122,87,27972410,Action|Adventure|Comedy,Johnny English ,114692,1461,1,285,English,UK,PG,35000000,2003,6.1,2000
Color,105,88,28133159,Adventure|Animation|Comedy|Family|Fantasy,The Ant Bully ,30055,33822,1,70,English,USA,PG,50000000,2006,5.9,593
Color,144,177,27400000,Action|Adventure|Sci-Fi,Dune ,97087,2449,3,569,English,USA,PG-13,40000000,1984,6.6,11000
Color,156,133,24343673,Drama|Fantasy|Musical|Romance,Across the Universe ,91860,5405,0,524,English,USA,PG-13,45000000,2007,7.4,14000
Color,323,119,22877808,Drama|Romance,Revolutionary Road ,152591,53895,0,414,English,USA,R,35000000,2008,7.3,0
Color,199,102,36883539,Action|Crime|Drama|Thriller,16 Blocks ,112769,15053,2,305,English,Germany,PG-13,52000000,2006,6.6,0
Color,164,101,22531698,Action|Adventure|Sci-Fi|Thriller,Babylon A.D. ,81523,15990,0,214,English,France,PG-13,70000000,2008,5.6,0
Color,39,91,20400913,Action|Comedy|Crime|Drama|Thriller,The Glimmer Man ,15455,3855,1,80,English,USA,R,45000000,1996,5.3,451
Color,43,117,20101861,Comedy|Romance|Sci-Fi,Multiplicity ,24757,2348,0,81,English,USA,PG-13,45000000,1996,6,0
Color,82,86,25200412,Adventure|Comedy|Family|Fantasy|Sci-Fi,Aliens in the Attic ,16580,3423,3,55,English,USA,PG,45000000,2009,5.4,916
Color,150,124,19719930,Crime|Drama|Mystery|Thriller,The Pledge ,42621,793,0,531,English,USA,R,45000000,2001,6.8,0
Color,168,134,19377727,Comedy|Musical,The Producers ,35140,24351,3,409,English,USA,PG-13,45000000,2005,6.4,0
Color,432,95,13401683,Action|Sci-Fi,Dredd ,203461,578,0,588,English,UK,R,35000000,2012,7.1,46000
Color,60,100,17300889,Action|Adventure|Comedy|Fantasy,The Phantom ,27648,3855,0,148,English,Australia,PG,45000000,1996,4.9,0
Color,85,220,15527125,Drama|Romance|Western,All the Pretty Horses ,11388,15006,2,183,English,USA,PG-13,57000000,2000,5.8,652
 Black and White,83,212,13560960,Biography|Drama|History,Nixon ,23996,21130,0,161,English,USA,R,50000000,1995,7.1,915
Color,343,128,15523168,Mystery|Thriller,The Ghost Writer ,132423,2507,2,349,English,France,PG-13,45000000,2010,7.2,15000
Color,106,106,11146409,Action|Adventure|Horror|Sci-Fi,Deep Rising ,26551,6558,0,273,English,USA,R,45000000,1998,6,0
Color,158,160,7916887,Action|Crime|Drama|Thriller|War,Miracle at St. Anna ,15697,26982,0,182,English,USA,R,45000000,2008,6,0
Color,189,114,6565495,Drama|Romance,Curse of the Golden Flower ,36455,949,2,229,Mandarin,China,R,45000000,2006,7,0
Color,125,99,15279680,Action|Crime|Thriller,Bangkok Dangerous ,48245,12166,1,154,English,USA,R,40000000,2008,5.4,0
Color,87,74,7262288,Comedy|Crime|Thriller,Big Trouble ,17307,13917,2,186,English,USA,PG-13,40000000,2002,6.5,892
Color,115,139,4584886,Drama|Romance,Love in the Time of Cholera ,19114,538,0,115,English,USA,R,45000000,2007,6.4,0
Color,23,52,,Drama|Fantasy|Horror|Mystery,The Returned             ,15762,654,9,47,French,France,TV-MA,,,8.3,17000
Color,24,103,2154540,Action|Thriller,Shadow Conspiracy ,3803,2457,2,41,English,USA,R,45000000,1997,4.9,68
Color,152,101,8129455,Action|Adventure|Comedy|Crime,Johnny English Reborn ,89568,661,1,142,English,USA,PG,45000000,2011,6.3,17000
Color,12,91,,Action|Animation|Comedy|Family|Fantasy,Foodfight! ,4377,3090,0,66,English,USA,PG,65000000,2012,1.7,0
Color,656,130,136019448,Biography|Drama|History|Thriller,Argo ,452465,3133,1,695,English,USA,R,44500000,2012,7.7,89000
Color,119,130,183875760,Action|Adventure|Crime|Drama|Mystery|Thriller,The Fugitive ,213668,13357,1,270,English,USA,PG-13,44000000,1993,7.8,0
Color,161,110,67061228,Action|Comedy|Romance,The Bounty Hunter ,96565,21554,1,135,English,USA,PG-13,40000000,2010,5.5,0
 Black and White,73,147,53300852,Crime|Drama|Thriller,Sleepers ,154487,37076,3,259,English,USA,R,44000000,1996,7.5,0
Color,96,96,150415432,Action|Adventure|Thriller|War,Rambo: First Blood Part II ,117606,15662,0,217,English,USA,R,44000000,1985,6.4,0
Color,28,118,44834712,Drama|Thriller,The Juror ,13995,26907,1,62,English,USA,R,44000000,1996,5.6,353
Color,105,88,84300000,Animation|Family|Fantasy|Musical,Pinocchio ,90360,1178,0,147,English,USA,Approved,2600000,1940,7.5,0
Color,102,325,1500000,Adventure|Drama|Western,Heaven's Gate ,9830,14255,0,189,English,USA,R,44000000,1980,6.8,1000
Color,206,102,62318875,Action|Adventure|Fantasy|Sci-Fi|Thriller,Underworld: Evolution ,156225,2998,1,502,English,USA,R,50000000,2006,6.8,0
Color,159,110,5773519,Drama|Horror|Sci-Fi|Thriller,Victor Frankenstein ,28618,12876,2,91,English,USA,PG-13,40000000,2015,6,11000
Color,137,136,51768623,Drama,Finding Forrester ,73006,1801,1,297,English,USA,PG-13,43000000,2000,7.3,0
Color,116,103,37035515,Comedy|Drama,28 Days ,34597,23864,1,194,English,USA,PG-13,43000000,2000,6,0
Color,177,103,24520892,Action|Crime|Drama|Thriller,Unleashed ,85198,22383,1,303,English,France,R,45000000,2005,7,0
Color,99,90,24430272,Comedy|Romance,The Sweetest Thing ,46158,132,3,403,English,USA,R,43000000,2002,5.1,0
Color,56,154,158348400,Drama|Mystery|Thriller,The Firm ,88844,14244,0,142,English,USA,R,42000000,1993,6.8,0
Color,117,99,31136950,Drama|Fantasy|Romance,Charlie St. Cloud ,47364,1066,1,75,English,USA,PG-13,44000000,2010,6.5,0
Color,252,93,29113588,Action|Crime|Thriller,The Mechanic ,117999,27834,0,181,English,USA,R,40000000,2011,6.6,16000
Color,375,109,138447667,Action|Comedy|Crime,21 Jump Street ,408302,19968,2,345,English,USA,R,42000000,2012,7.2,39000
Color,150,124,116006080,Comedy|Drama|Romance,Notting Hill ,203269,9255,1,602,English,UK,PG-13,42000000,1999,7,11000
Color,187,84,106793915,Adventure|Animation|Comedy|Drama|Family,Chicken Run ,140499,1817,0,358,English,UK,G,45000000,2000,7,0
Color,108,90,87856565,Comedy|Romance,Along Came Polly ,106909,24534,1,268,English,USA,PG-13,42000000,2004,5.9,0
Color,21,117,70100000,Comedy|Drama|Romance,Boomerang ,20183,3841,1,41,English,USA,R,40000000,1992,5.4,0
Color,270,123,159578352,Action|Comedy|Crime,The Heat ,133177,4825,7,380,English,USA,R,43000000,2013,6.6,24000
Color,72,251,57750000,Biography|Drama|History|Romance,Cleopatra ,21554,2957,2,192,English,UK,Approved,31115000,1963,7,0
Color,154,105,45290318,Action|Comedy|Sport,Here Comes the Boom ,74169,6727,2,112,English,USA,PG,42000000,2012,6.5,17000
Color,114,115,41543207,Crime|Drama|Mystery|Thriller,High Crimes ,30077,15571,1,175,English,USA,PG-13,42000000,2002,6.3,893
Color,27,122,41252428,Comedy|Drama|Romance,The Mirror Has Two Faces ,11453,13716,0,71,English,USA,PG-13,42000000,1996,6.5,0
Color,166,119,35228696,Drama|Horror|Mystery|Thriller,The Mothman Prophecies ,63677,1651,0,460,English,USA,PG-13,32000000,2002,6.5,0
Color,288,81,59992760,Comedy,Brüno ,119622,2134,1,396,English,USA,R,42000000,2009,5.8,0
Color,117,133,34667015,Action|Adventure|Thriller,Licence to Kill ,74009,2371,0,317,English,UK,PG-13,32000000,1989,6.6,0
Color,291,100,37652565,Fantasy|Horror|Mystery|Thriller,Red Riding Hood ,91151,15369,2,283,English,USA,PG-13,42000000,2011,5.4,20000
Color,151,120,24375436,Action|Crime|Drama|Thriller,15 Minutes ,42547,33585,1,265,English,USA,R,42000000,2001,6.1,748
Color,36,104,20915465,Adventure|Comedy|Family|Fantasy|Sci-Fi,Super Mario Bros. ,38203,7723,0,290,English,UK,PG,42000000,1993,4,0
Color,168,122,24127895,Crime|Drama|Thriller,Lord of War ,248123,12076,2,437,English,USA,R,50000000,2005,7.6,10000
 Black and White,283,80,84961,Action|Adventure|History,Hero ,149414,6229,4,841,Mandarin,China,PG-13,31000000,2002,7.9,0
Color,127,91,26404753,Action|Comedy|Crime|Romance|Thriller,One for the Money ,34203,3301,1,169,English,USA,PG-13,40000000,2012,5.3,19000
Color,293,112,6105175,Comedy,The Interview ,247020,12239,4,835,English,USA,R,44000000,2014,6.6,50000
Color,95,100,5664251,Action|Fantasy|Western,The Warrior's Way ,22309,2056,1,102,English,New Zealand,R,45000000,2010,6.3,0
 Black and White,4,30,,Comedy|War,McHale's Navy             ,1558,1610,1,18,English,USA,TV-G,,,7.5,455
Color,213,105,1260917,Action|Comedy|Crime,Micmacs ,24657,1342,4,71,French,France,R,27000000,2009,7.2,0
Color,119,110,116724075,Drama|Music,8 Mile ,187181,1954,0,564,English,USA,R,41000000,2002,7,0
Color,9,101,,Adventure|Animation|Comedy|Family,Animal Kingdom: Let's go Ape ,590,488,0,5,French,France,,,2015,4.9,161
Color,167,144,56083966,Action|Adventure|Romance,A Knight's Tale ,137003,18761,1,658,English,USA,PG-13,65000000,2001,6.9,0
Color,98,108,22108977,Action|Comedy|Fantasy,The Medallion ,29861,1134,1,132,English,Hong Kong,PG-13,41000000,2003,5.2,505
Color,234,107,293501675,Drama|Mystery|Thriller,The Sixth Sense ,704766,17540,0,2073,English,USA,PG-13,40000000,1999,8.1,14000
Color,258,102,18600911,Action|Crime|Thriller,Man on a Ledge ,125198,362,6,153,English,USA,PG-13,42000000,2012,6.6,11000
Color,108,100,7204138,Comedy,The Big Year ,34809,2085,0,125,English,USA,PG,41000000,2011,6.2,11000
Color,81,126,90800000,Action|Drama|Family|Sport,The Karate Kid ,126907,2004,0,235,English,USA,PG,8000000,1984,7.2,0
Color,538,138,150117807,Crime|Drama,American Hustle ,358416,83012,5,751,English,USA,R,40000000,2013,7.3,63000
Color,224,108,163947053,Comedy|Drama|Romance,The Proposal ,227824,18656,1,273,English,USA,PG-13,40000000,2009,6.7,10000
Color,129,105,116735231,Crime|Mystery|Thriller,Double Jeopardy ,56646,2129,0,336,English,USA,R,70000000,1999,6.4,0
Color,125,108,118500000,Adventure|Comedy|Sci-Fi,Back to the Future Part II ,340085,3660,0,327,English,USA,PG,40000000,1989,7.8,12000
Color,433,89,126546825,Action|Sci-Fi|Thriller,Lucy ,327367,32325,0,918,English,France,R,40000000,2014,6.4,83000
Color,362,129,166147885,Drama|Romance,Fifty Shades of Grey ,220020,4585,0,1360,English,USA,R,40000000,2015,4.1,101000
Color,93,84,111760631,Action|Adventure|Comedy|Family|Sci-Fi,Spy Kids 3-D: Game Over ,40227,22935,3,188,English,USA,PG,38000000,2003,4.1,681
Color,71,149,108706165,Crime|Drama|Thriller,A Time to Kill ,99558,31349,3,236,English,USA,R,40000000,1996,7.4,0
Color,104,94,138614544,Comedy|Family,Cheaper by the Dozen ,75152,7014,15,288,English,USA,PG,40000000,2003,5.8,0
Color,319,121,125069696,Action|Biography|Drama|Thriller|War,Lone Survivor ,203963,1261,0,420,English,USA,R,40000000,2013,7.6,58000
 Black and White,41,128,107458785,Comedy|Drama|Sport,A League of Their Own ,71754,16751,3,166,English,USA,PG,40000000,1992,7.2,0
Color,300,134,102310175,Horror|Mystery|Thriller,The Conjuring 2 ,64989,2676,0,279,English,USA,R,40000000,2016,7.8,40000
Color,556,120,96917897,Biography|Drama,The Social Network ,479453,10555,0,696,English,USA,PG-13,40000000,2010,7.7,74000
Color,161,129,93952276,Comedy|Drama|Romance,He's Just Not That Into You ,132048,318,7,203,English,USA,PG-13,40000000,2009,6.4,12000
Color,151,89,90703745,Comedy,Scary Movie 4 ,93748,5855,8,410,English,USA,PG-13,45000000,2006,5.1,1000
Color,212,116,89138076,Horror|Mystery,Scream 3 ,98535,600,4,734,English,USA,R,40000000,2000,5.5,0
Color,111,118,87666629,Adventure|Comedy|Sci-Fi|Western,Back to the Future Part III ,283480,3986,0,263,English,USA,PG,40000000,1990,7.4,0
Color,173,107,90353764,Comedy|Crime,Get Hard ,85629,12556,2,144,English,USA,R,40000000,2015,6,14000
Color,181,155,82522790,Fantasy|Horror|Romance,Bram Stoker's Dracula ,143835,42220,0,654,English,USA,R,40000000,1992,7.5,14000
Color,252,123,94125426,Biography|Drama|Romance,Julie & Julia ,79264,13321,2,277,English,USA,PG-13,40000000,2009,7,13000
Color,216,128,95001343,Biography|Drama|Sport,42 ,66511,16911,0,200,English,USA,PG-13,40000000,2013,7.5,28000
Color,203,139,81292135,Crime|Drama|Thriller,The Talented Mr. Ripley ,137891,36810,1,696,English,USA,R,40000000,1999,7.3,0
Color,218,109,86208010,Comedy,Dumb and Dumber To ,97045,16179,1,285,English,USA,PG-13,35000000,2014,5.7,55000
Color,118,120,81593527,Adventure|Drama|Family,Eight Below ,48806,24300,1,263,English,USA,PG,40000000,2006,7.3,11000
Color,241,121,75274748,Comedy|Drama,The Intern ,130661,36010,2,304,English,USA,PG-13,35000000,2015,7.2,54000
Color,119,102,90835030,Action|Comedy,Ride Along 2 ,28621,5178,0,58,English,USA,PG-13,40000000,2016,5.9,0
Color,89,117,72455275,Action|Adventure|Drama|Romance|War,The Last of the Mohicans ,113068,2144,1,382,English,USA,R,40000000,1992,7.8,0
Color,209,178,75305995,Biography|Drama|Music,Ray ,110394,5074,0,433,English,USA,PG-13,40000000,2004,7.7,0
 Black and White,374,147,74098862,Crime|Thriller,Sin City ,656640,3924,1,1732,English,USA,R,40000000,2005,8.1,13000
Color,235,90,72266306,Crime|Drama|Mystery|Thriller,Vantage Point ,127528,6775,4,422,English,USA,PG-13,40000000,2008,6.6,0
Color,215,105,71347010,Comedy|Romance,"I Love You, Man ",166194,28928,2,215,English,USA,R,40000000,2009,7.1,0
Color,109,114,70836296,Comedy|Drama|Fantasy|Romance,Shallow Hal ,109445,2842,2,426,English,USA,PG-13,40000000,2001,5.9,0
 Black and White,125,206,70405498,Drama|History|Thriller,JFK ,113472,698,1,442,English,France,R,40000000,1991,8,0
Color,65,99,70163652,Comedy|Crime,Big Momma's House 2 ,31968,19334,0,82,English,USA,PG-13,40000000,2006,4.6,663
Color,125,123,66808615,Adventure|Comedy|Crime|Romance,The Mexican ,87351,43917,0,344,English,USA,R,34000000,2001,6.1,2000
Color,322,137,115603980,Biography|Drama|Sport|War,Unbroken ,103589,2938,0,351,English,USA,PG-13,65000000,2014,7.2,35000
Color,191,102,64149837,Comedy|Drama|Family|Fantasy|Romance,17 Again ,146899,7009,1,185,English,USA,PG-13,20000000,2009,6.4,0
Color,191,109,83906114,Comedy|Romance,The Other Woman ,104481,2357,2,189,English,USA,PG-13,40000000,2014,6,16000
Color,221,82,66466372,Horror,The Final Destination ,75345,303717,0,290,English,USA,R,40000000,2009,5.2,0
Color,459,142,72306065,Drama|History|Thriller,Bridge of Spies ,178118,16944,0,355,English,USA,PG-13,40000000,2015,7.6,55000
Color,131,106,59068786,Action|Drama|Thriller|War,Behind Enemy Lines ,86902,2544,2,411,English,USA,PG-13,40000000,2001,6.4,0
Color,222,114,60923325,Comedy|Music,Get Him to the Greek ,147317,2091,2,197,English,USA,R,,2010,6.4,12000
Color,118,106,57887882,Comedy|Drama|Romance,Shall We Dance ,35508,2325,2,211,English,USA,PG-13,50000000,2004,6.1,0
Color,100,108,53955614,Action|Adventure|Comedy|Family|Sci-Fi,Small Soldiers ,77415,8610,0,139,English,USA,PG-13,40000000,1998,6.1,0
Color,70,98,54967359,Action|Horror,Spawn ,52805,7039,0,209,English,USA,R,40000000,1997,5.2,0
Color,138,131,54228104,Action|Adventure|Drama|Romance|Thriller,The Count of Monte Cristo ,104991,17152,1,544,English,UK,PG-13,35000000,2002,7.7,0
Color,274,118,57981889,Crime|Drama|Thriller,The Lincoln Lawyer ,173848,13943,1,203,English,USA,R,40000000,2011,7.3,25000
Color,349,113,61094903,Action|Mystery|Thriller,Unknown ,210542,17152,3,332,English,UK,PG-13,30000000,2011,6.9,29000
Color,341,130,53082743,Drama|Mystery|Sci-Fi|Thriller,The Prestige ,844052,63986,1,1100,English,USA,PG-13,40000000,2006,8.5,49000
Color,196,116,54414716,Comedy|Crime,Horrible Bosses 2 ,114294,30571,7,187,English,USA,R,42000000,2014,6.3,12000
Color,83,89,57011847,Adventure|Animation|Comedy|Family|Sci-Fi,Escape from Planet Earth ,20615,3361,2,44,English,USA,PG,40000000,2013,5.9,0
Color,283,139,50859889,Action|Adventure|Drama|Thriller,Apocalypto ,236000,848,0,1043,Maya,USA,R,40000000,2006,7.8,14000
Color,105,130,51185897,Action|Adventure|Thriller,The Living Daylights ,69457,1233,1,271,English,UK,PG,30000000,1987,6.7,0
Color,351,107,52000688,Action|Adventure|Sci-Fi|Thriller,Predators ,171418,4243,0,619,English,USA,R,40000000,2010,6.4,17000
Color,16,116,49851591,Comedy|Crime|Romance,Legal Eagles ,7900,2179,3,34,English,USA,PG,40000000,1986,5.9,263
Color,195,96,47781388,Mystery|Thriller,Secret Window ,147504,41293,1,531,English,USA,PG-13,40000000,2004,6.6,0
Color,175,99,52320979,Drama|Fantasy|Romance,The Lake House ,114321,18693,0,548,English,USA,PG,40000000,2006,6.8,0
 Black and White,193,104,47806295,Horror|Mystery|Thriller,The Skeleton Key ,87447,1274,0,371,English,USA,PG-13,43000000,2005,6.5,0
Color,169,105,51853450,Comedy|Drama|Family|Fantasy,The Odd Life of Timothy Green ,37398,9069,0,110,English,USA,PG,25000000,2012,6.6,11000
Color,128,101,46012734,Comedy|Romance,Made of Honor ,54421,4298,2,101,English,USA,PG-13,40000000,2008,5.8,3000
Color,249,134,47034272,Biography|Drama|Music|Musical,Jersey Boys ,25465,2281,1,190,English,USA,R,40000000,2014,6.9,16000
Color,91,135,45856732,Crime|Drama|Thriller,The Rainmaker ,46221,16762,1,141,English,USA,PG-13,40000000,1997,7.1,0
Color,207,98,59588068,Horror|Mystery|Thriller,Gothika ,89557,22318,1,376,English,USA,R,40000000,2003,5.8,0
Color,77,155,44175394,Drama|History,Amistad ,56509,37570,2,227,English,USA,R,36000000,1997,7.2,0
Color,25,106,45500797,Adventure|Drama|Romance,Medicine Man ,17443,519,2,56,English,USA,PG-13,40000000,1992,6,694
Color,211,102,41797066,Action|Horror|Sci-Fi|Thriller,Aliens vs. Predator: Requiem ,92789,4324,0,998,English,USA,R,40000000,2007,4.7,0
Color,19,95,38087756,Comedy|Family,Ri¢hie Ri¢h ,49612,4634,1,39,English,USA,PG,40000000,1994,5.2,0
Color,101,103,37752931,Drama|Romance,Autumn in New York ,20201,26938,2,180,English,USA,PG-13,40000000,2000,5.5,0
Color,175,95,50562555,Comedy|Music|Romance,Music and Lyrics ,81334,2787,4,291,English,USA,PG-13,,2007,6.5,0
Color,342,109,37371385,Adventure|Comedy|Sci-Fi,Paul ,192462,390,0,334,English,USA,R,40000000,2011,7,42000
Color,147,95,37101011,Comedy|Drama,The Guilt Trip ,30394,1070,1,103,English,USA,PG-13,40000000,2012,5.8,0
Color,420,111,38176892,Horror|Mystery,Scream 4 ,104119,4486,0,518,English,USA,R,40000000,2011,6.2,26000
Color,138,123,36283504,Mystery|Thriller,8MM ,104564,12970,1,587,English,Germany,R,40000000,1999,6.5,0
Color,82,140,35183792,Biography|Drama|Music|Musical,The Doors ,68159,3044,1,209,English,USA,R,38000000,1991,7.2,0
Color,201,94,38543473,Comedy,Sex Tape ,84382,1488,2,158,English,USA,R,40000000,2014,5.1,0
Color,82,94,36037909,Comedy|Drama,Hanging Up ,10132,1238,3,130,English,Germany,PG-13,60000000,2000,4.7,390
Color,277,92,42575718,Horror,Final Destination 5 ,83788,3074,0,227,English,USA,R,40000000,2011,5.9,20000
Color,90,102,33864342,Comedy|Crime|Romance,Mickey Blue Eyes ,29968,2913,1,117,English,UK,PG-13,40000000,1999,5.8,445
Color,157,123,33508922,Drama,Pay It Forward ,95860,23920,2,660,English,USA,PG-13,40000000,2000,7.2,16000
Color,124,104,42071069,Comedy|Drama|Romance|Sport,Fever Pitch ,36223,1827,1,208,English,USA,PG-13,30000000,2005,6.2,0
Color,3,30,,Animation|Comedy|Family,Arthur             ,8495,108,0,43,English,Canada,TV-Y,,,7.4,301
Color,146,102,32853640,Comedy|Drama,Drillbit Taylor ,50199,3239,1,101,English,USA,PG-13,40000000,2008,5.7,702
Color,303,136,42615685,Comedy|Western,A Million Ways to Die in the West ,136093,28927,3,416,English,USA,R,40000000,2014,6.1,24000
Color,70,93,32055248,Action|Adventure|Crime|Fantasy|Mystery|Thriller,The Shadow ,18723,2711,0,146,English,USA,PG-13,25000000,1994,6,0
Color,283,129,31836745,Adventure|Drama|Mystery,Extremely Loud & Incredibly Close ,81298,15595,1,341,English,USA,PG-13,40000000,2011,6.9,39000
Color,212,107,30993544,Comedy|Drama|Romance,Morning Glory ,58871,621,0,156,English,USA,PG-13,40000000,2010,6.5,0
Color,98,117,30981850,Biography|Crime|Drama|Music,Get Rich or Die Tryin' ,35834,3969,0,284,English,USA,R,40000000,2005,5,0
Color,110,116,30199105,Action|Adventure|Crime|Thriller,The Art of War ,25346,3753,0,167,English,USA,R,40000000,2000,5.7,470
Color,146,135,29077547,Drama|Musical|Romance,Rent ,41685,5917,1,754,English,USA,PG-13,40000000,2005,7,3000
Color,100,107,29374178,Crime|Drama|Horror|Thriller,Bless the Child ,12093,4565,0,188,English,USA,R,40000000,2000,5.1,394
Color,62,90,28535768,Comedy,The Out-of-Towners ,10446,1335,2,105,English,USA,PG-13,40000000,1999,5.3,279
Color,70,99,27663982,Horror|Sci-Fi|Thriller,The Island of Dr. Moreau ,26051,10469,2,164,English,USA,PG-13,40000000,1996,4.4,0
Color,107,104,27053815,Action|Adventure|Romance,The Musketeer ,12856,2888,0,291,English,Germany,PG-13,40000000,2001,4.7,299
Color,169,115,26814957,Biography|Drama|History|Romance,The Other Boleyn Girl ,84357,77823,3,252,English,UK,PG-13,35000000,2008,6.7,0
Color,94,119,25178165,Drama|Romance,Sweet November ,70292,29484,1,274,English,USA,PG-13,40000000,2001,6.7,8000
