IDN,AGE,COUNTRY,GENDER,IMMIGRANT,INCOME,HAPPINESS
72631,32,Italy,Male,1,89044,4.52
87329,61,Spain,Male,0,103514,8.67
17806,22,North Cyprus,Male,0,33212,2.23
84832,66,Togo,Male,0,97790,8.72
16689,32,Saudi Arabia,Female,0,33052,2.33
22968,28,Chad,Female,0,36938,3.30
61070,21,Ireland,Female,0,77985,6.25
11884,33,Bahrain,Female,0,27018,2.34
57987,41,Bolivia,Female,0,73697,6.45
67902,46,China,Female,1,83316,3.13
29840,35,Jamaica,Female,0,45106,3.37
17280,51,United Kingdom,Female,0,34107,2.52
74239,22,Ecuador,Female,0,89955,7.27
84185,67,Venezuela,Female,0,101074,8.73
55619,41,Brazil,Male,0,72389,6.45
78487,70,Burkina Faso,Male,0,92668,7.75
27752,26,Croatia,Male,0,43351,3.28
53120,48,Poland,Male,0,68915,5.52
64387,63,Central African Republic,Male,0,77793,6.67
20009,34,Venezuela,Male,0,37064,3.36
27572,52,Singapore,Female,0,43910,3.54
31778,58,Nepal,Male,0,45850,3.60
37237,35,Djibouti,Male,0,51683,4.38
45788,48,Belgium,Male,0,62643,5.52
78685,68,Austria,Female,0,95855,7.73
14096,53,Slovakia,Male,1,30735,6.69
99832,35,Switzerland,Male,0,117248,9.42
25363,23,Turkey,Male,0,40570,3.25
62227,53,Central African Republic,Female,0,75646,6.57
11970,55,Liberia,Male,0,26050,2.56
35712,19,Czech Republic,Male,0,51906,4.22
86144,58,Greece,Female,0,101546,8.64
45522,35,Mauritius,Female,0,60778,5.39
35951,64,Niger,Female,0,50138,4.67
67484,18,Burkina Faso,Female,0,81457,6.22
50119,42,Portugal,Male,0,65170,5.46
95545,46,Yemen,Male,0,109609,9.53
71567,26,Yemen,Male,0,85526,7.31
49800,61,Russia,Female,0,65045,5.65
76440,30,Afghanistan,Female,0,90202,7.35
66970,64,Sweden,Male,1,84847,5.43
28173,36,Syria,Female,0,42019,3.38
57859,45,Nepal,Male,0,71812,5.49
57750,33,Bahrain,Female,0,72904,6.37
56309,47,Ecuador,Female,0,72143,6.51
93890,26,Nicaragua,Female,0,109259,9.33
84633,47,Japan,Male,1,101417,7.65
89444,69,Poland,Female,0,105124,8.75
25955,22,Mongolia,Female,0,40761,3.24
84712,19,Mauritius,Male,0,100046,8.25
63358,46,Jordan,Female,0,78522,6.50
65367,54,Kyrgyzstan,Female,0,80246,6.58
25678,68,Kazakhstan,Male,0,41268,3.70
46202,23,Sudan,Female,0,60619,5.27
70780,48,Pakistan,Male,0,85815,7.53
29354,62,United States,Female,0,46319,3.64
38707,58,Comoros,Male,0,52489,4.61
37873,58,Iraq,Female,0,52545,4.61
91824,45,Denmark,Female,0,109367,9.52
67208,70,Libya,Male,0,82529,6.74
78934,69,Guinea,Male,0,92774,7.74
99483,43,Portugal,Male,0,114484,9.50
80826,41,United Kingdom,Male,0,97616,8.47
94975,64,Myanmar,Female,0,109342,9.71
26128,57,Comoros,Male,0,39850,3.59
77199,31,Germany,Female,0,93592,7.36
91949,30,Burundi,Male,0,105591,8.36
13639,38,India,Female,0,28197,2.39
78998,37,Paraguay,Female,0,94795,7.42
62395,52,Congo-Kinshasa,Male,0,76853,6.56
28021,21,Egypt,Male,0,42216,3.23
93133,19,Switzerland,Female,0,110667,9.26
82230,19,Burundi,Female,0,95694,7.24
88668,63,Comoros,Male,0,102464,8.69
53614,70,Angola,Male,0,69025,5.74
87376,45,Armenia,Male,0,101729,8.51
49139,29,Sri Lanka,Female,0,63170,5.33
48556,39,Denmark,Male,0,66225,5.43
16419,60,North Cyprus,Female,0,31843,2.61
94908,57,Niger,Male,0,109070,9.64
80343,36,Uganda,Male,0,94799,7.41
24513,45,Slovakia,Male,0,40326,3.47
69691,35,Paraguay,Female,0,85467,7.40
41230,54,Rwand2a4,Female,0,54799,4.57
73912,34,Jordan,Male,0,89307,7.39
24320,56,Bahrain,Male,0,39521,3.58
27989,49,Tajikistan,Female,0,42225,3.51
87402,30,Kosovo,Female,0,102604,8.36
60479,46,Gabon,Female,0,74583,6.50
46516,26,Vietnam,Male,1,62505,3.42
41208,49,Tajikistan,Female,0,55334,4.52
28346,19,Uganda,Male,0,42680,3.21
94730,55,Egypt,Male,0,108950,9.62
95280,39,Singapore,Male,0,111849,9.46
74771,28,Comoros,Female,0,88421,7.33
50897,49,Chad,Male,0,64853,5.53
28919,42,Hungary,Male,0,43440,3.44
25240,66,Chad,Male,0,39248,3.68
30039,59,France,Female,1,47082,8.62
68503,48,Mexico,Male,0,85378,7.53
62503,59,Malta,Male,0,78266,6.63
36254,64,Uzbekistan,Female,0,51701,4.67
51273,65,Spain,Male,1,67951,5.87
69215,34,Bulgaria,Male,0,83010,6.38
91229,68,Russia,Female,0,106509,8.74
89074,57,South Africa,Female,0,103806,8.63
16269,61,Zimbabwe,Male,0,30854,2.62
97513,33,Yemen,Female,0,111397,9.40
25170,60,Mauritania,Male,0,39754,3.62
61426,30,Portugal,Female,0,76298,6.34
82266,51,Austria,Male,0,99423,8.57
28099,28,Congo-Kinshasa,Female,0,42619,3.30
18065,35,Czech Republic,Male,0,34271,2.36
77151,54,Somaliland region,Female,0,91920,7.59
64946,35,Philippines,Female,0,79722,6.39
22532,34,Mauritius,Female,0,37897,3.36
58238,24,Austria,Female,0,75606,6.28
13597,37,Italy,Male,0,29504,2.38
18404,53,Gabon,Male,0,32273,2.54
10499,33,Turkey,Male,0,25783,2.34
10704,22,Ecuador,Male,0,26470,2.23
36729,31,France,Female,0,53372,4.34
78715,59,Haiti,Female,0,92908,7.64
27684,51,Peru,Male,1,43571,4.94
61431,42,Yemen,Male,0,75282,6.46
44747,40,Uganda,Male,0,58966,4.43
42440,62,Swaziland,Male,0,57055,4.65
52670,34,Uruguay,Female,0,68835,5.38
21712,62,Congo-Kinshasa,Male,0,36297,3.64
62585,25,Central African Republic,Male,0,75933,6.29
98356,66,Finland,Female,1,116174,5.84
79287,56,Lesotho,Female,0,94098,7.61
78143,55,Afghanistan,Male,0,91933,7.60
20839,32,Senegal,Male,0,34542,2.33
86903,39,Nepal,Male,0,101032,8.45
16667,19,Guatemala,Male,1,33191,2.27
12985,28,Jamaica,Female,0,28215,2.29
85723,57,Morocco,Male,0,100575,8.63
95880,51,China,Female,0,110777,9.58
67121,66,Djibouti,Male,0,81759,6.70
52439,48,Uganda,Female,0,66644,5.52
43477,27,Georgia,Female,0,57587,4.30
62827,56,Poland,Male,0,78418,6.60
32982,32,Chile,Male,0,49325,4.35
72512,54,Bangladesh,Male,0,87061,7.59
81764,18,Cyprus,Female,1,98297,4.74
51761,43,Bangladesh,Female,0,66512,5.47
16385,18,Azerbaijan,Female,0,30838,2.19
69034,48,Pakistan,Female,0,84279,7.53
77750,69,Malaysia,Female,0,93550,7.74
95786,20,Algeria,Male,0,111211,9.27
97063,63,Zambia,Male,0,111869,9.70
75226,64,United Arab Emirates,Male,0,92283,7.69
77747,70,Tanzania,Female,0,91518,7.75
63457,38,Bangladesh,Female,0,78275,6.42
50354,28,Liberia,Male,0,64494,5.32
94090,19,Denmark,Female,1,112194,3.88
89964,31,Jordan,Male,0,105357,8.37
50228,23,Dominican Republic,Female,0,65115,5.27
62634,44,Rwand2a4,Female,0,76206,6.48
77810,45,Estonia,Male,0,93133,7.50
43397,61,Ghana,Female,0,58472,4.64
85399,18,Iraq,Male,0,100172,8.24
76263,26,Swaziland,Male,0,91102,7.31
81781,19,Venezuela,Male,1,98955,1.93
77554,52,Morocco,Female,0,92442,7.57
88113,18,Congo-Kinshasa,Male,0,102436,8.24
72399,47,Ecuador,Male,0,88113,7.52
75665,63,Botswana,Male,0,89621,7.68
48598,66,Kuwait,Female,0,65066,5.70
96920,20,Ghana,Female,1,112265,2.89
46491,32,Iceland,Male,1,63894,1.93
44833,46,Australia,Male,1,62227,9.53
53921,69,Belarus,Female,0,69391,5.73
52164,37,Bahrain,Female,0,67231,5.41
89754,56,Germany,Female,0,106205,8.62
12110,70,Montenegro,Male,0,27441,2.71
49283,36,Honduras,Female,0,64439,5.40
26987,24,United States,Female,0,44035,3.26
47451,31,Tanzania,Male,0,61134,5.35
47871,44,Benin,Male,0,61183,5.48
92882,61,Benin,Female,0,106327,8.67
50419,39,Comoros,Female,0,64248,5.43
47791,53,France,Female,1,65000,5.98
83959,33,Laos,Female,1,99033,7.29
52326,59,Luxembourg,Female,1,69979,9.17
22129,23,Afghanistan,Female,0,35966,2.24
66681,54,Panama,Male,0,83660,6.58
31259,60,Egypt,Female,0,45403,3.62
34501,25,Turkey,Female,0,49579,4.28
92934,34,Saudi Arabia,Male,0,109349,9.41
96842,37,Haiti,Female,0,111029,9.44
43497,46,Germany,Male,0,59941,4.49
25724,64,Ecuador,Male,0,41401,3.66
19158,41,Argentina,Female,0,35738,2.42
45102,32,Austria,Female,0,62255,5.36
91150,19,Australia,Male,0,108464,9.26
94419,24,Canada,Female,0,111767,9.31
58351,70,Palestinian Territories,Male,0,73032,6.74
39113,41,Swaziland,Male,0,53973,4.44
24273,60,Kazakhstan,Male,0,39717,3.62
88999,38,Nepal,Female,0,103027,8.44
28567,60,Ecuador,Male,1,44561,6.23
16715,45,Malawi,Female,0,30778,2.46
27766,32,Malaysia,Female,0,43309,3.34
12942,26,Sweden,Male,0,30351,2.27
34780,55,Austria,Male,0,51950,4.58
34435,56,Niger,Male,0,48436,4.59
82793,58,Myanmar,Male,0,97125,8.64
22128,55,Madagascar,Male,0,35848,2.56
64536,43,Guatemala,Male,0,80407,6.47
50487,35,Germany,Female,0,66973,5.39
80535,27,Burkina Faso,Male,0,94715,7.32
30300,37,Rwand2a4,Male,0,43837,3.39
70601,27,Congo-Brazzaville,Female,0,84851,7.32
21743,45,Montenegro,Female,0,36856,3.47
56372,29,Uganda,Male,0,70663,5.33
42093,31,Peru,Male,0,57626,4.34
17481,68,Australia,Female,0,34811,2.69
50135,70,Vietnam,Female,0,65476,5.74
34711,30,Egypt,Female,0,48823,4.33
26394,32,Lebanon,Female,0,41137,3.34
44504,31,Croatia,Female,0,59947,4.34
54741,44,Iraq,Female,0,69473,5.48
27037,54,Liberia,Female,0,41246,3.56
37871,22,Bosnia and Herzegovina,Female,0,52437,4.25
93737,31,Bahrain,Male,0,108790,9.38
84535,27,Mexico,Female,1,102255,6.53
75539,37,Uruguay,Female,0,91776,7.42
62997,62,El Salvador,Male,0,78722,6.66
78735,33,Macedonia,Female,0,93059,7.38
38221,43,Malta,Female,0,53952,4.46
85313,23,Australia,Male,0,102490,8.29
45918,22,Germany,Male,1,63244,8.48
20261,62,Hong Kong,Male,0,35566,2.63
86628,49,Norway,Male,0,104094,8.55
33471,60,Saudi Arabia,Male,0,49765,4.63
42417,44,Slovenia,Female,0,58409,4.47
66302,62,Macedonia,Male,0,80727,6.66
27434,60,Singapore,Male,0,43818,3.62
20076,65,Malawi,Female,1,34854,7.99
27203,46,Bosnia and Herzegovina,Female,0,41787,3.48
91418,41,Algeria,Male,0,106858,8.47
22375,28,Thailand,Male,0,38615,3.30
26748,46,Macedonia,Female,0,41112,3.48
39378,46,Burkina Faso,Female,0,53512,4.49
20852,46,Tunisia,Female,1,36266,8.49
11890,50,Macedonia,Female,0,26217,2.51
35107,56,North Cyprus,Female,0,50598,4.59
63264,19,Lithuania,Female,0,78608,6.23
14268,32,Switzerland,Female,0,31831,2.33
97304,45,Ethiopia,Male,0,111687,9.52
47059,21,Nepal,Female,0,61214,5.25
59820,31,Lebanon,Male,0,74483,6.35
23938,69,Poland,Female,0,39568,3.71
74663,45,Hong Kong,Male,0,90186,7.50
22428,69,Brazil,Male,0,39138,3.71
26816,22,Lesotho,Male,0,41512,3.24
54975,56,Chad,Male,0,68856,5.60
10356,69,Congo-Brazzaville,Male,0,24486,2.70
77888,21,Mauritania,Male,0,92663,7.26
28058,47,Afghanistan,Female,0,41832,3.49
19522,49,Switzerland,Male,0,36938,3.51
28676,46,Panama,Male,0,45830,3.48
26851,65,Cameroon,Female,0,41059,3.67
47282,62,Kuwait,Female,0,63767,5.66
52038,32,Kosovo,Male,0,67271,5.36
46351,21,Congo-Kinshasa,Male,0,60756,5.25
19573,41,Sudan,Male,0,33793,2.42
53253,38,Ethiopia,Male,0,67741,5.42
62025,25,Denmark,Male,0,79463,6.29
41092,31,Kenya,Female,0,55375,4.34
29921,30,Laos,Female,0,44613,3.32
34577,64,Sri Lanka,Male,0,48584,4.67
80488,21,Hong Kong,Female,0,95923,7.26
90321,59,Venezuela,Male,0,107314,8.65
89264,21,Colombia,Male,0,105569,8.27
60211,22,Rwand2a4,Male,0,73817,6.26
14437,39,Sri Lanka,Female,0,28516,2.40
98101,70,Belgium,Female,0,114902,9.77
35955,25,Sudan,Male,0,50243,4.28
75169,56,Jamaica,Female,0,90410,7.61
56300,23,Gabon,Male,0,70367,5.27
85629,68,South Africa,Female,0,100559,8.74
22563,33,South Korea,Female,0,38737,3.35
18301,58,Sudan,Female,0,32733,2.59
58628,43,Laos,Male,0,73319,6.47
41092,54,Armenia,Female,0,55361,4.57
31543,20,Belarus,Male,0,46848,3.22
43276,55,Nepal,Female,0,57186,4.58
83623,20,Italy,Female,0,99378,8.26
73237,42,Ukraine,Male,0,88278,7.47
89224,52,Thailand,Male,0,105362,8.58
90078,39,Mauritania,Female,0,104647,8.45
15157,29,Syria,Female,0,28778,2.30
68165,66,Taiwan,Male,1,84793,8.42
69294,60,Djibouti,Female,0,83998,6.64
16015,64,Taiwan,Male,1,32672,7.26
82072,23,Slovakia,Female,0,98019,8.29
71241,51,Uzbekistan,Male,0,86618,7.56
66639,61,Cambodia,Female,0,80524,6.65
79885,20,Algeria,Female,1,95840,7.12
11827,45,New Zealand,Female,0,28850,2.46
22810,57,Morocco,Male,1,38392,6.37
35500,43,Uzbekistan,Female,1,51731,7.99
48536,66,Norway,Female,0,66114,5.70
93760,26,Djibouti,Female,0,108209,9.33
85723,66,Algeria,Female,0,100971,8.72
22871,64,Angola,Male,0,38448,3.66
44737,61,Nicaragua,Male,0,60112,5.65
12276,52,Nepal,Female,0,26374,2.53
43914,26,Malta,Female,0,59723,4.29
90337,36,Israel,Female,0,107603,8.42
12081,32,Spain,Female,0,28354,2.33
44652,42,Switzerland,Female,0,62043,5.46
85890,63,Syria,Male,0,99796,8.69
38971,67,Tunisia,Female,0,53760,4.70
51891,38,Kyrgyzstan,Female,0,66939,5.42
76988,28,Syria,Female,0,90868,7.33
81283,47,Haiti,Female,0,95377,7.52
66930,47,Ecuador,Male,0,82694,6.51
72835,55,France,Male,0,89425,7.60
83334,31,Thailand,Female,1,99767,2.61
42845,37,Sweden,Female,0,60162,5.41
14328,21,South Africa,Female,0,29053,2.22
54339,51,Hungary,Male,0,69146,5.55
87812,22,Mexico,Male,0,104818,8.28
81906,30,Egypt,Male,0,96028,8.36
95517,36,Slovakia,Female,0,111223,9.43
26931,19,Oman,Female,0,43555,3.21
39090,25,Moldova,Female,0,54618,4.28
55706,54,Ghana,Female,0,70765,5.58
96285,62,Costa Rica,Female,0,113370,9.69
61986,57,United States,Male,0,79068,6.61
20944,57,Trinidad and Tobago,Female,0,37286,3.59
77932,25,Kuwait,Female,0,94170,7.30
44533,49,Tanzania,Male,0,58099,4.52
66681,49,Bahrain,Female,0,81887,6.53
78732,19,Albania,Female,0,94196,7.24
33996,21,Slovenia,Male,0,49951,4.24
28593,27,Australia,Female,0,45793,3.29
45802,50,Kosovo,Male,0,60889,5.54
74293,70,Uzbekistan,Female,0,89944,7.75
84869,38,Niger,Female,0,98787,8.44
99396,56,Montenegro,Female,0,114577,9.63
94593,60,Chile,Female,0,110997,9.67
17546,33,Uzbekistan,Male,0,33120,2.34
87690,28,Kosovo,Female,0,102740,8.34
95016,53,Austria,Male,1,112915,5.37
85316,25,Nigeria,Female,0,100514,8.31
29710,26,Sudan,Male,0,43999,3.28
95957,28,Nicaragua,Female,0,111407,9.35
39150,55,Morocco,Female,0,53900,4.58
78586,47,Canada,Male,1,96520,2.49
88839,61,Tanzania,Female,0,102354,8.67
64324,41,Uganda,Female,0,78584,6.45
80081,41,Sierra Leone,Male,0,94251,7.46
45521,68,Serbia,Male,0,60111,5.72
78802,59,Kyrgyzstan,Male,0,93645,7.64
15536,26,Lebanon,Female,1,31015,7.11
89355,41,Japan,Male,0,105235,8.47
18877,52,Uganda,Female,0,33135,2.53
85403,52,Somaliland region,Female,0,100171,8.58
74621,20,Nigeria,Male,0,89836,7.25
96285,31,Panama,Male,0,113328,9.38
52291,45,Myanmar,Male,0,66744,5.49
32980,55,Syria,Female,0,46790,3.57
42956,47,Haiti,Female,0,57040,4.50
91017,64,Niger,Male,0,105134,8.70
89933,35,Nepal,Female,0,104039,8.41
17474,28,Liberia,Male,0,31574,2.29
64048,70,Myanmar,Male,0,78339,6.74
88933,27,Libya,Male,0,104023,8.33
37712,58,Trinidad and Tobago,Male,0,54244,4.61
82365,34,Cameroon,Female,0,96640,8.40
99581,22,Bahrain,Female,1,114997,4.86
86652,39,Turkey,Female,0,101891,8.45
20472,24,Kuwait,Male,1,37310,2.11
71126,49,Yemen,Male,0,84932,7.54
48376,69,Trinidad and Tobago,Male,0,64746,5.73
23700,58,Bolivia,Male,0,39392,3.60
20206,65,New Zealand,Male,0,37314,3.67
26560,23,Tajikistan,Female,0,40797,3.25
96020,51,Togo,Female,0,108817,9.58
62449,51,Ethiopia,Male,0,76926,6.55
55952,43,Kyrgyzstan,Female,0,70893,5.47
46625,49,Indonesia,Male,0,61881,5.53
83200,36,Ireland,Female,1,100996,5.47
92107,52,Burundi,Male,0,105705,8.58
52073,49,Senegal,Female,0,65969,5.53
95344,57,Suriname,Male,0,111616,9.64
97090,54,Vietnam,Female,0,112439,9.61
66029,43,Sierra Leone,Male,0,80120,6.47
66148,45,Bulgaria,Female,0,80151,6.49
45632,51,Mozambique,Male,0,60539,5.55
29074,23,Russia,Male,1,44981,8.98
99691,33,Qatar,Male,0,116335,9.40
97059,66,Jordan,Male,0,112367,9.73
53076,55,Malaysia,Male,0,68626,5.59
69604,29,Norway,Female,0,87155,7.34
19046,24,Italy,Female,0,35064,2.25
26827,42,Bangladesh,Female,0,41418,3.44
78134,20,New Zealand,Male,0,95129,7.25
10975,66,Honduras,Male,0,25923,2.67
26190,49,Algeria,Female,0,41526,3.51
23432,43,Cambodia,Female,0,37503,3.45
62934,66,Djibouti,Male,0,77552,6.70
97894,44,Burundi,Male,0,111406,9.51
28186,46,Indonesia,Female,0,43420,3.48
38318,59,Saudi Arabia,Female,0,54711,4.62
63505,35,Slovenia,Female,1,80051,2.93
55537,23,Romania,Female,0,70444,5.27
23008,58,Armenia,Male,0,37210,3.60
51543,61,Austria,Male,0,68878,5.65
24587,29,Lesotho,Male,0,39278,3.31
63090,67,Croatia,Female,0,78639,6.71
12993,36,Kosovo,Female,0,27939,2.37
64291,61,Philippines,Male,0,79086,6.65
46798,38,Djibouti,Male,0,61236,5.42
35969,55,Ecuador,Female,0,51799,4.58
78402,62,Congo-Kinshasa,Female,0,92747,7.67
48124,54,United States,Male,0,64973,5.58
93782,62,Nigeria,Female,1,109437,8.24
44085,49,Dominican Republic,Female,1,59781,7.47
63240,66,Lithuania,Female,0,78548,6.70
35095,53,Belgium,Female,0,51884,4.56
85402,22,Ecuador,Male,0,101108,8.28
91412,59,Portugal,Female,0,106365,8.65
63314,41,Bulgaria,Male,0,77214,6.45
36415,37,Nicaragua,Male,0,51872,4.40
48281,29,Belgium,Male,0,65222,5.33
93541,30,India,Female,0,108233,9.37
12880,27,Sierra Leone,Male,0,27160,2.28
57396,20,Libya,Female,0,72561,6.24
39921,23,Chile,Male,0,56468,4.26
56665,43,Luxembourg,Male,0,73536,6.47
84459,19,Ecuador,Male,0,100273,8.25
76069,23,Israel,Female,1,93856,2.17
52238,21,Mozambique,Male,1,67263,3.41
17995,62,Lesotho,Male,0,32860,2.63
88806,24,Malaysia,Male,0,104484,8.30
53667,28,Vietnam,Female,0,69037,5.32
56927,48,Ireland,Female,0,74032,6.52
31882,58,Honduras,Female,0,47064,3.60
45074,68,Nicaragua,Male,0,60364,5.72
73780,31,Turkey,Male,0,88893,7.36
49484,33,Tajikistan,Male,0,63758,5.37
42582,63,Zimbabwe,Female,0,57198,4.66
57725,25,Israel,Female,1,75483,7.69
38528,21,Colombia,Female,0,54943,4.24
51532,44,Netherlands,Female,0,68814,5.48
91547,63,Belgium,Female,0,108283,9.70
51227,32,Iran,Male,0,65780,5.36
45769,31,Laos,Male,0,60302,5.35
70457,54,Thailand,Female,1,87076,2.32
86758,60,Macedonia,Male,0,101312,8.66
94197,30,Malaysia,Male,1,110229,6.30
13903,44,Honduras,Male,0,28965,2.45
48667,47,Montenegro,Female,0,63891,5.51
83659,56,Zambia,Male,0,98560,8.62
12588,54,Armenia,Male,0,26897,2.55
72588,33,Jamaica,Female,0,87882,7.38
51228,34,Philippines,Female,0,66213,5.38
47175,47,Sierra Leone,Female,0,61459,5.51
72154,23,Saudi Arabia,Female,0,88531,7.28
92054,30,Yemen,Female,0,106086,8.36
61012,40,Indonesia,Male,0,76341,6.44
34240,64,Sweden,Male,0,51587,4.67
23857,43,Congo-Kinshasa,Female,0,38288,3.45
97171,29,Vietnam,Male,0,112482,9.36
15076,70,Ecuador,Male,0,30817,2.71
51600,62,Sri Lanka,Female,0,65705,5.66
22203,34,Congo-Kinshasa,Female,0,36688,3.36
35440,23,China,Male,1,50977,5.41
11166,50,Laos,Male,0,25923,2.51
85814,30,Ethiopia,Female,0,100316,8.36
35170,57,Liberia,Male,0,49262,4.60
69950,45,Comoros,Male,0,83613,6.49
37499,66,Bulgaria,Male,0,51237,4.69
66429,48,Luxembourg,Male,0,83354,6.52
50763,58,Chile,Male,0,67145,5.62
36270,38,United Kingdom,Female,1,53438,2.39
83598,19,Nepal,Female,0,97482,8.25
36132,46,Bahrain,Male,0,51186,4.49
99438,61,Azerbaijan,Male,0,114063,9.68
73177,45,Brazil,Male,0,89790,7.50
13168,28,Brazil,Male,1,30548,2.23
28051,46,Tunisia,Male,0,42625,3.48
74092,53,Latvia,Female,0,88951,7.58
39745,58,Belgium,Male,0,56527,4.61
34212,45,Montenegro,Female,0,49265,4.48
77470,41,Bangladesh,Male,0,92120,7.46
98119,50,Oman,Female,1,115626,2.82
44358,52,Liberia,Male,0,58456,4.55
72780,34,Azerbaijan,Male,0,87295,7.39
52366,66,Congo-Kinshasa,Male,1,67434,9.11
94577,59,Brazil,Male,0,111460,9.66
24047,27,Japan,Male,0,40067,3.29
50551,20,Tanzania,Female,0,64166,5.24
62577,36,Philippines,Male,0,77543,6.40
42458,68,Djibouti,Male,0,56988,4.71
67877,23,Togo,Male,0,80674,6.27
28754,31,Tanzania,Male,0,42397,3.33
15050,22,Czech Republic,Female,0,31066,2.23
42225,38,Palestinian Territories,Female,0,56743,4.41
99551,60,Pakistan,Male,0,114815,9.67
91171,55,Austria,Male,0,108321,9.62
93932,70,South Africa,Male,0,108763,9.77
22859,30,Taiwan,Female,0,39011,3.32
74354,41,Serbia,Female,0,89104,7.46
97911,69,Rwand2a4,Male,0,111521,9.76
43509,57,United Kingdom,Female,1,60511,7.33
60596,68,Cambodia,Male,0,74696,6.72
72584,32,Peru,Female,1,88807,6.73
71923,43,Turkey,Male,0,87084,7.48
64909,59,Kosovo,Male,0,80112,6.63
37381,30,Mauritania,Female,0,51893,4.33
19875,28,Turkmenistan,Male,0,35485,2.29
10490,42,Djibouti,Male,0,25191,2.43
70448,46,Kenya,Male,0,84862,7.51
30796,32,Honduras,Male,0,45929,3.34
93427,21,Botswana,Female,0,107382,8.27
48552,45,Liberia,Male,0,62685,5.49
32483,49,Djibouti,Male,0,47119,3.51
96903,44,North Cyprus,Female,0,112365,9.51
26937,53,Australia,Male,0,44156,3.55
41916,30,Macedonia,Male,0,56228,4.33
39226,22,Sierra Leone,Female,0,53402,4.25
65417,48,Laos,Female,1,80612,7.18
52688,40,Afghanistan,Male,0,66577,5.44
76197,53,Costa Rica,Female,0,93366,7.58
60190,64,Nicaragua,Female,1,76267,6.30
13465,58,Slovakia,Male,0,29257,2.59
75706,55,Cameroon,Male,0,90096,7.60
41580,58,Kyrgyzstan,Female,0,56552,4.61
50138,36,Malta,Male,0,65864,5.40
82669,42,Kyrgyzstan,Male,0,97470,8.48
66914,30,Algeria,Female,0,82316,6.34
48556,41,Guatemala,Male,0,64306,5.45
15802,66,Sri Lanka,Female,0,29860,2.67
16359,46,Myanmar,Male,0,30733,2.47
12198,62,Lesotho,Female,0,27093,2.63
54050,69,Lebanon,Male,0,69010,5.73
83768,49,Mauritania,Female,0,98514,8.55
22103,54,Niger,Female,0,36182,3.56
79173,28,United Kingdom,Male,0,95993,7.33
83199,60,Nepal,Male,0,97333,8.66
39691,46,Canada,Female,0,57065,4.49
84320,52,Kenya,Male,0,98508,8.58
63794,70,Portugal,Male,0,78805,6.74
50254,29,Honduras,Male,1,65715,3.27
21128,32,Niger,Female,0,35061,2.33
98881,57,Cyprus,Female,0,115363,9.64
85105,47,Israel,Male,1,102899,3.44
56213,58,Bolivia,Male,1,72535,8.15
19732,38,Chad,Female,0,33640,2.39
25062,25,Uganda,Male,0,39350,3.27
46263,41,Cyprus,Male,0,62573,5.45
42728,36,Laos,Male,0,57544,4.39
56582,65,South Korea,Male,0,72850,6.69
72549,36,Iceland,Female,0,89795,7.41
16003,19,Pakistan,Female,0,31127,2.20
42270,56,Ethiopia,Male,0,56821,4.59
25638,31,Netherlands,Female,0,43141,3.33
83376,64,Albania,Male,0,98903,8.70
31862,34,Israel,Male,0,48977,4.37
72948,49,Macedonia,Female,0,87524,7.54
66210,58,North Cyprus,Female,0,81532,6.62
65545,38,Senegal,Female,0,79523,6.42
40731,70,Turkey,Male,0,56012,4.73
25434,50,Kuwait,Female,0,41721,3.52
16518,47,Lithuania,Female,0,31882,2.48
13147,50,Central African Republic,Male,0,26774,2.51
82320,47,Montenegro,Female,0,97564,8.53
93969,40,Swaziland,Female,0,108838,9.47
88306,40,Philippines,Female,0,103225,8.46
43721,67,Dominican Republic,Male,0,58470,4.70
88900,61,Benin,Male,0,102395,8.67
42530,36,Uganda,Male,0,56976,4.39
38379,20,Azerbaijan,Male,0,52954,4.23
86629,39,Albania,Female,0,102048,8.45
44363,60,Sudan,Female,1,59347,4.19
78257,28,Laos,Female,0,92777,7.33
18797,18,Afghanistan,Male,0,32840,2.19
69667,19,Bangladesh,Female,0,84361,7.24
54864,45,Malaysia,Male,1,70857,9.92
50565,47,Panama,Male,0,67729,5.51
80797,36,Croatia,Female,0,96233,8.42
50429,40,Uzbekistan,Female,0,65838,5.44
42696,20,Congo-Brazzaville,Male,0,56751,4.23
16087,26,Indonesia,Male,0,31356,2.27
20113,57,Djibouti,Male,0,34715,2.58
19729,43,Oman,Female,0,36520,3.45
75076,41,Ukraine,Female,0,89886,7.46
70898,32,Brazil,Female,0,87571,7.37
75125,31,Spain,Female,0,91198,7.36
43830,41,Bolivia,Female,0,59620,4.44
67440,66,Sri Lanka,Female,0,81608,6.70
60206,44,Comoros,Female,0,73928,6.48
17255,66,Venezuela,Male,0,34183,2.67
59753,36,Hong Kong,Male,0,75239,6.40
24100,65,Qatar,Female,0,40548,3.67
68934,34,United Arab Emirates,Female,1,86329,8.30
36082,28,France,Male,0,52692,4.31
88624,60,Nepal,Female,0,102738,8.66
33078,58,India,Male,0,47730,3.60
98259,36,Hong Kong,Female,0,113785,9.43
12590,21,Georgia,Male,0,26525,2.22
58039,70,Ecuador,Female,1,74510,9.13
43961,38,Slovenia,Male,0,59919,4.41
57712,52,Jamaica,Female,0,73100,6.56
16785,38,Estonia,Female,0,32103,2.39
28025,46,Canada,Female,0,45499,3.48
87728,22,Ecuador,Female,0,103344,8.28
52860,25,Laos,Male,0,67448,5.29
