SchoolRank,Income,Tuition,SAT,GPA
94,18456.42235,13500,473,2.445976941
87,34689.16398,17000,554,3
93,20670.3029,14000,486,2.046064166
76,62165.27259,22500,685,2.892390039
1,248677.9543,60000,1593,1.323757725
10,226000.2036,55500,1479,2.94161854
78,58192.15537,21500,668,1.736819557
26,186278.916,47500,1290,4
95,16736.8639,13000,465,1.859242193
69,79522.57152,26000,771,2.085752327
42,145046.0159,39500,1091,1.851035086
24,192049.8651,48500,1316,2.997918481
60,100511.2778,30500,875,2.436487177
23,192794.2937,49000,1321,2.188680472
59,105362.6351,31000,896,2.63394086
99,6599.044258,11000,416,2.603662916
70,76026.06616,25500,755,3
38,157326.948,41500,1150,2.11649203
31,174256.5418,45000,1229,1.771471434
70,76589.3647,25500,757,2.50788111
35,164339.6983,43000,1180,4
18,206311.6473,51500,1386,1.224991279
2,244989.1417,59500,1574,2.601313095
70,77779.5168,25500,763,4
79,55267.65881,21000,651,2.33159167
87,36262.2437,17000,560,1.854019094
82,46626.99211,19500,610,3
57,109916.9795,32000,917,4
34,167160.171,43500,1196,2.275320492
69,78262.41671,26000,767,4
74,68975.32056,23500,718,2.814545208
34,166701.8527,43500,1195,1.246764597
4,241220.8018,58500,1555,3
65,89935.95095,28000,820,4
13,217961.0994,54000,1442,2.790187389
64,92116.39416,28500,833,2.210643187
49,129011.1727,36000,1009,1.682653799
46,136950.4308,37500,1049,1.781339465
17,208799.8862,52000,1399,1.85873596
35,164491.8887,43000,1183,2.949661434
59,104284.7849,31000,890,3
24,191542.0083,48500,1316,1.172099319
45,138011.9367,38000,1055,3
36,160608.6586,42500,1163,1.011512327
9,227757.4832,56000,1490,3
47,133473.9403,37000,1035,2.541263707
71,75378.50196,25000,750,1.671781587
64,91626.93881,28500,830,3
13,218567.9382,54000,1447,2.735116844
64,91283.87465,28500,829,1.660239489
70,77715.55865,25500,764,2.095846942
22,196344.9193,49500,1336,3
38,157327.9208,41500,1148,2.498516274
19,202736.096,51000,1369,1.205040576
13,219096.7177,54000,1449,1.529654089
59,103212.8005,31000,888,4
89,29905.0994,16000,530,3
3,243349.5956,59000,1564,2.033148747
14,215857.6796,53500,1434,4
79,55658.36133,21000,657,4
36,162406.2679,42500,1173,1.576781499
5,238337.5055,58000,1539,3
78,55881.22384,21500,658,2.784461284
87,35174.85276,17000,558,4
94,17661.8423,13500,469,2.191961954
68,82090.90324,26500,784,4
77,59381.48934,22000,675,2.606425947
76,63159.73701,22500,691,2.456243906
87,36422.96707,17000,561,3
61,99066.87433,30000,865,3
46,136096.7205,37500,1047,3
29,179626.7294,46000,1255,3
64,91230.98555,28500,828,4
36,161212.2396,42500,1165,4
47,134580.7416,37000,1039,2.461941718
97,10566.98909,12000,436,1.940976902
26,184967.7207,47500,1283,1.319059387
92,22706.38623,14500,494,2.772366261
50,127535.0191,35500,1006,3
10,226237.1867,55500,1481,3
3,243749.6265,59000,1566,1.904653174
2,245517.8221,59500,1576,4
63,93096.48138,29000,839,1.206167117
6,236010.1905,57500,1528,4
16,210130.2583,52500,1406,3
88,32333.22016,16500,544,3
67,84619.07588,27000,797,4
25,189120.7189,48000,1301,1.316876094
50,125246.3671,35500,994,3
35,163144.6788,43000,1175,3
60,101390.5429,30500,878,2.965879151
61,99756.1778,30000,871,1.878767501
81,50384.26045,20000,629,3
59,103871.5189,31000,887,2.496200086
42,146523.5631,39500,1095,2.844697957
29,178634.509,46000,1251,3
74,65858.10568,23500,707,2.734889556
62,96487.00141,29500,854,2.140353942
34,166479.44,43500,1192,2.497101074
67,84892.44596,27000,799,2.064443572
86,38373.90972,17500,571,3
22,196485.9608,49500,1337,3
97,10964.32465,12000,437,2.830914668
91,25544.99104,15000,507,3
70,78369.48124,25500,766,4
17,207874.9331,52000,1391,2.961242654
27,184347.472,47000,1278,1.313469299
65,90187.56077,28000,821,3
80,51589.13777,20500,638,2.683618565
16,211458.0066,52500,1411,1.477684956
3,242972.6196,59000,1565,2.337569119
77,60889.07819,22000,680,1.254790755
48,132646.2823,36500,1028,1.26124645
20,201514.1768,50500,1364,4
38,156857.0372,41500,1148,2.541860017
29,178448.9056,46000,1249,2.925560767
12,221885.9163,54500,1459,2.002223812
30,174820.3646,45500,1234,3
38,157619.0745,41500,1149,2.234436791
42,147140.5286,39500,1100,3
47,134089.1696,37000,1036,1.165512548
31,174580.5122,45000,1233,3
62,97710.05222,29500,861,3
73,69733.72453,24000,722,4
46,136457.216,37500,1046,4
49,127828.6566,36000,1007,2.124252399
48,131096.635,36500,1021,4
17,207684.705,52000,1394,2.12472438
96,12508.62017,12500,447,1.250864734
72,71857.73587,24500,736,4
67,85344.06889,27000,800,1.880150562
54,117309.6369,33500,954,3
94,18672.22767,13500,475,4
84,44213.47777,18500,598,4
41,149000.7059,40000,1109,3
86,37663.09623,17500,567,4
20,201700.8635,50500,1362,4
5,239440.0287,58000,1545,4
37,158153.8031,42000,1152,1.648158638
23,194111.4293,49000,1327,1.600341537
49,128120.7375,36000,1007,1.057231799
46,135794.3995,37500,1042,2.485134415
62,96472.28502,29500,855,1.253976709
80,52584.47666,20500,638,2.814480329
88,32180.52825,16500,541,3
62,96349.21129,29500,855,4
81,49548.22174,20000,627,3
46,136899.7248,37500,1051,3
54,116078.9591,33500,946,2.310471549
40,151233.1208,40500,1119,2.108916789
99,5478.726875,11000,413,4
14,215106.772,53500,1430,1.613169331
92,22428.92932,14500,492,1.739096316
96,13074.33067,12500,450,1.85597362
15,213734.8654,53000,1422,3
89,31001.33524,16000,536,4
49,130464.5799,36000,1016,3
77,60262.64371,22000,679,3
90,28013.22896,15500,522,3
84,42815.71368,18500,595,2.062579181
12,221763.8816,54500,1461,2.744975077
19,204053.5169,51000,1373,4
76,62994.68961,22500,693,2.537137871
16,211512.8975,52500,1410,4
17,208442.9187,52000,1397,4
44,142794.6511,38500,1078,2.450764156
1,248700.7494,60000,1592,2.642407199
63,93838.54387,29000,841,1.859743557
43,144434.2211,39000,1084,4
42,145580.4738,39500,1093,3
55,114249.7057,33000,941,1.371496218
71,74050.85723,25000,745,1.278250449
96,12867.66906,12500,448,1.276763621
75,64942.02362,23000,702,4
31,174263.361,45000,1231,1.54906679
99,5359.484027,11000,412,2.915043117
7,233901.0872,57000,1518,3
9,227608.2342,56000,1487,3
78,56669.15926,21500,662,1.928015248
76,61577.34375,22500,682,1.894946918
1,247910.491,60000,1589,2.690688876
72,71126.67368,24500,732,4
60,100689.3955,30500,875,3
69,80285.70653,26000,774,1.768603658
24,190147.8461,48500,1307,1.770951693
54,117919.6112,33500,955,4
19,202992.0175,51000,1372,3
53,118645.004,34000,962,3
2,246192.7177,59500,1581,3
82,48734.82648,19500,620,1.54894752
12,220439.7293,54500,1452,3
14,216212.9169,53500,1435,1.431882553
74,67176.64673,23500,712,2.512570236
46,137669.483,37500,1051,1.267203553
86,36642.47478,17500,563,3
89,30228.92499,16000,530,3
59,103367.2006,31000,889,4
11,223080.4782,55000,1468,3
93,19700.78927,14000,481,2.798307086
16,211162.5117,52500,1409,1.189924803
13,219153.9406,54000,1449,2.554702786
6,234732.1681,57500,1522,2.203739554
44,141099.0187,38500,1071,2.354589441
82,47204.8392,19500,614,3
87,35308.38994,17000,558,1.161728575
88,32808.68214,16500,545,3
45,138974.4909,38000,1060,1.744874582
94,17477.65808,13500,470,1.239187218
51,125458.5678,35000,993,4
21,198459.8646,50000,1347,1.961312371
83,45029.8696,19000,605,4
9,228663.5043,56000,1495,1.089000234
21,198671.6629,50000,1347,3
64,92111.55139,28500,833,1.561064089
68,82255.26836,26500,782,2.538319774
88,32091.68767,16500,539,1.008406631
12,220598.8833,54500,1454,1.427073864
56,112188.1036,32500,928,1.110149457
78,58375.11791,21500,667,2.269525726
82,47098.77889,19500,613,1.017180287
14,216062.2907,53500,1431,4
30,175721.3671,45500,1237,1.27732429
18,206057.4631,51500,1386,2.33508062
84,42098.21453,18500,591,2.843430261
96,12012.43328,12500,444,4
82,48448.77285,19500,620,4
36,162281.5644,42500,1172,2.211909475
84,40924.00358,18500,586,2.529256623
47,134106.5747,37000,1035,4
15,213704.6127,53000,1424,3
71,74590.83947,25000,749,3
36,162052.8593,42500,1171,3
88,32954.27799,16500,546,4
23,192150.3122,49000,1319,2.01055472
81,50651.22691,20000,631,4
86,36130.19807,17500,562,4
45,140016.0596,38000,1064,1.465003761
0,249558.454,60500,1597,4
61,98387.84125,30000,864,1.293354676
16,211838.8442,52500,1413,4
37,159105.6973,42000,1157,4
48,130318.2041,36500,1019,2.07176213
2,244548.9286,59500,1572,4
47,134877.5308,37000,1041,3
72,71653.36805,24500,731,3
59,105296.748,31000,894,1.47874665
35,163854.8856,43000,1178,2.178446893
36,162046.6844,42500,1170,1.455994544
36,160656.2649,42500,1162,4
53,120622.5216,34000,969,4
81,49962.5631,20000,626,3
67,85951.50084,27000,800,2.744632073
86,37151.06493,17500,567,4
83,45582.07215,19000,608,1.355176761
70,77863.41601,25500,764,2.541987619
88,32683.36363,16500,542,1.644407842
57,110364.0701,32000,920,1.596076384
49,129107.7599,36000,1012,3
58,106315.3389,31500,903,2.047158424
51,125015.9148,35000,993,4
13,218039.8075,54000,1441,3
1,247857.543,60000,1587,2.447562999
21,197187.0425,50000,1343,3
44,142068.8337,38500,1075,1.096339752
76,61039.29113,22500,683,3
21,198621.2045,50000,1347,4
61,98906.89898,30000,865,4
78,57252.13151,21500,665,4
10,226846.2107,55500,1483,4
16,212237.1588,52500,1414,1.139009795
50,126315.9121,35500,1000,4
73,69236.83412,24000,721,2.406029751
42,145267.6843,39500,1090,4
45,138896.6692,38000,1058,3
97,10392.79323,12000,438,3
93,19223.95851,14000,480,4
14,216097.6629,53500,1431,4
99,5278.938945,11000,413,3
11,222370.4561,55000,1463,1.6131194
49,129152.9636,36000,1010,4
1,247228.4499,60000,1585,4
46,136445.8588,37500,1049,2.847507777
19,204281.4443,51000,1376,2.398180714
40,150519.6449,40500,1117,4
75,64003.89181,23000,697,2.448380272
34,165848.0243,43500,1188,1.04735925
36,160240.9463,42500,1163,1.891655462
75,64973.15849,23000,701,3
29,178242.9536,46000,1248,4
33,168157.7926,44000,1203,4
1,247572.602,60000,1585,3
11,222783.3824,55000,1467,2.316199591
60,101367.856,30500,879,2.906031599
7,232989.1326,57000,1514,3
36,161517.0954,42500,1169,2.581559254
42,145893.0789,39500,1091,1.189701505
43,143301.6084,39000,1082,3
5,237285.0552,58000,1538,1.203829793
89,31701.70108,16000,537,4
40,152540.8397,40500,1125,2.450044482
76,63849.09553,22500,694,3
71,74304.20844,25000,748,4
30,174730.0056,45500,1235,1.638733063
20,200643.6528,50500,1356,1.843531896
26,187284.4972,47500,1292,2.301460324
70,77304.02783,25500,762,4
35,163241.6474,43000,1178,2.976705963
53,119796.1538,34000,964,2.979148872
75,64599.57652,23000,701,2.965626503
29,178196.9213,46000,1251,3
5,239079.6271,58000,1543,4
29,178869.8714,46000,1252,2.890685931
45,138929.2259,38000,1058,1.556550175
98,7274.015399,11500,420,2.110693111
16,210494.8993,52500,1408,1.883815063
98,9008.700084,11500,429,1.086996012
11,222302.5527,55000,1464,4
55,114880.4133,33000,944,1.783534904
66,86463.15835,27500,803,2.656686512
50,126105.8019,35500,996,2.932827881
14,216839.5345,53500,1435,1.694079901
5,238761.5169,58000,1544,4
15,213613.9812,53000,1419,3
33,168497.8551,44000,1201,3
2,244966.0818,59500,1575,2.67191589
27,184030.5941,47000,1279,4
44,142948.4748,38500,1077,3
20,200463.0917,50500,1358,4
43,142970.0341,39000,1079,1.27733978
84,40867.14561,18500,586,1.37095126
49,130294.3757,36000,1016,1.02273699
39,153357.9418,41000,1128,4
51,124906.582,35000,992,1.000831201
13,219265.3347,54000,1449,1.935945065
1,247031.9274,60000,1585,1.677231752
62,98188.63293,29500,862,4
64,91403.63251,28500,828,2.578323597
16,212577.2638,52500,1414,4
100,4344.171366,10500,405,1.859922758
20,201776.5655,50500,1365,4
52,121675.3136,34500,974,1.564643032
77,59421.87162,22000,675,4
25,188364.6672,48000,1298,4
96,12020.22117,12500,443,2.243446914
13,218332.1043,54000,1445,3
22,196099.858,49500,1336,4
94,19021.72694,13500,476,2.523305505
28,180871.5609,46500,1262,1.886186815
95,14430.12353,13000,456,1.861017589
46,136710.9351,37500,1050,3
33,168720.5549,44000,1203,2.646527533
31,174663.7192,45000,1232,2.649584928
94,16538.18151,13500,468,4
89,29687.24989,16000,530,2.308342072
34,167715.4549,43500,1197,4
9,226740.5251,56000,1487,4
8,230518.7605,56500,1502,1.592955608
83,44884.72728,19000,603,4
42,145404.855,39500,1091,4
38,156745.0931,41500,1146,4
56,113185.9006,32500,933,4
55,115531.7237,33000,945,4
59,104219.6669,31000,889,4
26,185678.1631,47500,1286,1.039751856
59,105413.0652,31000,896,1.419892484
8,230324.5865,56500,1501,3
26,185908.7371,47500,1285,2.980206883
37,158788.6758,42000,1157,2.641356992
19,202304.668,51000,1368,3
65,88807.31253,28000,817,3
21,198685.0587,50000,1351,3
96,11878.35584,12500,444,2.266164344
88,33417.85318,16500,548,2.406750774
84,42772.9484,18500,595,1.235260871
49,128404.9325,36000,1010,4
95,14349.56736,13000,456,2.95605206
18,205258.0393,51500,1382,4
4,240097.7445,58500,1551,2.07447772
44,140839.6046,38500,1069,2.504232451
98,7629.789586,11500,424,3
82,48286.38412,19500,618,4
4,241298.8019,58500,1555,4
92,21903.60711,14500,492,2.297729125
95,14865.37993,13000,458,2.975948301
87,34991.07835,17000,554,4
10,225684.252,55500,1480,4
63,95473.02484,29000,846,4
7,233299.8683,57000,1516,4
90,26799.01717,15500,517,3
85,40795.4809,18000,581,4
52,120792.853,34500,972,1.986554163
82,48571.57236,19500,620,1.00492594
72,71504.3028,24500,732,3
9,229106.797,56000,1496,2.064967244
82,47246.07641,19500,616,4
7,232984.9912,57000,1516,1.31005843
37,159799.2268,42000,1158,4
40,151259.9106,40500,1117,2.355390449
5,237926.8723,58000,1539,4
26,185935.88,47500,1285,3
1,248111.2828,60000,1586,4
74,68367.52439,23500,718,2.846776987
70,76535.02346,25500,757,3
34,165616.2941,43500,1190,2.167713619
33,169420.1503,44000,1206,2.298237164
72,73708.11932,24500,741,4
42,147211.3956,39500,1100,4
65,89176.37005,28000,820,3
48,131035.1635,36500,1022,2.988044993
38,156034.2075,41500,1144,1.045513504
61,99703.04677,30000,868,4
84,41412.61151,18500,588,2.263432573
1,249210.1672,60000,1593,1.180622382
21,198675.5018,50000,1347,4
80,52940.75708,20500,643,2.112814223
36,161764.7801,42500,1172,3
17,207332.8795,52000,1392,1.022204001
63,93295.05704,29000,840,4
19,203501.6468,51000,1372,1.772577368
18,206979.3128,51500,1389,1.796274864
57,110866.6236,32000,921,2.663642248
73,70413.9299,24000,729,1.929386678
30,177544.7786,45500,1246,1.656006678
52,122119.6033,34500,977,3
17,208732.4307,52000,1398,3
28,180422.0936,46500,1262,4
60,101369.4259,30500,877,4
26,185480.8488,47500,1287,2.491873385
42,145945.9664,39500,1092,2.491346922
67,85287.28567,27000,799,2.981114487
62,98092.27912,29500,862,2.4315317
17,207555.7886,52000,1394,4
53,119127.1058,34000,964,4
53,120030.6631,34000,968,3
12,220471.9982,54500,1452,1.214315068
39,153493.0016,41000,1128,1.776980272
57,108530.2635,32000,913,3
34,167678.5629,43500,1198,4
48,131070.7738,36500,1022,3
61,100493.1805,30000,872,2.241956188
12,219428.5811,54500,1450,2.878840152
51,124882.1141,35000,989,3
4,241743.5773,58500,1558,3
3,242902.794,59000,1564,4
84,41695.73814,18500,588,4
86,38507.8088,17500,574,1.668332228
3,241883.0796,59000,1559,4
98,6754.471685,11500,419,2.705140715
4,240966.8696,58500,1553,2.520706922
79,55595.93308,21000,656,2.488112497
3,242866.5565,59000,1563,3
51,124788.7335,35000,990,2.878441747
20,200187.7481,50500,1356,4
45,138560.04,38000,1056,1.927871277
21,199318.2056,50000,1353,4
86,35942.15823,17500,562,4
29,177762.4243,46000,1248,3
7,233191.8966,57000,1515,4
88,32728.46037,16500,544,4
99,6066.612009,11000,415,1.004031172
39,154253.929,41000,1132,2.236542061
19,202419.8089,51000,1367,1.170616821
13,217662.2575,54000,1443,1.14345795
1,248520.611,60000,1589,2.20543932
72,73853.78241,24500,742,2.59682278
34,167388.3291,43500,1196,3
69,79342.79833,26000,772,1.367795972
36,161967.7544,42500,1171,3
4,239960.3769,58500,1547,1.048511548
16,211542.3716,52500,1413,3
10,225511.977,55500,1477,4
44,141789.0204,38500,1075,1.139169856
41,149646.6711,40000,1110,3
86,37897.54448,17500,570,1.550314667
32,172172.709,44500,1220,3
95,15402.16146,13000,459,2.334063799
8,229398.9304,56500,1500,4
12,221838.1677,54500,1459,3
33,168025.2972,44000,1200,4
17,208793.2331,52000,1396,1.019375022
75,65140.27399,23000,700,2.094683743
39,153902.9206,41000,1133,3
50,126856.2811,35500,999,1.415293682
50,126235.1436,35500,998,4
26,186200.6247,47500,1288,2.79241721
74,66378.94273,23500,707,4
50,126192.8396,35500,999,4
46,136214.87,37500,1048,4
9,228189.5812,56000,1490,1.716205037
83,44353.29611,19000,602,4
89,30047.73691,16000,532,4
54,117010.0463,33500,955,1.203773584
59,104419.5206,31000,893,1.870252842
67,84036.21409,27000,795,1.739943487
55,113672.5088,33000,936,2.088958941
5,238741.4016,58000,1541,4
58,108164.4819,31500,909,1.224964276
96,12879.45465,12500,447,1.857944587
47,134260.0776,37000,1037,2.614830138
20,201337.0239,50500,1360,4
8,231279.8866,56500,1509,3
84,43450.86161,18500,595,2.500316958
85,39314.6482,18000,576,3
94,17108.15619,13500,469,1.657094409
18,205171.8364,51500,1381,1.784521202
0,250159.7134,60500,1598,3
0,250014.308,60500,1596,4
20,199742.3997,50500,1354,3
88,32669.07455,16500,542,4
84,42655.67369,18500,590,2.951322814
26,186258.6448,47500,1290,3
49,128594.9531,36000,1011,2.403050496
12,220886.3309,54500,1455,2.161284066
26,186384.2954,47500,1288,3
24,190893.7342,48500,1312,1.597268873
87,34322.03473,17000,553,3
26,187128.9712,47500,1293,2.5024922
20,201147.5018,50500,1361,3
68,82769.34527,26500,785,1.720654411
52,121879.2211,34500,974,4
14,216338.0698,53500,1435,4
2,245921.4356,59500,1576,3
70,76380.4686,25500,757,3
10,225263.0363,55500,1477,1.095795485
51,124805.0256,35000,991,4
48,131361.0192,36500,1024,3
83,44527.51936,19000,601,1.317014224
85,39379.53916,18000,577,1.297684696
50,125165.1377,35500,994,3
69,80487.07121,26000,775,4
9,227658.6929,56000,1488,3
56,112882.2509,32500,931,1.537380837
87,34922.67579,17000,557,1.79385013
65,88916.62632,28000,816,1.35710817
92,22227.60424,14500,491,2.403990488
89,31494.39228,16000,536,2.948627962
66,86670.39869,27500,804,4
29,177587.5667,46000,1247,1.531168376
62,97189.13728,29500,857,1.809958024
51,124139.2364,35000,985,2.456285023
47,134497.5203,37000,1037,3
89,30476.14216,16000,535,2.851551073
93,21050.65002,14000,486,4
22,195806.0736,49500,1334,1.888900326
28,182428.4181,46500,1268,4
37,159761.3697,42000,1160,3
93,20671.59404,14000,484,1.889848441
38,155823.8613,41500,1140,3
62,96267.02421,29500,850,1.782541258
52,122388.5373,34500,978,2.243160999
56,110885.3638,32500,923,1.86818125
11,224361.2073,55000,1473,4
47,134518.6949,37000,1039,3
99,5847.35255,11000,414,2.611423284
78,58193.17821,21500,667,3
96,13348.83345,12500,449,3
2,246508.3826,59500,1579,1.452572703
70,76895.41284,25500,756,4
16,211970.6663,52500,1414,3
87,36048.34317,17000,559,2.428593692
84,44110.9669,18500,598,3
73,70134.80502,24000,725,3
80,52491.12441,20500,639,4
11,223657.457,55000,1469,3
39,153557.6619,41000,1131,2.785250381
59,103565.9386,31000,888,1.640470862
86,36331.70707,17500,563,1.846603197
61,99841.96972,30000,868,1.311603429
2,244877.2274,59500,1573,2.018207585
11,223347.7279,55000,1467,3
11,223125.7074,55000,1467,2.156227671
87,34504.10333,17000,553,1.726515628
6,235512.1444,57500,1527,3
63,95192.16219,29000,847,1.163895159
62,96305.62769,29500,851,1.639928942
13,217232.9019,54000,1439,3
9,229385.1265,56000,1496,1.707959264
100,4183.17664,10500,404,3
59,104966.7539,31000,893,3
9,229109.2394,56000,1497,2.620009525
65,90564.68529,28000,825,2.976169865
93,21014.45838,14000,485,2.020820778
77,61146.98605,22000,681,3
8,230704.0552,56500,1504,1.175594326
30,174960.5676,45500,1234,3
75,65721.92281,23000,703,4
26,185121.6611,47500,1284,1.815509328
2,244523.7873,59500,1572,4
27,184810.2031,47000,1281,1.550763694
76,60992.15364,22500,683,2.307290516
86,38780.15894,17500,572,4
54,115974.3338,33500,947,1.884161529
95,15324.94229,13000,458,4
15,214045.46,53000,1424,3
4,240033.7234,58500,1551,1.498936127
16,211269.7368,52500,1409,4
71,75172.51398,25000,748,1.842196081
38,157272.1095,41500,1148,2.714172052
36,160661.7554,42500,1163,2.044272048
5,237479.9487,58000,1537,2.078844117
40,153226.9773,40500,1126,1.261404471
88,33963.79023,16500,550,2.070490033
18,207350.5194,51500,1390,3
79,56036.22643,21000,656,1.568236786
4,240173.3239,58500,1549,2.629713858
48,130832.9403,36500,1021,1.443858965
62,95494.72997,29500,850,4
45,137749.8289,38000,1055,3
66,88121.20449,27500,814,4
12,219969.0358,54500,1451,2.33015328
9,229350.3158,56000,1496,1.319189538
62,98275.72155,29500,860,1.605487878
89,30240.16032,16000,534,2.069870808
6,234723.637,57500,1522,3
77,59760.20409,22000,674,1.532890438
95,15386.35947,13000,461,3
12,220376.1851,54500,1455,4
6,236265.5971,57500,1531,1.454839794
86,36961.93015,17500,564,1.67552769
12,221406.6095,54500,1458,2.013119096
10,227047.2573,55500,1486,2.039012441
43,143878.9579,39000,1082,2.15570495
10,227184.2677,55500,1485,2.661487457
9,229121.9648,56000,1497,2.840322465
88,31288.2711,16500,539,4
65,90037.961,28000,822,4
28,180018.7417,46500,1260,3
37,159467.3257,42000,1160,2.217149987
16,212086.6534,52500,1413,2.56478257
25,189368.7901,48000,1303,1.172462918
4,240258.9901,58500,1552,1.167966912
85,40544.8301,18000,580,3
46,137303.4304,37500,1053,3
100,4382.661489,10500,405,4
12,220571.7664,54500,1453,3
4,242029.5977,58500,1557,1.322445835
59,103763.9392,31000,887,2.108328472
42,147074.6528,39500,1099,4
65,89075.19672,28000,817,2.574304885
33,168539.5251,44000,1202,4
92,23347.03541,14500,499,4
63,95160.35175,29000,848,1.546539039
56,111004.4026,32500,926,4
36,162234.7076,42500,1173,1.009780571
98,8947.830489,11500,429,1.409285768
85,41078.77957,18000,585,3
29,178112.9064,46000,1248,1.01708716
92,21771.94337,14500,492,1.857578524
38,155058.4977,41500,1138,1.236631173
25,189582.9082,48000,1303,2.610420323
65,89901.54811,28000,823,2.342208125
0,249446.5159,60500,1596,4
67,85471.6854,27000,798,4
16,211212.6292,52500,1409,1.879779688
37,158598.0898,42000,1155,4
92,22377.56159,14500,496,2.372274096
74,67099.78849,23500,712,4
50,125235.0077,35500,995,1.222031445
66,87600.6731,27500,811,1.993334967
50,126242.0924,35500,997,1.300580531
13,217058.4428,54000,1440,4
89,29772.18686,16000,530,4
60,101416.8559,30500,879,4
74,66467.71878,23500,709,4
59,105406.7763,31000,895,4
25,187861.9754,48000,1297,4
100,3045.797818,10500,401,3
81,49949.31305,20000,627,2.522897784
16,210534.1718,52500,1408,2.712747359
65,89491.67002,28000,818,1.995043475
18,205118.3346,51500,1380,4
66,86985.41319,27500,809,2.836975328
26,185403.3121,47500,1286,4
53,119266.5708,34000,964,2.199746248
46,137479.1677,37500,1051,2.487805283
19,203821.1261,51000,1375,4
53,117799.3773,34000,959,3
69,79777.25847,26000,773,4
47,135419.4104,37000,1041,2.839787704
24,190302.7767,48500,1308,1.7355227
76,61161.90211,22500,682,4
84,42188.68061,18500,588,4
77,60526.44673,22000,681,1.158250421
14,214928.6918,53500,1427,1.584684033
39,153695.3691,41000,1129,1.448668932
90,28440.76982,15500,524,1.489292593
12,221436.4919,54500,1460,2.100456201
10,225916.4003,55500,1481,2.034403254
4,240878.7755,58500,1554,1.8706477
21,198682.1768,50000,1349,4
40,151774.5576,40500,1123,1.25002877
85,41082.50738,18000,585,2.638200778
59,104226.3643,31000,890,4
53,119690.5492,34000,968,1.440917612
8,229173.6531,56500,1498,1.289985759
49,129246.618,36000,1010,2.127175986
31,173724.631,45000,1230,4
43,144783.3007,39000,1088,4
18,207286.3607,51500,1389,2.765922685
15,212719.4012,53000,1415,3
9,228481.6741,56000,1491,3
74,66212.66671,23500,708,4
42,145480.8114,39500,1093,3
10,225522.3071,55500,1478,3
60,100744.101,30500,875,4
1,247847.3341,60000,1588,3
84,42266.86727,18500,589,3
68,82042.33413,26500,781,1.448085498
95,15942.31889,13000,463,4
1,247472.0921,60000,1586,3
97,11408.50387,12000,441,3
43,143963.7431,39000,1085,4
91,24711.9538,15000,505,3
67,83374.78979,27000,791,2.942659464
25,188200.5876,48000,1298,3
51,124934.8187,35000,990,3
81,48972.3306,20000,624,2.369040856
97,9013.447015,12000,431,3
9,228093.9933,56000,1490,3
45,138967.1255,38000,1059,1.017225922
78,58172.39743,21500,668,4
49,130098.1108,36000,1017,1.979007072
58,106554.6117,31500,902,2.843357623
27,183734.9762,47000,1276,3
53,118867.296,34000,963,2.279766932
46,135887.8015,37500,1044,2.868761822
75,65062.11929,23000,703,1.504508346
17,208372.1921,52000,1395,4
17,207368.3525,52000,1393,4
35,162693.9364,43000,1175,2.916256293
23,193227.1243,49000,1322,3
22,195497.5625,49500,1332,2.067756456
53,120025.1897,34000,969,1.590013435
53,120383.261,34000,969,4
94,18096.98579,13500,475,4
8,231085.1461,56500,1508,3
14,215853.5229,53500,1430,1.746797835
30,176149.6766,45500,1240,2.963948903
93,19250.3142,14000,480,3
86,35965.04123,17500,562,1.579351038
66,86749.26358,27500,806,2.004908514
38,155319.9442,41500,1139,2.286489487
18,205714.4305,51500,1383,1.417721923
22,196524.8199,49500,1340,3
83,43880.80796,19000,599,2.229141184
75,64817.08012,23000,701,3
86,37524.22676,17500,569,4
51,124938.6435,35000,993,3
3,242733.037,59000,1564,1.892540184
10,226055.5048,55500,1482,4
32,171909.663,44500,1219,4
10,226763.0504,55500,1486,4
22,196248.7633,49500,1335,2.775277396
50,126329.6653,35500,997,3
67,85570.78653,27000,799,4
93,21233.68681,14000,487,4
15,213493.5745,53000,1420,3
28,181010.5621,46500,1262,1.198766462
17,209303.3369,52000,1399,1.66800015
65,89959.99834,28000,821,1.743701396
77,60289.98103,22000,676,1.714506562
75,63782.41016,23000,695,1.34142865
46,136748.3577,37500,1048,3
50,126307.0582,35500,997,4
51,124977.7177,35000,991,4
33,168186.1639,44000,1199,2.563623596
84,42397.66666,18500,590,1.793832059
77,60092.34153,22000,675,1.278289538
40,150412.4577,40500,1116,2.009951545
93,19360.26396,14000,479,4
62,96463.94672,29500,855,3
78,56613.94176,21500,658,3
35,163109.1187,43000,1178,1.214889141
75,64610.01809,23000,701,1.044591101
91,24653.98449,15000,504,4
3,242802.3682,59000,1563,2.578288112
90,27306.13748,15500,520,3
52,122279.8329,34500,976,1.75766729
12,221855.7521,54500,1460,1.053472143
34,166358.0117,43500,1191,4
34,166847.8024,43500,1195,2.994358875
84,42027.47683,18500,588,4
81,49737.72699,20000,626,1.811377977
1,247774.9545,60000,1585,3
35,163842.8416,43000,1180,4
2,245783.0946,59500,1576,3
59,104030.698,31000,891,1.07381329
27,183697.9564,47000,1278,4
60,102885.1879,30500,883,1.934932552
86,38063.32038,17500,570,3
55,113048.5382,33000,935,1.453222921
5,238558.98,58000,1542,1.461316977
40,151374.2854,40500,1117,1.946916155
14,215544.4872,53500,1431,3
59,104618.3296,31000,895,3
89,29614.43661,16000,527,3
