"IDN","COUNTRY","HAPPINESS"
16282,"Dominican Republic",2.33
61906,"Armenia",6.74
32336,"Greece",3.42
15892,"Togo",2.47
77259,"Bosnia and Herzegovina",7.59
53877,"Malawi",5.67
16085,"Lebanon",2.63
29952,"Tajikistan",3.35
60311,"Spain",6.46
12246,"Ethiopia",2.53
47169,"Ireland",5.4
11011,"Nigeria",2.24
49715,"Jordan",5.49
34857,"New Zealand",5.86
82099,"Germany",8.65
54815,"Cameroon",7.08
64695,"Slovakia",6.33
72753,"Cameroon",7.52
74604,"Libya",7.28
31463,"Austria",4.49
73522,"Portugal",7.72
98050,"Madagascar",9.35
71491,"Niger",7.34
76897,"Laos",7.28
39937,"Myanmar",4.66
64259,"Argentina",6.63
11939,"Kazakhstan",2.43
30611,"Mexico",3.49
52528,"Morocco",5.24
98629,"Swaziland",9.42
86659,"Latvia",8.62
64551,"Armenia",6.74
88993,"Armenia",8.67
46233,"Sri Lanka",5.47
59890,"Germany",6.7
19440,"Argentina",7.66
24251,"Luxembourg",4.7
26246,"Slovenia",3.24
76347,"Mexico",7.66
63541,"Central African Republic",6.23
18110,"Romania",2.7
73011,"Jamaica",7.66
49271,"El Salvador",5.72
41428,"Hungary",4.59
74886,"Finland",7.52
11472,"Chile",2.64
87821,"Vietnam",8.59
26346,"Bahrain",3.33
67639,"Australia",7.53
40832,"Trinidad and Tobago",4.64
42391,"Kuwait",5.28
39911,"Japan",4.51
77856,"Sierra Leone",7.63
18380,"Ireland",8.61
24789,"Bangladesh",3.6
43784,"Ghana",4.51
50447,"Uruguay",5.61
23620,"Vietnam",3.53
14612,"Oman",5.43
73944,"Singapore",9.73
20938,"Paraguay",3.4
62917,"Bolivia",4.11
58641,"Slovakia",6.49
52325,"Tajikistan",5.74
58868,"Libya",6.6
10108,"Lithuania",2.2
57489,"Japan",6.5
14357,"New Zealand",7.54
89573,"Greece",8.74
84683,"Sierra Leone",8.59
44876,"Malta",5.66
21169,"Mozambique",7.78
61328,"Morocco",6.22
51782,"Kyrgyzstan",5.49
28948,"Hong Kong",3.7
76012,"Bangladesh",7.39
18217,"Serbia",2.29
74474,"Vietnam",7.71
30973,"Kosovo",3.58
76200,"Pakistan",7.53
83060,"Paraguay",8.49
90739,"Mali",8.56
66608,"Lithuania",2.41
25110,"Iran",3.34
45928,"Senegal",4.35
88335,"Kyrgyzstan",8.28
65665,"Togo",6.67
40492,"Singapore",4.7
64055,"Iraq",6.51
69385,"Cyprus",7.47
46662,"Yemen",5.46
59769,"Ghana",7.57
61260,"Angola",6.35
68517,"Russia",6.41
10804,"Paraguay",2.5
67870,"Portugal",6.31
41734,"Uzbekistan",4.48
89713,"Canada",8.67
12325,"Uruguay",2.62
87288,"El Salvador",8.3
34620,"Panama",4.59
54995,"Slovenia",5.57
85706,"New Zealand",2.95
82825,"Algeria",8.47
67326,"Armenia",6.67
33515,"India",4.35
56723,"Senegal",5.65
57216,"Uruguay",6.41
15338,"Bahrain",2.39
72265,"United States",4.68
28716,"Lesotho",3.13
39559,"Armenia",4.41
68097,"Malta",7.24
56602,"New Zealand",6.25
69196,"Peru",7.48
98109,"Japan",9.34
58241,"Singapore",6.5
97049,"Qatar",9.57
11250,"Laos",2.19
86171,"Kenya",8.41
75821,"Oman",3.23
14440,"United Kingdom",2.28
16542,"Malaysia",2.37
35919,"Togo",4.56
62497,"South Africa",6.58
21753,"Myanmar",3.3
63477,"Senegal",6.42
12954,"United States",2.38
98977,"Morocco",9.25
36066,"Kosovo",4.29
97000,"Ukraine",8.27
69366,"Congo-Kinshasa",6.53
21914,"Panama",3.25
42469,"Estonia",4.71
90996,"Estonia",8.55
10604,"Bangladesh",7.19
37362,"Zimbabwe",4.3
57572,"Russia",7.29
53299,"Turkey",5.54
12552,"Malawi",2.37
38772,"South Korea",4.62
15480,"Ecuador",2.6
59585,"Romania",6.73
41025,"Myanmar",4.43
14759,"Tajikistan",2.7
31622,"Lithuania",3.51
88917,"Portugal",8.76
82736,"Denmark",8.7
73899,"India",7.29
33076,"Poland",4.25
66557,"Senegal",6.49
98744,"Zimbabwe",9.57
47683,"Trinidad and Tobago",5.52
17298,"North Cyprus",2.49
74594,"New Zealand",7.39
75493,"Russia",7.6
79768,"Burkina Faso",7.55
91132,"Angola",8.69
56303,"Chad",5.38
53955,"Zimbabwe",5.31
48253,"Zimbabwe",5.44
95826,"New Zealand",9.44
65840,"Ukraine",6.68
85653,"El Salvador",8.7
76251,"Macedonia",7.64
28838,"Venezuela",3.2
64293,"Somaliland region",6.71
55249,"Central African Republic",5.68
73282,"Uruguay",7.43
14070,"Haiti",2.31
21968,"Somaliland region",9.48
75720,"Palestinian Territories",7.51
43384,"Mauritania",4.26
95241,"Trinidad and Tobago",9.51
35892,"Hungary",4.53
62302,"Egypt",6.56
45479,"Haiti",4.48
38830,"United States",4.39
92814,"Hong Kong",9.29
82952,"South Korea",8.31
28614,"Hungary",3.59
67285,"Austria",7.59
89461,"Switzerland",8.28
45266,"Canada",5.59
16810,"Moldova",7.4
77944,"Ireland",7.29
41182,"Bangladesh",4.37
63501,"Russia",6.56
62262,"Mozambique",6.69
10549,"Bahrain",4.22
52305,"Venezuela",5.6
81640,"Latvia",8.37
61363,"Ukraine",6.57
40407,"Yemen",4.47
87567,"Qatar",8.59
23858,"Switzerland",3.54
90062,"Estonia",8.67
97227,"India",9.33
59625,"Canada",6.6
64925,"Honduras",6.66
69187,"Angola",7.23
24777,"Kuwait",3.31
20633,"Guinea",2.5
64284,"India",6.44
77637,"Italy",7.68
66622,"Jamaica",6.39
77977,"Montenegro",7.32
14561,"Costa Rica",9.79
77238,"Estonia",6.74
80274,"Jamaica",7.64
11322,"Niger",2.35
47708,"Nepal",5.7
41489,"Hong Kong",4.71
69310,"Croatia",7.57
14280,"Palestinian Territories",2.42
16024,"South Korea",2.26
92699,"Cyprus",9.53
39191,"Morocco",4.65
54264,"New Zealand",5.59
65580,"Ukraine",6.47
10617,"Suriname",2.68
29539,"Bulgaria",3.47
49430,"Armenia",5.6
91646,"North Cyprus",2.99
25409,"Guatemala",3.36
13984,"Kenya",2.46
14424,"Serbia",2.64
47025,"United Arab Emirates",5.42
36593,"Zimbabwe",4.22
96280,"Iceland",9.73
85760,"South Korea",8.46
20935,"Thailand",4.12
66350,"Mozambique",6.67
61091,"Brazil",6.56
56726,"Kazakhstan",6.37
11091,"Togo",1.27
10979,"Belarus",2.37
79766,"Algeria",7.3
63217,"Argentina",6.34
51042,"Netherlands",5.37
33316,"Bolivia",4.42
74771,"Qatar",7.46
64083,"Burundi",6.36
49450,"Latvia",4.61
80275,"Madagascar",7.46
51559,"Macedonia",5.68
46719,"Bosnia and Herzegovina",5.74
53459,"Burundi",5.45
51181,"Chile",5.67
55045,"Algeria",5.58
28123,"Czech Republic",3.53
19945,"Burundi",2.69
49088,"Colombia",9.54
21609,"Panama",3.7
99504,"Albania",9.76
31315,"Sweden",7.83
12162,"Moldova",3.97
33691,"Iran",4.29
45362,"Cameroon",4.55
90699,"Morocco",8.44
54583,"Malawi",5.59
58007,"United Kingdom",6.4
90868,"Somaliland region",8.3
63467,"Croatia",6.38
33666,"Iceland",4.68
18257,"Jordan",2.4
46842,"Bosnia and Herzegovina",7.17
67779,"Palestinian Territories",6.45
37879,"Somaliland region",4.37
35385,"Zambia",8.88
92822,"Uzbekistan",9.74
52098,"Denmark",5.74
99217,"Jamaica",9.35
62625,"Spain",6.39
70828,"Trinidad and Tobago",7.61
50219,"Malaysia",5.52
96382,"Ukraine",9.57
89027,"Armenia",8.36
71041,"Zambia",7.4
46196,"Spain",5.27
92253,"Madagascar",8.69
71523,"Zimbabwe",7.33
35128,"Canada",4.21
31851,"Tajikistan",3.46
57380,"Turkmenistan",6.28
75614,"Georgia",7.35
76155,"Sweden",7.35
86833,"Austria",8.69
92304,"Guinea",8.54
36739,"Germany",4.35
77209,"Mali",7.7
91382,"Ghana",8.74
48530,"Hong Kong",7.07
91268,"Kazakhstan",8.56
46088,"Qatar",5.33
31051,"South Korea",3.59
29044,"Tunisia",3.48
80746,"Laos",7.54
67705,"Ukraine",9.28
86931,"Chad",8.29
40228,"Austria",4.66
54779,"Sri Lanka",5.26
20844,"India",2.23
65108,"Hong Kong",6.25
30812,"Benin",3.65
67966,"Madagascar",6.49
48949,"Liberia",5.39
30952,"Mali",3.4
81431,"Nicaragua",8.71
37000,"Montenegro",4.21
14246,"Austria",2.63
51062,"New Zealand",5.73
44165,"Paraguay",4.32
86084,"Tajikistan",8.4
50702,"Trinidad and Tobago",3.83
16649,"Saudi Arabia",2.42
19808,"Paraguay",2.54
31561,"Saudi Arabia",3.43
83510,"Argentina",8.45
55939,"Madagascar",5.38
85433,"Zimbabwe",8.75
47490,"Dominican Republic",5.27
57008,"Finland",6.27
24378,"Haiti",3.34
61433,"Moldova",6.27
55262,"United Arab Emirates",6.89
40060,"Colombia",4.68
36146,"Switzerland",8.89
26937,"United States",3.28
80639,"Colombia",2.01
81818,"New Zealand",7.95
30262,"Moldova",3.32
26022,"Angola",3.68
97599,"Malawi",9.37
49734,"Kenya",5.52
59783,"Czech Republic",6.57
86789,"Turkmenistan",8.61
39856,"South Korea",8.06
94852,"Georgia",9.74
89085,"Switzerland",8.57
90643,"Mali",8.26
35770,"Finland",4.48
41118,"Guatemala",5.44
99655,"Georgia",9.74
33427,"Afghanistan",3.7
38867,"Armenia",4.58
88802,"Australia",2.37
42178,"Nicaragua",4.72
83582,"Argentina",8.63
55249,"Portugal",5.68
98754,"New Zealand",9.31
12811,"Lithuania",2.45
41622,"Slovenia",2.53
34232,"Algeria",4.73
36257,"Iraq",4.52
74175,"Libya",7.28
74410,"Nigeria",7.4
61698,"Burkina Faso",6.64
35074,"Sierra Leone",4.53
32516,"Afghanistan",3.3
28596,"Serbia",3.57
51338,"Algeria",5.73
40480,"Algeria",4.22
33212,"Bosnia and Herzegovina",3.59
94634,"North Cyprus",9.63
71001,"United Kingdom",7.57
94073,"Haiti",9.66
27094,"Egypt",3.51
45703,"Syria",4.57
98002,"Laos",9.65
15261,"Ghana",2.51
11841,"Burundi",2.61
32778,"Mozambique",3.72
66468,"Indonesia",6.35
81508,"Germany",8.36
10608,"Hungary",2.52
54496,"Serbia",5.33
89818,"Macedonia",8.27
11949,"Uzbekistan",2.56
28425,"Qatar",3.68
13332,"Central African Republic",2.66
97230,"United States",9.68
37634,"Belarus",4.6
87807,"Hong Kong",8.41
70047,"Luxembourg",7.63
22818,"South Africa",3.62
37310,"Hungary",4.64
10681,"Japan",2.3
68441,"Djibouti",6.45
62640,"Nicaragua",6.48
29791,"Sierra Leone",3.4
44263,"Sri Lanka",4.28
51349,"Bangladesh",5.27
45869,"Greece",8.66
36991,"Jamaica",4.43
14274,"Czech Republic",2.39
98347,"Libya",9.37
89845,"Bulgaria",8.76
11209,"Netherlands",2.59
87391,"Switzerland",8.65
72058,"Germany",7.43
51179,"Egypt",5.54
74946,"Luxembourg",7.46
96987,"Niger",9.64
22896,"Malta",3.23
54475,"Kosovo",5.74
39092,"Bahrain",4.58
10095,"United Kingdom",2.61
11953,"Denmark",2.38
18196,"Nepal",2.46
43957,"Swaziland",4.22
31708,"Norway",2.94
30054,"Djibouti",3.6
85575,"Malta",8.44
44247,"Afghanistan",4.48
21378,"Myanmar",2.64
59988,"Mauritius",6.24
42740,"Slovakia",3.61
97042,"Japan",9.77
76566,"Georgia",7.49
95216,"Palestinian Territories",9.25
92178,"India",8.52
72367,"Panama",7.52
32936,"Iraq",3.51
47841,"Niger",5.26
50943,"Ethiopia",5.67
16135,"Thailand",2.5
92112,"Poland",8.55
20473,"Nepal",2.29
69391,"Guatemala",7.33
19832,"Chad",2.23
60652,"Trinidad and Tobago",5.23
64997,"Chad",6.35
93165,"Romania",8.55
19010,"Jordan",2.46
91125,"Portugal",8.72
59422,"Jordan",6.65
37309,"Bangladesh",4.71
76675,"Palestinian Territories",7.65
61585,"Bulgaria",6.65
83543,"United States",8.72
77141,"Belgium",2.08
84664,"Portugal",8.75
39081,"France",4.59
66032,"Italy",6.68
47805,"Mozambique",5.6
39497,"Comoros",4.43
75623,"Costa Rica",7.74
72161,"Kyrgyzstan",7.37
82932,"Iran",8.5
70869,"Kosovo",7.51
28479,"Nicaragua",3.54
86446,"Tunisia",8.57
67912,"Iceland",7.55
87022,"Kenya",8.28
13578,"Taiwan",2.33
32412,"Serbia",3.34
89945,"Palestinian Territories",8.7
34529,"Mozambique",4.24
80174,"Kyrgyzstan",7.71
92647,"Norway",9.65
10470,"Latvia",2.45
78616,"Serbia",7.32
16920,"Sudan",2.26
25830,"Malta",3.6
67014,"Estonia",6.36
23868,"Kuwait",2.25
57695,"Egypt",5.73
49965,"Thailand",5.47
20602,"Australia",3.28
83997,"Madagascar",8.74
23620,"Sri Lanka",3.22
39258,"Egypt",4.7
85422,"Netherlands",8.59
18105,"Iceland",5.21
21867,"Belgium",3.5
38776,"Afghanistan",4.49
61355,"Estonia",6.35
64107,"Bolivia",8.63
36296,"Italy",4.55
24751,"Mauritania",3.71
23238,"Taiwan",3.56
95583,"Gabon",9.63
44292,"Comoros",4.35
39656,"Czech Republic",4.27
57940,"Lebanon",6.38
23381,"Ireland",3.25
24440,"Iraq",6.85
64116,"Armenia",6.65
87324,"Gabon",8.36
85836,"Tunisia",8.5
22467,"Iran",3.36
96371,"Belgium",5.7
60909,"Rwand2a4",6.73
24895,"Israel",3.34
49534,"Luxembourg",5.22
80796,"Zambia",7.63
66278,"Rwand2a4",6.58
37505,"Germany",4.51
48619,"Slovenia",5.35
81208,"Chad",7.44
84085,"Guinea",8.57
10108,"Turkmenistan",2.34
13568,"Syria",2.49
44156,"Croatia",4.21
57888,"Sudan",6.26
10979,"Slovakia",2.25
68884,"Tajikistan",6.28
31565,"Turkey",3.67
58780,"Kazakhstan",6.61
96666,"Malawi",9.4
60427,"Kosovo",9.43
81008,"Burundi",7.38
90944,"Paraguay",8.72
23238,"Panama",7.66
52328,"Nepal",3.6
15449,"Moldova",2.46
44044,"Zambia",4.66
15366,"Portugal",2.57
24764,"Slovakia",3.38
80357,"Latvia",7.56
28431,"El Salvador",4
95183,"Armenia",9.43
21640,"Malawi",2.25
75260,"Germany",7.59
67499,"Luxembourg",6.38
14911,"Palestinian Territories",1.95
49448,"Bolivia",5.63
99249,"Ireland",9.66
86232,"Tunisia",8.76
62023,"Tunisia",8.31
27591,"Togo",3.49
10343,"South Korea",3.25
50480,"Kenya",5.66
46261,"Sweden",5.64
56033,"Lithuania",5.4
46299,"Djibouti",5.28
22636,"Peru",3.27
62814,"Tunisia",6.52
77861,"Spain",7.64
83910,"Macedonia",8.48
89393,"Finland",8.63
33103,"North Cyprus",4.29
13507,"Colombia",2.54
34335,"Argentina",4.72
20467,"Yemen",2.48
61400,"Greece",6.61
13380,"Congo-Kinshasa",2.61
72993,"Sudan",7.32
73890,"Portugal",7.6
35479,"New Zealand",4.48
15047,"Slovenia",2.66
28815,"Bangladesh",3.3
37490,"Honduras",4.43
65442,"Ireland",6.32
86962,"Norway",8.29
76729,"Myanmar",7.73
70252,"Jordan",7.47
40353,"Vietnam",4.37
57283,"Malawi",5.53
46073,"Burkina Faso",5.47
66476,"Senegal",6.23
26738,"Hungary",3.5
13527,"Belarus",2.38
18029,"Chile",2.55
40200,"Netherlands",4.68
31254,"Iraq",3.61
55705,"Algeria",5.35
54422,"Panama",5.7
50587,"Bahrain",5.72
48698,"Croatia",5.5
72346,"Tanzania",7.74
25463,"Germany",3.53
68305,"Sweden",7.7
36412,"Lesotho",4.42
13072,"Chile",5.42
88150,"Sierra Leone",8.74
76796,"Albania",7.64
43927,"Congo-Kinshasa",4.25
62352,"Zambia",6.44
99981,"Latvia",9.44
75765,"Haiti",7.52
56185,"South Korea",6.35
61187,"Congo-Brazzaville",6.59
10973,"Netherlands",2.33
38795,"India",4.24
75489,"Uganda",7.61
37005,"China",4.31
33317,"Angola",7.99
27640,"Mauritius",3.29
80268,"Guinea",7.6
86401,"Singapore",8.29
42100,"Ghana",4.38
81228,"Egypt",7.29
75249,"Belarus",7.83
74680,"Slovakia",7.28
75223,"Chile",5.35
45397,"Turkey",5.31
18670,"Senegal",2.34
34256,"Georgia",4.35
55623,"Niger",5.6
75318,"Honduras",7.63
28502,"Kazakhstan",3.36
32994,"Paraguay",4.65
90980,"Austria",9.52
25129,"Congo-Kinshasa",3.71
19371,"Panama",3.66
70203,"Lebanon",7.65
49407,"Sri Lanka",5.42
45026,"Nicaragua",5.49
49988,"Ukraine",5.65
23478,"Congo-Kinshasa",3.37
52933,"Togo",5.39
31268,"Serbia",3.39
66130,"Sierra Leone",6.43
47509,"Mexico",5.74
34759,"Haiti",8.58
43785,"Venezuela",7.77
72631,"Italy",4.52
87329,"Spain",8.67
17806,"North Cyprus",2.23
84832,"Togo",8.72
16689,"Saudi Arabia",2.33
22968,"Chad",3.3
61070,"Ireland",6.25
11884,"Bahrain",2.34
57987,"Bolivia",6.45
67902,"China",3.13
29840,"Jamaica",3.37
17280,"United Kingdom",2.52
74239,"Ecuador",7.27
84185,"Venezuela",8.73
55619,"Brazil",6.45
78487,"Burkina Faso",7.75
27752,"Croatia",3.28
53120,"Poland",5.52
64387,"Central African Republic",6.67
20009,"Venezuela",3.36
27572,"Singapore",3.54
31778,"Nepal",3.6
37237,"Djibouti",4.38
45788,"Belgium",5.52
78685,"Austria",7.73
14096,"Slovakia",6.69
99832,"Switzerland",9.42
25363,"Turkey",3.25
62227,"Central African Republic",6.57
11970,"Liberia",2.56
35712,"Czech Republic",4.22
86144,"Greece",8.64
45522,"Mauritius",5.39
35951,"Niger",4.67
67484,"Burkina Faso",6.22
50119,"Portugal",5.46
95545,"Yemen",9.53
71567,"Yemen",7.31
49800,"Russia",5.65
76440,"Afghanistan",7.35
66970,"Sweden",5.43
28173,"Syria",3.38
57859,"Nepal",5.49
57750,"Bahrain",6.37
56309,"Ecuador",6.51
93890,"Nicaragua",9.33
84633,"Japan",7.65
89444,"Poland",8.75
25955,"Mongolia",3.24
84712,"Mauritius",8.25
63358,"Jordan",6.5
65367,"Kyrgyzstan",6.58
25678,"Kazakhstan",3.7
46202,"Sudan",5.27
70780,"Pakistan",7.53
29354,"United States",3.64
38707,"Comoros",4.61
37873,"Iraq",4.61
91824,"Denmark",9.52
67208,"Libya",6.74
78934,"Guinea",7.74
99483,"Portugal",9.5
80826,"United Kingdom",8.47
94975,"Myanmar",9.71
26128,"Comoros",3.59
77199,"Germany",7.36
91949,"Burundi",8.36
13639,"India",2.39
78998,"Paraguay",7.42
62395,"Congo-Kinshasa",6.56
28021,"Egypt",3.23
93133,"Switzerland",9.26
82230,"Burundi",7.24
88668,"Comoros",8.69
53614,"Angola",5.74
87376,"Armenia",8.51
49139,"Sri Lanka",5.33
48556,"Denmark",5.43
16419,"North Cyprus",2.61
94908,"Niger",9.64
80343,"Uganda",7.41
24513,"Slovakia",3.47
69691,"Paraguay",7.4
41230,"Rwand2a4",4.57
73912,"Jordan",7.39
24320,"Bahrain",3.58
27989,"Tajikistan",3.51
87402,"Kosovo",8.36
60479,"Gabon",6.5
46516,"Vietnam",3.42
41208,"Tajikistan",4.52
28346,"Uganda",3.21
94730,"Egypt",9.62
95280,"Singapore",9.46
74771,"Comoros",7.33
50897,"Chad",5.53
28919,"Hungary",3.44
25240,"Chad",3.68
30039,"France",8.62
68503,"Mexico",7.53
62503,"Malta",6.63
36254,"Uzbekistan",4.67
51273,"Spain",5.87
69215,"Bulgaria",6.38
91229,"Russia",8.74
89074,"South Africa",8.63
16269,"Zimbabwe",2.62
97513,"Yemen",9.4
25170,"Mauritania",3.62
61426,"Portugal",6.34
82266,"Austria",8.57
28099,"Congo-Kinshasa",3.3
18065,"Czech Republic",2.36
77151,"Somaliland region",7.59
64946,"Philippines",6.39
22532,"Mauritius",3.36
58238,"Austria",6.28
13597,"Italy",2.38
18404,"Gabon",2.54
10499,"Turkey",2.34
10704,"Ecuador",2.23
36729,"France",4.34
78715,"Haiti",7.64
27684,"Peru",4.94
61431,"Yemen",6.46
44747,"Uganda",4.43
42440,"Swaziland",4.65
52670,"Uruguay",5.38
21712,"Congo-Kinshasa",3.64
62585,"Central African Republic",6.29
98356,"Finland",5.84
79287,"Lesotho",7.61
78143,"Afghanistan",7.6
20839,"Senegal",2.33
86903,"Nepal",8.45
16667,"Guatemala",2.27
12985,"Jamaica",2.29
85723,"Morocco",8.63
95880,"China",9.58
67121,"Djibouti",6.7
52439,"Uganda",5.52
43477,"Georgia",4.3
62827,"Poland",6.6
32982,"Chile",4.35
72512,"Bangladesh",7.59
81764,"Cyprus",4.74
51761,"Bangladesh",5.47
16385,"Azerbaijan",2.19
69034,"Pakistan",7.53
77750,"Malaysia",7.74
95786,"Algeria",9.27
97063,"Zambia",9.7
75226,"United Arab Emirates",7.69
77747,"Tanzania",7.75
63457,"Bangladesh",6.42
50354,"Liberia",5.32
94090,"Denmark",3.88
89964,"Jordan",8.37
50228,"Dominican Republic",5.27
62634,"Rwand2a4",6.48
77810,"Estonia",7.5
43397,"Ghana",4.64
85399,"Iraq",8.24
76263,"Swaziland",7.31
81781,"Venezuela",1.93
77554,"Morocco",7.57
88113,"Congo-Kinshasa",8.24
72399,"Ecuador",7.52
75665,"Botswana",7.68
48598,"Kuwait",5.7
96920,"Ghana",2.89
46491,"Iceland",1.93
44833,"Australia",9.53
53921,"Belarus",5.73
52164,"Bahrain",5.41
89754,"Germany",8.62
12110,"Montenegro",2.71
49283,"Honduras",5.4
26987,"United States",3.26
47451,"Tanzania",5.35
47871,"Benin",5.48
92882,"Benin",8.67
50419,"Comoros",5.43
47791,"France",5.98
83959,"Laos",7.29
52326,"Luxembourg",9.17
22129,"Afghanistan",2.24
66681,"Panama",6.58
31259,"Egypt",3.62
34501,"Turkey",4.28
92934,"Saudi Arabia",9.41
96842,"Haiti",9.44
43497,"Germany",4.49
25724,"Ecuador",3.66
19158,"Argentina",2.42
45102,"Austria",5.36
91150,"Australia",9.26
94419,"Canada",9.31
58351,"Palestinian Territories",6.74
39113,"Swaziland",4.44
24273,"Kazakhstan",3.62
88999,"Nepal",8.44
28567,"Ecuador",6.23
16715,"Malawi",2.46
27766,"Malaysia",3.34
12942,"Sweden",2.27
34780,"Austria",4.58
34435,"Niger",4.59
82793,"Myanmar",8.64
22128,"Madagascar",2.56
64536,"Guatemala",6.47
50487,"Germany",5.39
80535,"Burkina Faso",7.32
30300,"Rwand2a4",3.39
70601,"Congo-Brazzaville",7.32
21743,"Montenegro",3.47
56372,"Uganda",5.33
42093,"Peru",4.34
17481,"Australia",2.69
50135,"Vietnam",5.74
34711,"Egypt",4.33
26394,"Lebanon",3.34
44504,"Croatia",4.34
54741,"Iraq",5.48
27037,"Liberia",3.56
37871,"Bosnia and Herzegovina",4.25
93737,"Bahrain",9.38
84535,"Mexico",6.53
75539,"Uruguay",7.42
62997,"El Salvador",6.66
78735,"Macedonia",7.38
38221,"Malta",4.46
85313,"Australia",8.29
45918,"Germany",8.48
20261,"Hong Kong",2.63
86628,"Norway",8.55
33471,"Saudi Arabia",4.63
42417,"Slovenia",4.47
66302,"Macedonia",6.66
27434,"Singapore",3.62
20076,"Malawi",7.99
27203,"Bosnia and Herzegovina",3.48
91418,"Algeria",8.47
22375,"Thailand",3.3
26748,"Macedonia",3.48
39378,"Burkina Faso",4.49
20852,"Tunisia",8.49
11890,"Macedonia",2.51
35107,"North Cyprus",4.59
63264,"Lithuania",6.23
14268,"Switzerland",2.33
97304,"Ethiopia",9.52
47059,"Nepal",5.25
59820,"Lebanon",6.35
23938,"Poland",3.71
74663,"Hong Kong",7.5
22428,"Brazil",3.71
26816,"Lesotho",3.24
54975,"Chad",5.6
10356,"Congo-Brazzaville",2.7
77888,"Mauritania",7.26
28058,"Afghanistan",3.49
19522,"Switzerland",3.51
28676,"Panama",3.48
26851,"Cameroon",3.67
47282,"Kuwait",5.66
52038,"Kosovo",5.36
46351,"Congo-Kinshasa",5.25
19573,"Sudan",2.42
53253,"Ethiopia",5.42
62025,"Denmark",6.29
41092,"Kenya",4.34
29921,"Laos",3.32
34577,"Sri Lanka",4.67
80488,"Hong Kong",7.26
90321,"Venezuela",8.65
89264,"Colombia",8.27
60211,"Rwand2a4",6.26
14437,"Sri Lanka",2.4
98101,"Belgium",9.77
35955,"Sudan",4.28
75169,"Jamaica",7.61
56300,"Gabon",5.27
85629,"South Africa",8.74
22563,"South Korea",3.35
18301,"Sudan",2.59
58628,"Laos",6.47
41092,"Armenia",4.57
31543,"Belarus",3.22
43276,"Nepal",4.58
83623,"Italy",8.26
73237,"Ukraine",7.47
89224,"Thailand",8.58
90078,"Mauritania",8.45
15157,"Syria",2.3
68165,"Taiwan",8.42
69294,"Djibouti",6.64
16015,"Taiwan",7.26
82072,"Slovakia",8.29
71241,"Uzbekistan",7.56
66639,"Cambodia",6.65
79885,"Algeria",7.12
11827,"New Zealand",2.46
22810,"Morocco",6.37
35500,"Uzbekistan",7.99
48536,"Norway",5.7
93760,"Djibouti",9.33
85723,"Algeria",8.72
22871,"Angola",3.66
44737,"Nicaragua",5.65
12276,"Nepal",2.53
43914,"Malta",4.29
90337,"Israel",8.42
12081,"Spain",2.33
44652,"Switzerland",5.46
85890,"Syria",8.69
38971,"Tunisia",4.7
51891,"Kyrgyzstan",5.42
76988,"Syria",7.33
81283,"Haiti",7.52
66930,"Ecuador",6.51
72835,"France",7.6
83334,"Thailand",2.61
42845,"Sweden",5.41
14328,"South Africa",2.22
54339,"Hungary",5.55
87812,"Mexico",8.28
81906,"Egypt",8.36
95517,"Slovakia",9.43
26931,"Oman",3.21
39090,"Moldova",4.28
55706,"Ghana",5.58
96285,"Costa Rica",9.69
61986,"United States",6.61
20944,"Trinidad and Tobago",3.59
77932,"Kuwait",7.3
44533,"Tanzania",4.52
66681,"Bahrain",6.53
78732,"Albania",7.24
33996,"Slovenia",4.24
28593,"Australia",3.29
45802,"Kosovo",5.54
74293,"Uzbekistan",7.75
84869,"Niger",8.44
99396,"Montenegro",9.63
94593,"Chile",9.67
17546,"Uzbekistan",2.34
87690,"Kosovo",8.34
95016,"Austria",5.37
85316,"Nigeria",8.31
29710,"Sudan",3.28
95957,"Nicaragua",9.35
39150,"Morocco",4.58
78586,"Canada",2.49
88839,"Tanzania",8.67
64324,"Uganda",6.45
80081,"Sierra Leone",7.46
45521,"Serbia",5.72
78802,"Kyrgyzstan",7.64
15536,"Lebanon",7.11
89355,"Japan",8.47
18877,"Uganda",2.53
85403,"Somaliland region",8.58
74621,"Nigeria",7.25
96285,"Panama",9.38
52291,"Myanmar",5.49
32980,"Syria",3.57
42956,"Haiti",4.5
91017,"Niger",8.7
89933,"Nepal",8.41
17474,"Liberia",2.29
64048,"Myanmar",6.74
88933,"Libya",8.33
37712,"Trinidad and Tobago",4.61
82365,"Cameroon",8.4
99581,"Bahrain",4.86
86652,"Turkey",8.45
20472,"Kuwait",2.11
71126,"Yemen",7.54
48376,"Trinidad and Tobago",5.73
23700,"Bolivia",3.6
20206,"New Zealand",3.67
26560,"Tajikistan",3.25
96020,"Togo",9.58
62449,"Ethiopia",6.55
55952,"Kyrgyzstan",5.47
46625,"Indonesia",5.53
83200,"Ireland",5.47
92107,"Burundi",8.58
52073,"Senegal",5.53
95344,"Suriname",9.64
97090,"Vietnam",9.61
66029,"Sierra Leone",6.47
66148,"Bulgaria",6.49
45632,"Mozambique",5.55
29074,"Russia",8.98
99691,"Qatar",9.4
97059,"Jordan",9.73
53076,"Malaysia",5.59
69604,"Norway",7.34
19046,"Italy",2.25
26827,"Bangladesh",3.44
78134,"New Zealand",7.25
10975,"Honduras",2.67
26190,"Algeria",3.51
23432,"Cambodia",3.45
62934,"Djibouti",6.7
