AGE,STATUS,EDUCATION,YEARS,PROFESSION,NATIVE
26,Private,HS-grad,9,Adm-clerical,United-States
26,State-gov,Bachelors,13,Prof-specialty,United-States
26,Private,Some-college,10,Sales,United-States
26,Private,HS-grad,9,Craft-repair,United-States
26,Private,Bachelors,13,Sales,United-States
26,Private,HS-grad,9,Priv-house-serv,Mexico
26,Private,Bachelors,13,Prof-specialty,United-States
26,Private,Some-college,10,Protective-serv,United-States
26,Private,Assoc-acdm,12,Exec-managerial,United-States
26,Private,Some-college,10,Adm-clerical,United-States
26,Private,Some-college,10,Adm-clerical,United-States
26,Private,10th,6,Handlers-cleaners,United-States
26,Private,HS-grad,9,Exec-managerial,United-States
26,Private,Bachelors,13,Tech-support,United-States
26,Local-gov,Masters,14,Prof-specialty,United-States
26,Private,HS-grad,9,Machine-op-inspct,United-States
26,Self-emp-not-inc,Assoc-voc,11,Farming-fishing,United-States
26,Private,Some-college,10,Sales,United-States
26,Private,Bachelors,13,Exec-managerial,United-States
26,Private,10th,6,Adm-clerical,United-States
26,Self-emp-not-inc,Some-college,10,Prof-specialty,United-States
26,Private,Preschool,1,Machine-op-inspct,Mexico
26,Private,7th-8th,4,Machine-op-inspct,United-States
26,Private,Some-college,10,Other-service,Nicaragua
26,Private,Some-college,10,Machine-op-inspct,United-States
26,Private,Some-college,10,Craft-repair,United-States
26,Local-gov,Bachelors,13,Prof-specialty,United-States
26,Self-emp-not-inc,10th,6,Prof-specialty,United-States
26,Private,Bachelors,13,Craft-repair,United-States
26,Private,10th,6,Adm-clerical,United-States
26,Private,Bachelors,13,Craft-repair,United-States
26,Private,HS-grad,9,Sales,United-States
26,Private,Assoc-voc,11,Handlers-cleaners,United-States
26,Private,Bachelors,13,Prof-specialty,United-States
26,Private,Bachelors,13,Sales,United-States
26,Private,Assoc-acdm,12,Prof-specialty,United-States
26,Private,HS-grad,9,Tech-support,United-States
26,Private,HS-grad,9,Protective-serv,United-States
26,Private,12th,8,Transport-moving,United-States
26,Private,HS-grad,9,Machine-op-inspct,United-States
26,Federal-gov,Bachelors,13,Tech-support,United-States
26,Private,Bachelors,13,Transport-moving,United-States
26,Private,Some-college,10,Exec-managerial,United-States
26,Private,Some-college,10,Handlers-cleaners,United-States
26,Private,HS-grad,9,Adm-clerical,United-States
26,Private,Some-college,10,Handlers-cleaners,United-States
26,State-gov,Some-college,10,Protective-serv,United-States
26,Private,11th,7,Transport-moving,United-States
26,Private,Some-college,10,Adm-clerical,United-States
26,Private,HS-grad,9,Adm-clerical,United-States
26,Private,HS-grad,9,Transport-moving,United-States
26,State-gov,11th,7,Other-service,United-States
26,Federal-gov,Masters,14,Prof-specialty,United-States
26,Private,Some-college,10,Prof-specialty,El-Salvador
26,Private,Some-college,10,Adm-clerical,United-States
26,Self-emp-not-inc,Prof-school,15,Prof-specialty,United-States
26,Private,HS-grad,9,Transport-moving,United-States
26,Private,Some-college,10,Adm-clerical,United-States
26,Local-gov,Bachelors,13,Adm-clerical,United-States
26,Private,HS-grad,9,Other-service,NA
26,Private,Some-college,10,Sales,United-States
26,Private,Bachelors,13,Sales,United-States
26,State-gov,Assoc-acdm,12,Adm-clerical,United-States
26,Private,HS-grad,9,Adm-clerical,United-States
26,Private,HS-grad,9,Machine-op-inspct,United-States
26,Private,HS-grad,9,Other-service,United-States
26,Private,HS-grad,9,Machine-op-inspct,United-States
26,Private,Some-college,10,Adm-clerical,United-States
26,Private,Bachelors,13,Prof-specialty,NA
26,Private,11th,7,Other-service,United-States
26,Private,HS-grad,9,Adm-clerical,United-States
26,Private,Masters,14,Exec-managerial,United-States
26,Private,HS-grad,9,Other-service,United-States
26,Private,Bachelors,13,Other-service,United-States
26,Private,Bachelors,13,Sales,South
26,Self-emp-not-inc,Some-college,10,Prof-specialty,Mexico
26,Private,Bachelors,13,Other-service,United-States
26,Private,HS-grad,9,Exec-managerial,United-States
26,Local-gov,HS-grad,9,Adm-clerical,United-States
26,Private,Bachelors,13,Prof-specialty,United-States
26,Private,HS-grad,9,Craft-repair,United-States
26,Private,Some-college,10,Sales,United-States
26,Private,Assoc-acdm,12,Tech-support,United-States
26,Private,Assoc-voc,11,Craft-repair,United-States
26,Federal-gov,HS-grad,9,Adm-clerical,United-States
26,Local-gov,Bachelors,13,Prof-specialty,United-States
26,Private,HS-grad,9,Tech-support,NA
26,State-gov,Assoc-voc,11,Exec-managerial,United-States
26,Private,HS-grad,9,Sales,United-States
26,Private,Some-college,10,Exec-managerial,United-States
26,Private,11th,7,Adm-clerical,United-States
26,Private,Some-college,10,Craft-repair,Puerto-Rico
26,Private,HS-grad,9,Adm-clerical,United-States
26,Private,Bachelors,13,Prof-specialty,United-States
26,Private,Some-college,10,Handlers-cleaners,Philippines
26,Private,Bachelors,13,Handlers-cleaners,United-States
26,Self-emp-inc,HS-grad,9,Exec-managerial,United-States
26,Private,Some-college,10,Other-service,United-States
26,Private,HS-grad,9,Other-service,United-States
26,Private,5th-6th,3,Transport-moving,Columbia
26,Private,HS-grad,9,Machine-op-inspct,United-States
26,Private,Bachelors,13,Exec-managerial,United-States
26,Private,Some-college,10,Exec-managerial,United-States
26,Private,Bachelors,13,Prof-specialty,United-States
26,Private,Masters,14,Exec-managerial,United-States
26,Private,HS-grad,9,Craft-repair,United-States
26,Private,HS-grad,9,Machine-op-inspct,United-States
26,Private,Masters,14,Exec-managerial,United-States
26,Private,Assoc-voc,11,Sales,United-States
26,Private,Some-college,10,Transport-moving,United-States
26,NA,Bachelors,13,NA,United-States
26,Private,Assoc-acdm,12,Sales,United-States
26,Private,Bachelors,13,Exec-managerial,United-States
26,Private,Bachelors,13,Sales,United-States
26,Private,Some-college,10,Adm-clerical,United-States
26,NA,Some-college,10,NA,United-States
26,Private,HS-grad,9,Machine-op-inspct,United-States
26,Private,HS-grad,9,Handlers-cleaners,United-States
26,Local-gov,Bachelors,13,Prof-specialty,United-States
26,Private,HS-grad,9,Craft-repair,United-States
26,Self-emp-inc,HS-grad,9,Sales,Honduras
26,Private,Bachelors,13,Adm-clerical,United-States
26,Private,Some-college,10,Adm-clerical,United-States
26,Private,Bachelors,13,Adm-clerical,United-States
26,Private,12th,8,Handlers-cleaners,United-States
26,Self-emp-inc,Bachelors,13,Adm-clerical,United-States
26,Private,Masters,14,Exec-managerial,United-States
26,Private,Assoc-voc,11,Sales,United-States
26,Private,HS-grad,9,Farming-fishing,United-States
26,Private,Some-college,10,Sales,United-States
26,Private,HS-grad,9,Machine-op-inspct,United-States
26,Private,Some-college,10,Prof-specialty,United-States
26,Private,HS-grad,9,Sales,United-States
26,Private,Bachelors,13,Adm-clerical,United-States
26,Private,HS-grad,9,Handlers-cleaners,United-States
26,Private,Masters,14,Prof-specialty,United-States
26,Private,HS-grad,9,Adm-clerical,NA
26,Private,Bachelors,13,Prof-specialty,United-States
26,NA,HS-grad,9,NA,United-States
26,Private,HS-grad,9,Sales,United-States
26,Private,Some-college,10,Sales,NA
26,Private,HS-grad,9,Exec-managerial,Mexico
26,Private,Assoc-acdm,12,Machine-op-inspct,United-States
26,Local-gov,Some-college,10,Prof-specialty,United-States
26,Private,HS-grad,9,Craft-repair,United-States
26,Private,Assoc-acdm,12,Prof-specialty,United-States
26,Private,Assoc-voc,11,Adm-clerical,United-States
26,Private,7th-8th,4,Handlers-cleaners,Guatemala
26,Local-gov,Masters,14,Prof-specialty,United-States
26,Private,Some-college,10,Craft-repair,United-States
26,Private,HS-grad,9,Exec-managerial,United-States
26,Private,Assoc-acdm,12,Prof-specialty,United-States
26,Private,Bachelors,13,Exec-managerial,NA
26,Private,HS-grad,9,Prof-specialty,United-States
26,Local-gov,HS-grad,9,Protective-serv,United-States
26,Private,HS-grad,9,Machine-op-inspct,United-States
26,Private,HS-grad,9,Exec-managerial,United-States
26,Self-emp-not-inc,Assoc-voc,11,Other-service,United-States
26,Private,Some-college,10,Exec-managerial,United-States
26,Private,5th-6th,3,Transport-moving,NA
26,Private,HS-grad,9,Other-service,Mexico
26,Private,Bachelors,13,Sales,South
26,NA,Bachelors,13,NA,United-States
26,State-gov,Masters,14,Prof-specialty,United-States
26,Private,Some-college,10,Transport-moving,United-States
26,Self-emp-not-inc,HS-grad,9,Exec-managerial,Outlying-US(Guam-USVI-etc)
26,Federal-gov,Some-college,10,Adm-clerical,United-States
26,Private,10th,6,Handlers-cleaners,United-States
26,Private,HS-grad,9,Prof-specialty,United-States
26,Private,Some-college,10,Adm-clerical,United-States
26,Federal-gov,HS-grad,9,Adm-clerical,United-States
26,Private,Assoc-voc,11,Craft-repair,United-States
26,Private,Masters,14,Other-service,United-States
26,Private,Bachelors,13,Tech-support,United-States
26,Private,HS-grad,9,Transport-moving,United-States
26,Private,Bachelors,13,Prof-specialty,NA
26,Private,Assoc-voc,11,Other-service,United-States
26,Private,Assoc-voc,11,Other-service,United-States
26,Private,Assoc-voc,11,Other-service,United-States
26,Private,Bachelors,13,Sales,NA
26,Private,HS-grad,9,Craft-repair,United-States
26,Private,HS-grad,9,Machine-op-inspct,United-States
26,Private,Bachelors,13,Exec-managerial,United-States
26,Private,Bachelors,13,Sales,United-States
26,Self-emp-not-inc,Some-college,10,Sales,United-States
26,Local-gov,Bachelors,13,Protective-serv,United-States
26,Private,HS-grad,9,Craft-repair,Mexico
26,Federal-gov,HS-grad,9,Adm-clerical,United-States
26,Local-gov,HS-grad,9,Other-service,United-States
26,Private,HS-grad,9,Craft-repair,United-States
26,Private,HS-grad,9,Handlers-cleaners,United-States
26,Private,Some-college,10,Machine-op-inspct,United-States
26,State-gov,Masters,14,Prof-specialty,United-States
26,State-gov,Bachelors,13,Prof-specialty,United-States
26,Private,Bachelors,13,Prof-specialty,Philippines
26,Private,HS-grad,9,Machine-op-inspct,United-States
26,NA,Bachelors,13,NA,United-States
26,Private,Assoc-voc,11,Craft-repair,United-States
26,Private,Assoc-acdm,12,Craft-repair,United-States
26,Private,Some-college,10,Adm-clerical,United-States
26,Private,Bachelors,13,Exec-managerial,United-States
26,Local-gov,Bachelors,13,Prof-specialty,United-States
26,NA,Bachelors,13,NA,United-States
26,Private,Some-college,10,Other-service,United-States
26,Private,Bachelors,13,Exec-managerial,United-States
26,Private,Some-college,10,Other-service,United-States
26,Private,11th,7,Other-service,United-States
26,Local-gov,Bachelors,13,Prof-specialty,United-States
26,Private,11th,7,Craft-repair,United-States
26,State-gov,HS-grad,9,Protective-serv,United-States
26,NA,Bachelors,13,NA,United-States
26,Private,HS-grad,9,Other-service,United-States
26,Private,HS-grad,9,Sales,United-States
26,Private,Bachelors,13,Prof-specialty,United-States
26,Private,Some-college,10,Machine-op-inspct,United-States
26,Private,HS-grad,9,Craft-repair,United-States
26,Private,9th,5,Craft-repair,United-States
26,Private,Assoc-acdm,12,Sales,United-States
26,Private,Some-college,10,Prof-specialty,United-States
26,Private,HS-grad,9,Sales,United-States
26,Private,Some-college,10,Prof-specialty,United-States
26,NA,10th,6,NA,United-States
26,Private,HS-grad,9,Machine-op-inspct,United-States
26,Private,Bachelors,13,Craft-repair,United-States
26,Private,HS-grad,9,Tech-support,United-States
26,Private,Some-college,10,Adm-clerical,United-States
26,Private,HS-grad,9,Handlers-cleaners,United-States
26,Federal-gov,Bachelors,13,Tech-support,United-States
26,Private,Some-college,10,Other-service,United-States
26,Private,HS-grad,9,Adm-clerical,United-States
26,Private,Bachelors,13,Exec-managerial,United-States
26,Self-emp-not-inc,HS-grad,9,Exec-managerial,United-States
26,Private,Some-college,10,Transport-moving,United-States
26,Private,Bachelors,13,Adm-clerical,United-States
26,Private,HS-grad,9,Craft-repair,United-States
26,Private,Some-college,10,Priv-house-serv,Hungary
26,Private,Assoc-voc,11,Prof-specialty,United-States
26,Private,Some-college,10,Craft-repair,United-States
26,Private,Some-college,10,Craft-repair,United-States
26,NA,11th,7,NA,United-States
26,Private,HS-grad,9,Other-service,United-States
26,Private,Some-college,10,Sales,NA
26,Self-emp-not-inc,Bachelors,13,Exec-managerial,United-States
26,Private,Bachelors,13,Craft-repair,Mexico
26,Private,HS-grad,9,Sales,United-States
26,Local-gov,Bachelors,13,Prof-specialty,United-States
26,Private,HS-grad,9,Adm-clerical,United-States
26,Private,Bachelors,13,Prof-specialty,United-States
26,State-gov,Assoc-acdm,12,Adm-clerical,United-States
26,Private,HS-grad,9,Craft-repair,United-States
26,Private,Bachelors,13,Transport-moving,United-States
26,Private,Some-college,10,Adm-clerical,Mexico
26,Private,Bachelors,13,Adm-clerical,United-States
26,Private,HS-grad,9,Handlers-cleaners,United-States
26,Private,Bachelors,13,Other-service,United-States
26,Private,Bachelors,13,Tech-support,United-States
26,Private,HS-grad,9,Farming-fishing,United-States
26,Private,Some-college,10,Adm-clerical,United-States
26,Private,Bachelors,13,Other-service,United-States
26,Private,Bachelors,13,Adm-clerical,United-States
26,Private,HS-grad,9,Craft-repair,United-States
26,Private,HS-grad,9,Craft-repair,United-States
26,Private,Bachelors,13,Sales,United-States
26,Private,Bachelors,13,Exec-managerial,United-States
26,Private,Some-college,10,Machine-op-inspct,United-States
26,Private,Bachelors,13,Adm-clerical,United-States
26,Private,Prof-school,15,Prof-specialty,United-States
26,Private,Some-college,10,Machine-op-inspct,Philippines
26,Private,Bachelors,13,Prof-specialty,United-States
26,Self-emp-not-inc,HS-grad,9,Craft-repair,United-States
26,Private,Bachelors,13,Prof-specialty,United-States
26,Private,HS-grad,9,Craft-repair,United-States
26,Private,10th,6,Handlers-cleaners,United-States
26,Local-gov,Bachelors,13,Tech-support,United-States
26,Private,Some-college,10,Adm-clerical,Philippines
26,Private,HS-grad,9,Adm-clerical,United-States
26,Local-gov,Bachelors,13,Prof-specialty,United-States
26,Local-gov,Bachelors,13,Prof-specialty,United-States
26,Local-gov,HS-grad,9,Handlers-cleaners,United-States
26,Private,Bachelors,13,Exec-managerial,South
26,Private,Some-college,10,Sales,United-States
26,Private,Some-college,10,Sales,United-States
26,Private,HS-grad,9,Adm-clerical,Jamaica
26,Private,Bachelors,13,Sales,United-States
26,Private,HS-grad,9,Sales,United-States
26,Private,9th,5,Craft-repair,United-States
26,Private,Some-college,10,Sales,United-States
26,Private,Bachelors,13,Prof-specialty,United-States
26,Private,Some-college,10,Prof-specialty,United-States
26,Private,HS-grad,9,Machine-op-inspct,United-States
26,State-gov,Some-college,10,Exec-managerial,United-States
26,Private,Some-college,10,Exec-managerial,United-States
26,Private,HS-grad,9,Transport-moving,United-States
26,Local-gov,Bachelors,13,Prof-specialty,England
26,Private,12th,8,Craft-repair,Mexico
26,Private,Some-college,10,Sales,United-States
26,Private,Bachelors,13,Exec-managerial,United-States
26,Private,Bachelors,13,Sales,United-States
26,Private,HS-grad,9,Adm-clerical,United-States
26,Private,Some-college,10,Adm-clerical,United-States
26,Private,Some-college,10,Handlers-cleaners,United-States
26,Private,Bachelors,13,Sales,United-States
26,Private,Some-college,10,Transport-moving,United-States
26,Local-gov,Bachelors,13,Protective-serv,United-States
26,Private,11th,7,Exec-managerial,United-States
26,Private,Masters,14,Prof-specialty,United-States
26,Private,Bachelors,13,Other-service,United-States
26,Private,Some-college,10,Handlers-cleaners,United-States
26,Private,Bachelors,13,Transport-moving,United-States
26,Private,Some-college,10,Adm-clerical,United-States
26,Private,HS-grad,9,Sales,United-States
26,Self-emp-not-inc,HS-grad,9,Prof-specialty,United-States
26,Private,Bachelors,13,Machine-op-inspct,United-States
26,Private,HS-grad,9,Craft-repair,Poland
26,Self-emp-inc,HS-grad,9,Sales,United-States
26,Private,Bachelors,13,Other-service,United-States
26,Private,HS-grad,9,Exec-managerial,United-States
26,Private,HS-grad,9,Craft-repair,United-States
26,Private,11th,7,Craft-repair,United-States
26,Private,Some-college,10,Adm-clerical,United-States
26,Private,Some-college,10,Craft-repair,United-States
26,Private,HS-grad,9,Transport-moving,United-States
26,Private,HS-grad,9,Adm-clerical,United-States
26,Private,Some-college,10,Adm-clerical,United-States
26,Private,Bachelors,13,Prof-specialty,United-States
26,Private,Some-college,10,Other-service,United-States
26,Private,Some-college,10,Transport-moving,United-States
26,Private,Some-college,10,Sales,United-States
26,Private,Bachelors,13,Prof-specialty,United-States
26,Private,HS-grad,9,Sales,United-States
26,Federal-gov,HS-grad,9,Adm-clerical,United-States
26,Private,Assoc-voc,11,Prof-specialty,United-States
26,Self-emp-not-inc,Some-college,10,Craft-repair,United-States
26,Self-emp-not-inc,Bachelors,13,Sales,United-States
26,Local-gov,Bachelors,13,Prof-specialty,United-States
26,Private,HS-grad,9,Handlers-cleaners,United-States
26,Private,HS-grad,9,Sales,United-States
26,Private,HS-grad,9,Transport-moving,United-States
26,Private,HS-grad,9,Adm-clerical,United-States
26,Private,Some-college,10,Adm-clerical,United-States
26,Private,5th-6th,3,Farming-fishing,Mexico
26,Private,Bachelors,13,Sales,United-States
26,Private,HS-grad,9,Craft-repair,United-States
26,Private,Some-college,10,Adm-clerical,United-States
26,Private,Bachelors,13,Prof-specialty,United-States
26,Private,HS-grad,9,Transport-moving,United-States
26,Private,Bachelors,13,Adm-clerical,United-States
26,Private,Assoc-voc,11,Craft-repair,United-States
26,Private,HS-grad,9,Adm-clerical,United-States
26,Private,Bachelors,13,Adm-clerical,United-States
26,Private,HS-grad,9,Craft-repair,United-States
26,Private,10th,6,Craft-repair,United-States
26,Private,Some-college,10,Adm-clerical,United-States
26,Private,Some-college,10,Other-service,United-States
26,Private,11th,7,Other-service,United-States
26,Private,HS-grad,9,Craft-repair,United-States
26,Private,5th-6th,3,Craft-repair,Mexico
26,Private,Masters,14,Prof-specialty,United-States
26,Private,Bachelors,13,Adm-clerical,United-States
26,Private,HS-grad,9,Machine-op-inspct,United-States
26,Private,Bachelors,13,Exec-managerial,United-States
26,Private,Bachelors,13,Other-service,United-States
26,Private,HS-grad,9,Machine-op-inspct,United-States
26,Private,Bachelors,13,Adm-clerical,United-States
26,Self-emp-not-inc,10th,6,Farming-fishing,United-States
26,Private,11th,7,Adm-clerical,United-States
26,State-gov,Some-college,10,Protective-serv,United-States
26,NA,10th,6,NA,Puerto-Rico
26,Private,HS-grad,9,Machine-op-inspct,United-States
26,Local-gov,Bachelors,13,Prof-specialty,United-States
26,Private,HS-grad,9,Sales,United-States
26,Private,12th,8,Priv-house-serv,Dominican-Republic
26,Private,HS-grad,9,Transport-moving,United-States
26,Private,Some-college,10,Sales,United-States
26,Private,Bachelors,13,Sales,United-States
26,Private,HS-grad,9,Transport-moving,United-States
26,Local-gov,Some-college,10,Other-service,Jamaica
26,Private,Bachelors,13,Sales,United-States
26,Private,Bachelors,13,Sales,United-States
26,Private,HS-grad,9,Adm-clerical,NA
26,NA,Bachelors,13,NA,United-States
26,Private,Some-college,10,Other-service,United-States
26,Private,HS-grad,9,Craft-repair,United-States
26,Private,HS-grad,9,Craft-repair,United-States
26,NA,Some-college,10,NA,United-States
26,Self-emp-inc,Bachelors,13,Exec-managerial,United-States
26,Private,Assoc-voc,11,Exec-managerial,United-States
26,State-gov,Bachelors,13,Exec-managerial,United-States
26,Private,Bachelors,13,Adm-clerical,United-States
26,Private,Some-college,10,Adm-clerical,United-States
26,Private,HS-grad,9,Other-service,Mexico
26,Private,Bachelors,13,Exec-managerial,United-States
26,Private,Masters,14,Exec-managerial,United-States
26,Self-emp-not-inc,Assoc-voc,11,Farming-fishing,United-States
26,Private,Some-college,10,Exec-managerial,United-States
26,Private,HS-grad,9,Handlers-cleaners,Mexico
26,Private,HS-grad,9,Other-service,United-States
26,Private,HS-grad,9,Exec-managerial,United-States
26,NA,Some-college,10,NA,United-States
26,Self-emp-not-inc,HS-grad,9,Other-service,United-States
26,Self-emp-not-inc,HS-grad,9,Sales,United-States
26,Private,12th,8,Craft-repair,United-States
26,Private,HS-grad,9,Handlers-cleaners,United-States
26,Private,10th,6,Farming-fishing,United-States
26,Private,Bachelors,13,Sales,United-States
26,Private,Some-college,10,Transport-moving,United-States
26,Private,10th,6,Craft-repair,Puerto-Rico
26,Private,Bachelors,13,Exec-managerial,United-States
26,Private,Bachelors,13,Exec-managerial,United-States
26,Private,HS-grad,9,Sales,United-States
26,Self-emp-not-inc,Some-college,10,Farming-fishing,United-States
26,Private,HS-grad,9,Adm-clerical,Mexico
26,Private,HS-grad,9,Transport-moving,United-States
26,Private,11th,7,Other-service,United-States
26,Private,Some-college,10,Handlers-cleaners,United-States
26,Private,HS-grad,9,Transport-moving,United-States
26,Private,Assoc-acdm,12,Craft-repair,United-States
26,Private,HS-grad,9,Other-service,United-States
26,Private,Bachelors,13,Prof-specialty,United-States
26,Private,Bachelors,13,Tech-support,United-States
26,Private,HS-grad,9,Craft-repair,United-States
26,Private,7th-8th,4,Craft-repair,Mexico
26,Self-emp-inc,Bachelors,13,Adm-clerical,United-States
26,Local-gov,Some-college,10,Protective-serv,Peru
26,Private,Bachelors,13,Exec-managerial,NA
26,Self-emp-not-inc,Bachelors,13,Exec-managerial,United-States
26,Private,Some-college,10,Sales,United-States
26,Private,HS-grad,9,Craft-repair,United-States
26,Private,11th,7,Machine-op-inspct,United-States
26,Private,Bachelors,13,Prof-specialty,United-States
26,Private,Some-college,10,Craft-repair,United-States
26,Private,Bachelors,13,Exec-managerial,United-States
26,Private,Bachelors,13,Adm-clerical,Mexico
26,Private,HS-grad,9,Craft-repair,United-States
26,Private,HS-grad,9,Sales,United-States
26,Private,Bachelors,13,Other-service,United-States
26,Private,HS-grad,9,Craft-repair,United-States
26,Private,HS-grad,9,Adm-clerical,United-States
26,Private,Assoc-acdm,12,Adm-clerical,NA
26,Private,HS-grad,9,Sales,United-States
26,Local-gov,Some-college,10,Other-service,United-States
26,Private,Assoc-acdm,12,Adm-clerical,United-States
26,Private,Assoc-acdm,12,Adm-clerical,United-States
26,Private,HS-grad,9,Other-service,United-States
26,Private,Bachelors,13,Prof-specialty,United-States
26,Private,HS-grad,9,Adm-clerical,United-States
26,Private,Some-college,10,Transport-moving,United-States
26,Private,Bachelors,13,Prof-specialty,United-States
26,Private,Some-college,10,Other-service,United-States
26,Private,HS-grad,9,Transport-moving,United-States
26,Private,Bachelors,13,Exec-managerial,United-States
26,Private,HS-grad,9,Handlers-cleaners,United-States
26,Local-gov,HS-grad,9,Other-service,United-States
26,Local-gov,Bachelors,13,Adm-clerical,United-States
26,Private,HS-grad,9,Craft-repair,United-States
26,Private,Masters,14,Tech-support,United-States
26,Private,Assoc-acdm,12,Prof-specialty,United-States
26,Private,Masters,14,Machine-op-inspct,Canada
26,Private,Bachelors,13,Adm-clerical,United-States
26,Private,11th,7,Other-service,Mexico
26,Private,Some-college,10,Exec-managerial,United-States
26,Private,Bachelors,13,Exec-managerial,United-States
26,Private,Bachelors,13,Adm-clerical,Taiwan
26,Self-emp-not-inc,HS-grad,9,Craft-repair,United-States
26,Private,Some-college,10,Adm-clerical,United-States
26,Private,HS-grad,9,Craft-repair,United-States
26,Private,HS-grad,9,Craft-repair,United-States
26,Private,Bachelors,13,Craft-repair,United-States
26,Private,Bachelors,13,Sales,United-States
26,Private,Assoc-acdm,12,Adm-clerical,United-States
26,Private,HS-grad,9,Machine-op-inspct,United-States
26,Local-gov,Bachelors,13,Adm-clerical,United-States
26,Private,Bachelors,13,Prof-specialty,United-States
26,Private,Bachelors,13,Other-service,United-States
26,Private,HS-grad,9,Transport-moving,United-States
26,Private,HS-grad,9,Other-service,United-States
26,Private,Bachelors,13,Exec-managerial,United-States
26,Private,Some-college,10,Farming-fishing,United-States
26,Private,Bachelors,13,Adm-clerical,Thailand
26,Federal-gov,Assoc-voc,11,Craft-repair,Japan
26,NA,HS-grad,9,NA,United-States
26,Self-emp-inc,12th,8,Sales,Dominican-Republic
26,Private,HS-grad,9,Adm-clerical,United-States
26,Private,Bachelors,13,Exec-managerial,United-States
26,Private,Some-college,10,Sales,United-States
26,Private,HS-grad,9,Machine-op-inspct,United-States
26,Private,HS-grad,9,Handlers-cleaners,United-States
26,Private,Bachelors,13,Prof-specialty,United-States
26,Self-emp-not-inc,HS-grad,9,Farming-fishing,United-States
26,Private,HS-grad,9,Adm-clerical,United-States
26,Self-emp-not-inc,HS-grad,9,Exec-managerial,United-States
26,Self-emp-not-inc,HS-grad,9,Adm-clerical,United-States
26,Private,Some-college,10,Adm-clerical,United-States
26,Private,HS-grad,9,Sales,United-States
26,Private,Some-college,10,Sales,United-States
26,Private,5th-6th,3,Handlers-cleaners,Mexico
26,Private,HS-grad,9,Craft-repair,United-States
26,Private,Bachelors,13,Sales,United-States
26,Private,HS-grad,9,Machine-op-inspct,United-States
26,Local-gov,10th,6,Other-service,United-States
26,Private,HS-grad,9,Handlers-cleaners,United-States
26,Private,Masters,14,Prof-specialty,United-States
26,Private,HS-grad,9,Protective-serv,United-States
26,Private,HS-grad,9,Transport-moving,United-States
26,Private,HS-grad,9,Exec-managerial,United-States
26,Private,Assoc-voc,11,Sales,United-States
26,Private,HS-grad,9,Craft-repair,Hong
26,Private,Bachelors,13,Exec-managerial,United-States
26,Private,Bachelors,13,Exec-managerial,United-States
26,State-gov,Some-college,10,Other-service,United-States
26,Private,HS-grad,9,Adm-clerical,United-States
26,Private,HS-grad,9,Farming-fishing,United-States
26,Private,Some-college,10,Sales,United-States
26,Private,HS-grad,9,Craft-repair,United-States
26,Private,Some-college,10,Exec-managerial,United-States
26,Private,HS-grad,9,Handlers-cleaners,United-States
26,Private,9th,5,Other-service,United-States
26,Private,Bachelors,13,Other-service,United-States
26,Local-gov,Masters,14,Prof-specialty,Canada
26,Private,Assoc-acdm,12,Prof-specialty,United-States
26,Local-gov,HS-grad,9,Craft-repair,United-States
26,Self-emp-inc,Bachelors,13,Sales,United-States
26,Private,HS-grad,9,Craft-repair,United-States
26,Local-gov,Some-college,10,Protective-serv,United-States
26,Private,Some-college,10,Sales,United-States
26,Private,5th-6th,3,Transport-moving,Mexico
26,Private,Bachelors,13,Prof-specialty,United-States
26,Local-gov,Bachelors,13,Prof-specialty,United-States
26,Private,9th,5,Other-service,El-Salvador
26,Private,HS-grad,9,Adm-clerical,United-States
26,Private,HS-grad,9,Other-service,United-States
26,Private,Some-college,10,Adm-clerical,United-States
26,Private,Some-college,10,Sales,United-States
26,Private,Some-college,10,Handlers-cleaners,NA
26,Local-gov,Some-college,10,Protective-serv,United-States
26,Private,HS-grad,9,Handlers-cleaners,United-States
26,State-gov,HS-grad,9,Protective-serv,United-States
26,Private,Some-college,10,Craft-repair,United-States
26,Private,10th,6,Adm-clerical,United-States
26,Private,11th,7,Machine-op-inspct,United-States
26,Self-emp-inc,HS-grad,9,Exec-managerial,United-States
26,Private,Assoc-acdm,12,Other-service,United-States
26,Private,Assoc-acdm,12,Craft-repair,NA
26,Private,Masters,14,Prof-specialty,United-States
26,NA,Assoc-voc,11,NA,United-States
26,Private,HS-grad,9,Sales,United-States
26,Private,11th,7,Craft-repair,United-States
26,Private,Bachelors,13,Adm-clerical,United-States
26,Private,10th,6,Craft-repair,United-States
26,Private,HS-grad,9,Craft-repair,United-States
26,Private,HS-grad,9,Adm-clerical,United-States
26,Private,HS-grad,9,Craft-repair,United-States
26,NA,Some-college,10,NA,United-States
26,Private,HS-grad,9,Prof-specialty,United-States
26,Private,HS-grad,9,Machine-op-inspct,United-States
26,Private,HS-grad,9,Protective-serv,United-States
26,Private,Bachelors,13,Adm-clerical,Hong
26,Private,HS-grad,9,Machine-op-inspct,United-States
26,Private,Some-college,10,Sales,United-States
26,Private,HS-grad,9,Transport-moving,United-States
26,Private,HS-grad,9,Craft-repair,United-States
26,Private,Bachelors,13,Prof-specialty,United-States
26,State-gov,Bachelors,13,Exec-managerial,United-States
26,Private,12th,8,Other-service,United-States
26,Private,HS-grad,9,Machine-op-inspct,United-States
26,Private,HS-grad,9,Transport-moving,United-States
26,Private,HS-grad,9,Adm-clerical,United-States
