"id","name","host_name","neighbourhood_group","neighbourhood","room_type","floor","price"
9790748,"Doorman 2 bed 1.5 Ba! Sky view!5173","Jeremy & Laura","Manhattan","Upper East Side","Entire home/apt",1,273.9508059
7206060,"Cozy + Quiet Private Bedroom in Prime Bushwick!","Brendan","Brooklyn","Bushwick","Private room",16,517.6598037
28396,"Modern Apt with Spectacular Views","Jo","Brooklyn","Williamsburg","Private room",1,102.8158882
36066113,"Stylish  bedroom, two stops from Times Square! LIC","Mary","Queens","Long Island City","Private room",5,91.56443571
5028653,"Sun drenched art filled apartment","Mie","Manhattan","Financial District","Entire home/apt",16,532.8818878
36088017,"2 Bed 1 Bath Manhattan Apartment","Marquita","Manhattan","Harlem","Entire home/apt",1,266.2074348
33329762,"Chic renovated historic 1BR with garden","Nathan","Brooklyn","Crown Heights","Entire home/apt",1,196.4653924
174527,"Cozy private family home in Bushwick","Kris","Brooklyn","Bushwick","Entire home/apt",1,266.9696055
6611557,"GC Bushwick First Floor 4 Bedroom","Greg","Brooklyn","Bushwick","Entire home/apt",1,194.667414
8916716,"Lovely 2 Bedroom Apartment. Perfect Getaway!","J","Manhattan","Hell's Kitchen","Entire home/apt",16,534.3633855
10171782,"Great Affordable Room In Manhattan","Jazzy","Manhattan","Harlem","Private room",1,127.7415347
8113156,"Room in heart of Williamsburg","Amandine","Brooklyn","Williamsburg","Private room",1,207.6817522
22130055,"Queens Home short walk to Subway- 2 bedroom 2 bath","Sara","Queens","Richmond Hill","Entire home/apt",5,156.7845115
12377267,"4 Bedroom Apartment on the UWS (1A)","Irina","Manhattan","Upper West Side","Entire home/apt",1,269.0280272
1080766,"Summer Special Price Times Square","Maja & Pierre","Manhattan","Theater District","Private room",16,263.8195886
30477343,"Private Room in Bushwick - 15 Min to Manhattan","Shayan","Brooklyn","Bushwick","Private room",1,198.4347833
10491594,"one bedroom apt in a new house","Dorina","Queens","Middle Village","Entire home/apt",5,161.9759457
33591701,"spacious, apt. near bars/parks/museums/restaurants","Jenna","Manhattan","Upper East Side","Entire home/apt",16,524.4747518
15041647,"Private Bedroom in NYC w/ SUPERHOST.","Nixie & Hai","Queens","Corona","Private room",20,511.1685734
1865884,"Harlem 1BR - 3 blocks to subway!","Abby","Manhattan","Harlem","Entire home/apt",16,515.5430645
33363957,"Designer Renovated Madison Avenue 1 Bedroom Apt","Chris","Manhattan","Upper East Side","Entire home/apt",1,272.494923
24628788,"White Cozy Studio Apartment in Brooklyn","Daria","Brooklyn","Midwood","Entire home/apt",1,189.5719225
16480273,"Sunny Spring Sanctuary ~ 2 Bedroom Apt.","Thomas","Brooklyn","Bedford-Stuyvesant","Entire home/apt",1,198.0384514
1065138,"Private room in beautiful neighborhood in Brooklyn","Nevena","Brooklyn","Crown Heights","Private room",1,266.3233915
162493,"Prime Williamsburg 3 BR with Deck","Andres","Brooklyn","Williamsburg","Entire home/apt",1,206.4701338
19908261,"Coolest Apartment at Great Location!!","Gulcin","Manhattan","Chinatown","Entire home/apt",1,284.5332267
7065307,"Central Soho Apartment","Jen","Manhattan","SoHo","Entire home/apt",16,535.978218
9864121,"Chelsea Studio - great city views","Katrina","Manhattan","Midtown","Entire home/apt",16,538.5851699
27055191,"Charming bedroom for female guests","Stephany","Brooklyn","Prospect-Lefferts Gardens","Private room",1,89.37342516
34511726,"One Bedroom Apartment Near Prospect Park","Zahira","Brooklyn","Kensington","Entire home/apt",1,192.3462363
20287051,"Clean Room in Artist Loft in the South St. Seaport","Allison","Manhattan","Financial District","Private room",16,261.8337878
1479283,"Great Chelsea Location, Couch/2nd bed, Free WiFi","Michael","Manhattan","Chelsea","Entire home/apt",1,287.310175
33273186,"StudioAptWithSeparateKitchen-20min from Manhattan","Nobin","Queens","Sunnyside","Entire home/apt",20,519.7548138
6938827,"Prime apartment in prime Park Slope location!","Gidon","Brooklyn","Park Slope","Entire home/apt",1,197.6823834
22205284,"New place near D line easy to get to Manhattan","Stanley","Brooklyn","Borough Park","Entire home/apt",1,192.4651508
30442790,"Great Private Bedroom at Great Price Madison 3R-4","Nina","Brooklyn","Bedford-Stuyvesant","Private room",1,196.3998339
21624567,"Cosy warm room in Bay ridge apartment","Mariya","Brooklyn","Bay Ridge","Private room",16,244.2096813
3738815,"Large apartment, 2BR, Midtown NYC! 3D","Nina","Manhattan","Midtown","Entire home/apt",16,537.9519023
31884808,"Woodside with a view (9 minutes from midtown)","John","Queens","Woodside","Private room",5,83.66721742
460036,"Great DEAL Gramercy 1 BDROOM /2beds","Jan","Manhattan","Kips Bay","Entire home/apt",1,289.0269074
799319,"Peaceful Garden Sanctuary best part of Brooklyn!","Sarah","Brooklyn","Fort Greene","Entire home/apt",1,202.4045913
31283569,"Cozy sunny room in Washington Heights","Esaú","Manhattan","Washington Heights","Private room",16,242.1679933
30701853,"Room in Charming, Plant-filled Brooklyn Apartment","Kayla","Brooklyn","Gowanus","Private room",1,92.42366558
28699232,"Home For Medical Professionals - ""The Gamma""","Stat","Brooklyn","East Flatbush","Private room",1,192.2810331
30158934,"Beautifull 2BDR, Prime Location, Quiet, Elevator","Andrea","Manhattan","Financial District","Entire home/apt",1,282.5724424
14707675,"1 Person Only 1 Bdrm LES/East Village HugeDeck","Raymond","Manhattan","Lower East Side","Private room",16,535.3332549
1903249,"The heart of Manhattan - NYC","Michelle","Manhattan","Chelsea","Private room",1,147.4138773
30049817,"Modern Manhattan Apartment","Jay","Manhattan","Inwood","Private room",1,124.9948998
8880999,"NicE Room  with Private Bathroom BK:) SUPERHOST :)","Jasmin","Brooklyn","Bushwick","Private room",1,269.6195438
33909511,"Executive room for professional.","Victoria","Manhattan","Midtown","Private room",16,261.0862844
33368855,"CHIC EAST VILLAGE LOFT STEPS TO UNION SQUARE","Lina","Manhattan","East Village","Entire home/apt",1,287.6022804
8191699,"Studio near Central Park.","Mila","Manhattan","Upper East Side","Entire home/apt",1,274.1975117
2995000,"Bright Brooklyn garden apartment!","David","Brooklyn","Bedford-Stuyvesant","Entire home/apt",1,197.0775447
28893129,"2min bus 4 min subway.9min JFK private room干净舒适花园房","美德","Queens","Forest Hills","Private room",5,79.22514208
30704068,"Garden Apartment - Cozy renovated 1BDR","Celia","Brooklyn","Clinton Hill","Entire home/apt",1,200.986155
3517646,"Spacious, light-filled home by Prospect Park","Carrie","Brooklyn","Kensington","Entire home/apt",1,192.6953608
16274836,"Beautiful Room in Bed-Stuy w/ Bridge Theme","Ava","Brooklyn","Bedford-Stuyvesant","Private room",1,93.1003643
35201987,"★2,200sq Duplex w/Backyard near Fort Greene Park★","Flavia","Brooklyn","Fort Greene","Entire home/apt",1,203.7082554
11618854,"Walking distance  to LaGuardia airport","Maya","Queens","East Elmhurst","Private room",5,263.0005769
19894733,"Cozy, Clean, tidy budget room","Careff","Brooklyn","Crown Heights","Private room",1,89.81213278
22276602,"Loft in Brooklyn","Catiana","Brooklyn","Williamsburg","Private room",1,200.0352148
31088379,"Manhattan second unit","Sara","Manhattan","Upper West Side","Shared room",16,196.1359848
18992672,"Private room in amazing location! (rooftop access)","Gida","Manhattan","Hell's Kitchen","Private room",16,263.6737267
32542979,"Airy Private Bedroom in Ridgewood Woodbine 1R-1","Jocelyn","Queens","Ridgewood","Private room",5,83.01104944
30430139,"TIME SQ WEST-COZY KING ROOM","Gabriel","Manhattan","Hell's Kitchen","Private room",1,145.9822299
4375375,"Artsy 2 Bedroom Apt. in Harlem, NY","M. Johanne","Manhattan","East Harlem","Entire home/apt",1,267.160256
432090,"Only 5 Min. to Manhattan!","Grace","Queens","Long Island City","Private room",20,258.5532448
559511,"Huge & sunny 1BR apt in Greenpoint","Jessica","Brooklyn","Greenpoint","Entire home/apt",1,204.5055552
3098703,"At home in Historic Harlem","Sarah","Manhattan","Harlem","Private room",16,247.871687
26985149,"• Spread Love it’s the BK Way • Eco/Veg/Bio/Bckyrd","Jess","Brooklyn","Bedford-Stuyvesant","Entire home/apt",1,196.8004511
33923209,"Queens SPACIOUS Bedroom, 1–3 people, 25 min to NYC","Cheryl","Queens","Sunnyside","Private room",5,272.1049627
34370217,"Room w/washer dryer updated apt. near Whole Foods","Rafaelo","Manhattan","Harlem","Private room",16,247.3046199
13217241,"Amazing and Perfect 1BR in Beautiful SOHO/Nolita!","Gary","Manhattan","Nolita","Entire home/apt",16,536.2615934
6573055,"Charming, Quiet, Light-Filled Room","Arielle","Manhattan","East Village","Private room",16,264.96028
24184615,"Private room in cozy apartment, Fort Greene","Alyssa","Brooklyn","Fort Greene","Private room",1,203.6653826
18944834,"Huge private bedroom in the heart of Manhattan","Uly","Manhattan","Upper East Side","Private room",1,142.3913765
22282513,"Private Room on Greene","Nate","Brooklyn","Bedford-Stuyvesant","Private room",1,92.22336914
16438893,"Great Room In Brooklyn, The Park, 30 min to MH.","David","Brooklyn","Flatbush","Private room",1,88.85187735
9684503,"Big Comfy Bedroom 20 mins from Midtown Manhattan!","Emily","Queens","Astoria","Private room",5,86.21332257
15998231,"Cozy Room in Brownstone","Miller","Brooklyn","Bedford-Stuyvesant","Private room",1,270.1888297
23002904,"Upper East Brownstone Duplex 4Beds &Private Garden","Laura","Manhattan","Upper East Side","Entire home/apt",1,273.829273
1171674,"Great One-Bed in the West Village","Jon","Manhattan","Greenwich Village","Entire home/apt",1,287.1178969
22363371,"Clean&Simple 2- Airport delays & Layovers","Cynthia","Queens","Jamaica","Entire home/apt",5,155.2071794
6423589,"Lofted bedroom in large loft space full of plants","Tim","Brooklyn","Bushwick","Private room",1,92.75497516
27458304,"Palatial Serenity Close to Central Park & Museums","Lia","Manhattan","Upper East Side","Entire home/apt",1,280.5543491
23632853,"Entire sunny 2-floor loft in East Williamsburg","Kate","Brooklyn","Williamsburg","Entire home/apt",1,202.4821341
19200270,"New! Clean! 1 Bedroom apt in Bensonhurst -Sleeps 4","Dan","Brooklyn","Bensonhurst","Entire home/apt",1,188.7153564
1220548,"Cozy 2 BR apartment in Queens","Verena","Queens","Richmond Hill","Entire home/apt",20,241.7823429
28137345,"Just 10 minutes from Manhattan (S )","Katherine","Queens","Elmhurst","Private room",5,82.49206925
21619743,"Cute one-bedroom apartment with exposed brick","Taelyr","Brooklyn","Crown Heights","Entire home/apt",1,195.3150872
25028952,"Charming studio in Brooklyn","Tal","Brooklyn","Clinton Hill","Entire home/apt",1,202.3660063
21781515,"Garden Apartment in the Heart of Greenpoint","Michael","Brooklyn","Greenpoint","Private room",1,100.2192638
6612664,"Great BedRoom in Hell's Kitchen","Marg","Manhattan","Hell's Kitchen","Private room",1,283.4856844
19701037,"1BR - Heart of West Village - 30 Day Min - Unit 6","Marie","Manhattan","West Village","Entire home/apt",1,286.4599527
14050933,"Large, sunny room in Brooklyn","Elizabeth","Brooklyn","Sunset Park","Private room",1,88.9502979
12983699,"East 82nd Street, Upper East Side/Yorkville 1bd","Ken","Manhattan","Upper East Side","Entire home/apt",16,523.8589287
33085491,"Modern and Spacious Brooklyn Apartment","Veronica","Brooklyn","Bedford-Stuyvesant","Entire home/apt",1,197.5830004
35315156,"Luxury 2 BR Home in Hudson Yards","Christy","Manhattan","Chelsea","Entire home/apt",1,287.1178969
25157160,"Helles, charmantes Zimmer in Brooklyn-WG","Kitti","Brooklyn","Crown Heights","Private room",1,92.02804901
20153406,"1 bedroom by Empire State Building/Penn Station","Lisa","Manhattan","Kips Bay","Private room",1,149.6713592
35488376,"Entire Apartment Near Times Square & Central Park","Fiona","Manhattan","Hell's Kitchen","Entire home/apt",1,281.8478047
29927138,"A great space in NYC","Sophia","Brooklyn","Bedford-Stuyvesant","Entire home/apt",1,196.8232291
31336375,"Brooklyn Room - 20 min from Manhattan","Laura","Brooklyn","Bushwick","Private room",1,92.44397625
16617542,"Peaceful Bedroom with private balcony in LES","Nikki","Manhattan","Lower East Side","Private room",1,146.4678338
21823574,"Quiet and cozy in Queens and close JFK Airport","Rudy","Queens","Howard Beach","Private room",5,78.56055205
29611037,"1 bedroom apartment across the Central Park","Ana","Manhattan","Upper West Side","Private room",16,250.653108
6748032,"Beloved Brooklyn style apartment","Simone","Brooklyn","Sunset Park","Entire home/apt",1,195.4508324
3013668,"Gorgeous Apt in Bushwick Brooklyn","Arnan & Zahira","Brooklyn","Bushwick","Entire home/apt",16,515.8998208
22048368,"Private room in bright Greenpoint apartment","Joana","Brooklyn","Greenpoint","Private room",1,104.154966
9973900,"Big and sunny room!","Tobias","Brooklyn","Flatbush","Private room",1,263.403415
8518878,"Cute and roomy Bushwick apartment!","Dorothy","Brooklyn","Bushwick","Entire home/apt",1,270.6066304
30393759,"Smart Studio in Heart of West Village w/ Doorman by Blueground","Blueground","Manhattan","West Village","Entire home/apt",16,536.072203
34626927,"1976 Chris Craft “Hudson”","Gina","Queens","Arverne","Entire home/apt",5,153.4526212
25265984,"comfy and cozy room near subway station","Kyunam","Manhattan","Washington Heights","Private room",16,243.1908701
1898110,"Charming one bedroom in brownstone","Vivian","Brooklyn","Gowanus","Private room",1,135.8897722
25319136,"NEW elegant 2brm 2bath
Loft .","James","Manhattan","Greenwich Village","Entire home/apt",1,287.2137926
13062975,"UPSCALE JR. 1 Bedroom in HEART OF HISTORIC CHELSEA","Bc","Manhattan","Chelsea","Entire home/apt",16,535.5152551
22345676,"Bushwick/BedStuy Studio Apartment","Alice","Brooklyn","Bedford-Stuyvesant","Entire home/apt",1,196.8004511
30047100,"Big brownstone apartment in prime Williamsburg","Amy","Brooklyn","Williamsburg","Entire home/apt",1,207.8551038
25873511,"Cozy & Beautiful Room in Astoria for all seasons","Mars","Queens","Ditmars Steinway","Private room",5,83.26993538
34599215,"New 2 Bedrooms Apt Right in Times Square","Tom","Manhattan","Theater District","Entire home/apt",1,284.5332267
16458046,"Big Bright Room ☼ Lower East Side","Daniel","Manhattan","Chinatown","Private room",16,263.3861804
8719984,"Charming STUDIO w/ PATIO MIDTOWN","Ambria","Manhattan","Kips Bay","Entire home/apt",1,288.6091878
10038695,"Master Bedroom & Private Office","Gregory","Manhattan","East Village","Private room",16,264.4174423
22881127,"Dreamy Sunny Apt in Central Williamsburg","Meryl","Brooklyn","Williamsburg","Entire home/apt",1,206.5761323
30442870,"Furnished Bedroom in Brooklyn Madison 2R-1","Nina","Brooklyn","Bedford-Stuyvesant","Private room",1,91.48810829
9415026,"Murray Hill NYC Apartment","Sierra","Manhattan","Kips Bay","Private room",1,149.7581527
34316788,"Central Park West: 3 Bedroom + 2 Bath Jewel-box","Nick","Manhattan","Upper West Side","Entire home/apt",16,517.4415556
32568130,"Sonder | The Nash | Eclectic Studio + Rooftop","Sonder (NYC)","Manhattan","Murray Hill","Entire home/apt",1,287.7995203
13201687,"Fantastic views, outdoor terrace, modern apartment","Mark","Manhattan","Hell's Kitchen","Entire home/apt",1,281.5666952
27530187,"Private Bed & Bath in Heart of Downtown Manhattan","Derek","Manhattan","Financial District","Private room",1,144.1889031
34493353,"5★ clean,  150ft² bedroom, 10min to Union Square","John","Brooklyn","Williamsburg","Private room",1,96.95836384
28427324,"New york Multi-unit building","Monica","Queens","Astoria","Private room",5,86.40374395
21850082,"Amazing Quite & Cozy Room with Private Backyard!","Matan","Brooklyn","Williamsburg","Private room",1,100.4006723
20322645,"Beautiful Bright Times Square Apartment","Edith","Manhattan","Theater District","Entire home/apt",16,535.0635839
16595351,"Manhattan - Upper East Side - Entire Home","Yoko","Manhattan","Upper East Side","Entire home/apt",16,523.6038462
13112601,"Beautiful light and lots of space","Alberto","Brooklyn","Bedford-Stuyvesant","Private room",1,95.26886747
12462634,"Sunny and Beautiful UWS 1BDRM","Alexis","Manhattan","Upper West Side","Entire home/apt",16,525.8504808
7391230,"Cosy bedroom in Williamsburg","Seb","Brooklyn","Williamsburg","Private room",1,101.203656
35348683,"Central Park/Times Square Luxury Suite","Mara","Manhattan","Midtown","Private room",1,145.1212936
1827525,"Huge Room with Private Bathroom","Lana","Brooklyn","Flatbush","Private room",16,245.8081468
13907872,"Amazing One Bedroom apartment with private patio","Julien","Brooklyn","Williamsburg","Entire home/apt",1,204.5513209
28387362,"Private room for rent","Elireth","Queens","Elmhurst","Private room",5,264.2691691
12226927,"Quiet, cozy and family friendly","Miki","Brooklyn","Kensington","Entire home/apt",1,192.6816117
14378713,"Big Bed in Brooklyn Room; close to train","Antonio","Brooklyn","Bushwick","Private room",1,94.66870335
15745411,"Quiet Private Bedroom with Full Size Bed in LES","Severine","Manhattan","Lower East Side","Private room",16,263.8195886
11006093,"West Soho/Hudson Square Gem 1b/1bath","Tecla","Manhattan","SoHo","Entire home/apt",16,534.7978306
23506770,"Brooklyn Designer Home!!!","Agate","Brooklyn","Crown Heights","Entire home/apt",1,198.0125841
28256958,"Downtown BK luxury apartment","David","Brooklyn","Downtown Brooklyn","Private room",1,97.47325306
33791537,"Beautiful Veteran owned townhome","Demacoy","Queens","Arverne","Entire home/apt",5,153.5808294
20328884,"Sunny Studio in Park Slope","Haley","Brooklyn","Park Slope","Entire home/apt",1,198.5431781
21967835,"Greenpoint Hideaway","Jeffrey","Brooklyn","Greenpoint","Entire home/apt",1,204.6895834
1183236,"Fantastic 1 BR in massive share.","Joel","Queens","Long Island City","Private room",20,519.8153446
34938932,"Homey 4 Bedroom Just Minutes to Midtown Manhattan","Helen","Queens","Long Island City","Entire home/apt",5,171.0122339
33113865,"Small room for only you :)","Jiali","Queens","Flushing","Private room",5,78.58839408
16276632,"Cozy Room Family Home LGA Airport NO CLEANING FEE","Danielle","Queens","East Elmhurst","Private room",5,80.77958807
15814363,"Cute Two Bed - East Village","Rachel","Manhattan","East Village","Private room",16,264.2657755
6670191,"Size, Splendor & High Ceilings","Benjamin","Brooklyn","Bedford-Stuyvesant","Entire home/apt",1,198.9319403
21798722,"Private Studio in Queens Blvd /Min 2guest perstay","Franz","Queens","Briarwood","Entire home/apt",5,156.610802
40453,"Charming & Cozy midtown loft any WEEK ENDS  !!!","Sylvia","Manhattan","Upper East Side","Entire home/apt",1,281.4279502
18875426,"Uber Zen Clean Modern Apartment in E-Williamsburg","Lima","Brooklyn","Williamsburg","Private room",1,272.8240147
689900,"Large Room / Light / Columbia University - UWS","Katherine","Manhattan","Upper West Side","Private room",1,267.644017
32317538,"SPACIOUS Floor-Through Loft in Flatiron, NYC","Anika","Manhattan","Gramercy","Entire home/apt",18,538.2660165
30399972,"Charming room Newly Renovated Apt30 mins from city","Motlaq","Brooklyn","Borough Park","Private room",1,86.81363005
6291371,"Brooklyn Zen Gem Restful Retreat","Sophie","Brooklyn","Bay Ridge","Private room",1,260.9670215
9928644,"Cool room in a  Loft in Greenpoint/Williamsburg","Angelina","Brooklyn","Greenpoint","Private room",1,103.7332142
8806783,"Large 1 BD Upper East With Roof Top","Quili (Sounds Keelee)","Manhattan","Midtown","Entire home/apt",16,533.8555765
32568567,"Sonder | The Nash | Contemporary Studio + Rooftop","Sonder (NYC)","Manhattan","Murray Hill","Entire home/apt",16,536.9397565
14557713,"Simple Williamsburg room in prime location!","Christine","Brooklyn","Williamsburg","Private room",1,101.2525739
28510048,"NYC Spacious 6 Br Victorian Home w/ parking","Dave + Suzanne","Brooklyn","Flatbush","Entire home/apt",1,262.4666223
15181451,"Lifestlye Stay In Downtown Brooklyn","Chen","Brooklyn","Fort Greene","Entire home/apt",1,204.5513209
17777654,"Bright Comfy Quiet Room Just 6 Mins from JFK!","Deloris","Queens","Springfield Gardens","Private room",5,76.50854
29304329,"Williamsburg Charming 2 Bedrooms/2 full Baths","Ann","Brooklyn","Williamsburg","Entire home/apt",16,527.9477662
30129493,"Wall St Condo with Gym, Lounge & a 360° Rooftop","Eve","Manhattan","Financial District","Entire home/apt",1,281.6365172
845517,"Queen-sized Room Avail in Huge 2 bdrm/2bth loft.","Ian","Brooklyn","Clinton Hill","Private room",1,274.5769469
17879131,"Amazing Space For Your Chelsea Stay","Pablo","Manhattan","Chelsea","Private room",16,265.1988144
36412355,"Diamond in the Rough","Leona","Queens","Forest Hills","Private room",5,79.40771545
31379967,"Sunny Long Island City 2bed close to manhattan","Luz","Queens","Astoria","Entire home/apt",5,167.1040485
8704528,"Private bedroom & bath in Red Hook Bklyn for solo","Marjorie","Brooklyn","Red Hook","Private room",1,270.6983365
23158057,"Chic/Industrial 1 Bedroom Near Barclay's Center","Emily","Brooklyn","Gowanus","Entire home/apt",1,272.1748888
15452971,"Cozy 1 Bedroom Apartment in Downtown Flushing","Ting","Queens","Flushing","Entire home/apt",20,508.689246
6373770,"Huge private bedroom for quiet sleep in Manhattan!","Luke","Manhattan","Two Bridges","Private room",1,146.1193454
160609,"LOCATION LOCATION LOCATION UWS 60's","Ligia","Manhattan","Upper West Side","Entire home/apt",1,276.8126384
13999916,"Amazing Private room in LIC minutes to Manhattan","Joelle","Queens","Long Island City","Private room",5,90.91954364
3829609,"Brooklyn's finest. Renovated apt!","Fernando","Brooklyn","Crown Heights","Entire home/apt",16,249.11987
32237493,"Sonder | Stock Exchange | Serene 2BR + Sofa Bed","Sonder (NYC)","Manhattan","Financial District","Entire home/apt",16,530.6670592
30231632,"Lower East Side Private Bedroom","Gino","Manhattan","Lower East Side","Private room",16,262.555565
30764168,"Modern Co-Living Space 2R-2","Zach","Brooklyn","Fort Greene","Private room",16,524.9332445
17960375,"Lower East Side, Bohemian Home, hipster location","Brodii","Manhattan","Lower East Side","Private room",16,263.7464815
8719948,"Private Bedroom in Nolita/Soho","Mei","Manhattan","Nolita","Private room",16,264.6477722
13623256,"Stunning Large Family Home","Alba","Manhattan","Financial District","Entire home/apt",1,283.4076739
11531154,"Beautiful Apartment in Chelsea","Robin","Manhattan","Chelsea","Private room",16,264.96028
2055614,"Lovely designer's studio","Gigi","Brooklyn","Fort Greene","Private room",1,201.0548174
27596342,"Rainbow Guesthouse 1-1 Female room","Igor","Brooklyn","Midwood","Shared room",16,509.0639626
36177135,"Historic Rockaway Beach Bungalow-By Subway & Beach","Elizabeth","Queens","Rockaway Beach","Entire home/apt",5,153.7172392
26669041,"A Cozy Single bed for Female Girls","Fei","Brooklyn","East New York","Shared room",1,58.64472815
16706875,"Spacious and cozy room 25minutes from Manhattan","Shay","Brooklyn","East Flatbush","Private room",1,87.96798861
34649628,"Super private room and bath with private entrance","Valentina","Manhattan","Harlem","Private room",16,244.347718
36037964,"Charming room in Williamsburg","Francis","Brooklyn","Williamsburg","Private room",1,101.0580555
11465084,"1 Bedroom Apartment -Tompkins sq Park/East Village","Selim","Manhattan","East Village","Entire home/apt",1,286.5525419
5850978,"Huge, central & artsy Park Ave apt!","M&J","Manhattan","Flatiron District","Entire home/apt",1,289.3460609
19970186,"Quiet and Cozy | BEST LOCATION in NYC","Catherine","Manhattan","Gramercy","Entire home/apt",1,288.6091878
31773898,"PRIME SOHO: Lovely Room With Closet on Prince St","Anna","Manhattan","SoHo","Private room",16,264.8032448
20282957,"Newly renovated 2 bedroom with FREE WIFI","Jonathan","Queens","Flushing","Entire home/apt",5,157.0773105
6703091,"Charming East Village Apartment","Joshua","Manhattan","East Village","Entire home/apt",16,534.6227964
33742984,"Brooklyn Loft Living in Bedstuy / Clinton Hill","Leslie","Brooklyn","Clinton Hill","Private room",1,95.76049931
33944826,"Bienvenidos a casa","Jose","Manhattan","Washington Heights","Private room",1,127.0393482
15311253,"2 Bedrooms, Luxury Doorman, Grand Central, Perfect","Gal","Manhattan","Midtown","Entire home/apt",1,285.8244749
35608964,"Private Furnished Room, Cozy, Quiet & Perfect","Anderson","Queens","Flushing","Private room",5,125.6293136
26597239,"Close to everywhere in NY!! Cerca de todo en NY!!","Ana","Queens","Astoria","Private room",5,85.13143947
9842117,"Cozy and comfortable apart","Nany","Manhattan","East Harlem","Entire home/apt",16,518.0349325
30561846,"Brand new studio","Bruno","Queens","Long Island City","Entire home/apt",5,174.7258493
9785847,"Heart of Williamsburg 1 BD","Tyler","Brooklyn","Williamsburg","Private room",1,101.0099026
35196057,"Beautiful Renovated Duplex in Historic Townhouse","Alan","Manhattan","Harlem","Entire home/apt",16,513.0696577
26250574,"Perfect Pied-à-Terre","Erika & Brett","Brooklyn","Greenpoint","Entire home/apt",1,209.7740856
34285600,"Homely ROOM IN BROOKLYN","Patrice","Queens","Ridgewood","Private room",5,83.07467271
3302463,"Luxurious Brownstone Parlour","Robert","Manhattan","Gramercy","Entire home/apt",16,537.9519023
20616948,"AMAZING AND QUITE 2 BEDROOM APARTMENT ON SOUTH ST.","Rated","Manhattan","Financial District","Entire home/apt",1,282.9469742
10087575,"Chic NYC Brownstone","Brandon","Manhattan","Harlem","Entire home/apt",1,262.7892445
10386341,"Minutes to the Metro!!!","Jeremy","Brooklyn","Bedford-Stuyvesant","Entire home/apt",1,199.4841033
7435223,"Patricia's Place near Williamsburg","Patricia","Brooklyn","Bushwick","Entire home/apt",1,197.3389516
34646398,"Artsy bedroom w/garden & private bathroom .","Sandrine","Brooklyn","Bedford-Stuyvesant","Private room",1,92.1642591
23755278,"SPACIOUS HARLEM APT","Benjamin","Manhattan","Harlem","Private room",1,128.2130359
19430305,"Beautiful, Stylish 1BR in Heart of Crown Heights","Lin","Brooklyn","Crown Heights","Entire home/apt",1,196.664953
11222221,"Stunning  West Village Loft","Carol","Manhattan","West Village","Entire home/apt",1,285.3836873
4788812,"Comfy apt next to Central Park!","Val","Manhattan","Upper West Side","Entire home/apt",16,525.2639323
9219569,"Quiet, cozy, and big Bushwick Apt!","Danielle","Brooklyn","Bushwick","Entire home/apt",1,195.7694052
35416858,"LUX Studio 10 mins to Central Park!!","Sasha","Manhattan","Harlem","Entire home/apt",1,263.8305487
15821383,"Manhattan low price UWS Columbia big cozy bedroom","Tiffany","Manhattan","Upper West Side","Private room",1,132.3432476
34869328,"Whole house next to 2/5 trains- 30min to Manhattan","Sergios & Fani","Brooklyn","East Flatbush","Entire home/apt",1,191.684624
33451472,"Large private bedroom 15 min from Manhattan","Kateryna And Tim","Queens","Astoria","Private room",5,85.55555896
27281794,"Beautiful Private Bedroom in North Brooklyn! 2-2","Nina","Brooklyn","Williamsburg","Private room",1,101.203656
27529325,"Private room and bathroom in Brooklyn","Linda","Brooklyn","Borough Park","Private room",1,87.91562381
35572377,"Spacious shared room in modern Bed-Stuy 2","Sergii","Brooklyn","Bedford-Stuyvesant","Shared room",1,64.33999973
20245130,"Modern Mid-Century Townhouse in Williamsburg!","Jaime","Brooklyn","Williamsburg","Entire home/apt",1,207.5104241
14036911,"Stunning Clinton Hill Apartment","Emily","Brooklyn","Bedford-Stuyvesant","Private room",1,93.93385044
18496255,"Beautiful Park-view Home in Flushing NYC","Ann","Queens","Flushing","Entire home/apt",5,156.4255725
26385422,"NY HILTON CLUB 2 BR SUITE Luxury Holidays 2019","Mary","Manhattan","Midtown","Entire home/apt",2,284.12283
12685482,"Manhattan - Near Subway!","Ben","Manhattan","Harlem","Private room",1,128.2973597
33829141,"New Private Bedroom in Prime NYC / Upper West Side","Eyal","Manhattan","Upper West Side","Private room",1,132.9893332
32865732,"Park views and city fun for July & August","Teri","Brooklyn","Prospect-Lefferts Gardens","Entire home/apt",1,194.8655822
34653238,"Bedroom with a Backyard","Bubby","Brooklyn","Clinton Hill","Private room",1,95.10128917
8729819,"Spacious Room in East Willamsburg","Paolo","Brooklyn","Williamsburg","Private room",1,272.8611563
21381272,"Cozy Bedroom in the Heart of Times Square","Bianca","Manhattan","Hell's Kitchen","Private room",1,145.7789426
4606017,"Studio with Loft bed by the river","Kurt","Manhattan","Upper West Side","Entire home/apt",16,520.1858881
12752736,"Columbia University,COSO房源2017暑假招租,5月31日-7月31日","岑","Manhattan","Upper West Side","Private room",1,132.8022634
28014733,"Warm & Cozy Room in Sunnyside. Awesome Location!","Kazuya","Queens","Sunnyside","Private room",5,86.6434079
2267177,"Large Bedroom 15 Min From Manhattan","Skip","Brooklyn","Sunset Park","Private room",1,89.99901878
