AGE,STATUS,EDUCATION,YEARS,PROFESSION,CAPITALGAINS,CAPITALLOSS,NATIVE,ZODIAK
26,Private,Bachelors,13,Adm-clerical,0,0,United-States,Cancer
26,Private,Some-college,10,Sales,0,0,United-States,Cancer
26,Local-gov,Masters,14,Prof-specialty,0,13386,United-States,Cancer
26,Private,HS-grad,9,Adm-clerical,0,0,United-States,Cancer
26,Private,HS-grad,9,Sales,0,0,United-States,Cancer
26,Private,HS-grad,9,Craft-repair,2597,0,United-States,Cancer
26,Private,Bachelors,13,Exec-managerial,0,0,Poland,Cancer
26,Private,Some-college,10,Protective-serv,225509,0,United-States,Cancer
26,Private,Some-college,10,Adm-clerical,0,2051,United-States,Cancer
26,Federal-gov,Some-college,10,Tech-support,0,0,United-States,Cancer
26,Private,Some-college,10,Exec-managerial,0,0,United-States,Cancer
26,Private,Bachelors,13,Sales,0,0,United-States,Cancer
26,Private,Bachelors,13,Adm-clerical,0,0,United-States,Cancer
26,Private,10th,6,Handlers-cleaners,0,0,United-States,Cancer
26,Private,Some-college,10,Tech-support,0,0,United-States,Cancer
26,Self-emp-not-inc,7th-8th,4,Transport-moving,0,0,United-States,Cancer
26,Self-emp-not-inc,Some-college,10,Other-service,0,0,United-States,Cancer
26,Private,Bachelors,13,Prof-specialty,0,0,United-States,Cancer
26,State-gov,Bachelors,13,Prof-specialty,0,0,United-States,Cancer
26,Private,Prof-school,15,Prof-specialty,0,0,United-States,Cancer
26,Private,Some-college,10,Sales,0,0,United-States,Capricorn
26,Private,Bachelors,13,Prof-specialty,0,0,United-States,Capricorn
26,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Capricorn
26,Private,12th,8,Sales,0,0,United-States,Capricorn
26,Private,Some-college,10,Adm-clerical,0,0,United-States,Capricorn
26,Private,Bachelors,13,Sales,0,13021,United-States,Capricorn
26,Private,Some-college,10,Sales,244236,0,United-States,Capricorn
26,Local-gov,Assoc-acdm,12,Protective-serv,0,0,United-States,Capricorn
26,State-gov,Prof-school,15,Prof-specialty,2463,0,India,Capricorn
26,Private,Bachelors,13,Prof-specialty,273781,0,United-States,Capricorn
26,Private,HS-grad,9,Adm-clerical,0,0,United-States,Capricorn
26,Private,Bachelors,13,Farming-fishing,0,0,United-States,Capricorn
26,Private,5th-6th,3,Farming-fishing,0,0,Mexico,Capricorn
26,Private,Assoc-voc,11,Prof-specialty,0,0,Jamaica,Capricorn
26,Private,Bachelors,13,Adm-clerical,0,0,United-States,Capricorn
26,Private,Some-college,10,Other-service,0,0,United-States,Capricorn
26,Private,HS-grad,9,Machine-op-inspct,0,0,Columbia,Capricorn
26,Private,11th,7,Craft-repair,0,0,United-States,Capricorn
26,Private,Some-college,10,Exec-managerial,0,0,United-States,Capricorn
26,Private,Assoc-voc,11,Sales,0,0,United-States,Capricorn
26,Private,HS-grad,9,Craft-repair,0,0,United-States,Capricorn
26,Private,HS-grad,9,Adm-clerical,0,0,United-States,Capricorn
26,State-gov,Bachelors,13,Prof-specialty,0,0,United-States,Capricorn
26,Private,Some-college,10,Sales,0,0,United-States,Capricorn
26,Private,HS-grad,9,Craft-repair,0,0,United-States,Capricorn
26,Private,Bachelors,13,Sales,0,0,United-States,Capricorn
26,Private,HS-grad,9,Priv-house-serv,0,1602,Mexico,Capricorn
26,Private,Bachelors,13,Prof-specialty,0,0,United-States,Capricorn
26,Private,Some-college,10,Protective-serv,0,0,United-States,Capricorn
26,Private,Assoc-acdm,12,Exec-managerial,0,0,United-States,Capricorn
26,Private,Some-college,10,Adm-clerical,0,0,United-States,Capricorn
26,Private,Some-college,10,Adm-clerical,0,0,United-States,Capricorn
26,Private,10th,6,Handlers-cleaners,0,0,United-States,Capricorn
26,Private,HS-grad,9,Exec-managerial,0,0,United-States,Capricorn
26,Private,Bachelors,13,Tech-support,0,0,United-States,Capricorn
26,Local-gov,Masters,14,Prof-specialty,2174,0,United-States,Capricorn
26,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Capricorn
26,Self-emp-not-inc,Assoc-voc,11,Farming-fishing,0,0,United-States,Capricorn
26,Private,Some-college,10,Sales,0,0,United-States,Capricorn
26,Private,Bachelors,13,Exec-managerial,0,0,United-States,Capricorn
26,Private,10th,6,Adm-clerical,2907,0,United-States,Capricorn
26,Self-emp-not-inc,Some-college,10,Prof-specialty,0,0,United-States,Capricorn
26,Private,Preschool,1,Machine-op-inspct,0,1719,Mexico,Capricorn
26,Private,7th-8th,4,Machine-op-inspct,0,0,United-States,Capricorn
26,Private,Some-college,10,Other-service,226207,0,Nicaragua,Capricorn
26,Private,Some-college,10,Machine-op-inspct,0,0,United-States,Capricorn
26,Private,Some-college,10,Craft-repair,0,0,United-States,Capricorn
26,Local-gov,Bachelors,13,Prof-specialty,4865,0,United-States,Capricorn
26,Self-emp-not-inc,10th,6,Prof-specialty,0,0,United-States,Capricorn
26,Private,Bachelors,13,Craft-repair,0,0,United-States,Capricorn
26,Private,10th,6,Adm-clerical,0,0,United-States,Capricorn
26,Private,Bachelors,13,Craft-repair,3325,0,United-States,Capricorn
26,Private,HS-grad,9,Sales,259352,0,United-States,Capricorn
26,Private,Assoc-voc,11,Handlers-cleaners,0,0,United-States,Capricorn
26,Private,Bachelors,13,Prof-specialty,13550,13304,United-States,Capricorn
26,Private,Bachelors,13,Sales,0,0,United-States,Capricorn
26,Private,Assoc-acdm,12,Prof-specialty,0,0,United-States,Capricorn
26,Private,HS-grad,9,Tech-support,0,0,United-States,Capricorn
26,Private,HS-grad,9,Protective-serv,0,0,United-States,Capricorn
26,Private,12th,8,Transport-moving,0,0,United-States,Capricorn
26,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Capricorn
26,Federal-gov,Bachelors,13,Tech-support,0,0,United-States,Capricorn
26,Private,Bachelors,13,Transport-moving,0,0,United-States,Capricorn
26,Private,Some-college,10,Exec-managerial,0,0,United-States,Capricorn
26,Private,Some-college,10,Handlers-cleaners,0,0,United-States,Capricorn
26,Private,HS-grad,9,Adm-clerical,221202,0,United-States,Capricorn
26,Private,Some-college,10,Handlers-cleaners,0,0,United-States,Capricorn
26,State-gov,Some-college,10,Protective-serv,0,0,United-States,Capricorn
26,Private,11th,7,Transport-moving,0,0,United-States,Capricorn
26,Private,Some-college,10,Adm-clerical,284823,0,United-States,Gemini
26,Private,HS-grad,9,Adm-clerical,0,0,United-States,Gemini
26,Private,HS-grad,9,Transport-moving,0,0,United-States,Gemini
26,State-gov,11th,7,Other-service,0,0,United-States,Gemini
26,Federal-gov,Masters,14,Prof-specialty,0,0,United-States,Gemini
26,Private,Some-college,10,Prof-specialty,0,0,El-Salvador,Gemini
26,Private,Some-college,10,Adm-clerical,0,0,United-States,Gemini
26,Self-emp-not-inc,Prof-school,15,Prof-specialty,0,0,United-States,Gemini
26,Private,HS-grad,9,Transport-moving,0,0,United-States,Gemini
26,Private,Some-college,10,Adm-clerical,0,0,United-States,Gemini
26,Local-gov,Bachelors,13,Adm-clerical,0,0,United-States,Gemini
26,Private,HS-grad,9,Other-service,0,0,?,Gemini
26,Private,Some-college,10,Sales,0,0,United-States,Gemini
26,Private,Bachelors,13,Sales,5178,0,United-States,Gemini
26,State-gov,Assoc-acdm,12,Adm-clerical,0,0,United-States,Gemini
26,Private,HS-grad,9,Adm-clerical,0,0,United-States,Gemini
26,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Gemini
26,Private,HS-grad,9,Other-service,0,0,United-States,Gemini
26,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Gemini
26,Private,Some-college,10,Adm-clerical,0,0,United-States,Gemini
26,Private,Bachelors,13,Prof-specialty,0,0,?,Gemini
26,Private,11th,7,Other-service,0,0,United-States,Gemini
26,Private,HS-grad,9,Adm-clerical,0,0,United-States,Gemini
26,Private,Masters,14,Exec-managerial,0,0,United-States,Gemini
26,Private,HS-grad,9,Other-service,0,0,United-States,Gemini
26,Private,Bachelors,13,Other-service,0,0,United-States,Gemini
26,Private,Bachelors,13,Sales,0,0,South,Gemini
26,Self-emp-not-inc,Some-college,10,Prof-specialty,0,0,Mexico,Gemini
26,Private,Bachelors,13,Other-service,0,0,United-States,Gemini
26,Private,HS-grad,9,Exec-managerial,0,0,United-States,Gemini
26,Local-gov,HS-grad,9,Adm-clerical,0,0,United-States,Gemini
26,Private,Bachelors,13,Prof-specialty,289032,0,United-States,Gemini
26,Private,HS-grad,9,Craft-repair,5013,0,United-States,Gemini
26,Private,Some-college,10,Sales,0,0,United-States,Gemini
26,Private,Assoc-acdm,12,Tech-support,0,0,United-States,Gemini
26,Private,Assoc-voc,11,Craft-repair,296188,2002,United-States,Gemini
26,Federal-gov,HS-grad,9,Adm-clerical,250844,0,United-States,Gemini
26,Local-gov,Bachelors,13,Prof-specialty,0,0,United-States,Gemini
26,Private,HS-grad,9,Tech-support,0,0,?,Gemini
26,State-gov,Assoc-voc,11,Exec-managerial,0,0,United-States,Gemini
26,Private,HS-grad,9,Sales,275698,0,United-States,Gemini
26,Private,Some-college,10,Exec-managerial,0,0,United-States,Gemini
26,Private,11th,7,Adm-clerical,0,0,United-States,Gemini
26,Private,Some-college,10,Craft-repair,0,0,Puerto-Rico,Gemini
26,Private,HS-grad,9,Adm-clerical,0,0,United-States,Gemini
26,Private,Bachelors,13,Prof-specialty,0,0,United-States,Gemini
26,Private,Some-college,10,Handlers-cleaners,0,0,Philippines,Gemini
26,Private,Bachelors,13,Handlers-cleaners,0,0,United-States,Gemini
26,Self-emp-inc,HS-grad,9,Exec-managerial,0,0,United-States,Gemini
26,Private,Some-college,10,Other-service,0,0,United-States,Gemini
26,Private,HS-grad,9,Other-service,0,0,United-States,Gemini
26,Private,5th-6th,3,Transport-moving,0,0,Columbia,Gemini
26,Private,HS-grad,9,Machine-op-inspct,3464,0,United-States,Gemini
26,Private,Bachelors,13,Exec-managerial,209696,0,United-States,Gemini
26,Private,Some-college,10,Exec-managerial,7688,0,United-States,Gemini
26,Private,Bachelors,13,Prof-specialty,0,0,United-States,Gemini
26,Private,Masters,14,Exec-managerial,0,0,United-States,Gemini
26,Private,HS-grad,9,Craft-repair,0,0,United-States,Gemini
26,Private,HS-grad,9,Machine-op-inspct,5721,0,United-States,Gemini
26,Private,Masters,14,Exec-managerial,0,0,United-States,Gemini
26,Private,Assoc-voc,11,Sales,0,0,United-States,Gemini
26,Private,Some-college,10,Transport-moving,0,0,United-States,Gemini
26,?,Bachelors,13,?,0,0,United-States,Gemini
26,Private,Assoc-acdm,12,Sales,0,0,United-States,Gemini
26,Private,Bachelors,13,Exec-managerial,0,0,United-States,Gemini
26,Private,Bachelors,13,Sales,0,0,United-States,Gemini
26,Private,Some-college,10,Adm-clerical,0,0,United-States,Gemini
26,?,Some-college,10,?,0,0,United-States,Leo
26,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Leo
26,Private,HS-grad,9,Handlers-cleaners,0,0,United-States,Leo
26,Local-gov,Bachelors,13,Prof-specialty,0,0,United-States,Leo
26,Private,HS-grad,9,Craft-repair,0,0,United-States,Leo
26,Self-emp-inc,HS-grad,9,Sales,0,0,Honduras,Leo
26,Private,Bachelors,13,Adm-clerical,223611,0,United-States,Leo
26,Private,Some-college,10,Adm-clerical,0,0,United-States,Leo
26,Private,Bachelors,13,Adm-clerical,0,0,United-States,Leo
26,Private,12th,8,Handlers-cleaners,0,0,United-States,Leo
26,Self-emp-inc,Bachelors,13,Adm-clerical,0,0,United-States,Leo
26,Private,Masters,14,Exec-managerial,0,0,United-States,Leo
26,Private,Assoc-voc,11,Sales,594,0,United-States,Leo
26,Private,HS-grad,9,Farming-fishing,263431,0,United-States,Leo
26,Private,Some-college,10,Sales,0,0,United-States,Leo
26,Private,HS-grad,9,Machine-op-inspct,280266,0,United-States,Leo
26,Private,Some-college,10,Prof-specialty,0,0,United-States,Leo
26,Private,HS-grad,9,Sales,0,0,United-States,Leo
26,Private,Bachelors,13,Adm-clerical,6849,0,United-States,Leo
26,Private,HS-grad,9,Handlers-cleaners,0,0,United-States,Leo
26,Private,Masters,14,Prof-specialty,0,0,United-States,Leo
26,Private,HS-grad,9,Adm-clerical,0,0,?,Leo
26,Private,Bachelors,13,Prof-specialty,0,0,United-States,Leo
26,?,HS-grad,9,?,0,0,United-States,Leo
26,Private,HS-grad,9,Sales,0,0,United-States,Leo
26,Private,Some-college,10,Sales,0,0,?,Leo
26,Private,HS-grad,9,Exec-managerial,0,0,Mexico,Leo
26,Private,Assoc-acdm,12,Machine-op-inspct,5178,0,United-States,Leo
26,Local-gov,Some-college,10,Prof-specialty,0,0,United-States,Leo
26,Private,HS-grad,9,Craft-repair,247062,0,United-States,Leo
26,Private,Assoc-acdm,12,Prof-specialty,0,0,United-States,Leo
26,Private,Assoc-voc,11,Adm-clerical,0,13286,United-States,Leo
26,Private,7th-8th,4,Handlers-cleaners,0,0,Guatemala,Leo
26,Local-gov,Masters,14,Prof-specialty,0,0,United-States,Leo
26,Private,Some-college,10,Craft-repair,0,0,United-States,Leo
26,Private,HS-grad,9,Exec-managerial,0,0,United-States,Leo
26,Private,Assoc-acdm,12,Prof-specialty,0,0,United-States,Leo
26,Private,Bachelors,13,Exec-managerial,0,0,?,Leo
26,Private,HS-grad,9,Prof-specialty,0,0,United-States,Leo
26,Local-gov,HS-grad,9,Protective-serv,3103,0,United-States,Leo
26,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Leo
26,Private,HS-grad,9,Exec-managerial,0,0,United-States,Leo
26,Self-emp-not-inc,Assoc-voc,11,Other-service,0,0,United-States,Leo
26,Private,Some-college,10,Exec-managerial,0,0,United-States,Leo
26,Private,5th-6th,3,Transport-moving,0,0,?,Leo
26,Private,HS-grad,9,Other-service,266652,0,Mexico,Leo
26,Private,Bachelors,13,Sales,254479,0,South,Leo
26,?,Bachelors,13,?,204256,0,United-States,Leo
26,State-gov,Masters,14,Prof-specialty,212517,0,United-States,Leo
26,Private,Some-college,10,Transport-moving,0,0,United-States,Leo
26,Self-emp-not-inc,HS-grad,9,Exec-managerial,0,0,Outlying-US(Guam-USVI-etc),Leo
26,Federal-gov,Some-college,10,Adm-clerical,0,0,United-States,Leo
26,Private,10th,6,Handlers-cleaners,0,0,United-States,Leo
26,Private,HS-grad,9,Prof-specialty,0,0,United-States,Leo
26,Private,Some-college,10,Adm-clerical,0,0,United-States,Leo
26,Federal-gov,HS-grad,9,Adm-clerical,0,0,United-States,Leo
26,Private,Assoc-voc,11,Craft-repair,214037,0,United-States,Leo
26,Private,Masters,14,Other-service,0,0,United-States,Leo
26,Private,Bachelors,13,Tech-support,0,0,United-States,Leo
26,Private,HS-grad,9,Transport-moving,0,0,United-States,Leo
26,Private,Bachelors,13,Prof-specialty,0,0,?,Leo
26,Private,Assoc-voc,11,Other-service,0,0,United-States,Leo
26,Private,Assoc-voc,11,Other-service,0,0,United-States,Leo
26,Private,Assoc-voc,11,Other-service,0,0,United-States,Leo
26,Private,Bachelors,13,Sales,0,0,?,Libra
26,Private,HS-grad,9,Craft-repair,0,0,United-States,Libra
26,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Libra
26,Private,Bachelors,13,Exec-managerial,0,1876,United-States,Libra
26,Private,Bachelors,13,Sales,0,0,United-States,Libra
26,Self-emp-not-inc,Some-college,10,Sales,0,0,United-States,Libra
26,Local-gov,Bachelors,13,Protective-serv,0,0,United-States,Libra
26,Private,HS-grad,9,Craft-repair,0,0,Mexico,Libra
26,Federal-gov,HS-grad,9,Adm-clerical,0,0,United-States,Libra
26,Local-gov,HS-grad,9,Other-service,0,0,United-States,Libra
26,Private,HS-grad,9,Craft-repair,265249,0,United-States,Libra
26,Private,HS-grad,9,Handlers-cleaners,0,0,United-States,Libra
26,Private,Some-college,10,Machine-op-inspct,0,0,United-States,Libra
26,State-gov,Masters,14,Prof-specialty,0,0,United-States,Libra
26,State-gov,Bachelors,13,Prof-specialty,0,11051,United-States,Libra
26,Private,Bachelors,13,Prof-specialty,0,10914,Philippines,Libra
26,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Libra
26,?,Bachelors,13,?,0,12954,United-States,Libra
26,Private,Assoc-voc,11,Craft-repair,0,0,United-States,Libra
26,Private,Assoc-acdm,12,Craft-repair,0,10289,United-States,Libra
26,Private,Some-college,10,Adm-clerical,0,1974,United-States,Libra
26,Private,Bachelors,13,Exec-managerial,0,0,United-States,Libra
26,Local-gov,Bachelors,13,Prof-specialty,0,0,United-States,Libra
26,?,Bachelors,13,?,0,2002,United-States,Libra
26,Private,Some-college,10,Other-service,0,0,United-States,Libra
26,Private,Bachelors,13,Exec-managerial,0,1974,United-States,Libra
26,Private,Some-college,10,Other-service,0,0,United-States,Libra
26,Private,11th,7,Other-service,1055,0,United-States,Libra
26,Local-gov,Bachelors,13,Prof-specialty,247030,0,United-States,Libra
26,Private,11th,7,Craft-repair,2907,0,United-States,Libra
26,State-gov,HS-grad,9,Protective-serv,0,0,United-States,Libra
26,?,Bachelors,13,?,0,0,United-States,Libra
26,Private,HS-grad,9,Other-service,0,0,United-States,Libra
26,Private,HS-grad,9,Sales,0,0,United-States,Libra
26,Private,Bachelors,13,Prof-specialty,0,0,United-States,Libra
26,Private,Some-college,10,Machine-op-inspct,0,0,United-States,Libra
26,Private,HS-grad,9,Craft-repair,0,0,United-States,Libra
26,Private,9th,5,Craft-repair,0,0,United-States,Libra
26,Private,Assoc-acdm,12,Sales,0,0,United-States,Libra
26,Private,Some-college,10,Prof-specialty,0,0,United-States,Libra
26,Private,HS-grad,9,Sales,0,0,United-States,Libra
26,Private,Some-college,10,Prof-specialty,0,0,United-States,Libra
26,?,10th,6,?,0,0,United-States,Libra
26,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Libra
26,Private,Bachelors,13,Craft-repair,0,0,United-States,Libra
26,Private,HS-grad,9,Tech-support,0,0,United-States,Libra
26,Private,Some-college,10,Adm-clerical,0,0,United-States,Libra
26,Private,HS-grad,9,Handlers-cleaners,0,0,United-States,Libra
26,Federal-gov,Bachelors,13,Tech-support,0,0,United-States,Libra
26,Private,Some-college,10,Other-service,0,0,United-States,Libra
26,Private,HS-grad,9,Adm-clerical,0,0,United-States,Libra
26,Private,Bachelors,13,Exec-managerial,0,2258,United-States,Libra
26,Self-emp-not-inc,HS-grad,9,Exec-managerial,0,0,United-States,Libra
26,Private,Some-college,10,Transport-moving,0,0,United-States,Libra
26,Private,Bachelors,13,Adm-clerical,0,0,United-States,Libra
26,Private,HS-grad,9,Craft-repair,0,0,United-States,Libra
26,Private,Some-college,10,Priv-house-serv,0,0,Hungary,Libra
26,Private,Assoc-voc,11,Prof-specialty,0,0,United-States,Libra
26,Private,Some-college,10,Craft-repair,0,0,United-States,Libra
26,Private,Some-college,10,Craft-repair,0,0,United-States,Libra
26,?,11th,7,?,226451,0,United-States,Libra
26,Private,HS-grad,9,Other-service,0,0,United-States,Libra
26,Private,Some-college,10,Sales,0,0,?,Libra
26,Self-emp-not-inc,Bachelors,13,Exec-managerial,220392,0,United-States,Libra
26,Private,Bachelors,13,Craft-repair,0,0,Mexico,Libra
26,Private,HS-grad,9,Sales,0,0,United-States,Libra
26,Local-gov,Bachelors,13,Prof-specialty,0,0,United-States,Libra
26,Private,HS-grad,9,Adm-clerical,0,0,United-States,Libra
26,Private,Bachelors,13,Prof-specialty,0,0,United-States,Libra
26,State-gov,Assoc-acdm,12,Adm-clerical,0,0,United-States,Libra
26,Private,HS-grad,9,Craft-repair,0,0,United-States,Libra
26,Private,Bachelors,13,Transport-moving,0,0,United-States,Libra
26,Private,Some-college,10,Adm-clerical,0,0,Mexico,Libra
26,Private,Bachelors,13,Adm-clerical,0,0,United-States,Libra
26,Private,HS-grad,9,Handlers-cleaners,0,0,United-States,Libra
26,Private,Bachelors,13,Other-service,0,0,United-States,Pisces 
26,Private,Bachelors,13,Tech-support,0,0,United-States,Pisces 
26,Private,HS-grad,9,Farming-fishing,0,0,United-States,Pisces 
26,Private,Some-college,10,Adm-clerical,0,0,United-States,Pisces 
26,Private,Bachelors,13,Other-service,286131,0,United-States,Pisces 
26,Private,Bachelors,13,Adm-clerical,0,0,United-States,Pisces 
26,Private,HS-grad,9,Craft-repair,0,0,United-States,Pisces 
26,Private,HS-grad,9,Craft-repair,0,0,United-States,Pisces 
26,Private,Bachelors,13,Sales,209495,0,United-States,Pisces 
26,Private,Bachelors,13,Exec-managerial,0,13793,United-States,Pisces 
26,Private,Some-college,10,Machine-op-inspct,0,0,United-States,Pisces 
26,Private,Bachelors,13,Adm-clerical,0,11531,United-States,Pisces 
26,Private,Prof-school,15,Prof-specialty,0,1977,United-States,Pisces 
26,Private,Some-college,10,Machine-op-inspct,0,0,Philippines,Pisces 
26,Private,Bachelors,13,Prof-specialty,0,0,United-States,Pisces 
26,Self-emp-not-inc,HS-grad,9,Craft-repair,0,0,United-States,Pisces 
26,Private,Bachelors,13,Prof-specialty,290741,0,United-States,Pisces 
26,Private,HS-grad,9,Craft-repair,0,0,United-States,Pisces 
26,Private,10th,6,Handlers-cleaners,0,0,United-States,Pisces 
26,Local-gov,Bachelors,13,Tech-support,0,0,United-States,Pisces 
26,Private,Some-college,10,Adm-clerical,0,0,Philippines,Pisces 
26,Private,HS-grad,9,Adm-clerical,0,0,United-States,Pisces 
26,Local-gov,Bachelors,13,Prof-specialty,0,0,United-States,Pisces 
26,Local-gov,Bachelors,13,Prof-specialty,0,0,United-States,Pisces 
26,Local-gov,HS-grad,9,Handlers-cleaners,0,0,United-States,Pisces 
26,Private,Bachelors,13,Exec-managerial,0,0,South,Pisces 
26,Private,Some-college,10,Sales,0,0,United-States,Pisces 
26,Private,Some-college,10,Sales,0,0,United-States,Pisces 
26,Private,HS-grad,9,Adm-clerical,0,0,Jamaica,Pisces 
26,Private,Bachelors,13,Sales,0,0,United-States,Pisces 
26,Private,HS-grad,9,Sales,0,0,United-States,Pisces 
26,Private,9th,5,Craft-repair,0,0,United-States,Pisces 
26,Private,Some-college,10,Sales,0,0,United-States,Pisces 
26,Private,Bachelors,13,Prof-specialty,0,0,United-States,Pisces 
26,Private,Some-college,10,Prof-specialty,0,0,United-States,Pisces 
26,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Pisces 
26,State-gov,Some-college,10,Exec-managerial,0,0,United-States,Pisces 
26,Private,Some-college,10,Exec-managerial,0,0,United-States,Pisces 
26,Private,HS-grad,9,Transport-moving,217591,0,United-States,Pisces 
26,Local-gov,Bachelors,13,Prof-specialty,0,0,England,Pisces 
26,Private,12th,8,Craft-repair,0,0,Mexico,Pisces 
26,Private,Some-college,10,Sales,0,0,United-States,Pisces 
26,Private,Bachelors,13,Exec-managerial,240760,0,United-States,Pisces 
26,Private,Bachelors,13,Sales,0,0,United-States,Pisces 
26,Private,HS-grad,9,Adm-clerical,0,0,United-States,Pisces 
26,Private,Some-college,10,Adm-clerical,0,0,United-States,Pisces 
26,Private,Some-college,10,Handlers-cleaners,0,0,United-States,Pisces 
26,Private,Bachelors,13,Sales,0,0,United-States,Pisces 
26,Private,Some-college,10,Transport-moving,2174,0,United-States,Pisces 
26,Local-gov,Bachelors,13,Protective-serv,0,0,United-States,Pisces 
26,Private,11th,7,Exec-managerial,3411,0,United-States,Pisces 
26,Private,Masters,14,Prof-specialty,0,1887,United-States,Pisces 
26,Private,Bachelors,13,Other-service,0,0,United-States,Pisces 
26,Private,Some-college,10,Handlers-cleaners,0,0,United-States,Pisces 
26,Private,Bachelors,13,Transport-moving,0,0,United-States,Pisces 
26,Private,Some-college,10,Adm-clerical,2597,0,United-States,Pisces 
26,Private,HS-grad,9,Sales,0,0,United-States,Pisces 
26,Self-emp-not-inc,HS-grad,9,Prof-specialty,0,0,United-States,Pisces 
26,Private,Bachelors,13,Machine-op-inspct,0,0,United-States,Pisces 
26,Private,HS-grad,9,Craft-repair,0,0,Poland,Pisces 
26,Self-emp-inc,HS-grad,9,Sales,0,0,United-States,Pisces 
26,Private,Bachelors,13,Other-service,0,0,United-States,Pisces 
26,Private,HS-grad,9,Exec-managerial,0,0,United-States,Pisces 
26,Private,HS-grad,9,Craft-repair,0,0,United-States,Pisces 
26,Private,11th,7,Craft-repair,0,0,United-States,Pisces 
26,Private,Some-college,10,Adm-clerical,205538,0,United-States,Pisces 
26,Private,Some-college,10,Craft-repair,215920,0,United-States,Pisces 
26,Private,HS-grad,9,Transport-moving,0,0,United-States,Pisces 
26,Private,HS-grad,9,Adm-clerical,0,0,United-States,Pisces 
26,Private,Some-college,10,Adm-clerical,0,0,United-States,Pisces 
26,Private,Bachelors,13,Prof-specialty,0,0,United-States,Pisces 
26,Private,Some-college,10,Other-service,0,0,United-States,Pisces 
26,Private,Some-college,10,Transport-moving,0,0,United-States,Pisces 
26,Private,Some-college,10,Sales,0,0,United-States,Pisces 
26,Private,Bachelors,13,Prof-specialty,10520,0,United-States,Pisces 
26,Private,HS-grad,9,Sales,2885,0,United-States,Pisces 
26,Federal-gov,HS-grad,9,Adm-clerical,0,0,United-States,Pisces 
26,Private,Assoc-voc,11,Prof-specialty,0,0,United-States,Pisces 
26,Self-emp-not-inc,Some-college,10,Craft-repair,0,0,United-States,Pisces 
26,Self-emp-not-inc,Bachelors,13,Sales,0,0,United-States,Pisces 
26,Local-gov,Bachelors,13,Prof-specialty,0,0,United-States,Pisces 
26,Private,HS-grad,9,Handlers-cleaners,0,0,United-States,Sagittarius
26,Private,HS-grad,9,Sales,0,0,United-States,Sagittarius
26,Private,HS-grad,9,Transport-moving,288856,0,United-States,Sagittarius
26,Private,HS-grad,9,Adm-clerical,0,0,United-States,Sagittarius
26,Private,Some-college,10,Adm-clerical,0,0,United-States,Sagittarius
26,Private,5th-6th,3,Farming-fishing,0,0,Mexico,Sagittarius
26,Private,Bachelors,13,Sales,0,0,United-States,Sagittarius
26,Private,HS-grad,9,Craft-repair,0,0,United-States,Sagittarius
26,Private,Some-college,10,Adm-clerical,0,0,United-States,Sagittarius
26,Private,Bachelors,13,Prof-specialty,0,10583,United-States,Sagittarius
26,Private,HS-grad,9,Transport-moving,0,0,United-States,Sagittarius
26,Private,Bachelors,13,Adm-clerical,0,0,United-States,Sagittarius
26,Private,Assoc-voc,11,Craft-repair,0,0,United-States,Sagittarius
26,Private,HS-grad,9,Adm-clerical,0,0,United-States,Sagittarius
26,Private,Bachelors,13,Adm-clerical,0,0,United-States,Sagittarius
26,Private,HS-grad,9,Craft-repair,0,0,United-States,Sagittarius
26,Private,10th,6,Craft-repair,0,0,United-States,Sagittarius
26,Private,Some-college,10,Adm-clerical,0,0,United-States,Sagittarius
26,Private,Some-college,10,Other-service,0,0,United-States,Sagittarius
26,Private,11th,7,Other-service,0,0,United-States,Sagittarius
26,Private,HS-grad,9,Craft-repair,0,0,United-States,Sagittarius
26,Private,5th-6th,3,Craft-repair,267481,0,Mexico,Sagittarius
26,Private,Masters,14,Prof-specialty,0,1669,United-States,Sagittarius
26,Private,Bachelors,13,Adm-clerical,0,0,United-States,Sagittarius
26,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Sagittarius
26,Private,Bachelors,13,Exec-managerial,0,0,United-States,Sagittarius
26,Private,Bachelors,13,Other-service,0,0,United-States,Sagittarius
26,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Sagittarius
26,Private,Bachelors,13,Adm-clerical,0,0,United-States,Sagittarius
26,Self-emp-not-inc,10th,6,Farming-fishing,0,0,United-States,Sagittarius
26,Private,11th,7,Adm-clerical,0,0,United-States,Sagittarius
26,State-gov,Some-college,10,Protective-serv,0,0,United-States,Sagittarius
26,?,10th,6,?,0,0,Puerto-Rico,Sagittarius
26,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Sagittarius
26,Local-gov,Bachelors,13,Prof-specialty,0,0,United-States,Sagittarius
